code,title,office,domain,verdict,reason
04.01.95,מסדר לוחמי ירושלים,משרד ראש הממשלה,תחום פעולה כללי,drop,"Jerusalem fighters order, unrelated to green energy."
04.01.96,אגודת דור הפלמח,משרד ראש הממשלה,תחום פעולה כללי,drop,"Palmach generation association, unrelated to green energy."
04.01.97,רעות קרן עזרה,משרד ראש הממשלה,תחום פעולה כללי,drop,"Aid fund, unrelated to green energy."
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,"Sexual assault victims assistance, unrelated to green energy."
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,drop,"Specific institution, unrelated to green energy."
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,ambiguous,Generic reserve for the ministry; could fund anything.
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,ambiguous,Generic reserve for price increases; could fund anything.
04.70.01,רזרבה לעמידה במגבלה,משרד ראש הממשלה,רזרבות,ambiguous,Generic reserve for budget limits; could fund anything.
04.99.99,חשבון מעבר,משרד ראש הממשלה,חשבון מעבר,ambiguous,Generic administrative account; could contain relevant spending.
05.01.01,משרד ראשי,משרד האוצר,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
05.01.02,אמרכלות,משרד האוצר,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
05.01.04,טפול בפצויים אישיים,משרד האוצר,תחום פעולה כללי,drop,"Personal compensation, unrelated to green energy."
05.01.05,גמלאות,משרד האוצר,תחום פעולה כללי,drop,"Pensions, unrelated to green energy."
05.01.11,אגף נכסי נפקדים,משרד האוצר,תחום פעולה כללי,drop,"Absentee property department, unrelated to green energy."
05.01.12,לשכת סגן השר יצחק כהן,משרד האוצר,תחום פעולה כללי,drop,"Minister's office, unrelated to green energy."
05.01.14,יחידת שיפור השירות,משרד האוצר,תחום פעולה כללי,drop,"Service improvement unit, unrelated to green energy."
05.08.01,רזרבה לפעולות משרד,משרד האוצר,רזרבה לפעולות משרד,ambiguous,Generic reserve for ministry activities; could fund anything.
05.53.01,רזרבה,משרד האוצר,רזרבה למשרד האוצר,ambiguous,Generic reserve for the ministry; could fund anything.
05.99.99,חשבון מעבר,משרד האוצר,חשבון מעבר,ambiguous,Generic administrative account; could contain relevant spending.
26.01.01,הנהלת המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
26.01.02,מחשוב,המשרד להגנת הסביבה,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
26.01.04,דיור המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
26.02.01,רזרבה להתיקרויות,משרד איכות הסביבה,רזרבה,ambiguous,Generic reserve for price increases; could fund anything.
26.02.02,"רזרבה לכ""א ולפעולות",משרד איכות הסביבה,רזרבה,ambiguous,Generic reserve for personnel/activities; could fund anything.
26.03.01,"השתתפות בארגון האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,UN organization participation; could include environmental energy.
26.03.02,"העברות מאירגון האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,Transfers from UN organization; could include environmental energy.
26.03.03,אשכול משאבי טבע,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Natural resources cluster; might contain some green energy.
26.03.04,פרוייקטים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Generic projects; could include environmental energy projects.
26.03.05,תוכנית שיקום הצפון,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"North rehabilitation program, unrelated to green energy."
26.03.07,רשות הגנים הלאומיים,משרד איכות הסביבה,פעילות יחידות המשרד,drop,"National parks authority, unrelated to green energy."
26.03.08,השתתפות האפוטרופוס,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Public guardian participation, unrelated to green energy."
26.03.09,מניעת זיהום מים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Water pollution prevention, not green energy."
26.03.10,חומרים מסוכנים,משרד איכות הסביבה,פעילות יחידות המשרד,drop,"Hazardous materials, unrelated to green energy."
26.03.11,פעולות לאיכות הסביבה,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,Environmental activities; could include green energy.
26.03.12,סקרים ומחקרים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Surveys and research; could include environmental energy.
26.03.14,אשכול שלטון מקומי,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Local government cluster, unrelated to green energy."
26.03.20,אשכול יישום מדיניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Policy implementation cluster; generic, could include energy."
26.03.21,השתתפות באמנות וקרנות,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,Conventions and funds; could relate to environmental energy.
26.03.22,פיקוח על קרינה,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Radiation monitoring, unrelated to green energy."
26.03.23,ניטור אויר ארצי,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"National air monitoring, unrelated to green energy."
26.03.24,לחימה במזיקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Pest control, unrelated to green energy."
26.03.25,מעבדה לאיכות הסביבה,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,Environmental lab; could conduct relevant research.
26.03.26,קשרי חוץ ופרויקטים,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,Foreign relations and projects; could include environmental energy.
26.03.27,אקולוגיה חקלאית,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Agricultural ecology, unrelated to green energy."
26.03.28,אשכול תכנון ומדיניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Planning and policy cluster; generic, could include energy."
26.03.29,אגף הרעש,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Noise department, unrelated to green energy."
26.03.30,אזבסט וחלקיקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Asbestos and particles, unrelated to green energy."
26.03.31,קרן שיקום מחצבות,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Quarry rehabilitation fund, unrelated to green energy."
26.03.32,ועדה לבחינת תקני,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,Standards committee; could relate to energy efficiency.
26.03.34,יחידת הפרסומים ופניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Publications and inquiries unit; generic, could include energy."
26.03.35,יחידת רישוי עסקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Business licensing unit, unrelated to green energy."
26.03.36,"יחידת הכלכלה, התקינה",המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Economics and standardization; could relate to green energy.
26.03.38,תשתיות איכות סביבה,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Environmental infrastructure; could include green energy.
26.03.40,אשכול תעשיות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Industries cluster; could include green energy industries.
26.03.41,פרוייקטים סביבתיים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,Environmental projects; could include green energy projects.
26.07.01,השקעות מפעלי תעשיה,המשרד להגנת הסביבה,השקעות מפעלי תעשיה,ambiguous,Industrial investments; could include green energy industries.
26.09.01,"אירגון האו""מ לאיכות",משרד איכות הסביבה,קשרים בינלאומיים,ambiguous,UN environmental organization; could include green energy.
26.09.02,קרנות ואמנות בינלאומיות,המשרד להגנת הסביבה,קשרים בינלאומיים,ambiguous,International funds/conventions; could relate to green energy.
26.09.03,האגף לקשרי חוץ,המשרד להגנת הסביבה,קשרים בינלאומיים,ambiguous,"Foreign relations department; generic, could include energy."
26.10.01,תמיכות בארגונים,משרד איכות הסביבה,השתתפות בארגונים,ambiguous,Support for organizations; could include environmental energy NGOs.
26.10.02,מענקים לרשויות מקומיות,המשרד להגנת הסביבה,השתתפות בארגונים,ambiguous,Grants to local authorities; could be for green energy.
26.10.03,רשות הגנים הלאומיים,משרד איכות הסביבה,השתתפות באירגונים,drop,"National parks authority, unrelated to green energy."
26.10.04,"פרוייקטים ביו""ש",משרד איכות הסביבה,השתתפות בארגונים,drop,"Projects in Judea and Samaria, unrelated to green energy."
26.11.01,שכר ותפעול,המשרד להגנת הסביבה,שכר ותפעול,ambiguous,Generic salaries and operations; could contain relevant spending.
26.11.02,תפעול,המשרד להגנת הסביבה,שכר ותפעול,ambiguous,Generic operations; could contain relevant spending.
26.12.01,פעולות יחידות המשרד,המשרד להגנת הסביבה,פעולות,ambiguous,Generic ministry unit activities; could include energy.
26.13.01,הטמנה - הקרן לשמירת,המשרד להגנת הסביבה,קרנות,drop,"Landfill fund, not green energy."
26.13.02,חשבון כללי - הקרן,המשרד להגנת הסביבה,קרנות,ambiguous,Generic fund account; could contain relevant spending.
26.13.03,חשבון פקדון - הקרן,המשרד להגנת הסביבה,קרנות,ambiguous,Generic deposit fund account; could contain relevant spending.
26.13.04,"קרן למניעת זיהום ים,",המשרד להגנת הסביבה,קרנות,drop,"Sea pollution prevention fund, unrelated to green energy."
26.13.05,קרן צער בעלי חיים,המשרד להגנת הסביבה,קרנות,drop,"Animal welfare fund, unrelated to green energy."
26.13.06,קרן שיקום מחצבות ים,המשרד להגנת הסביבה,קרנות,drop,"Sea quarry rehabilitation fund, unrelated to green energy."
26.14.01,פרוייקטים סביבתיים,המשרד להגנת הסביבה,"פרוייקטים מקק""ל",ambiguous,Environmental projects; could include green energy projects.
26.26.01,רזרבות,המשרד להגנת הסביבה,רזרבות,ambiguous,Generic reserves; could fund anything.
26.98.01,רזרבה להתייקרויות,המשרד להגנת הסביבה,רזרבות,ambiguous,Generic reserve for price increases; could fund anything.
26.98.02,רזרבה לפעולות,המשרד להגנת הסביבה,רזרבות,ambiguous,Generic reserve for activities; could fund anything.
26.99.99,חשבון מעבר,המשרד להגנת הסביבה,חשבון מעבר,ambiguous,Generic administrative account; could contain relevant spending.
34.01.01,שירותים מרכזיים,משרד האנרגיה והמים,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
34.01.02,אמרכלות ופעולות,משרד האנרגיה והמים,תחום פעולה כללי,ambiguous,Generic administrative title; could contain relevant spending.
34.02.01,שירותים מרכזיים,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,Generic administrative title; could contain relevant spending.
34.02.02,יחידת רעידות אדמה,משרד האנרגיה והמים,מטה משרד התשתיות,drop,"Earthquake unit, unrelated to green energy."
34.02.03,לשכת סגנית השר,משרד התשתיות הלאומיות,מטה משרד התשתיות,drop,"Minister's office, unrelated to green energy."
34.02.04,תגבור מינהל הדלק,משרד התשתיות הלאומיות,מטה משרד התשתיות,drop,"Fuel administration, not green energy."
34.02.05,תגבור יחידת הנפט,משרד התשתיות הלאומיות,מטה משרד התשתיות,drop,"Oil unit, not green energy."
34.06.02,יחידת המכרות,משרד האנרגיה והמים,מינהל המחקר למדעי,drop,"Mines unit, unrelated to green energy."
34.06.03,שירותים מרכזיים,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,Generic administrative title; could contain relevant spending.
34.06.04,אמרכלות,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,Generic administrative title; could contain relevant spending.
34.06.05,ועדת היגוי לבורות ים,משרד האנרגיה והמים,מינהל המחקר למדעי,drop,"Sea pits steering committee, unrelated to green energy."
34.06.06,רזרבה להתייקרויות,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,Generic reserve for price increases; could fund anything.
34.10.01,רשויות פיתוח אזוריות,משרד התשתיות הלאומיות,רשויות פיתוח אזוריות,ambiguous,Regional development authorities; could include green energy projects.
34.10.02,מועצת האזורים החופשיים,משרד התשתיות הלאומיות,רשויות פיתוח אזוריות,drop,"Free zones council, unrelated to green energy."
34.11.01,פיתוח אנרגיות חלופיות,משרד האנרגיה והמים,מחקר ופיתוח באנרגיה,keep,Directly about alternative energy development.
34.12.01,עידוד חסכון באנרגיה,משרד התשתיות הלאומיות,יעול השימוש באנרגיה,keep,Directly about promoting energy saving.
34.12.02,רפרנטורה טכנית,משרד התשתיות הלאומיות,יעול השימוש באנרגיה,ambiguous,Technical reference; could relate to energy efficiency.
34.12.03,יעילות השימוש באנרגיה,משרד האנרגיה והמים,יעול השימוש באנרגיה,keep,Directly about energy efficiency.
34.13.01,יצירת מידע והפצתו,משרד האנרגיה והמים,פעולות מידע,ambiguous,Information creation/dissemination; could be about green energy.
34.16.01,מענקים לפיתוח תשתית,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,Infrastructure development grants; could be for green energy.
34.16.02,הערכות לקראת סיום,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,drop,"Preparation for end, too vague and likely unrelated."
34.16.03,הקמת גוף לפיקוח על משק,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,Energy market supervision; could include green energy.
34.16.04,פעילות ליישום חוק משק,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,Energy market law implementation; could include green energy.
34.17.01,מענקים למוסדות מחקר,משרד האנרגיה והמים,מחקר ופיתוח תשתית,ambiguous,Research grants; could be for green energy research.
34.17.02,ניטור סייסמי,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,drop,"Seismic monitoring, unrelated to green energy."
34.17.03,תשתית מידע לחפושי נפט,משרד האנרגיה והמים,מחקר ופיתוח תשתית,drop,"Oil exploration information infrastructure, not green energy."
34.17.04,פרויקט הגנות ים המלח,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,drop,"Dead Sea protection project, unrelated to green energy."
34.17.05,רזרבה למחקר,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,ambiguous,Research reserve; could be for green energy research.
34.18.01,רזרבה להתייקרויות,משרד האנרגיה והמים,רזרבה להתייקרויות,ambiguous,"רזרבה כללית במשרד האנרגיה, ייתכן קשר."
34.24.01,רזרבה להתייקרויות -,משרד התשתיות הלאומיות,רזרבה למשק המים,drop,"רזרבה למשק המים, לא אנרגיה ירוקה."
34.30.01,הוצאות שכר,משרד האנרגיה,מטה המשרד,ambiguous,הוצאות שכר כלליות במשרד האנרגיה.
34.30.02,תפעול ופעולות,משרד האנרגיה,מטה המשרד,ambiguous,פעולות כלליות במשרד האנרגיה.
34.30.03,יחידות מקצועיות,משרד האנרגיה,מטה המשרד,ambiguous,יחידות מקצועיות במשרד האנרגיה.
34.30.04,יחידות מקצועיות,משרד האנרגיה והמים,מטה המשרד,ambiguous,יחידות מקצועיות במשרד האנרגיה.
34.30.05,מנהל הדלק ואוצרות טבע,משרד האנרגיה והמים,מטה המשרד,ambiguous,אוצרות טבע עשוי לכלול אנרגיה ירוקה.
34.30.06,ייעוץ מקצועי ומחקרים,משרד האנרגיה והמים,מטה המשרד,ambiguous,מחקרים במשרד האנרגיה עשויים לכלול.
34.32.01,רזרבה להתייקרויות,משרד האנרגיה,רזרבות,ambiguous,"רזרבה כללית במשרד האנרגיה, ייתכן קשר."
34.99.99,חשבון מעבר,משרד האנרגיה,חשבון מעבר,ambiguous,חשבון מעבר כללי במשרד האנרגיה.
38.01.01,"""אופריישן אינדיפנדנס""",תמיכות בענפי המשק,פתוח שוקים ליצוא,drop,"פיתוח שוקי יצוא, לא קשור לאנרגיה ירוקה."
38.01.08,ביטוח משנה עבור ביטוח,תמיכות בענפי המשק,פתוח שוקים ליצוא,drop,"ביטוח משנה ליצוא, לא קשור לאנרגיה ירוקה."
38.01.19,פעולות לעידוד היצוא,תמיכות בענפי משק,פתוח שוקים ליצוא תעשיתי,drop,"עידוד יצוא תעשייתי, לא ספציפי לאנרגיה ירוקה."
38.02.01,"מענקי מחקר ופיתוח עפ""י",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"מענקי מו""פ תעשייתי עשויים לכלול אנרגיה ירוקה."
38.02.02,"מענקים לשלבי מו""פ",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"מענקי מו""פ תעשייתי עשויים לכלול אנרגיה ירוקה."
38.02.03,"תשתיות מו""פ ומכוני מחקר",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"תשתיות מו""פ עשויות לכלול אנרגיה ירוקה."
38.02.04,"מו""פ בין לאומי",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"מו""פ בינלאומי עשוי לכלול אנרגיה ירוקה."
38.02.05,בדיקת פרויקטים ומנהלות,תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"בדיקת פרויקטי מו""פ עשויה לכלול."
38.02.06,תוכניות סיוע אחרות,תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"תוכניות סיוע למו""פ עשויות לכלול."
38.02.15,רזרבה להתיקרויות,תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"רזרבה למו""פ תעשייתי, ייתכן קשר."
38.03.01,מענקים לפי חוק,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,מענקים כלליים לעידוד השקעות הון.
38.03.02,הטבות מס - מסלול חלופי,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,הטבות מס כלליות לעידוד השקעות הון.
38.03.03,ערבות מדינה (תיקון 39),תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,ערבות מדינה כללית לעידוד השקעות הון.
38.03.04,מענק הון,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,מענק הון כללי לעידוד השקעות הון.
38.03.05,"מענקים להשקעות ביו""ש",תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,"מענקים להשקעות ביו""ש, לא קשור."
38.03.06,מענקים תקציביים למפעלים,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,"מענקים כלליים למפעלים, לא ספציפי."
38.03.07,"הטבות להשקעות ביו""ש",תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,"הטבות להשקעות ביו""ש, לא קשור."
38.03.10,רזרבה להתייקרויות,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,"רזרבה כללית להשקעות הון, לא קשור."
38.04.01,פתוח שווקים ליצוא ידע,תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"פיתוח שוקי יצוא ידע, לא קשור."
38.04.04,"תמיכות בשיווק לחו""ל",תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"תמיכות שיווק לחו""ל, לא קשור."
38.04.06,מטה לקידום עסקים,תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"מטה לקידום עסקים, לא קשור."
38.04.08,רשות לשיתוף פעולה,תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"רשות לשיתוף פעולה, לא קשור."
38.07.01,תמיכה בפעולות גופים,תמיכות בענפי המשק,תמיכות בגופים המקדמים,drop,"תמיכה כללית בגופים, לא ספציפי."
38.09.01,פעולות בתחום התקינה,תמיכות בענפי המשק,תקינה,ambiguous,תקינה עשויה לכלול תקני אנרגיה ירוקה.
38.09.02,המעבדה הלאומית לפיזיקה,תמיכות בענפי המשק,תקינה,ambiguous,מעבדת פיזיקה לאומית עשויה לכלול מחקר.
38.12.01,חונכות,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"חונכות לעסקים קטנים, לא קשור."
38.12.02,סיוע לעסקים קטנים,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"סיוע כללי לעסקים קטנים, לא קשור."
38.12.03,מימושי ערבויות מדינה,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"מימוש ערבויות מדינה, לא קשור."
38.12.04,ערבויות מדינה להון,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"ערבויות מדינה להון, לא קשור."
38.12.05,קרן סיוע לעסקים קטנים,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"קרן סיוע לעסקים קטנים, לא קשור."
38.13.01,כלים משלימים לחוק עידוד,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"תמיכה כללית בתעשייה, לא ספציפי."
38.13.02,הכשרת כח אדם,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"הכשרת כוח אדם לתעשייה, לא קשור."
38.13.03,טיפול ממוקד,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"טיפול ממוקד בתעשייה, לא קשור."
38.13.04,"נע""מ - אז""ת",תמיכות בענפי המשק,תמיכה בתעשייה,drop,"אזורי תעשייה, לא קשור לאנרגיה ירוקה."
38.13.05,תמיכות אחרות,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"תמיכות כלליות בתעשייה, לא ספציפי."
38.14.01,הערכות התעשייה לחשיפה,תמיכות בענפי המשק,תקציב להערכות התעשייה,drop,"הערכות תעשייה כלליות, לא קשור."
38.17.01,עתודות לתעשייה,תמיכות בענפי המשק,עתודות התעשייה,drop,"עתודות כלליות לתעשייה, לא קשור."
38.17.02,עתודות למדען הראשי,תמיכות בענפי המשק,עתודות התעשייה,ambiguous,"עתודות למדען הראשי, ייתכן מו""פ אנרגיה ירוקה."
38.17.13,מנהלות אזוריות משותפות,תמיכות בענפי המשק,מנהלות אזוריות משותפות,drop,"מנהלות אזוריות משותפות, לא קשור."
38.19.01,מכרזי העסקה במפעלים,תמיכות בענפי המשק,הטבות לעידוד השקעות,drop,"מכרזי העסקה במפעלים, לא קשור."
38.19.02,עתודה לתוכניות תעסוקה,תמיכות בענפי המשק,הטבות לעידוד השקעות,drop,"עתודה לתוכניות תעסוקה, לא קשור."
38.19.03,מסלול להפחתת פליטות,תמיכות בענפי המשק,הטבות לעידוד השקעות,keep,"מסלול ישיר להפחתת פליטות, קשור לאנרגיה ירוקה."
38.20.01,רזרבה להתיקרויות,תמיכות בענפי המשק,רזרבות,drop,"רזרבה כללית, ללא קשר לאנרגיה ירוקה."
38.20.02,רזרבה לתמיכה בתעשיה,תמיכות בענפי המשק,רזרבות,drop,"רזרבה לתמיכה בתעשייה, לא ספציפי."
38.21.01,השתתפויות,תמיכות בענפי המשק,השתתפויות,drop,"השתתפויות כלליות, ללא קשר לאנרגיה ירוקה."
