code,title,office,verdict,reason
38.16,צרכנות,תמיכות בענפי המשק,drop,Consumerism
38.17,עתודות התעשייה,תמיכות בענפי המשק,ambiguous,Industry reserves
38.18,אפוטרופוס כללי,תמיכות בענפי המשק,drop,Public guardian
38.19,הטבות לעידוד השקעות,תמיכות בענפי המשק,ambiguous,Investment incentives
38.20,רזרבות,תמיכות בענפי המשק,ambiguous,Reserves
38.21,השתתפויות,תמיכות בענפי המשק,ambiguous,Participations
38.22,תמיכה בנגב,תמיכות בענפי המשק,drop,Negev support
38.23,רזרבות מיוחדות,תמיכות בענפי המשק,ambiguous,Special reserves
38.30,המדען הראשי,כלכלה ותעשייה,ambiguous,Chief scientist
38.40,עידוד המגזר העסקי,כלכלה ותעשייה,ambiguous,Business sector encouragement
38.50,תמיכות בגופים ציבוריים,תמיכות בענפי המשק,ambiguous,Support for public bodies
38.60,מלאי חירום,תמיכות בענפי המשק,drop,Emergency stock
38.70,שכר ותפעול המשרד,כלכלה ותעשייה,ambiguous,Ministry salaries and operations
38.80,רזרבה,כלכלה ותעשייה,ambiguous,Reserve
38.90,רשות הרגולציה,כלכלה ותעשייה,ambiguous,Regulation authority
38.99,חשבון מעבר,כלכלה ותעשייה,ambiguous,Clearing account
76.01,פיתוח התעשייה,תעשיה,ambiguous,Industry development
76.02,מפעלים במצוקה,תעשיה,drop,Distressed factories
76.03,רזרבה להוצאות ביטחון,תעשיה,drop,Reserve for security expenses
76.04,תכנית הדרום,תעשיה,drop,Southern region program
76.10,השקעה בפיתוח תשתיות,תעשייה,ambiguous,Investment in infrastructure development
76.80,רזרבה,תעשייה,ambiguous,Reserve
83.01,הלוואות לעובדים,הוצאות פיתוח אחרות,drop,Employee loans
83.02,פיתוח משרד האוצר,הוצאות פיתוח אחרות,drop,Finance ministry development
83.03,פיתוח משרד ראש,הוצאות פיתוח אחרות,drop,Prime Minister's Office development
83.04,פרוייקטי פיתוח,הוצאות פיתוח אחרות,ambiguous,Development projects
83.05,השקעות בטכנולוגיות,הוצאות פיתוח אחרות,ambiguous,Technology investments
83.06,השקעות,הוצאות פיתוח אחרות,ambiguous,Investments
83.07,מימון תוכניות הבראה,הוצאות פיתוח אחרות,drop,Recovery program financing
83.08,פרויקטי משרד הביטחון,הוצאות פיתוח אחרות,drop,Defense ministry projects
83.11,"פיתוח נציגויות בחו""ל",הוצאות פיתוח אחרות,drop,Development of overseas representations
83.12,הלוואות לעולים,הוצאות פיתוח אחרות,drop,Immigrant loans
89.01,המדפיס הממשלתי,"מפעלי משרד ראה""מ והאוצר",drop,Government printer
89.02,לשכת הפרסום הממשלתית,"מפעלי משרד ראה""מ והאוצר",drop,Government advertising agency
89.03,המדפיס הממשלתי,מפעלי משרד ראש הממשלה,drop,Government printer
89.04,רזרבות להתייקרויות,מפעלי משרד ראש הממשלה,ambiguous,Reserves for price increases
89.10,לשכת פרסום ממשלתית,מפעלי משרד ראש הממשלה,drop,Government advertising agency
89.50,רזרבה,מפעלי משרד ראש הממשלה,ambiguous,Reserve
89.69,חשבון מעבר,"מפעלי משרד ראה""מ והאוצר",ambiguous,Clearing account
89.72,מכירות,מפעלי משרד ראש הממשלה,drop,Sales
89.73,הגדלת מלאי מורשה,מפעלי משרד ראש הממשלה,drop,Authorized inventory increase
89.74,הכנסות מריבית,מפעלי משרד ראש הממשלה,drop,Interest income
89.75,הכנסות שונות,מפעלי משרד ראש הממשלה,drop,Various incomes
89.76,סגירת חייבים,מפעלי משרד ראש הממשלה,drop,Debtor closure
89.80,הון חוזר,מפעלי משרד ראש הממשלה,drop,Working capital
89.89,הכנסות המדפיס,"מפעלי משרד ראה""מ והאוצר",drop,"Income from printing operations, unrelated to green energy."
89.90,הכנסות לשכת הפרסום,"מפעלי משרד ראה""מ והאוצר",drop,"Income from advertising bureau, unrelated to green energy."
89.99,כיסוי גירעון המדפיס,"מפעלי משרד ראה""מ והאוצר",drop,"Covering printer's deficit, unrelated to green energy."
