code,title,office,verdict,reason
05.09,רשות החברות הממשלתיות,משרד האוצר,drop,"Government companies authority, not solar energy."
05.10,שירות עיבודים ממוכנים,משרד האוצר,drop,"Automated processing services, not solar energy."
05.20,רשות המסים בישראל,משרד האוצר,drop,"Israel Tax Authority, not solar energy."
05.51,משרד האוצר ראשי,משרד האוצר,ambiguous,"Main Ministry of Finance, may contain relevant spending."
05.52,רשות המיסים,משרד האוצר,drop,"Tax Authority, not solar energy."
05.53,רזרבה למשרד האוצר,משרד האוצר,ambiguous,"Reserve for Ministry of Finance, purpose not specified."
05.90,כיסוי גירעון המדפיס,משרד האוצר,drop,"Printer deficit coverage, not solar energy."
05.99,חשבון מעבר,משרד האוצר,ambiguous,"Clearing account, purpose not specified."
34.01,תחום פעולה כללי,משרד האנרגיה והמים,ambiguous,"Generic administrative activities, may contain relevant spending."
34.02,מטה משרד התשתיות,משרד האנרגיה והמים,ambiguous,"Ministry of Infrastructure staff, may contain relevant spending."
34.04,מחשוב המשרד,משרד האנרגיה והמים,drop,"Ministry computerization, not solar energy."
34.05,הערכות לגז טבעי,משרד התשתיות הלאומיות,drop,"Natural gas preparations, not solar energy."
34.06,מינהל המחקר למדעי,משרד האנרגיה והמים,ambiguous,"Research administration for sciences, could include energy."
34.07,סיירת ירוקה,משרד התשתיות הלאומיות,drop,"Green patrol (environmental enforcement), not solar energy."
34.08,מנהלת ההקמה של צנרת,משרד התשתיות הלאומיות,drop,"Pipeline construction administration, not solar energy."
34.10,רשויות פיתוח אזוריות,משרד התשתיות הלאומיות,drop,"Regional development authorities, not solar energy."
34.11,מחקר ופיתוח באנרגיה,משרד האנרגיה והמים,keep,"Energy research and development, includes solar energy."
34.12,יעול השימוש באנרגיה,משרד האנרגיה והמים,keep,"Energy efficiency, includes solar energy solutions."
34.13,פעולות מידע,משרד האנרגיה והמים,ambiguous,"Information activities, could be energy related."
34.14,פעולות פיקוח במשק הדלק,משרד האנרגיה והמים,drop,"Fuel market supervision, not solar energy."
34.16,פיתוח מערכת החשמל,משרד התשתיות הלאומיות,keep,"Electricity system development, includes solar energy."
34.17,מחקר ופיתוח תשתית,משרד האנרגיה והמים,ambiguous,"Infrastructure research and development, could be energy."
34.18,רזרבה להתייקרויות,משרד האנרגיה והמים,ambiguous,"Reserve for price increases, purpose not specified."
34.20,רשות ממשלתית למים,משרד התשתיות הלאומיות,drop,"Government water authority, not solar energy."
34.21,פעולות משק המים,משרד התשתיות הלאומיות,drop,"Water economy activities, not solar energy."
34.22,היחידה לקידום מפעלי,משרד התשתיות הלאומיות,drop,"Unit for promoting enterprises, not solar energy."
34.23,המינהל לתשתיות ביוב,משרד התשתיות הלאומיות,drop,"Sewage infrastructure administration, not solar energy."
34.24,רזרבה למשק המים,משרד התשתיות הלאומיות,drop,"Reserve for water economy, not solar energy."
34.30,מטה המשרד,משרד האנרגיה,ambiguous,"Ministry staff, may contain relevant spending."
34.31,מכון גיאולוגי,משרד האנרגיה,drop,"Geological institute, not solar energy."
34.32,רזרבות,משרד האנרגיה,ambiguous,"Reserve fund, purpose not specified."
34.33,משאבי מים,משרד האנרגיה,drop,"Water resources, not solar energy."
34.99,חשבון מעבר,משרד האנרגיה,ambiguous,"Clearing account, purpose not specified."
35.01,הועדה לאנרגיה אטומית,הועדה לאנרגיה אטומית,drop,"Atomic energy, not solar energy."
38.01,פתוח שוקים ליצוא,תמיכות בענפי המשק,drop,"Export market development, not solar energy."
38.02,מחקר ופיתוח תעשייתי,תמיכות בענפי המשק,ambiguous,"Industrial R&D, could include solar technology."
38.03,הטבות לעידוד השקעות הון,תמיכות בענפי המשק,ambiguous,"Capital investment incentives, could apply to solar."
38.04,פעולות שונות לפיתוח,תמיכות בענפי המשק,ambiguous,"Various development activities, could include solar."
38.05,ביטוח סיכוני סחר חוץ,תמיכות בענפי המשק,drop,"Foreign trade risk insurance, not solar energy."
38.07,תמיכות בגופים המקדמים,תמיכות בענפי המשק,ambiguous,"Support for promoting bodies, could include solar."
38.08,פעולות מנהל סחר חוץ,תמיכות בענפי המשק,drop,"Foreign trade administration activities, not solar energy."
38.09,תקינה,תמיכות בענפי המשק,ambiguous,"Standardization, could include solar standards."
38.10,ה.מ. חזוק הצפון והדרום,תמיכות בענפי המשק,drop,"Strengthening north and south, not solar energy."
38.11,עידוד הסרט,תמיכות בענפי המשק,drop,"Film encouragement, not solar energy."
38.12,עידוד עסקים קטנים,תמיכות בענפי המשק,drop,"Small business encouragement, not solar energy."
38.13,תמיכה בתעשייה,תמיכות בענפי המשק,ambiguous,"Industry support, could include solar industry."
38.14,תקציב להערכות התעשייה,תמיכות בענפי המשק,ambiguous,"Industry preparedness budget, could include solar."
38.15,מימוש ערבויות שלא,תמיכות בענפי המשק,drop,"Realization of non-guarantees, not solar energy."
38.16,צרכנות,תמיכות בענפי המשק,drop,"Consumerism, not solar energy."
38.17,עתודות התעשייה,תמיכות בענפי המשק,ambiguous,"Industry reserves, purpose not specified."
38.18,אפוטרופוס כללי,תמיכות בענפי המשק,drop,"Public guardian, not solar energy."
38.19,הטבות לעידוד השקעות,תמיכות בענפי המשק,ambiguous,"Investment incentives, could apply to solar."
38.20,רזרבות,תמיכות בענפי המשק,ambiguous,"Reserve fund, purpose not specified."
38.21,השתתפויות,תמיכות בענפי המשק,ambiguous,"Participations, purpose not specified."
38.22,תמיכה בנגב,תמיכות בענפי המשק,drop,Negev support is too broad for solar energy.
38.23,רזרבות מיוחדות,תמיכות בענפי המשק,ambiguous,"Special reserves, purpose not specified."
38.30,המדען הראשי,כלכלה ותעשייה,ambiguous,"Chief Scientist funds R&D, could include solar."
38.40,עידוד המגזר העסקי,כלכלה ותעשייה,ambiguous,"Business sector encouragement, could include solar."
38.50,תמיכות בגופים ציבוריים,תמיכות בענפי המשק,ambiguous,"Support for public bodies, could include solar."
38.60,מלאי חירום,תמיכות בענפי המשק,drop,"Emergency stock, not solar energy."
38.70,שכר ותפעול המשרד,כלכלה ותעשייה,ambiguous,"Ministry salaries and operations, generic administration."
38.80,רזרבה,כלכלה ותעשייה,ambiguous,"Reserve fund, purpose not specified."
38.90,רשות הרגולציה,כלכלה ותעשייה,ambiguous,"Regulation authority, could regulate solar energy."
38.99,חשבון מעבר,כלכלה ותעשייה,ambiguous,"Clearing account, purpose not specified."
76.01,פיתוח התעשייה,תעשיה,ambiguous,"Industry development, could include solar industry."
76.02,מפעלים במצוקה,תעשיה,drop,"Distressed factories, not solar energy."
76.03,רזרבה להוצאות ביטחון,תעשיה,drop,"Reserve for security expenses, not solar energy."
76.04,תכנית הדרום,תעשיה,drop,"Southern region program, not solar energy."
76.10,השקעה בפיתוח תשתיות,תעשייה,ambiguous,"Infrastructure development, could include energy infrastructure."
76.80,רזרבה,תעשייה,ambiguous,"Reserve fund, purpose not specified."
83.01,הלוואות לעובדים,הוצאות פיתוח אחרות,drop,"Employee loans, not solar energy."
83.02,פיתוח משרד האוצר,הוצאות פיתוח אחרות,drop,"Ministry of Finance development, not solar energy."
83.03,פיתוח משרד ראש,הוצאות פיתוח אחרות,drop,"Prime Minister's Office development, not solar energy."
83.04,פרוייקטי פיתוח,הוצאות פיתוח אחרות,ambiguous,"Development projects, could include solar projects."
83.05,השקעות בטכנולוגיות,הוצאות פיתוח אחרות,ambiguous,"Technology investments, could include solar technology."
83.06,השקעות,הוצאות פיתוח אחרות,ambiguous,"Investments, purpose not specified."
83.07,מימון תוכניות הבראה,הוצאות פיתוח אחרות,drop,"Financing recovery programs, not solar energy."
83.08,פרויקטי משרד הביטחון,הוצאות פיתוח אחרות,drop,"Ministry of Defense projects, not solar energy."
83.11,"פיתוח נציגויות בחו""ל",הוצאות פיתוח אחרות,drop,"Development of overseas missions, not solar energy."
83.12,הלוואות לעולים,הוצאות פיתוח אחרות,drop,"Loans for immigrants, not solar energy."
89.01,המדפיס הממשלתי,"מפעלי משרד ראה""מ והאוצר",drop,"Government printer, not solar energy."
89.02,לשכת הפרסום הממשלתית,"מפעלי משרד ראה""מ והאוצר",drop,"Government advertising agency, not solar energy."
89.03,המדפיס הממשלתי,מפעלי משרד ראש הממשלה,drop,"Government printer, not solar energy."
89.04,רזרבות להתייקרויות,מפעלי משרד ראש הממשלה,ambiguous,"Reserves for price increases, purpose not specified."
89.10,לשכת פרסום ממשלתית,מפעלי משרד ראש הממשלה,drop,"Government advertising agency, not solar energy."
89.50,רזרבה,מפעלי משרד ראש הממשלה,ambiguous,"Reserve fund, purpose not specified."
89.69,חשבון מעבר,"מפעלי משרד ראה""מ והאוצר",ambiguous,"Clearing account, purpose not specified."
89.72,מכירות,מפעלי משרד ראש הממשלה,drop,"Sales, not solar energy."
89.73,הגדלת מלאי מורשה,מפעלי משרד ראש הממשלה,drop,"Authorized inventory increase, not solar energy."
89.74,הכנסות מריבית,מפעלי משרד ראש הממשלה,drop,"Interest income, not solar energy."
89.75,הכנסות שונות,מפעלי משרד ראש הממשלה,drop,"Various income, not solar energy."
89.76,סגירת חייבים,מפעלי משרד ראש הממשלה,drop,"Debtor closure, not solar energy."
89.80,הון חוזר,מפעלי משרד ראש הממשלה,drop,"Working capital, not solar energy."
89.89,הכנסות המדפיס,"מפעלי משרד ראה""מ והאוצר",drop,"Printer income, not solar energy."
89.90,הכנסות לשכת הפרסום,"מפעלי משרד ראה""מ והאוצר",drop,"Advertising agency income, not solar energy."
89.99,כיסוי גירעון המדפיס,"מפעלי משרד ראה""מ והאוצר",drop,"Printer deficit coverage, not solar energy."
