code,title,office,domain,program,economic_class,functional_class,program_code,first_year,last_year
04.01.11.41,"השתתפות במשרד המדע, התרבות והספורט- חגיגות ה- 60",משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2010
04.01.11.42,"""שירותי כבאות אווירית""",משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,קניות,ראש הממשלה,04.01.11,2010,2013
04.01.11.43,השתתפות משרד הקליטה,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2010
04.01.11.44,השתתפות ברשות הטבע והגנים,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2010
04.01.11.45,השתתפות במשרד לביטחון פנים,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2012
04.01.11.46,השתתפות המשרד לענייני גימלאים,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2010
04.01.11.47,תכנון מדיניות עבודת הממשלה,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,קניות,ראש הממשלה,04.01.11,2008,2014
04.01.11.48,השתתפות במשרד הפנים - תכניות עבודה,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2010,2011
04.01.11.49,השתתפות ברשות האוכלוסין,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2010,2011
04.01.11.50,השתתפות ברשות הטבע והגנים,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2012
04.01.11.51,השתתפות המשרד להגנת הסביבה,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2008,2010
04.01.11.52,השתתפות בסעיף 54 - החלטת ממשלה 3367 - עידוד תרבות הפנאי והנופש,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2009,2012
04.01.11.53,השתתפות במשרד התיירות - החלטת ממשלה 3368,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2011,2014
04.01.11.54,השתתפות במשרד הבינוי והשיכון - החלטת ממשלה 3855,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2011,2013
04.01.11.55,מכירת שירותים למשרדי הממשלה,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2011,2014
04.01.11.56,רכישת שירותים ממשרדי הממשלה,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2011,2014
04.01.11.57,רזרבה להשתתפות בסעיף 54,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,קניות,ראש הממשלה,04.01.11,2011,2014
04.01.11.58,השתתפות במשרד הביטחון,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,העברות  פנים תקציביות,ראש הממשלה,04.01.11,2010,2011
04.01.11.59,חינוך בלתי פורמלי,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,קניות,ראש הממשלה,04.01.11,2010,2013
04.01.11.60,"פרוייקט תמ""ר-מע' ממוחשבת לניהול תכניות עבודה",משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,קניות,ראש הממשלה,04.01.11,2011,2014
04.01.11.61,פעילות המטה הביומטרי,משרד ראש הממשלה,תחום פעולה כללי,שירותים מרכזיים,קניות,ראש הממשלה,04.01.11,2012,2013
04.01.11.95,רזרבה להתייקרויות כללית,משרד ראש הממשלה,תחום פעולה כללי,שרותים מרכזיים,רזרבות,ראש הממשלה,04.01.11,1998,1999
04.01.12.01,תכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,1997,2014
04.01.12.02,תכנית רב שנתית לעידוד הצמיחה בירושלים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,1997,2014
04.01.12.03,טיפול נקודתי,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2001,2008
04.01.12.04,תוכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2014
04.01.12.05,תחזוקת מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2014
04.01.12.06,תוכנית מרום,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2014
04.01.12.07,רזרבה לתחזוקת הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2014
04.01.12.08,פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2014
04.01.12.09,רזרבה לעמידה ביעד ההוצאה,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2014
04.01.12.10,השתתפות משרד הביטחון -  פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2005,2014
04.01.12.11,השתתפות משרד החינוך - פיתוח מנהרות הכותל,משרד  ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2007
04.01.12.12,השתתפות משרד השיכון - פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2006,2012
04.01.12.13,השתתפות משרד התיירות - פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2006,2012
04.01.12.14,השתתפות משרד הפנים - פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2012
04.01.12.15,השתתפות משרד התחבורה - פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2006,2012
04.01.12.16,השתתפות משרד לביטחון פנים - פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2006,2012
04.01.12.17,השתתפות מנהל מקרקעי ישראל - פיתוח מנהרות הכותל,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,הכנסות מיועדות,ראש הממשלה,04.01.12,2006,2014
04.01.12.18,השתתפות משרד האוצר - פיתוח מנהרות הכותל,משרד  ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2007
04.01.12.19,תכנית רב שנתית לעידוד הצמיחה בירושלים (הרשאה להתחייב),משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2006,2011
04.01.12.20,יעודה לטיפול בילדים בסיכון,משרד  ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2007,2007
04.01.12.21,יעודה לטיפול בתקיפה מינית וזנות,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2007,2014
04.01.12.22,פיתוח שער המוגרבים-רשות העתיקות,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2007,2014
04.01.12.23,פיתוח שער המוגרבים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2007,2014
04.01.12.24,השתתפות משרד לביטחון פנים - פיתוח שער המוגרבים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2009
04.01.12.25,"השתתפות במשרד התעשייה, המסחר והתעסוקה - ילדים בסיכון",משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2011
04.01.12.26,השתתפות במשרד הרווחה - ילדים בסיכון,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2011
04.01.12.27,רזרבה לפרויקטים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2008,2011
04.01.12.28,השתתפות במשרד הבריאות,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2007,2010
04.01.12.29,השתתפות מינהל מקרקעי ישראל - פיתוח שער המוגרבים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,הכנסות מיועדות,ראש הממשלה,04.01.12,2007,2009
04.01.12.30,השתתפות בלשכת הפרסום הממשלתית,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2007,2012
04.01.12.31,רזרבה להשתתפויות,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2008,2009
04.01.12.32,השתתפות משרד ראש הממשלה,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2008,2008
04.01.12.40,השתתפות משרד התיירות בפיתוח שער המוגרבים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2008,2010
04.01.12.45,תוכנית רב שנתית לפיתוח הגן העיר העתיקה והר הזיתים (הרשאה להתחייב),משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2008,2011
04.01.12.46,השתתפות במשרד הפנים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2008,2012
04.01.12.47,השתתפות במשרד החקלאות - חטיבה להתישבות,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2008,2011
04.01.12.48,פיתוח מנהרות הכותל (הרשאה להתחייב),משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2008,2010
04.01.12.49,השתתפות משרד החינוך,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות  פנים תקציביות,ראש הממשלה,04.01.12,2010,2011
04.01.12.50,הקמת גרעיני משימה עירוניים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2011,2014
04.01.12.60,רזרבה להתשתתפויות,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2011,2013
04.01.12.61,תוכנית לעשייה ציונית,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2011,2013
04.01.12.62,רזרבה לפעולות המשרד,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,קניות,ראש הממשלה,04.01.12,2012,2013
04.01.12.63,מרכזי צעירים,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,העברות,ראש הממשלה,04.01.12,2012,2014
04.01.12.95,רזרבה להתייקוריות כללית,משרד ראש הממשלה,תחום פעולה כללי,המינהלה לפרוייקטים,רזרבות,ראש הממשלה,04.01.12,1998,1999
04.01.13.01,שכר חברי הועדה,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,שכר,ראש הממשלה,04.01.13,2006,2010
04.01.13.02,עבודה בלתי צמיתה,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,שכר,ראש הממשלה,04.01.13,1997,2010
04.01.13.03,שעות נוספות,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,שכר,ראש הממשלה,04.01.13,1997,2010
04.01.13.04,החזר הוצאות רכב,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,שכר,ראש הממשלה,04.01.13,1997,2010
04.01.13.05,יועצים,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,קניות,ראש הממשלה,04.01.13,1997,2010
04.01.13.06,שירותי תמלול והקלדה,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,קניות,ראש הממשלה,04.01.13,1998,2010
04.01.13.07,תפעול,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,קניות,ראש הממשלה,04.01.13,1998,2012
04.01.13.08,שכר דירה,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,העברות  פנים תקציביות,ראש הממשלה,04.01.13,1998,2010
04.01.13.09,ארנונה,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,קניות,ראש הממשלה,04.01.13,1998,2010
04.01.13.10,מאבטחים - שעות אבטחה,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,שכר,ראש הממשלה,04.01.13,1998,2009
04.01.13.11,מיחשוב,משרד ראש הממשלה,תחום פעולה כללי,ועדת וינוגרד,קניות,ראש הממשלה,04.01.13,1998,2011
04.01.13.12,קידום מאגרי מידע,משרד ראש הממשלה,תחום פעולה כללי,ה.י.ל.ה,קניות,ראש הממשלה,04.01.13,1998,2002
04.01.13.13,השתתפות משרדי ממשלה,משרד ראש הממשלה,תחום פעולה כללי,ה.י.ל.ה,העברות  פנים תקציביות,ראש הממשלה,04.01.13,1998,2002
04.01.13.95,רזרבה להתייקרויות כללית,משרד ראש הממשלה,תחום פעולה כללי,ה.י.ל.ה,רזרבות,ראש הממשלה,04.01.13,1998,1999
04.01.14.01,מנהלת שירות אזרחי,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,1999,2014
04.01.14.02,שיא כח אדם,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2008,2014
04.01.14.03,עבודה בלתי צמיתה,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2008,2014
04.01.14.04,שעות נוספות,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2008,2014
04.01.14.05,החזר הוצאות רכב,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2008,2014
04.01.14.06,שכר עידוד,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2008,2014
04.01.14.07,כוננויות,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2011,2014
04.01.14.08,גברים חרדים-תקני שירות אזרחי,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,העברות,ראש הממשלה,04.01.14,2008,2014
04.01.14.09,רזרבה להרחבת מערך השירות  הלאומי והאזרחי בקרב בני מיעוטים וחרדים,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,קניות,ראש הממשלה,04.01.14,2009,2014
04.01.14.10,השתתפות המשרד לביטחון פנים,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,העברות  פנים תקציביות,ראש הממשלה,04.01.14,2010,2014
04.01.14.11,אנשים עם מוגבלות-תקני שירות אזרחי-לאומי,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,העברות,ראש הממשלה,04.01.14,2012,2014
04.01.14.12,האוכלוסייה הערבית-תקני שירות אזרחי,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,העברות,ראש הממשלה,04.01.14,2012,2014
04.01.14.13,"תוכנית לימודי שפה כמנוף תעסוקתי, מתוקף החלטת ממשלה מספר 4193 מיום 9/1/2019",משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,העברות,ראש הממשלה,04.01.14,2012,2014
04.01.14.20,"מערך פיקוח, בקרה וגיוס",משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,קניות,ראש הממשלה,04.01.14,2010,2014
04.01.14.21,שעות העסקה,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,שכר,ראש הממשלה,04.01.14,2011,2014
04.01.14.22,שיפוץ משרד המנהלה,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השירות האזרחי,קניות,ראש הממשלה,04.01.14,2011,2014
04.01.15.01,עבודה בלתי צמיתה חודשי עבודה,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השיחות עם,שכר,ראש הממשלה,04.01.15,2001,2011
04.01.15.02,שעות נוספות,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השיחות עם,שכר,ראש הממשלה,04.01.15,2008,2011
04.01.15.03,החזר הוצאות רכב,משרד ראש הממשלה,תחום פעולה כללי,מנהלת השיחות עם,שכר,ראש הממשלה,04.01.15,2008,2011
04.01.16.01,עבודה בלתי צמיתה,משרד ראש הממשלה,תחום פעולה כללי,מטה הסברה לאומי,שכר,ראש הממשלה,04.01.16,2008,2014
04.01.16.02,שעות נוספות,משרד ראש הממשלה,תחום פעולה כללי,מטה הסברה לאומי,שכר,ראש הממשלה,04.01.16,2008,2014
04.01.16.03,החזר הוצאות רכב,משרד ראש הממשלה,תחום פעולה כללי,מטה הסברה לאומי,שכר,ראש הממשלה,04.01.16,2008,2014
04.01.16.05,פעולות מטה ההסברה,משרד ראש הממשלה,תחום פעולה כללי,מטה הסברה לאומי,קניות,ראש הממשלה,04.01.16,2008,2014
04.01.16.06,השתתפות בלשכה לפרסום ממשלתי,משרד ראש הממשלה,תחום פעולה כללי,מטה הסברה לאומי,העברות  פנים תקציביות,ראש הממשלה,04.01.16,2008,2013
04.01.17.01,עבודה בלתי צמיתה,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,שכר,ראש הממשלה,04.01.17,2010,2012
04.01.17.02,שעות נוספות,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,שכר,ראש הממשלה,04.01.17,2010,2012
04.01.17.03,החזר הוצאות רכב,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,שכר,ראש הממשלה,04.01.17,2010,2012
04.01.17.10,העצמת תשתיות מורשת,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,קניות,ראש הממשלה,04.01.17,2010,2014
04.01.17.11,העצמת תשתיות מורשת לאומית - הרשאה להתחייב,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,קניות,ראש הממשלה,04.01.17,2011,2013
04.01.17.12,השתתפות המשרד להגנת הסביבה,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,העברות  פנים תקציביות,ראש הממשלה,04.01.17,2010,2011
04.01.17.13,השתתפות במשרד התרבות,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,העברות  פנים תקציביות,ראש הממשלה,04.01.17,2010,2013
04.01.17.14,השתתפות במשרד החינוך,משרד ראש הממשלה,תחום פעולה כללי,העצמת תשתיות מורשת,העברות  פנים תקציביות,ראש הממשלה,04.01.17,2011,2013
