code,title,office,domain,verdict,reason
04.01.39,אמרכלות ארכיון המדינה,משרד ראש הממשלה,תחום פעולה כללי,drop,"אמרכלות ארכיון, אין קשר לאנרגיה ירוקה"
04.01.43,מינהלת מפוני סיני,משרד ראש הממשלה,תחום פעולה כללי,drop,"נושא חברתי-התיישבותי, אינו קשור לאנרגיה"
04.01.61,מחקרים שונים,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"מחקרים כלליים, ייתכן כולל אנרגיה ירוקה"
04.01.62,השתתפות האפוטרופוס כללי,משרד ראש הממשלה,תחום פעולה כללי,drop,"תפקיד משפטי-אפוטרופסי, אינו קשור לאנרגיה"
04.01.63,מפעלים חינוכיים,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"חינוך כללי, ייתכן כולל חינוך סביבתי/אנרגיה"
04.01.64,השתתפות אפוטרופוס,משרד ראש הממשלה,תחום פעולה כללי,drop,"תפקיד משפטי-אפוטרופסי, אינו קשור לאנרגיה"
04.01.70,השתתפות אפוטרופוס,משרד ראש הממשלה,תחום פעולה כללי,drop,"תפקיד משפטי-אפוטרופסי, אינו קשור לאנרגיה"
04.01.71,מרכז בגין,משרד ראש הממשלה,תחום פעולה כללי,drop,"מרכז הנצחה, אינו קשור לאנרגיה ירוקה"
04.01.72,מרכז רבין,משרד ראש הממשלה,תחום פעולה כללי,drop,"מרכז הנצחה, אינו קשור לאנרגיה ירוקה"
04.01.73,מרכז הסברה,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"מרכז הסברה כללי, ייתכן כולל אנרגיה ירוקה"
04.01.74,יד לוי אשכול,משרד ראש הממשלה,תחום פעולה כללי,drop,"הנצחה, אינו קשור לאנרגיה ירוקה"
04.01.75,היכל הגבורה ים-עכו,משרד ראש הממשלה,תחום פעולה כללי,drop,"אתר מורשת, אינו קשור לאנרגיה ירוקה"
04.01.76,חלקת גדולי האומה,משרד ראש הממשלה,תחום פעולה כללי,drop,"אתר הנצחה, אינו קשור לאנרגיה ירוקה"
04.01.77,אתר הנצחה גולני,משרד ראש הממשלה,תחום פעולה כללי,drop,"אתר הנצחה, אינו קשור לאנרגיה ירוקה"
04.01.78,הרשות למלחמה בסמים,משרד ראש הממשלה,תחום פעולה כללי,drop,"רשות למאבק בסמים, אין קשר לאנרגיה"
04.01.79,"תכנית בש""ן",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה (ראשי תיבות)
04.01.80,מורשת משה שרת,משרד  ראש הממשלה,תחום פעולה כללי,drop,"הנצחה, אינו קשור לאנרגיה ירוקה"
04.01.81,אפוטרופוס כללי,משרד ראש הממשלה,תחום פעולה כללי,drop,"תפקיד משפטי-אפוטרופסי, אינו קשור לאנרגיה"
04.01.82,מרכז תרבות עמים לנוער,משרד ראש הממשלה,תחום פעולה כללי,drop,"תרבות ונוער, אינו קשור לאנרגיה ירוקה"
04.01.83,מכון העם והמדינה,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"מכון כללי, נושא לא ברור, ייתכן קשר"
04.01.84,מוזיאון בית השומר,משרד ראש הממשלה,תחום פעולה כללי,drop,"מוזיאון מורשת, אינו קשור לאנרגיה ירוקה"
04.01.85,נתיב - הוראת עברית,משרד ראש הממשלה,תחום פעולה כללי,drop,"הוראת עברית, אינו קשור לאנרגיה ירוקה"
04.01.86,שמש לאחוה ודו-קיום,משרד ראש הממשלה,תחום פעולה כללי,drop,"נושא חברתי, השמש היא מטפורה, לא אנרגיה"
04.01.87,מעקב אחר אנטישמיות,משרד ראש הממשלה,תחום פעולה כללי,drop,"נושא חברתי, אינו קשור לאנרגיה ירוקה"
04.01.88,מרכז שזר,משרד ראש הממשלה,תחום פעולה כללי,drop,"מרכז מחקר/הנצחה, אינו קשור לאנרגיה"
04.01.89,בית מדרש ללימודי יהדות,משרד ראש הממשלה,תחום פעולה כללי,drop,"לימודי יהדות, אינו קשור לאנרגיה ירוקה"
04.01.90,פעולות בעקבות המצב,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"פעולות כלליות בעקבות מצב, יכול לכלול הכל"
04.01.91,יד יצחק בן צבי,משרד ראש הממשלה,תחום פעולה כללי,drop,"הנצחה ומורשת, אינו קשור לאנרגיה"
04.01.92,משרד ראש הממשלה -,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"כותרת לא שלמה וכללית, ייתכן קשר"
04.01.93,יד טבנקין,משרד ראש הממשלה,תחום פעולה כללי,drop,"הנצחה ומחקר, אינו קשור לאנרגיה"
04.01.94,קרן מנחם בדר,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"קרן פרטית, נושא לא ברור, ייתכן קשר"
04.01.95,מסדר לוחמי ירושלים,משרד ראש הממשלה,תחום פעולה כללי,drop,"ארגון מורשת/חברתי, אינו קשור לאנרגיה"
04.01.96,אגודת דור הפלמח,משרד ראש הממשלה,תחום פעולה כללי,drop,"ארגון מורשת/חברתי, אינו קשור לאנרגיה"
04.01.97,רעות קרן עזרה,משרד ראש הממשלה,תחום פעולה כללי,drop,"קרן סיוע חברתית, אינה קשורה לאנרגיה"
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,"סיוע חברתי, אינו קשור לאנרגיה ירוקה"
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה (מוסד/ראשי תיבות)
04.02.11,לשכת ראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכה אדמיניסטרטיבית כללית, ייתכן כוללת אנרגיה"
04.02.12,מזכירות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"מזכירות ממשלה אדמיניסטרטיבית, ייתכן כוללת אנרגיה"
04.02.13,הועדה לבחינת חוק בנק,משרד ראש הממשלה,ראשות הממשלה,drop,"ועדה לחוק בנק, אינה קשורה לאנרגיה"
04.02.14,יעוץ לראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"ייעוץ כללי, ייתכן כולל נושאי אנרגיה ירוקה"
04.02.15,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת ראש ממשלה לשעבר, אינה רלוונטית"
04.02.16,לשכת ראש הממשלה לשעבר -,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת ראש ממשלה לשעבר, אינה רלוונטית"
04.02.17,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת ראש ממשלה לשעבר, אינה רלוונטית"
04.02.18,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת ראש ממשלה לשעבר, אינה רלוונטית"
04.02.19,אמרכלות ראשות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"אמרכלות אדמיניסטרטיבית, ייתכן ניהול עקיף הקשור לאנרגיה"
04.02.20,צוות בטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,"ביטחון לאומי, לא אנרגיה ירוקה ישירות"
04.02.21,הרשות לקידום מעמד האשה,משרד ראש הממשלה,ראשות הממשלה,drop,"קידום מעמד האישה, אינו קשור לאנרגיה"
04.02.23,לשכת השר חיים רמון,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.24,לשכת השר מיכאל מלכיאור,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.25,חטיבת חברה,משרד ראש הממשלה,ראשות הממשלה,drop,"נושאי חברה, אינו קשור לאנרגיה ירוקה"
04.02.26,חטיבת תפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני תפוצות, אינו קשור לאנרגיה ירוקה"
04.02.28,פרוייקטים לעידוד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"פרויקטים כלליים לעידוד, ייתכן כולל אנרגיה"
04.02.30,המטה ללוחמה בטרור,משרד ראש הממשלה,ראשות הממשלה,drop,"מאבק בטרור, אינו קשור לאנרגיה ירוקה"
04.02.31,נציב קבילות הסיענים,משרד ראש הממשלה,ראשות הממשלה,drop,"נציבות תלונות ציבור, אינה קשורה לאנרגיה"
04.02.32,המועצה לביטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,"ביטחון לאומי, לא אנרגיה ירוקה ישירות"
04.02.35,"יעוץ לרוה""מ מעוטים",משרד ראש הממשלה,ראשות הממשלה,drop,"ייעוץ לענייני מיעוטים, אינו קשור לאנרגיה"
04.02.38,"יועץ רוה""מ לענייני",משרד ראש הממשלה,ראשות הממשלה,ambiguous,"יועץ כללי, נושא לא ברור, ייתכן קשר"
04.02.42,פעולות הסברה ושיחות,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"הסברה ושיחות כלליות, ייתכן כולל אנרגיה"
04.02.43,מינהלת שיחות שלום,משרד ראש הממשלה,ראשות הממשלה,drop,"שיחות שלום, אינו קשור לאנרגיה ירוקה"
04.02.44,לשכת השר הרב עמיטל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.45,לשכת גב' רבין,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכה אישית, אינה קשורה לאנרגיה ירוקה"
04.02.46,חגיגות שנת ה-50,משרד ראש הממשלה,ראשות הממשלה,drop,"חגיגות יום העצמאות, אינו קשור לאנרגיה"
04.02.47,מחשב לכל ילד,משרד ראש הממשלה,ראשות הממשלה,drop,"תכנית חינוכית/חברתית, אינה קשורה לאנרגיה"
04.02.48,אגף הפיקוח הכללי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"פיקוח כללי, ייתכן כולל נושאי אנרגיה ירוקה"
04.02.49,לשכת שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר בלי תיק, תחומי אחריות לא ידועים"
04.02.50,הידוק הקשרים עם התפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני תפוצות, אינו קשור לאנרגיה ירוקה"
04.02.51,מטה הרפורמה בשירות,משרד ראש הממשלה,ראשות הממשלה,drop,"רפורמה אדמיניסטרטיבית, אינה קשורה לאנרגיה"
04.02.52,המועצה להנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,"הנצחה, אינו קשור לאנרגיה ירוקה"
04.02.53,תמיכות בארגוני הנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,"תמיכה בארגוני הנצחה, אינה קשורה לאנרגיה"
04.02.54,ייעוץ ממשרד הקליטה,משרד  ראש הממשלה,ראשות הממשלה,drop,"ייעוץ לקליטה, אינו קשור לאנרגיה ירוקה"
04.02.60,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת ראש ממשלה לשעבר, אינה רלוונטית"
04.02.61,לשכת שר בלי תיק דני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.62,לשכת שר בלי תיק רענן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.63,לשכת שר בלי תיק - אלי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.64,לשכת שר בלי תיק - שמואל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.65,לשכת השר לענייני ערבים,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני ערבים, אינו קשור לאנרגיה ירוקה"
04.02.66,לשכת סגן שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת סגן שר, תחומי אחריות לא ידועים"
04.02.67,לשכת שר בלי תיק - דן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.68,המטה להסדרת התיישבות,משרד ראש הממשלה,ראשות הממשלה,drop,"הסדרת התיישבות, אינו קשור לאנרגיה ירוקה"
04.02.69,תוכנית פיתוח ישובי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"פיתוח יישובים, ייתכן כולל תשתית אנרגיה ירוקה"
04.02.70,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"פיתוח כלכלי, ייתכן כולל השקעות באנרגיה ירוקה"
04.02.71,לשכת השר אבישי ברוורמן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.72,לשכת השר יעקב מרג'י,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.73,לשכת השר בני בגין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.74,לשכת סגן השר איוב קרא,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת סגן שר, תחומי אחריות לא ידועים"
04.02.75,לשכת השר יוסי פלד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.76,לשכת השרה גילה גמליאל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שרה, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.77,משרד ההסברה והתפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"הסברה וענייני תפוצות, אינו קשור לאנרגיה"
04.02.78,לשכת השר משולם נהרי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.79,לשכת השר מיכאל איתן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות משתנים, ייתכן רלוונטי"
04.02.80,לשכת השר לענייני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, תחומי אחריות לא ידועים"
04.02.81,המשרד לענייני גמלאים,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני גמלאים, אינו קשור לאנרגיה ירוקה"
04.02.82,המשרד לעניינים,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"משרד כללי, תחומי אחריות לא ידועים"
04.02.83,המשרד לענייני מודיעין,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני מודיעין, אינו קשור לאנרגיה ירוקה"
04.02.84,יחידת שירות הלקוחות,משרד ראש הממשלה,ראשות הממשלה,drop,"שירות לקוחות אדמיניסטרטיבי, אינו קשור לאנרגיה"
04.02.85,הוועדה לבדיקת תחליפי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"ועדה לבחינת חלופות, ייתכן כולל אנרגיה"
04.03.02,לשכה מרכזית לסטטיסטיקה,משרד ראש הממשלה,סטטיסטיקה ממלכתית,ambiguous,"לשכה סטטיסטית, ייתכן כוללת נתוני אנרגיה"
04.03.03,אמרכלות,משרד ראש הממשלה,סטטיסטיקה ממלכתית,ambiguous,"אמרכלות כללית, ייתכן ניהול עקיף הקשור לאנרגיה"
04.03.04,מפקד אוכלוסין,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"מפקד אוכלוסין, אינו קשור לאנרגיה ירוקה"
04.03.05,סקר ארוך טווח,משרד ראש הממשלה,סטטיסטיקה ממלכתית,ambiguous,"סקר ארוך טווח, ייתכן בנושאי אנרגיה"
04.03.06,סקר פיאאק-תעסוקת,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"סקר תעסוקה, אינו קשור לאנרגיה ירוקה"
04.03.07,סקר הרגלי נסיעה,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"סקר הרגלי נסיעה, אינו קשור לאנרגיה ירוקה"
04.03.08,סקר הוצאות משפחה,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"סקר הוצאות משפחה, אינו קשור לאנרגיה"
04.03.09,פרויקטים מיוחדים,משרד ראש הממשלה,סטטיסטיקה ממלכתית,ambiguous,"פרויקטים מיוחדים, ייתכן כולל אנרגיה ירוקה"
04.03.10,רזרבה להתייקרויות,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"רזרבה תקציבית כללית, אינה קשורה לאנרגיה"
04.03.11,סקר משקי בית,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"סקר משקי בית, אינו קשור לאנרגיה ירוקה"
04.03.12,בנין חדש - הצטיידות,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"הצטיידות בניין, אינה קשורה לאנרגיה ירוקה"
04.03.13,סקר חברתי,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"סקר חברתי, אינו קשור לאנרגיה ירוקה"
04.03.15,רזרבה למפקד שוטף,משרד ראש הממשלה,סטטיסטיקה ממלכתית,drop,"רזרבה תקציבית למפקד, אינה קשורה לאנרגיה"
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,drop,"רזרבה תקציבית כללית, אינה קשורה לאנרגיה"
04.05.10,הנהלת הלשכה,משרד ראש הממשלה,לשכת העיתונות הממשלתית,ambiguous,"הנהלה כללית, ייתכן ניהול עקיף הקשור לאנרגיה"
04.05.19,אמרכלות,משרד ראש הממשלה,לשכת העיתונות הממשלתית,ambiguous,"אמרכלות כללית, ייתכן ניהול עקיף הקשור לאנרגיה"
04.05.20,צילום וארכיון,משרד ראש הממשלה,לשכת העיתונות הממשלתית,drop,"תיעוד וארכיון, אינו קשור לאנרגיה ירוקה"
04.06.01,שכר,משרד ראש הממשלה,השלמת טיפול במפוני,drop,"שכר עובדים, אינו קשור לאנרגיה ירוקה"
04.06.02,פעילות למצוינות,משרד ראש הממשלה,המרכז לאיכות ומצוינות,ambiguous,"פעילות כללית למצוינות, ייתכן כולל אנרגיה"
04.06.03,אמרכלות,משרד ראש הממשלה,השלמת טיפול במפוני,ambiguous,"אמרכלות כללית, ייתכן ניהול עקיף הקשור לאנרגיה"
04.06.04,פעולות,משרד ראש הממשלה,השלמת טיפול במפוני,ambiguous,"פעולות כלליות, ייתכן כולל נושאי אנרגיה"
04.06.08,הסכמים לקבוצות על פי,משרד ראש הממשלה,השלמת טיפול במפוני,drop,"הסכמים חברתיים, אינו קשור לאנרגיה ירוקה"
04.06.10,סיוע לפרטים - מגורים,משרד ראש הממשלה,השלמת טיפול במפוני,drop,"סיוע למגורים, אינו קשור לאנרגיה ירוקה"
04.06.11,סיוע לפרטים - תעסוקה,משרד ראש הממשלה,השלמת טיפול במפוני,drop,"סיוע לתעסוקה, אינו קשור לאנרגיה ירוקה"
04.06.12,סיוע לעסקים,משרד ראש הממשלה,השלמת טיפול במפוני,ambiguous,"סיוע עסקי כללי, ייתכן כולל עסקי אנרגיה ירוקה"
04.06.13,רזרבה לתכנית ההתנתקות,משרד ראש הממשלה,מימון פעולות תוכנית,drop,"רזרבה לתכנית התנתקות, אינה קשורה לאנרגיה"
04.06.14,מימון פעולות משרדי,משרד ראש הממשלה,השלמת טיפול במפוני,ambiguous,"מימון פעולות משרדי, ייתכן כולל נושאי אנרגיה"
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,drop,"רזרבה תקציבית כללית, אינה קשורה לאנרגיה"
04.08.01,מועצות דתיות,משרד ראש הממשלה,שירותי דת,drop,"שירותי דת, אינו קשור לאנרגיה ירוקה"
04.08.02,שירותי דת,משרד ראש הממשלה,שירותי דת,drop,"שירותי דת, אינו קשור לאנרגיה ירוקה"
04.08.03,בתי כנסת,משרד ראש הממשלה,שירותי דת,drop,"שירותי דת, אינו קשור לאנרגיה ירוקה"
04.08.04,רזרבות,משרד ראש הממשלה,שירותי דת,drop,"רזרבה תקציבית לשירותי דת, אינה קשורה"
04.08.05,אמרכלות,משרד ראש הממשלה,תחום כלכלי,ambiguous,"אמרכלות בתחום כלכלי, ייתכן כולל אנרגיה"
04.08.06,פתוח בתי עלמין,משרד ראש הממשלה,שירותי דת,drop,"פיתוח בתי עלמין, אינו קשור לאנרגיה"
04.08.07,מנהרות הכותל,משרד  ראש הממשלה,שירותי דת,drop,"אתר מורשת דתי, אינו קשור לאנרגיה"
04.08.09,פיתוח מבני דת,משרד ראש הממשלה,שירותי דת,drop,"פיתוח מבני דת, אינו קשור לאנרגיה ירוקה"
04.08.10,שכר ואמרכלות,משרד ראש הממשלה,שירותי דת,drop,"שכר ואמרכלות לשירותי דת, אינו קשור"
04.08.99,חשבון מעבר,משרד ראש הממשלה,שירותי דת,drop,"חשבון מעבר אדמיניסטרטיבי, אינו קשור לאנרגיה"
04.09.01,שכר,משרד ראש הממשלה,רבנות ראשית,drop,"שכר עובדים, אינו קשור לאנרגיה ירוקה"
04.09.02,שירותי כוח אדם וייעוץ,משרד ראש הממשלה,רבנות ראשית,drop,"שירותי כוח אדם, אינו קשור לאנרגיה ירוקה"
04.09.03,אמרכלות,משרד ראש הממשלה,רבנות ראשית,drop,תחום רבנות לא רלוונטי.
04.09.04,מיכון,משרד ראש הממשלה,רבנות ראשית,drop,תחום רבנות לא רלוונטי.
04.09.05,הסברה אירועים,משרד ראש הממשלה,רבנות ראשית,drop,תחום רבנות לא רלוונטי.
04.09.06,פעולות למען הכשרות,משרד ראש הממשלה,רבנות ראשית,drop,תחום רבנות לא רלוונטי.
04.09.07,פעולות הרבנות הראשית,משרד ראש הממשלה,רבנות ראשית,drop,תחום רבנות לא רלוונטי.
04.09.08,רזרבות להתייקרויות,משרד ראש הממשלה,רבנות ראשית,drop,תחום רבנות לא רלוונטי.
04.10.01,נציבות שירות המדינה,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.03,ניהול ענייני עובדים,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.04,תקנים תכנון והנדסת,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.05,יחידת המיכון,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.06,אמרכלות,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.07,הדרכה והכשרת עובדים,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.08,בית הספר למקצועות,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.09,יישום ועדת קוברסקי,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.10,רזרבה להתייקרויות -,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.11,הרפורמה בשירות הציבורי,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.12,רפורמה בשירות המדינה,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.13,ניהול איכות,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.14,"פיתוח מיכון נש""מ",משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.15,פיתוח מערכת משאבי אנוש,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.10.16,בית הדין למשמעת,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.12.01,רשות החברות הממשלתיות,משרד ראש הממשלה,רשות החברות הממשלתיות,ambiguous,"רשות חברות ממשלתיות, עשויה לכלול אנרגיה ירוקה."
04.12.02,ועדה לבדיקת מינויים,משרד ראש הממשלה,רשות החברות הממשלתיות,drop,ועדה לבדיקת מינויים לא רלוונטית.
04.12.04,אמרכלות,משרד ראש הממשלה,רשות החברות הממשלתיות,drop,אמרכלות כללית לא מצביעה על אנרגיה ירוקה.
04.15.01,שכר עובדי נתיב,משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.15.02,אמרכלות ופעולות,משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.15.03,פרוייקט הקלדה,משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.15.04,"הפעלת בתי ספר בחב""מ",משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.15.05,פרוייקט מיחשוב,משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.15.06,פעולות תרבות וחינוך,משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.15.07,שירותי דת,משרד ראש הממשלה,נתיב,drop,תחום נתיב לא רלוונטי.
04.16.01,תקציב שכר,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.16.02,אמרכלות,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.16.03,הדרכה והכשרת עובדים,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.16.04,יחידת המיכון,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.16.05,פרויקט עתידים למגזר,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
04.16.06,רזרבה להתייקרויות,משרד ראש הממשלה,נציבות שירות המדינה,drop,תחום שירות המדינה לא רלוונטי.
