code,title,office,program,economic_class_primary,item_url
26.03.23.01,"מערך ניטור אויר - הוצאות הקמה, יעוץ, תחזוקה",המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/791dd3682e05
26.03.23.02,בדיקות אויר ברמת חובב,משרד איכות הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/d9c73f51404b
26.03.23.03,פעולות האגף לאיכות אוויר,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/141d764055a0
26.03.23.04,השתתפות במשרד התשתיות - תכנון קווי אוטובוס,משרד איכות הסביבה,ניטור אויר ארצי,העברות  פנים תקציביות,https://next.obudget.org/i/703fe6de33a2
26.03.23.05,תמיכה בניידת ניטור זיהום מכלי רכב - ירושלים,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/b67d9c195e60
26.03.23.07,"פקע""ר - השתתפות במערך ניטור אויר",משרד איכות הסביבה,ניטור אויר ארצי,העברות  פנים תקציביות,https://next.obudget.org/i/01c12be01708
26.03.23.10,"רכישת כ""א מנ""א",משרד איכות הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/c552c85730dc
26.03.23.11,"השתתפות מע""צ באיכ""ס",משרד איכות הסביבה,ניטור אויר ארצי,העברות  פנים תקציביות,https://next.obudget.org/i/07326ba71945
26.03.23.12,מערך ניטור אויר -פעולות,משרד איכות הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/4ede7df5e4a0
26.03.23.13,השתתפות במשרד התחבורה,משרד איכות הסביבה,ניטור אויר ארצי,העברות  פנים תקציביות,https://next.obudget.org/i/666b62d1f22b
26.03.23.14,פרוייקט תחבורה אורבנית בר קיימא,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/f54d853a8b98
26.03.23.16,"סוטרה - נסיעות לחו""ל",המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/5011dc99057b
26.03.23.17,תמיכות הפחתת זיהומ אויר מרכבי דיזל,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/7c3790c9c891
26.03.28.02,השתתפות במשרד התחבורה - פרוייקטים משותפים עם המשרד,המשרד להגנת הסביבה,תכנון,העברות  פנים תקציביות,https://next.obudget.org/i/5f6a1784e47c
26.03.28.04,"השתפות מע""צ",משרד איכות הסביבה,תכנון,העברות  פנים תקציביות,https://next.obudget.org/i/6d2d7178d83f
26.03.28.05,השתתפות במשרד התשתיות הלאומיות - פרוייקט משותף בתחום התכנון,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/b6568f382cf7
26.03.28.08,תשלום לאמנות בין-לאומיות בתחום הסביבה עליהן חתומה ישראל,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,קניות,https://next.obudget.org/i/19cf37779f17
26.03.28.16,השתתפות בתשתיות,המשרד להגנת הסביבה,תכנון,העברות  פנים תקציביות,https://next.obudget.org/i/dd79b9aa8948
26.03.28.18,השתתפות במשרד השיכון - פרוייקט משותף בתחום פיתוח בר קיימא,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/b12218487dce
26.03.28.31,תמיכות בנייה ירוקה לפי החלטת ממשלה 2508 מיום 28.11.2010,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות,https://next.obudget.org/i/69fe8d050404
26.03.28.32,"השתתפות במשרד התמ""ת",המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/563137142c6f
26.03.28.37,"השתתפות משרד התעשייה, מסחר ותעסוקה",המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/f3ac3736a9b4
26.03.28.40,השתתפות במכון הגיאולוגי,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/bfa1af88209e
26.03.28.41,השתתפות במשרד החקלאות,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/dc1228c9fbbb
26.03.32.01,יעוץ,משרד איכות הסביבה,ועדה לבחינת תקני,קניות,https://next.obudget.org/i/5a3cdf2736c7
26.03.32.02,"נסיעות לחו""ל",משרד איכות הסביבה,ועדה לבחינת תקני,קניות,https://next.obudget.org/i/6bd623f65cdb
26.03.32.03,אמרכלות,משרד איכות הסביבה,ועדה לבחינת תקני,קניות,https://next.obudget.org/i/2397d16e860f
26.03.36.01,פעולות יחידת כלכלה ותקינה,המשרד להגנת הסביבה,"יחידת הכלכלה, התקינה",קניות,https://next.obudget.org/i/0c03f675608c
26.03.36.02,השתתפות במשרד התשתיות,משרד איכות הסביבה,"יחידת הכלכלה, התקינה",העברות  פנים תקציביות,https://next.obudget.org/i/9aa0cf526c21
26.03.38.01,קידום תשתיות איכות סביבה,המשרד להגנת הסביבה,תשתיות איכות סביבה,קניות,https://next.obudget.org/i/3e267eb8760e
26.03.38.03,השתתפות משרד השיכון,משרד איכות הסביבה,תשתיות איכות סביבה,העברות  פנים תקציביות,https://next.obudget.org/i/8aa86129d841
26.03.38.04,השתתפות משרד החקלאות - תכניות רפתות,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות  פנים תקציביות,https://next.obudget.org/i/9490d76a7b33
26.03.38.05,העסקת פרוייקטורים - לתכניות ברפתות,המשרד להגנת הסביבה,תשתיות איכות סביבה,קניות,https://next.obudget.org/i/4c1889f1e553
26.03.38.07,השתתפות נציבות המים,משרד איכות הסביבה,תשתיות איכות סביבה,העברות  פנים תקציביות,https://next.obudget.org/i/b287091ec513
26.03.38.09,השתתפות במשרד חקלאות - פרוייקטים משותפים בתחום החקלאות,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות  פנים תקציביות,https://next.obudget.org/i/f8ac4e862251
26.03.38.10,תמיכה ברשויות - טיפול בפסולת חקלאית,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות,https://next.obudget.org/i/4cfda9c05148
26.03.38.15,תמיכה ברשויות - שבילי אופניים,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות,https://next.obudget.org/i/d1f27e07ff9d
26.03.38.40,תמיכה בבתי בד יזמיים,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות,https://next.obudget.org/i/1d5f2b4c59ba
26.03.40.01,פעולות אשכול תעשיות,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/45a34f2f120b
26.03.40.02,אשכול תעשיות - הרשאה לפעולות,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/01609b1a721b
26.03.40.05,שפכי תעשייה ודלקים-פעולות,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/802b8f25e3dc
26.03.40.10,הפחתת פסולת במקור,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/ece529f0ce2d
26.03.40.16,פעולות בנושא IPPC ו-PRTR,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/7819ec5d4ef7
26.03.40.24,השתתפות משרד התשתיות,המשרד להגנת הסביבה,אשכול תעשיות,העברות  פנים תקציביות,https://next.obudget.org/i/707fd983025f
26.03.40.25,השתתפות במשרד הביטחון,המשרד להגנת הסביבה,אשכול תעשיות,העברות  פנים תקציביות,https://next.obudget.org/i/771a347cdb65
26.03.40.27,השתתפות משרד התשתיות הלאומיות,המשרד להגנת הסביבה,אשכול תעשיות,העברות  פנים תקציביות,https://next.obudget.org/i/02d8b245e776
26.03.40.70,איכות אויר - פעולות - מזומן,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/6e5faf6d30c5
26.03.40.71,איכות אויר - פעולות - הרשאה להתחייב,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/e81b5cc1102a
26.03.40.80,תמיכות - אשכול תעשיות,המשרד להגנת הסביבה,אשכול תעשיות,העברות,https://next.obudget.org/i/a389219fea53
26.03.40.81,תמיכה ביזמים - הרשאה להתחייב,המשרד להגנת הסביבה,אשכול תעשיות,העברות,https://next.obudget.org/i/70548fcd2406
26.03.40.90,גריטת רכבים,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/6b6bd96655e3
26.03.40.91,השתתפות במשרד התחבורה - פרוייקט גריטת רכבים,המשרד להגנת הסביבה,אשכול תעשיות,העברות  פנים תקציביות,https://next.obudget.org/i/2d26332def57
26.03.41.08,פעולות אגף כלכלה ותקינה,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/62726d4c77d9
26.03.41.11,השתתפות במשרד החקלאות,המשרד להגנת הסביבה,פרוייקטים מקצועיים,העברות  פנים תקציביות,https://next.obudget.org/i/1d83d0231e71
26.03.41.20,"השתתפות משהב""ט",משרד איכות הסביבה,פרוייקטים מקצועיים,העברות  פנים תקציביות,https://next.obudget.org/i/bcdc04c70f29
26.03.41.22,השתתפות משרד התחבורה,המשרד להגנת הסביבה,פרוייקטים מקצועיים,העברות  פנים תקציביות,https://next.obudget.org/i/0a64b010a96e
26.03.41.25,"השתתפות במשרד המדע, התרבות והספורט",המשרד להגנת הסביבה,פרוייקטים סביבתיים,העברות  פנים תקציביות,https://next.obudget.org/i/023e06f19300
26.03.41.28,"השתתפות בות""ת",המשרד להגנת הסביבה,פרוייקטים סביבתיים,העברות  פנים תקציביות,https://next.obudget.org/i/1ef49084d8ef
26.03.41.50,פעולות בנושא הפחתת פליטות גזי חממה,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/dbcc63425e4f
26.05.01.08,סיוע לשיטות אלטרנטיביות לטיפול בפסולת,המשרד להגנת הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/a9a02875e5e6
26.05.04.44,מחקרים ביומסה על פי החלטת ממשלה,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/bb54ef80f90f
26.07.01.01,תמיכה במפעלי תעשיה המשקיעים בפרוייקטים באיכות הסביבה,המשרד להגנת הסביבה,השקעות מפעלי תעשיה,העברות,https://next.obudget.org/i/d4c2d254bdee
26.07.01.02,הוצאות מינהליות ויעוץ לוועדת ההשקעות במפעלי תעשייה,משרד איכות הסביבה,השקעות מפעלי תעשיה,קניות,https://next.obudget.org/i/016142866b2d
26.07.01.03,תמיכה בשעור של עד %40 מעלויות הקמת המישרפה לפסולת מסוכנת ברמת חובב,משרד איכות הסביבה,השקעות מפעלי תעשיה,העברות,https://next.obudget.org/i/6f94b735c0a2
26.07.01.07,"תשתיות משרפת חומ""ס - הוצאות",משרד איכות הסביבה,השקעות מפעלי תעשיה,קניות,https://next.obudget.org/i/8f6df47de358
26.09.02.01,"קרן האוזון, אמנת וינה, EERV ,IUCN, אמנת מיגוון המינים, אמנת שינויי האקלים",המשרד להגנת הסביבה,קרנות ואמנות בינלאומיות,קניות,https://next.obudget.org/i/02b9c71ead22
26.12.01.19,קורונה - האצת טכנולוגיות סביבה,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/4238609ec2dd
26.12.01.24,תכניות אקלים- קניות,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/089d59dfaf24
26.12.01.25,תכניות אקלים- תמיכות,המשרד להגנת הסביבה,פעולות יחידות המשרד,העברות,https://next.obudget.org/i/8c0a1ad9f6bb
34.01.02.30,השתתפות במשרד להגנת הסביבה,משרד התשתיות הלאומיות,אמרכלות ופעולות,העברות  פנים תקציביות,https://next.obudget.org/i/75b8fdfbd3e6
34.06.03.04,השתלמות חוקרים,משרד האנרגיה והמים,שירותים מרכזיים,שכר,https://next.obudget.org/i/d5ae6dbed762
34.06.03.08,שעות סטודנטים,משרד האנרגיה והמים,שירותים מרכזיים,שכר,https://next.obudget.org/i/5d31042de2cb
34.06.03.23,הכנסות ממינהל מדעי האדמה,משרד האנרגיה והמים,שירותים מרכזיים,הכנסות מיועדות,https://next.obudget.org/i/f84359351bdf
34.06.03.24,"מחקרים ע""ח קרנות מחקר",משרד האנרגיה והמים,שירותים מרכזיים,קניות,https://next.obudget.org/i/a73a54a04c79
34.06.03.25,"עב""צ ע""ח קרנות מחקר",משרד האנרגיה והמים,שירותים מרכזיים,שכר,https://next.obudget.org/i/3073d9a7fd06
34.06.03.28,השתתפות משרד המדע בקרנות מחקר,משרד התשתיות הלאומיות,שירותים מרכזיים,העברות  פנים תקציביות,https://next.obudget.org/i/1d6ecf8d1d4b
34.06.03.30,"מחקר להטמנת פד""ח",משרד האנרגיה והמים,שירותים מרכזיים,קניות,https://next.obudget.org/i/82a3e7c19161
34.06.04.12,פעולות המכון הגיאולוגי,משרד האנרגיה והמים,אמרכלות,קניות,https://next.obudget.org/i/b21091ed3e78
34.06.04.23,"השתתפות המשרד לאיכה""ס",משרד התשתיות הלאומיות,אמרכלות,העברות  פנים תקציביות,https://next.obudget.org/i/c1b36670e3e4
34.06.04.26,השתתפות משרד המדע,משרד התשתיות הלאומיות,אמרכלות,העברות  פנים תקציביות,https://next.obudget.org/i/205e77e97ce1
34.06.04.27,הכנסות ממינהל מדעי האדמה,משרד האנרגיה והמים,אמרכלות,הכנסות מיועדות,https://next.obudget.org/i/fe1031b4598b
34.11.01.01,סקרים ומענקי מחקר,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/229110399edd
34.11.01.02,מענקים להדגמת טכנולוגיות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/54ee64764692
34.11.01.03,"השתתפות משרד התמ""ת",משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/d3637f8d224d
34.11.01.04,מחקרים במימון בינלאומי,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/4b03ab005c5c
34.11.01.05,סקרים ומענקי מחקר,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/1430435c82e3
34.11.01.06,הקמת מתקני חלוץ,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/4f5821076088
34.11.01.07,תשלום חוב לסולמת,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/733915a2ed90
34.11.01.08,השתתפות במשק המים,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/8dd729136dd0
34.11.01.09,השתתפות בשרות המטאורולוגי,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/f55485556bb8
34.11.01.11,השתתפות המשרד לאיכות הסביבה,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/4d7bf807d92c
34.11.01.12,השתתפות במשרד התחבורה,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/aa62da2f56c4
34.11.01.13,השתתפות במשרד החקלאות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/87f4b436d394
34.11.01.14,השתתפות משרד התחבורה,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,https://next.obudget.org/i/c830e80049d0
34.11.01.15,רכישת ציוד מחקר חיוני,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/60be0e21f9ab
34.11.01.20,חברות באירגונים בינלאומיים בנושאי מחקר ופיתוח,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/1c9515971a43
34.11.01.21,"סקרים, מחקר ויעוץ בשימור אנרגיה",משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/371a51d22761
34.11.01.22,מחקרים באנרגיות מתחדשות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/6d92ffa7f04a
34.12.01.01,מענקים לחסכון באנרגיה,משרד התשתיות הלאומיות,עידוד חסכון באנרגיה,העברות,https://next.obudget.org/i/17bfd2596627
34.12.02.01,יחידה לשימור אנרגיה במרכז הבניה,משרד התשתיות הלאומיות,רפרנטורה טכנית,קניות,https://next.obudget.org/i/0cc3b114aad7
34.12.03.01,סקרים ומחקרים בנושא יעילות השימוש באנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/5d34ce594cd7
34.12.03.02,מענקים להדגמת טכנולוגיות להתיעלות באנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,https://next.obudget.org/i/14e5791756f9
34.12.03.04,קידום פעילות סוכני שימור אנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,https://next.obudget.org/i/338220c6847f
34.12.03.05,קידום פרויקטים זעירים להתייעלות אנרגטית,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,https://next.obudget.org/i/f524392caf5d
34.12.03.06,מידע ומחשוב,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/65ad5fc55cf0
34.12.03.07,פעולות אכיפה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/013f5a10acce
34.12.03.08,פעולות הדרכה והסברה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/bb75bbd2d20b
34.12.03.09,"ייעוץ וחוו""ד מומחים",משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/35f6cbb4aab9
34.12.03.12,השתתפות במשרד החינוך,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות  פנים תקציביות,https://next.obudget.org/i/31b48819040a
34.12.03.21,יעול השימוש באנרגיה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/91b84b436a8a
34.12.03.22,פעולות כלליות בשימור אנרגיה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/b45cab05d466
34.12.03.23,הוצאות מכרז אשראי,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/db963d7be8f5
34.12.03.24,"תקינה, אכיפה וסקרי אנרגיה",משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/1626a3192e2f
34.12.03.25,התקשרות עם גורמי חוץ,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/e048e9fbd5a4
34.12.03.26,התייעלות במגזר הביתי,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/8a6402f14bd8
34.12.03.27,פעולות לחינוך והסברה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/570d64f8fd09
34.12.03.30,ייעוץ תכנוני,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/e767aebd3548
34.13.01.22,קמפיין התייעלות אנרגטית,משרד התשתיות הלאומיות,יצירת מידע והפצתו,קניות,https://next.obudget.org/i/ef465822218e
34.13.01.23,כנס אנרגיות מתחדשות,משרד התשתיות הלאומיות,יצירת מידע והפצתו,קניות,https://next.obudget.org/i/05be5f5beaa5
34.30.03.01,פעולות התייעלות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/3679a64d9444
34.30.03.02,"שימור אנרגיה - תקינה, אכיפה וסקרים",משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/81322784e047
34.30.03.03,התייעלות אנרגטית – הרשאה,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/d46c1c1da51f
34.30.03.04,שימור אנרגיה - חינוך והסברה,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/e98a1eab5739
34.30.03.05,פעולות המדען הראשי,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/9c2dae3bee97
34.30.03.06,המדען הראשי – הרשאה,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/57d66de72740
34.30.03.09,ייעוץ ומחקרים,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/4b7751341d54
34.30.03.10,ייעוץ ומחקרים – הרשאה,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/63a39119879e
34.30.03.24,עמדות טעינה לרכבים חשמליים,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/c60bce61ded1
34.30.03.27,ערבויות להתעיילות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/dca0202ffa01
34.30.03.31,ערבויות להתייעלות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/52e9d6cb2ad3
34.30.03.33,"השתתפות בתכנית המו""פ האירופית",משרד האנרגיה,יחידות מקצועיות,העברות  פנים תקציביות,https://next.obudget.org/i/89e2ac6c277e
34.30.03.35,השתתפויות התייעלות אנרגטית ואנרגיה נקיה - פרויקטים במשרדי ממשלה,משרד האנרגיה,יחידות מקצועיות,העברות  פנים תקציביות,https://next.obudget.org/i/e6c50e77b9f9
34.30.03.37,העברות התייעלות אנרגטית ואנרגיה נקיה - פרויקטים במשרדי ממשלה,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/c6b5d5d49a75
34.30.03.44,תמיכה ברשויות מקומיות – אנרגיה מקיימת,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/4ca0b59519b4
34.30.03.46,תמיכה ברשויות מקומיות – אנרגיה מקיימת (החלטת ממשלה 550),משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/9f5e4158db87
34.30.03.47,"מו""פ במגזר פרטי – מדען ראשי",משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/7ff3fc722af9
34.30.03.48,"מו""פ באקדמיה ובמכוני מחקר ממשלתיים – מדען ראשי",משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/aae8e2df96dc
34.30.03.51,פרויקטי פסולת - מדען ראשי,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/51be6c03d15f
34.30.03.52,פרויקטים בתחום המימן,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/df535c74f408
34.30.03.54,תמיכה באנרגיה מתחדשת (הקרן לאזרחי ישראל),משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/10297b8e5e5f
