code,title,economic_class,reason
05.02.04.24,השתתפות בביקורת בגופים נתמכים במשרד הדתות,העברות  פנים תקציביות,Internal transfer for audit in religious bodies.
05.02.04.29,הכנסות מגורמי חוץ,הכנסות מיועדות,Earmarked revenue from external sources.
05.02.04.30,רזרבה לשכר,שכר,"Salary reserve, not direct spending."
05.02.04.33,השתתפות במשרד החקלאות,העברות  פנים תקציביות,Internal transfer for Agriculture Ministry.
05.02.08.92,השתתפות משרדים במרכז אנרגיה,העברות  פנים תקציביות,Transfer related to 'energy center' activity.
05.02.08.93,השתתפות המכס במרכז אנרגיה,העברות  פנים תקציביות,Transfer related to 'energy center' activity.
05.02.33.01,שיא כח אדם,שכר,Personnel cap.
05.02.33.05,השתתפות המשרדים,העברות  פנים תקציביות,Internal budget transfers.
05.03.06.01,שיא כח אדם,שכר,Personnel cap.
05.03.06.12,"השתתפות בלמ""ס (סיוע החוץ של ישראל ל-OECD)",העברות  פנים תקציביות,Internal budget transfers.
05.03.06.14,השתתפות במשרד החוץ,העברות  פנים תקציביות,Internal budget transfers.
05.03.06.22,השתתפות במשרד לאיכות הסביבה,העברות  פנים תקציביות,Internal budget transfers to environmental ministry.
05.03.06.95,רזרבה להתייקרויות כללית,רזרבות,General reserve.
05.03.07.01,שיא כוח אדם ציר כלכלי,שכר,Personnel cap.
05.03.07.16,"השתתפות בדי""פ - מ. החוץ",העברות  פנים תקציביות,Internal budget transfers.
05.03.07.95,רזרבה להתייקרויות כללית,רזרבות,General reserve.
05.03.07.99,רזרבה,קניות,General reserve.
05.03.08.01,שיא כח אדם,שכר,Personnel cap.
05.03.08.06,השתתפות מסחר ותעשיה במשרדי רשות ההשקעות,העברות  פנים תקציביות,Internal budget transfers.
05.03.08.95,רזרבה להתייקרויות כללית,רזרבות,General reserve.
05.03.09.01,שיא כח אדם,שכר,Personnel cap.
05.03.23.01,השתתפות במשרדי ממשלה,העברות  פנים תקציביות,Internal budget transfers.
05.03.23.02,השתתפות ממשרדי ממשלה,העברות  פנים תקציביות,Internal budget transfers.
05.06.03.01,השתתפות המשרדים בהוצאות מנהליות,העברות  פנים תקציביות,Internal budget transfers.
05.07.04.01,שיא כח אדם,שכר,Personnel cap.
05.07.04.10,השתתפות המשרדים במחקרים בהנדסת ייצור,העברות  פנים תקציביות,Internal budget transfers.
05.07.04.12,השתתפויות המשרדים,העברות  פנים תקציביות,Internal budget transfers.
05.07.04.15,השתתפות המשרדים בשיפור השירות,העברות  פנים תקציביות,Internal budget transfers.
05.08.01.01,רזרבה לפעולות משרד האוצר,קניות,General reserve.
05.08.01.02,רזרבה,שכר,General reserve.
05.08.01.03,רזרבה,קניות,General reserve.
05.08.01.04,רזרבה לכח אדם,שכר,Personnel reserve.
05.08.01.05,רזרבה לעבודה בלתי צמיתה,שכר,Personnel reserve.
05.08.01.06,רזרבה לשעות נוספות,שכר,Personnel reserve.
05.08.01.07,רזרבה לתקני רכב,שכר,Personnel reserve.
05.08.01.08,רזרבה,שכר,General reserve.
05.08.01.09,רזרבה לכוננויות,שכר,Personnel reserve.
05.08.01.10,רזרבה לעמידה ביעדי הגירעון,קניות,General reserve.
05.08.01.11,רזרבה לעמידה ביעד ההוצאה,קניות,General reserve.
05.08.01.12,רזרבה להוצאות ביטחון 2006,רזרבות,Security reserve.
05.08.01.13,רזרבה להתייקרויות בשכר,שכר,Personnel reserve.
05.08.01.14,יעודה לכח אדם,שכר,Earmarked for personnel.
05.08.01.95,רזרבה להתייקרויות כללית,רזרבות,General reserve.
05.08.01.96,הכנסות שונות,הכנסות מיועדות,Earmarked revenue as reserve.
05.09.01.01,שיא כח אדם,שכר,Personnel cap.
05.09.01.22,השתתפות מסעיף 83,העברות  פנים תקציביות,Internal budget transfers.
05.51.01.01,שיא כח אדם,שכר,Personnel cap.
05.51.01.16,"שיא כ""א - לשכה משפטית",שכר,Personnel cap.
05.51.01.20,שיא כח אדם - הלשכה לפיצויים אישיים,שכר,Personnel cap.
05.51.01.30,שיא כח אדם - גמלאות,שכר,Personnel cap.
05.51.01.40,יעודה לכח אדם,שכר,Earmarked for personnel.
05.51.01.47,השתתפות משרדי הממשלה,העברות  פנים תקציביות,Internal budget transfers.
05.51.01.49,השתתפות יחידות האוצר באוצר,העברות  פנים תקציביות,Internal budget transfers.
05.51.01.59,השתתפות במשרדי ממשלה,העברות  פנים תקציביות,Internal budget transfers.
05.51.01.62,הכנסות מגורמי חוץ,הכנסות  מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.01.63,הכנסות מגורמי חוץ שמקורן בעובדי המשרד,הכנסות מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.01.76,רזרבה לפרויקטים חיצוניים,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.51.01.92,שיא כוח אדם - תכנית אסטרטגית,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.01.95,רזרבה לתקציב התאמות  2019,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.51.02.01,שיא כח אדם,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.02.11,הכנסות מגורמי חוץ,הכנסות מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.04.01,שיא כח אדם,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.04.12,השתתפות המשרדים בפרסומי החשב הכללי,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.04.13,הכנסות מגורמי חוץ ושירותי ניהול ומידע,הכנסות מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.04.15,הכנסות מגורמי חוץ - פרויקט ניהול עושי שוק,הכנסות  מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.04.24,השתתפות משרדים - הסדר ארוחות,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.04.26,השתתפות משרדי הממשלה,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.04.27,השתתפות במשרדי ממשלה,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.04.28,שיא כח אדם - יחידת החוב וחטיבת הנכסים,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.04.30,שיא כח אדם - גמלאות,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.04.35,רזרבה לתקציב התאמות  2019,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.51.07.01,שיא כח אדם,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.07.12,הכנסות מגורמי חוץ,הכנסות מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.07.20,השתתפות במשרדי הממשלה,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.07.25,רזרבה לתקציב התאמות  2019,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.51.08.01,"שיא כח אדם - נציגי האוצר בחו""ל",שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.08.02,שיא כח אדם - OECD,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.08.05,שיא כח אדם - סין,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.08.14,השתתפות משרדי הממשלה,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.08.15,השתתפות רשות המסים,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.08.17,הכנסות מגורמי חוץ,הכנסות מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.08.22,"שיא כח אדם חו""ל",שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.08.25,רזרבה לתקציב התאמות  2019,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.51.08.26,שיא כח אדם ניו יורק,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.08.29,הכנסות מגורמי חוץ ניו יורק,הכנסות  מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.12.01,שיא כח אדם,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
05.51.12.14,השתתפויות משרדים,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.12.23,הכנסה מגורמי חוץ,הכנסות מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.12.30,השתתפות במנהל הרכב הממשלתי,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.12.31,השתתפות במנהל הדיור הממשלתי,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.12.32,"השתתפות בתהיל""ה",העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
05.51.12.33,הכנסות מגורמי חוץ,הכנסות  מיועדות,Earmarked revenue (הכנסות מיועדות) is genuinely connected but excluded from totals.
05.51.12.35,רזרבה לתקציב התאמות  2019,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.53.01.01,רזרבה להתיקרויות שכר,שכר,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.53.01.02,רזרבה ליעדים פיסקליים,קניות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.53.01.03,רזרבה לעמידה ביעד ההוצאה,העברות,Reserve (רזרבה) is genuinely connected but excluded from totals.
05.53.01.99,העברת עודפים,קניות,Transfer account (העברות) is genuinely connected but excluded from totals.
26.01.01.01,שיא כח אדם,שכר,Personnel cap (שיא כח אדם) is genuinely connected but excluded from totals.
26.01.01.08,אחזקת רכב ממשלתי,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
26.01.01.22,השתתפות במערכות בוחן ותהילה,העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
26.01.01.24,"השתתפות בלמ""ס",העברות  פנים תקציביות,Internal transfer (העברות פנים תקציביות) is genuinely connected but excluded from totals.
26.01.01.27,הכנסות מהאיחוד האירופי,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.01.01.28,"השתתפות משרד התמ""ת במכרז לעבודת ייעוץ בתחום טכנולוגית סביבה",העברות  פנים תקציביות,Internal transfer for environmental technology consulting.
26.01.01.31,השתתפות משרד הקליטה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.32,הכנסות מהאפוטרופוס להעסקת עולים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.35,השתתפות בתקציב משרד המשפטים לצורך העסקת מתמחים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.37,השתתפות משטרה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.41,"השתתפות במשרד החקלאות עבור מינהלת פל""ח",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.42,השתתפות משרד הפנים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.47,הכנסות - מכירת חומר מקצועי ומכרזים,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.01.01.50,השתתפות במשרד הביטחון,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.52,הכנסות מעירית ירושלים,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.01.01.53,הכנסות מחברת הביטוח ענבל,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.01.01.57,השתתפות משרד התשתיות,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.58,השתתפות משרד התיירות,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.59,השתתפות במשרד הפנים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.60,"השתתפות במשרד התמ""ת",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.61,השתתפות במשרד התיירות,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.62,"רזרבה להתייקרויות - מט""ח",רזרבות,"Reserve for price increases, related by economic class."
26.01.01.72,הכנסות מפעולות הדרכה,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.01.01.81,השתתפות בממשל זמין,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.92,הוצאה מיועדת,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.93,"השתתפות של השב""כ - החזר הוצאות אבטחת שר",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.96,השתתפות במשרד ראש הממשלה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.01.99,שיא כח אדם - רזרבה,שכר,"Personnel cap, related by economic class."
26.01.04.04,דיור - שכר דירה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.01.04.95,רזרבה להתייקרויות כללית,רזרבות,"Reserve for price increases, related by economic class."
26.02.02.01,"רזרבה לכ""א ולפעולות",קניות,"Reserve for personnel and activities, related by economic class."
26.03.02.01,"הכנסות מאירגון האו""מ לאיכות הסביבה תכנית פעולה לים התיכון",הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.03.12,השתתפות רשות המים,העברות  פנים תקציביות,"Internal transfer, program infrastructure could include energy."
26.03.03.13,השתתפות משרד החקלאות - ירקון,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.14,השתתפות משרד הפנים - ירקון וקישון,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.15,"השתתפות ממ""י - ירקון וקישון",הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.03.16,"השתתפות תיירות (חמ""ת) - ירקון",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.17,"השתתפות רט""ג - ירקון",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.18,השתתפות רשות המים - קישון,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.19,השתתפות משרד התיירות - קישון,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.20,השתתפות במשרד התירות,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.25,"השתתפות במשרד ראה""מ",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.26,השתתפות מינהל מקרקעי ישראל בגאולת הירקון,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.03.31,השתתפות המשרד לשיתוף פעולה איזורי,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.03.33,הכנסה ממנהל מקרקעי ישראל,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.03.37,השתתפות רשות המים - פרוייקט בתי הבד,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.08.02,השתתפות האפוטרופוס הכללי,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.08.03,השתתפות אפוטרופוס,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.11.25,השתתפות במסוף מטענים מסוכנים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.11.31,השתתפות במשרד התחבורה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.04,"השתפות בתמ""ת",העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.07,השתתפות משרד החינוך במחקר הערכה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.09,השתתפות במשרד התשתיות - מחקר משותף,העברות  פנים תקציביות,Internal transfer; Ministry of Infrastructure deals with energy.
26.03.12.10,כדאיות כלכלית - הכנסות מגורמי חוץ,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.12.11,התאחדות התעשיינים - הכנסה,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.12.13,השתתפות משרד השיכון,העברות  פנים תקציביות,Internal transfer; housing can relate to green building.
26.03.12.14,השתתפות משרד הפנים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.15,השתתפות משרד המדע,העברות  פנים תקציביות,Internal transfer; science research likely covers green energy.
26.03.12.16,השתתפות במשרד החקלאות,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.18,השתתפות משרד החקלאות,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.21,השתתפות במשרד החקלאות - מדען ראשי,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.22,השתתפות במשרד הקליטה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.24,השתתפות משרד הקליטה במחקרים של מדענים עולים,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.40,השתתפות משרד הקליטה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.50,השתתפות משרד הקליטה,העברות  פנים תקציביות,"Internal transfer, related by economic class."
26.03.12.52,הכנסות איחוד אירופי,הכנסות מיועדות,"Earmarked revenue, related by economic class."
26.03.12.95,רזרבה להתייקרויות כללית,רזרבות,"Reserve for price increases, related by economic class."
26.03.14.22,קרינה - הכנסות מאגרות,הכנסות מיועדות,Earmarked revenue for radiation pollution control.
26.03.14.95,רזרבה להתייקרויות כללית,רזרבות,"General reserve, not specific to green energy."
26.03.20.95,רזרבה להתייקרויות כללית,רזרבות,"General reserve, not specific to green energy."
26.03.23.08,"השתתפות ערית ירושלים במנ""א",הכנסות מיועדות,Earmarked revenue for air quality monitoring.
26.03.23.15,השתתפות האיחוד האירופי,הכנסות מיועדות,Earmarked revenue for air quality monitoring program.
26.03.23.95,רזרבה להתייקריות כללית,רזרבות,General reserve for air quality monitoring program.
26.03.25.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for environmental quality lab.
26.03.28.09,הכנסה מהנציבות האירופית צוות הערכה,הכנסות מיועדות,Earmarked revenue for generic planning program.
26.03.28.10,"השתתפות קק""ל - פרוייקט שטחים פתוחים",הכנסות מיועדות,"Earmarked revenue for open spaces project, not green energy."
26.03.28.11,"השתתפות חל""ט - שטחים פתוחים",הכנסות מיועדות,"Earmarked revenue for open spaces project, not green energy."
26.03.28.33,הכנסות מעירית ירושלים,הכנסות מיועדות,Earmarked revenue for generic planning program.
26.03.28.50,הכנסות מגורמי חוץ,הכנסות מיועדות,Earmarked revenue for generic planning program.
26.03.28.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for generic planning program.
26.03.36.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for economy and standards unit.
26.03.40.15,הכנסות בית ספר חומרים מסוכנים,הכנסות מיועדות,Earmarked revenue for hazardous materials program.
26.03.40.21,"הכנסה תע""ש",הכנסות מיועדות,Earmarked revenue from industrial entity.
26.03.40.22,הכנסה מינהל מקרקעי ישראל,הכנסות מיועדות,Earmarked revenue from Israel Land Authority.
26.03.40.23,הכנסה עירית ירושלים,הכנסות מיועדות,Earmarked revenue from municipality.
26.03.40.42,קרינה - הכנסות מאגרות,הכנסות מיועדות,Earmarked revenue for radiation pollution control.
26.03.41.31,השתתפות משרד האוצר,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.03.41.33,רכישת שירותים ממשרדי הממשלה,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.03.41.34,מכירת שירותים למשרדי הממשלה,העברות  פנים תקציביות,Internal transfer; excluded from budget total
