code,title,office,domain,verdict,reason
38.03.07,"הטבות להשקעות ביו""ש",תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,מיקוד גיאוגרפי אינו קשור לאנרגיה ירוקה.
38.03.10,רזרבה להתייקרויות,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
38.04.01,פתוח שווקים ליצוא ידע,תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"פיתוח שוקי ידע כללי, ללא קשר מובהק."
38.04.04,"תמיכות בשיווק לחו""ל",תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"תמיכות שיווק לחו""ל כלליות, ללא קשר מובהק."
38.04.06,מטה לקידום עסקים,תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,"כותרת מטה כללית, ללא קשר ישיר לאנרגיה ירוקה."
38.04.08,רשות לשיתוף פעולה,תמיכות בענפי המשק,פעולות שונות לפיתוח,drop,רשות לשיתוף פעולה אינה קשורה לאנרגיה ירוקה.
38.05.01,ביטוח סיכוני סחר חוץ,תמיכות בענפי המשק,ביטוח סיכוני סחר חוץ,drop,"עוסק בביטוח סחר חוץ, לא קשור לאנרגיה ירוקה."
38.07.01,תמיכה בפעולות גופים,תמיכות בענפי המשק,תמיכות בגופים המקדמים,drop,תמיכה כללית בגופים ללא קשר לאנרגיה ירוקה.
38.08.01,פעולות לעידוד היצוא,תמיכות בענפי המשק,פעולות מנהל סחר חוץ,drop,"עידוד יצוא כללי, ללא קשר מובהק לאנרגיה ירוקה."
38.08.02,ועדת היצף,תמיכות בענפי המשק,פעולות מנהל סחר חוץ,drop,ועדת היצף אינה קשורה לאנרגיה ירוקה.
38.09.01,פעולות בתחום התקינה,תמיכות בענפי המשק,תקינה,ambiguous,פעולות תקינה יכולות לכלול תקני אנרגיה ירוקה.
38.09.02,המעבדה הלאומית לפיזיקה,תמיכות בענפי המשק,תקינה,drop,מעבדת פיזיקה לא קשורה ישירות לאנרגיה ירוקה.
38.10.01,ה.מ. חיזוק הצפון,תמיכות בענפי המשק,ה.מ. חזוק הצפון והדרום,drop,מיקוד גיאוגרפי אינו קשור לאנרגיה ירוקה.
38.10.02,תכנית הדרום,תמיכות בענפי המשק,ה.מ. חזוק הצפון והדרום,drop,מיקוד גיאוגרפי אינו קשור לאנרגיה ירוקה.
38.11.01,הפקות סרטים וטלויזיה,תמיכות בענפי המשק,עידוד הסרט,drop,"עוסק בהפקות סרטים וטלוויזיה, לא אנרגיה ירוקה."
38.12.01,חונכות,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"חונכות כללית לעסקים, ללא קשר מובהק לאנרגיה."
38.12.02,סיוע לעסקים קטנים,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"סיוע כללי לעסקים קטנים, ללא קשר מובהק."
38.12.03,מימושי ערבויות מדינה,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,מימושי ערבויות מדינה אינם קשורים לאנרגיה ירוקה.
38.12.04,ערבויות מדינה להון,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,ערבויות מדינה להון אינן קשורות לאנרגיה ירוקה.
38.12.05,קרן סיוע לעסקים קטנים,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"קרן סיוע כללית לעסקים קטנים, ללא קשר מובהק."
38.13.01,כלים משלימים לחוק עידוד,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"תמיכה כללית בתעשייה, ללא קשר מובהק לאנרגיה ירוקה."
38.13.02,הכשרת כח אדם,תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,הכשרת כוח אדם יכולה לכלול מקצועות ירוקים.
38.13.03,טיפול ממוקד,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"טיפול ממוקד כללי בתעשייה, ללא קשר מובהק."
38.13.04,"נע""מ - אז""ת",תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,"כותרת אטומה, יתכן קשר לתעשייה רלוונטית."
38.13.05,תמיכות אחרות,תמיכות בענפי המשק,תמיכה בתעשייה,drop,"תמיכות אחרות כלליות לתעשייה, ללא קשר מובהק."
38.14.01,הערכות התעשייה לחשיפה,תמיכות בענפי המשק,תקציב להערכות התעשייה,drop,"הערכות כלליות לתעשייה, ללא קשר מובהק."
38.15.01,כיסוי ערבויות להלוואות,תמיכות בענפי המשק,מימוש ערבויות שלא,drop,כיסוי ערבויות להלוואות אינו קשור לאנרגיה ירוקה.
38.16.01,תמיכה בנושאי צרכנות,תמיכות בענפי המשק,צרכנות,drop,תמיכה בנושאי צרכנות אינה קשורה לאנרגיה ירוקה.
38.17.01,עתודות לתעשייה,תמיכות בענפי המשק,עתודות התעשייה,drop,"עתודות כלליות לתעשייה, ללא קשר מובהק."
38.17.02,עתודות למדען הראשי,תמיכות בענפי המשק,עתודות התעשייה,ambiguous,עתודות למדען הראשי יכולות לכלול פיתוח אנרגיה.
38.17.13,מנהלות אזוריות משותפות,תמיכות בענפי המשק,מנהלות אזוריות משותפות,drop,"מנהלות אזוריות כלליות, ללא קשר מובהק."
38.18.01,תמיכות האפוטרופוס,תמיכות בענפי המשק,אפוטרופוס כללי,drop,תמיכות האפוטרופוס אינן קשורות לאנרגיה ירוקה.
38.19.01,מכרזי העסקה במפעלים,תמיכות בענפי המשק,הטבות לעידוד השקעות,drop,מכרזי העסקה אינם קשורים ישירות לאנרגיה ירוקה.
38.19.02,עתודה לתוכניות תעסוקה,תמיכות בענפי המשק,הטבות לעידוד השקעות,drop,עתודה לתוכניות תעסוקה אינה קשורה ישירות לאנרגיה.
38.19.03,מסלול להפחתת פליטות,תמיכות בענפי המשק,הטבות לעידוד השקעות,keep,מסלול להפחתת פליטות קשור ישירות לאנרגיה ירוקה.
38.20.01,רזרבה להתיקרויות,תמיכות בענפי המשק,רזרבות,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
38.20.02,רזרבה לתמיכה בתעשיה,תמיכות בענפי המשק,רזרבות,drop,"רזרבה כללית לתמיכה בתעשייה, ללא קשר מובהק."
38.21.01,השתתפויות,תמיכות בענפי המשק,השתתפויות,drop,השתתפויות כלליות ללא קשר לאנרגיה ירוקה.
38.22.01,החלטת ממשלה נגב,תמיכות בענפי המשק,תמיכה בנגב,drop,מיקוד גיאוגרפי אינו קשור לאנרגיה ירוקה.
38.23.01,רזרבה להוצאות ביטחון,תמיכות בענפי המשק,רזרבות מיוחדות,drop,רזרבה להוצאות ביטחון אינה קשורה לאנרגיה ירוקה.
38.30.01,הפעלת הרשות לחדשנות,כלכלה ותעשייה,המדען הראשי,ambiguous,הפעלת רשות החדשנות יכולה לתמוך באנרגיה ירוקה.
38.30.02,מענקי מחקר ופיתוח,כלכלה ותעשייה,המדען הראשי,ambiguous,מענקי מחקר ופיתוח יכולים לכלול אנרגיה ירוקה.
38.30.03,"תשתיות מו""פ",תמיכות בענפי המשק,המדען הראשי,ambiguous,תשתית מחקר ופיתוח יכולה לכלול אנרגיה ירוקה.
38.30.04,"מו""פ בין-לאומי",כלכלה ותעשייה,המדען הראשי,ambiguous,מחקר ופיתוח בינלאומי יכול לכלול אנרגיה ירוקה.
38.30.10,רזרבה,כלכלה ותעשייה,המדען הראשי,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
38.40.01,קידום השקעות ועידוד,כלכלה ותעשייה,עידוד המגזר העסקי,drop,"קידום השקעות כללי, ללא קשר מובהק לאנרגיה ירוקה."
38.40.02,מסלולי תמיכה מינהליים,תמיכות בענפי המשק,עידוד המגזר העסקי,drop,מסלולי תמיכה מינהליים אינם קשורים לאנרגיה ירוקה.
38.40.03,עסקים קטנים ובינוניים,תמיכות בענפי המשק,עידוד המגזר העסקי,drop,"תמיכה בעסקים קטנים ובינוניים כללי, ללא קשר."
38.40.04,קידום הייצוא ועידוד,כלכלה ותעשייה,עידוד המגזר העסקי,drop,"קידום יצוא כללי, ללא קשר מובהק לאנרגיה ירוקה."
38.40.09,פעולות כלליות לקידום,כלכלה ותעשייה,עידוד המגזר העסקי,drop,"פעולות קידום כלליות, ללא קשר מובהק לאנרגיה ירוקה."
38.50.01,"תקינה, איכות והסמכה",תמיכות בענפי המשק,תמיכות בגופים ציבוריים,ambiguous,תקינה ואיכות יכולות לכלול תקני אנרגיה ירוקה.
38.60.01,מלאי חירום,תמיכות בענפי המשק,מלאי חירום,drop,מלאי חירום אינו קשור לאנרגיה ירוקה.
38.70.01,שכר,כלכלה ותעשייה,שכר ותפעול המשרד,drop,שכר ותפעול משרדי אינו קשור ישירות לאנרגיה ירוקה.
38.70.02,תפעול,כלכלה ותעשייה,שכר ותפעול המשרד,drop,תפעול משרדי אינו קשור ישירות לאנרגיה ירוקה.
38.80.01,רזרבה,כלכלה ותעשייה,רזרבה,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
38.90.01,שכר ופעולות,כלכלה ותעשייה,רשות הרגולציה,ambiguous,רשות רגולציה יכולה לעסוק בתחום האנרגיה הירוקה.
38.99.99,חשבון מעבר,כלכלה ותעשייה,חשבון מעבר,drop,חשבון מעבר משרדי אינו קשור ישירות לאנרגיה ירוקה.
76.01.01,רכישת ציוד,תעשיה,פיתוח התעשייה,drop,"רכישת ציוד כללית, ללא קשר מובהק לאנרגיה ירוקה."
76.01.02,השקעה ממשלתית בהון,תעשיה,פיתוח התעשיה,drop,"השקעה ממשלתית כללית בהון, ללא קשר מובהק."
76.01.05,השקעות במחשוב,תעשיה,פיתוח התעשייה,drop,השקעות במחשוב אינן קשורות לאנרגיה ירוקה.
76.01.09,פיתוח אזורי תעשייה,תעשיה,פיתוח התעשייה,drop,"פיתוח אזורי תעשייה כללי, ללא קשר מובהק."
76.01.10,פיתוח אזורי תעשייה,תעשיה,פיתוח התעשייה,drop,"פיתוח אזורי תעשייה כללי, ללא קשר מובהק."
76.01.11,התוכנית לחיזוק חיפה,תעשיה,פיתוח התעשייה,drop,מיקוד גיאוגרפי אינו קשור לאנרגיה ירוקה.
76.01.15,הלואות לתעשיה,תעשיה,פיתוח התעשיה,drop,"הלוואות כלליות לתעשייה, ללא קשר מובהק."
76.01.18,העברת יחידות המשרד,תעשיה,פיתוח התעשייה,drop,העברת יחידות משרד אינה קשורה לאנרגיה ירוקה.
76.01.21,רזרבה להתייקרויות,תעשיה,פיתוח התעשייה,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
76.02.01,קרן הלוואות למפעלים,תעשיה,מפעלים במצוקה,drop,"קרן הלוואות למפעלים כללית, ללא קשר מובהק."
76.02.02,סיוע למפעלים במצוקה,תעשיה,מפעלים במצוקה,drop,"סיוע כללי למפעלים במצוקה, ללא קשר מובהק."
76.02.03,רזרבה,תעשיה,מפעלים במצוקה,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
76.03.01,רזרבה להוצאות ביטחון,תעשיה,רזרבה להוצאות ביטחון,drop,רזרבה להוצאות ביטחון אינה קשורה לאנרגיה ירוקה.
76.04.02,דרום,תעשיה,תכנית הדרום,drop,מיקוד גיאוגרפי אינו קשור לאנרגיה ירוקה.
76.10.01,השקעה בפיתוח תשתיות,תעשייה,השקעה בפיתוח תשתיות,drop,"השקעה בפיתוח תשתיות כללית, ללא קשר מובהק."
76.80.01,רזרבה,תעשייה,רזרבה,drop,"רזרבה כללית, ללא קשר ישיר לאנרגיה ירוקה."
83.01.01,המדפיס הממשלתי,הוצאות פיתוח אחרות,השקעות במפעלי הממשלה,drop,המדפיס הממשלתי אינו קשור לאנרגיה ירוקה.
83.01.10,מחלקת עבודות ציבוריות,הוצאות פיתוח אחרות,השקעות במפעלי הממשלה,ambiguous,עבודות ציבוריות יכולות לכלול תשתית ירוקה.
83.01.12,הלוואות לעובדי מדינה,הוצאות פיתוח אחרות,הלוואות לעובדים,drop,הלוואות לעובדי מדינה אינן קשורות לאנרגיה ירוקה.
83.01.13,הלוואות לעובדי הוראה,הוצאות פיתוח אחרות,הלוואות לעובדים,drop,הלוואות לעובדי הוראה אינן קשורות לאנרגיה ירוקה.
83.02.01,משרד האוצר פרוייקטים,הוצאות פיתוח אחרות,פיתוח משרד האוצר,drop,פרויקטים כלליים של משרד האוצר ללא קשר ישיר.
83.03.01,דיגיטל וסייבר,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,דיגיטל וסייבר אינם קשורים לאנרגיה ירוקה.
83.03.02,פרויקטים והחלטות ממשלה,הוצאות פיתוח אחרות,פיתוח משרד ראש,ambiguous,"פרויקטים והחלטות ממשלה כלליות, יתכן קשר."
83.03.04,ירושלים ומורשת - פיתוח,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,פיתוח ירושלים ומורשת אינו קשור לאנרגיה ירוקה.
83.03.05,יהדות התפוצות,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,יהדות התפוצות אינה קשורה לאנרגיה ירוקה.
83.04.01,השקעות שונות,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"השקעות שונות כלליות, ללא קשר מובהק לאנרגיה."
83.04.02,פרוייקטים בתכנון,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"פרויקטים בתכנון כללי, ללא קשר מובהק לאנרגיה."
83.04.03,פיתוח ההתישבות הבדואית,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,פיתוח התיישבות בדואית אינו קשור לאנרגיה ירוקה.
83.04.04,פרויקטי תקשורת,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,פרויקטי תקשורת אינם קשורים לאנרגיה ירוקה.
83.04.05,קרן לצמצום פערים,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,קרן לצמצום פערים אינה קשורה לאנרגיה ירוקה.
83.04.06,פרויקטים בשלטון המקומי,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"פרויקטים בשלטון המקומי כללי, ללא קשר מובהק."
83.04.07,סיוע לענף הלבידים,הוצאות פיתוח אחרות,השקעות שונות,drop,סיוע לענף הלבידים אינו קשור לאנרגיה ירוקה.
83.05.01,"מרכב""ה",הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,"מרכב""ה הוא מערכת מידע, לא אנרגיה ירוקה."
83.05.02,פעולות מיוחדות,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,ambiguous,"פעולות מיוחדות בטכנולוגיות, יתכן קשר לאנרגיה ירוקה."
83.05.03,ממשל זמין,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,"ממשל זמין הוא פרויקט טכנולוגי, לא אנרגיה ירוקה."
83.05.04,פרויקטי מחשוב רוחביים,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,פרויקטי מחשוב אינם קשורים לאנרגיה ירוקה.
83.05.05,תקשוב-פרויקטים רוחביים,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,פרויקטי תקשוב אינם קשורים לאנרגיה ירוקה.
83.06.01,השקעות בחברות,הוצאות פיתוח אחרות,השקעות בחברות,drop,"השקעות בחברות כלליות, ללא קשר מובהק לאנרגיה."
83.06.02,רכבת ישראל,הוצאות פיתוח אחרות,השקעות בחברות,drop,רכבת ישראל אינה קשורה לאנרגיה ירוקה.
83.06.03,השקעות בטחוניות,הוצאות פיתוח אחרות,השקעות,drop,השקעות ביטחוניות אינן קשורות לאנרגיה ירוקה.
83.06.04,גופים בינלאומיים,הוצאות פיתוח אחרות,השקעות,drop,"גופים בינלאומיים כלליים, ללא קשר מובהק לאנרגיה."
