code,title,office,domain,program,economic_class,functional_class,program_code,first_year,last_year
26.01.01.15,דואר וטלפון,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2014
26.01.01.16,"הדרכה, רווחה והשתלמויות בארץ",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2014
26.01.01.17,עובדים ארעיים חודשי עבודה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,1997,2014
26.01.01.18,"נסיעות לחו""ל",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2014
26.01.01.19,"נגישות מידע לציבור - חוק חופש המידע, ספריה ומרכז מידע",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2014
26.01.01.20,"נסיעות לחו""ל אמנת אוולים ו-oecd",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2000,2007
26.01.01.21,הוצאות חשמל,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2004,2014
26.01.01.22,השתתפות במערכות בוחן ותהילה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1997,2014
26.01.01.23,פעולות רווחה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2010
26.01.01.24,"השתתפות בלמ""ס",משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1999,2004
26.01.01.25,פעולות לישכה משפטית וספרות מקצועית,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2003,2010
26.01.01.26,פיצוי לנפגעי אסבסט,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2006,2008
26.01.01.27,הכנסות מהאיחוד האירופי,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,הכנסות מיועדות,הגנת הסביבה,26.01.01,2006,2011
26.01.01.28,"השתתפות משרד התמ""ת במכרז לעבודת ייעוץ בתחום טכנולוגית סביבה",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2006,2008
26.01.01.30,העסקת עובדים ממשרד הקליטה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,1997,2010
26.01.01.31,השתתפות משרד הקליטה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1997,2009
26.01.01.32,הכנסות מהאפוטרופוס להעסקת עולים,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1999,2004
26.01.01.35,השתתפות בתקציב משרד המשפטים לצורך העסקת מתמחים,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1997,2004
26.01.01.36,העסקת מתמחים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,1997,2009
26.01.01.37,השתתפות משטרה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1997,2010
26.01.01.38,רכישת רכב זיהום אויר,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2000,2005
26.01.01.39,דוברות ויחסי ציבור,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2010
26.01.01.40,אכיפת חוקי איכות הסביבה רכישת שרותים ופעולות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2010
26.01.01.41,"השתתפות במשרד החקלאות עבור מינהלת פל""ח",משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1997,2004
26.01.01.42,השתתפות משרד הפנים,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,1997,1997
26.01.01.43,שכר עידוד,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,1998,1998
26.01.01.44,כוננויות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,1998,2014
26.01.01.45,פעולות מחוזות המשרד,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1997,2004
26.01.01.46,העסקת מתמחים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,1998,2014
26.01.01.47,הכנסות - מכירת חומר מקצועי ומכרזים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,הכנסות מיועדות,הגנת הסביבה,26.01.01,1998,2014
26.01.01.48,פעולות שונות ואבטחת השר,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1998,2014
26.01.01.49,רכישת כלי רכב,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1998,2014
26.01.01.50,השתתפות במשרד הביטחון,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2000,2011
26.01.01.51,שכר עידוד,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2012,2014
26.01.01.52,הכנסות מעירית ירושלים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,הכנסות מיועדות,הגנת הסביבה,26.01.01,1999,2008
26.01.01.53,הכנסות מחברת הביטוח ענבל,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,הכנסות מיועדות,הגנת הסביבה,26.01.01,1999,2014
26.01.01.54,הוצאות לחברת הביטוח ענבל,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1999,2014
26.01.01.55,מחוזות-פעולות מקצועיות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2001,2010
26.01.01.56,העסקת סטודנטים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2001,2014
26.01.01.57,השתתפות משרד התשתיות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2007,2010
26.01.01.58,השתתפות משרד התיירות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2007,2010
26.01.01.59,השתתפות במשרד הפנים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2007,2011
26.01.01.60,"השתתפות במשרד התמ""ת",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2002,2011
26.01.01.61,השתתפות במשרד התיירות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2002,2011
26.01.01.62,"רזרבה להתייקרויות - מט""ח",משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,רזרבות,הגנת הסביבה,26.01.01,2003,2005
26.01.01.63,איחוד מחוזות,משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2004,2006
26.01.01.64,"איחוד מחוזות-ח""ע",משרד איכות הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2004,2006
26.01.01.65,"הוצאות רכב- טב""ק",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2004,2007
26.01.01.70,מרכז מידע - שעות עבודה של מוקדנים,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2004,2014
26.01.01.72,הכנסות מפעולות הדרכה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,הכנסות מיועדות,הגנת הסביבה,26.01.01,2011,2014
26.01.01.80,"רכב - דרגת שירות ""אישי"" על פי הסכם",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2004,2010
26.01.01.81,השתתפות בממשל זמין,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2006,2010
26.01.01.85,הוצאות מיועדות,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2006,2007
26.01.01.90,תפעול ואחזקת מערכת ניטור אוויר,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2005,2010
26.01.01.91,הוצאות בגין פרישה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2005,2014
26.01.01.92,הוצאה מיועדת,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2006,2007
26.01.01.93,"השתתפות של השב""כ - החזר הוצאות אבטחת שר",המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2007,2014
26.01.01.94,תפעול המשרד - הרשאה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2007,2014
26.01.01.95,רכישת שירותי ייעוץ - הרשאה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,1998,2014
26.01.01.96,השתתפות במשרד ראש הממשלה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.01,2008,2010
26.01.01.97,פעולות רווחה- הרשאה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2008,2009
26.01.01.98,תשלום לפי פסקי דין,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,קניות,הגנת הסביבה,26.01.01,2006,2014
26.01.01.99,שיא כח אדם - רזרבה,המשרד להגנת הסביבה,תחום פעולה כללי,הנהלת המשרד,שכר,הגנת הסביבה,26.01.01,2000,2009
26.01.02.01,תחזוקת חומרה,משרד איכות הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,1997,2004
26.01.02.02,תחזוקת תוכנה בסיסית,משרד איכות הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,1997,2004
26.01.02.03,תחזוקת תוכנה ישומית,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,קניות,הגנת הסביבה,26.01.02,1997,2000
26.01.02.04,תחזוקת תקשורת,משרד איכות הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,1997,2004
26.01.02.05,קניית שירותי מיחשוב,המשרד להגנת הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,1997,2012
26.01.02.11,רזרבה - פיתוח מיחשוב,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,קניות,הגנת הסביבה,26.01.02,1997,1998
26.01.02.12,מערכת רישוי עסקים,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,קניות,הגנת הסביבה,26.01.02,1997,1997
26.01.02.13,פיתוח מערכות,המשרד להגנת הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,1997,2014
26.01.02.14,פיתוח מערכות - הרשאה להתחייב,המשרד להגנת הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,2007,2014
26.01.02.16,הקמת תשתיות,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,קניות,הגנת הסביבה,26.01.02,1997,2000
26.01.02.17,רכישת חומרה מרכזית,משרד איכות הסביבה,תחום פעולה כללי,מחשוב,קניות,הגנת הסביבה,26.01.02,1997,2004
26.01.02.18,רכישת ציוד קצה,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,קניות,הגנת הסביבה,26.01.02,1997,2000
26.01.02.19,הוצאה למכרז קניית שרותים חיצוניים,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,הכנסות מיועדות,הגנת הסביבה,26.01.02,1997,1999
26.01.02.20,השתתפות במשרד האוצר,משרד איכות הסביבה,תחום פעולה כללי,מחשוב,העברות  פנים תקציביות,הגנת הסביבה,26.01.02,1999,2004
26.01.02.95,רזרבה להתייקרויות כללית,משרד איכות הסביבה,תחום פעולה כללי,מיחשוב,רזרבות,הגנת הסביבה,26.01.02,1998,2000
26.01.04.01,דיור ממשלתי - שכר דירה,המשרד להגנת הסביבה,תחום פעולה כללי,דיור המשרד,קניות,הגנת הסביבה,26.01.04,1997,2014
26.01.04.02,דיור - מיסים עירוניים,המשרד להגנת הסביבה,תחום פעולה כללי,דיור המשרד,קניות,הגנת הסביבה,26.01.04,1997,2014
26.01.04.03,אחזקת המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,דיור המשרד,קניות,הגנת הסביבה,26.01.04,1997,2014
26.01.04.04,דיור - שכר דירה,המשרד להגנת הסביבה,תחום פעולה כללי,דיור המשרד,העברות  פנים תקציביות,הגנת הסביבה,26.01.04,1997,2014
26.01.04.07,דיור - הוצאות מעבר,משרד איכות הסביבה,תחום פעולה כללי,דיור המשרד,קניות,הגנת הסביבה,26.01.04,1999,2004
26.01.04.09,הוצאות תכנון ומעבר לדיור,משרד איכות הסביבה,תחום פעולה כללי,דיור המשרד,קניות,הגנת הסביבה,26.01.04,1997,1997
26.01.04.95,רזרבה להתייקרויות כללית,משרד איכות הסביבה,תחום פעולה כללי,דיור המשרד,רזרבות,הגנת הסביבה,26.01.04,1998,2000
26.02.01.01,רזרבה להתיקרויות בשכר,משרד איכות הסביבה,רזרבה,רזרבה להתיקרויות,שכר,הגנת הסביבה,26.02.01,1997,1997
26.02.01.02,רזרבה להתיקרויות בקניות,משרד איכות הסביבה,רזרבה,רזרבה להתיקרויות,קניות,הגנת הסביבה,26.02.01,1997,1997
26.02.01.06,רזרבה להתיקרויות תשלומי העברה,משרד איכות הסביבה,רזרבה,רזרבה להתיקרויות,העברות,הגנת הסביבה,26.02.01,1997,1997
26.02.01.08,רזרבה להתייקרויות - תמיכות במפעלי תעשייה,משרד איכות הסביבה,רזרבה,רזרבה להתיקרויות,העברות,הגנת הסביבה,26.02.01,1997,1997
26.02.01.10,רזרבה להתייקרויות - שינוע פסולת,משרד איכות הסביבה,רזרבה,רזרבה להתיקרויות,העברות,הגנת הסביבה,26.02.01,1997,1997
26.02.02.01,"רזרבה לכ""א ולפעולות",משרד איכות הסביבה,רזרבה,"רזרבה לכ""א ולפעולות",קניות,הגנת הסביבה,26.02.02,1997,1997
26.03.01.01,"השתתפות בארגון האו""מ לאיכות הסביבה",משרד איכות הסביבה,פעילות יחידות המשרד,"השתתפות בארגון האו""מ",קניות,הגנת הסביבה,26.03.01,1997,1997
26.03.02.01,"הכנסות מאירגון האו""מ לאיכות הסביבה תכנית פעולה לים התיכון",משרד איכות הסביבה,פעילות יחידות המשרד,"העברות מאירגון האו""מ",הכנסות מיועדות,הגנת הסביבה,26.03.02,1997,1997
26.03.02.02,"הוצאות למחקר הים התיכון בשיתוף האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,"העברות מאירגון האו""מ",העברות,הגנת הסביבה,26.03.02,1997,1997
26.03.03.01,אשכול משאבי טבע - פעולות מקצועיות,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2008,2014
26.03.03.02,אשכול משאבי טבע - הרשאה לפעולות מקצועיות,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2008,2014
26.03.03.03,אשכול משאבי טבע - תמיכות,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות,הגנת הסביבה,26.03.03,2009,2014
26.03.03.06,רשות נחל ירקון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2009,2014
26.03.03.07,רשות נחל קישון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,1997,2014
26.03.03.08,הפעלת היחידה לניטור ברשות הטבע והגנים,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2009,2012
26.03.03.11,פרוייקטים עם משרד החקלאות ופיתוח הכפר,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2009,2014
26.03.03.12,השתתפות רשות המים,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול תשתיות,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2008,2010
26.03.03.13,השתתפות משרד החקלאות - ירקון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2012
26.03.03.14,השתתפות משרד הפנים - ירקון וקישון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2012
26.03.03.15,"השתתפות ממ""י - ירקון וקישון",המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,הכנסות מיועדות,הגנת הסביבה,26.03.03,2010,2014
26.03.03.16,"השתתפות תיירות (חמ""ת) - ירקון",המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2012
26.03.03.17,"השתתפות רט""ג - ירקון",המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2014
26.03.03.18,השתתפות רשות המים - קישון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2012
26.03.03.19,השתתפות משרד התיירות - קישון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2009,2012
26.03.03.20,השתתפות במשרד התירות,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2009,2011
26.03.03.24,פרוייקט גאולת הירקון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2009,2014
26.03.03.25,"השתתפות במשרד ראה""מ",המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2011
26.03.03.26,השתתפות מינהל מקרקעי ישראל בגאולת הירקון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,הכנסות מיועדות,הגנת הסביבה,26.03.03,2009,2011
26.03.03.30,פעולות לשיקום נחלים,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2010,2014
26.03.03.31,השתתפות המשרד לשיתוף פעולה איזורי,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2012
26.03.03.32,אשכול משאבי טבע תמיכות מזומן,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות,הגנת הסביבה,26.03.03,2010,2014
26.03.03.33,הכנסה ממנהל מקרקעי ישראל,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,הכנסות מיועדות,הגנת הסביבה,26.03.03,2010,2013
26.03.03.34,אתרי מורשת על פי החלטת ממשלה 1412 מיום 21.2.2010,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2011,2014
26.03.03.35,חיבור מחנות צהל לביוב - השתתפות במשרד הבטחון,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2010,2014
26.03.03.36,שיקום החי והצומח בכרמל,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2012,2014
26.03.03.37,השתתפות רשות המים - פרוייקט בתי הבד,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,העברות  פנים תקציביות,הגנת הסביבה,26.03.03,2010,2011
26.03.03.40,אשכול משאבי טבע - פעולות,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2011,2014
26.03.03.50,שיקום נחל הקישון על פי החלטת ממשלה 3454 מיום 10/07/2011,המשרד להגנת הסביבה,פעילות יחידות המשרד,אשכול משאבי טבע,קניות,הגנת הסביבה,26.03.03,2012,2014
26.03.04.01,מערכת ניטור אויר,המשרד להגנת הסביבה,פעילות יחידות המשרד,פרוייקטים,קניות,הגנת הסביבה,26.03.04,1997,2010
26.03.04.02,ניטור מפרץ אילת,המשרד להגנת הסביבה,פעילות יחידות המשרד,פרוייקטים,קניות,הגנת הסביבה,26.03.04,1997,2010
26.03.04.03,ניטור ים התיכון,המשרד להגנת הסביבה,פעילות יחידות המשרד,פרוייקטים,קניות,הגנת הסביבה,26.03.04,1997,2010
26.03.05.01,טיפול באגם הכנרת,המשרד להגנת הסביבה,פעילות יחידות המשרד,תוכנית שיקום הצפון,קניות,הגנת הסביבה,26.03.05,2007,2010
26.03.05.02,חיסול מפגעי אסבסט,המשרד להגנת הסביבה,פעילות יחידות המשרד,תוכנית שיקום הצפון,קניות,הגנת הסביבה,26.03.05,2007,2010
26.03.05.03,שיקום נחלים,המשרד להגנת הסביבה,פעילות יחידות המשרד,תוכנית שיקום הצפון,קניות,הגנת הסביבה,26.03.05,2007,2010
26.03.05.04,עתודה לשיקום הצפון והדרום,המשרד להגנת הסביבה,פעילות יחידות המשרד,תוכנית שיקום הצפון,קניות,הגנת הסביבה,26.03.05,2007,2009
26.03.07.01,השתתפות בהוצאות רשות הגנים הלאומיים,משרד איכות הסביבה,פעילות יחידות המשרד,רשות הגנים הלאומיים,קניות,הגנת הסביבה,26.03.07,1997,1997
26.03.07.05,מינהלת בית שאן,משרד איכות הסביבה,פעילות יחידות המשרד,רשות הגנים הלאומיים,העברות,הגנת הסביבה,26.03.07,1997,1997
26.03.08.01,תמיכה מכספי האפוטרופוס הכללי,המשרד להגנת הסביבה,פעילות יחידות המשרד,השתתפות האפוטרופוס,העברות,הגנת הסביבה,26.03.08,1997,2014
26.03.08.02,השתתפות האפוטרופוס הכללי,משרד איכות הסביבה,פעילות יחידות המשרד,השתתפות האפוטרופוס,העברות  פנים תקציביות,הגנת הסביבה,26.03.08,1997,2004
26.03.08.03,השתתפות אפוטרופוס,המשרד להגנת הסביבה,פעילות יחידות המשרד,השתתפות האפוטרופוס,העברות  פנים תקציביות,הגנת הסביבה,26.03.08,2004,2014
26.03.08.14,תמיכות ועדת עזבונות,המשרד להגנת הסביבה,פעילות יחידות המשרד,השתתפות האפוטרופוס,קניות,הגנת הסביבה,26.03.08,2004,2014
26.03.09.01,פעולות אגף המים,משרד איכות הסביבה,פעילות יחידות המשרד,מניעת זיהום מים,קניות,הגנת הסביבה,26.03.09,2000,2006
26.03.09.03,בדיקות מעבדה - קנית שרותים ופעולות,המשרד להגנת הסביבה,פעילות יחידות המשרד,מניעת זיהום מים,קניות,הגנת הסביבה,26.03.09,1997,2010
26.03.09.10,"הפעלת היחידה לניטור רעלים - השתתפות ברש""ט",משרד איכות הסביבה,פעילות יחידות המשרד,מניעת זיהום מים,קניות,הגנת הסביבה,26.03.09,1997,2004
26.03.09.11,שיקום נחלים - תמיכות באירגונים זהום מים זהום מים,משרד איכות הסביבה,פעילות יחידות המשרד,מניעת זיהום מים,קניות,הגנת הסביבה,26.03.09,1997,1997
26.03.09.12,השתתפות בתקציב רשות נחל הירקון,המשרד להגנת הסביבה,פעילות יחידות המשרד,מניעת זיהום מים,קניות,הגנת הסביבה,26.03.09,1997,2010
26.03.09.13,השתתפות משרד הפנים ברשות נחל הירקון,משרד איכות הסביבה,פעילות יחידות המשרד,מניעת זיהום מים,העברות  פנים תקציביות,הגנת הסביבה,26.03.09,2003,2006
