code,title,office,domain,verdict,reason
04.01.86,שמש לאחוה ודו-קיום,משרד ראש הממשלה,תחום פעולה כללי,drop,"Social program, not theater"
04.01.87,מעקב אחר אנטישמיות,משרד ראש הממשלה,תחום פעולה כללי,drop,"Social/political issue, not theater"
04.01.88,מרכז שזר,משרד ראש הממשלה,תחום פעולה כללי,drop,"Specific historical/cultural center, not theater"
04.01.89,בית מדרש ללימודי יהדות,משרד ראש הממשלה,תחום פעולה כללי,drop,"Religious studies, not theater"
04.01.90,פעולות בעקבות המצב,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,Generic activities program
04.01.91,יד יצחק בן צבי,משרד ראש הממשלה,תחום פעולה כללי,drop,"Commemoration/research, not theater"
04.01.92,משרד ראש הממשלה -,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"Incomplete, generic title"
04.01.93,יד טבנקין,משרד ראש הממשלה,תחום פעולה כללי,drop,"Commemoration/research, not theater"
04.01.94,קרן מנחם בדר,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,Opaque proper noun fund
04.01.95,מסדר לוחמי ירושלים,משרד ראש הממשלה,תחום פעולה כללי,drop,"Veterans/commemoration, not theater"
04.01.96,אגודת דור הפלמח,משרד ראש הממשלה,תחום פעולה כללי,drop,"Veterans association, not theater"
04.01.97,רעות קרן עזרה,משרד ראש הממשלה,תחום פעולה כללי,drop,"Aid fund, not theater"
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,"Social support, not theater"
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,Opaque proper noun institution
04.02.11,לשכת ראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.12,מזכירות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.13,הועדה לבחינת חוק בנק,משרד ראש הממשלה,ראשות הממשלה,drop,"Legal/economic committee, not theater"
04.02.14,יעוץ לראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic advisory services
04.02.15,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.16,לשכת ראש הממשלה לשעבר -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.17,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.18,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.19,אמרכלות ראשות הממשלה,משרד ראש הממשלה,ראשות הממשלה,drop,"General government administration, not theater"
04.02.20,צוות בטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,"National security, not theater"
04.02.21,הרשות לקידום מעמד האשה,משרד ראש הממשלה,ראשות הממשלה,drop,"Social issue, not theater"
04.02.23,לשכת השר חיים רמון,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.24,לשכת השר מיכאל מלכיאור,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.25,חטיבת חברה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Broad social issues, could include culture"
04.02.26,חטיבת תפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"Diaspora relations, not theater"
04.02.28,פרוייקטים לעידוד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Incomplete, generic title"
04.02.30,המטה ללוחמה בטרור,משרד ראש הממשלה,ראשות הממשלה,drop,"Security, not theater"
04.02.31,נציב קבילות הסיענים,משרד ראש הממשלה,ראשות הממשלה,drop,"Social welfare, not theater"
04.02.32,המועצה לביטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,"National security, not theater"
04.02.35,"יעוץ לרוה""מ מעוטים",משרד ראש הממשלה,ראשות הממשלה,drop,"Social/political advisory, not theater"
04.02.38,"יועץ רוה""מ לענייני",משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Incomplete, generic advisory"
04.02.42,פעולות הסברה ושיחות,משרד ראש הממשלה,ראשות הממשלה,drop,"Public relations, not theater"
04.02.43,מינהלת שיחות שלום,משרד ראש הממשלה,ראשות הממשלה,drop,"Diplomatic administration, not theater"
04.02.44,לשכת השר הרב עמיטל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.45,לשכת גב' רבין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.46,חגיגות שנת ה-50,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Celebrations could include cultural events
04.02.47,מחשב לכל ילד,משרד ראש הממשלה,ראשות הממשלה,drop,"Education/technology, not theater"
04.02.48,אגף הפיקוח הכללי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative department
04.02.49,לשכת שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.50,הידוק הקשרים עם התפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"Diaspora relations, not theater"
04.02.51,מטה הרפורמה בשירות,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Administrative reform, generic"
04.02.52,המועצה להנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,"Commemoration, not theater"
04.02.53,תמיכות בארגוני הנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,"Commemoration, not theater"
04.02.54,ייעוץ ממשרד הקליטה,משרד  ראש הממשלה,ראשות הממשלה,drop,"Immigration/integration, not theater"
04.02.60,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative office
04.02.61,לשכת שר בלי תיק דני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.62,לשכת שר בלי תיק רענן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.63,לשכת שר בלי תיק - אלי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.64,לשכת שר בלי תיק - שמואל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.65,לשכת השר לענייני ערבים,משרד ראש הממשלה,ראשות הממשלה,drop,"Social/political affairs, not theater"
04.02.66,לשכת סגן שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic deputy minister's office
04.02.67,לשכת שר בלי תיק - דן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.68,המטה להסדרת התיישבות,משרד ראש הממשלה,ראשות הממשלה,drop,"Settlement policy, not theater"
04.02.69,תוכנית פיתוח ישובי,משרד ראש הממשלה,ראשות הממשלה,drop,"Settlement policy, not theater"
04.02.70,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,ראשות הממשלה,drop,"Economic development, not theater"
04.02.71,לשכת השר אבישי ברוורמן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.72,לשכת השר יעקב מרג'י,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.73,לשכת השר בני בגין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.74,לשכת סגן השר איוב קרא,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic deputy minister's office
04.02.75,לשכת השר יוסי פלד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.76,לשכת השרה גילה גמליאל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.77,משרד ההסברה והתפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"Information/Diaspora, not theater"
04.02.78,לשכת השר משולם נהרי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.79,לשכת השר מיכאל איתן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic minister's office
04.02.80,לשכת השר לענייני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Incomplete, generic minister's office"
04.02.81,המשרד לענייני גמלאים,משרד ראש הממשלה,ראשות הממשלה,drop,"Social welfare, not theater"
04.02.82,המשרד לעניינים,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Incomplete, generic ministry"
04.02.83,המשרד לענייני מודיעין,משרד ראש הממשלה,ראשות הממשלה,drop,"Intelligence affairs, not theater"
04.02.84,יחידת שירות הלקוחות,משרד ראש הממשלה,ראשות הממשלה,ambiguous,Generic administrative unit
04.02.85,הוועדה לבדיקת תחליפי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"Incomplete, generic committee"
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,ambiguous,Generic reserve fund
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,ambiguous,Generic reserve fund
04.51.01,מטה המשרד,משרד ראש הממשלה,משרד ראשי,ambiguous,Generic administrative headquarters
04.51.02,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,"Public information, not theater"
04.51.03,מערך הגיור,משרד ראש הממשלה,משרד ראשי,drop,"Religious conversion, not theater"
04.51.04,תמיכות בארגוני הנצחה,משרד ראש הממשלה,משרד ראשי,drop,"Commemoration, not theater"
04.51.05,הרשות לקידום מעמד האשה,משרד ראש הממשלה,משרד ראשי,drop,"Social issue, not theater"
04.51.06,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,משרד ראשי,drop,"Economic development, not theater"
04.51.07,ארכיון המדינה,משרד ראש הממשלה,משרד ראשי,drop,"State archives, not theater"
04.51.08,מערך הסייבר הלאומי,משרד ראש הממשלה,משרד ראשי,drop,"Cyber security, not theater"
04.51.09,הוועדה הבינמשרדית,משרד ראש הממשלה,משרד ראשי,ambiguous,Generic committee title
04.51.10,פרויקטים והחלטות ממשלה,משרד ראש הממשלה,משרד ראשי,ambiguous,Generic projects and decisions
04.51.11,לשכת העיתונות הממשלתית,משרד ראש הממשלה,משרד ראשי,drop,"Media relations, not theater"
04.51.12,המטה להסדרת התיישבות,משרד ראש הממשלה,משרד ראשי,drop,"Settlement policy, not theater"
04.51.13,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,"Public information, not theater"
04.51.14,מטה ישראל דיגיטאלית,משרד ראש הממשלה,משרד ראשי,drop,"Digital initiatives, not theater"
04.51.15,מטה התקשוב הממשלתי,משרד ראש הממשלה,משרד ראשי,drop,"Government IT, not theater"
04.52.01,חברי הממשלה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic administrative program
04.52.02,המשרד לשוויון חברתי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Social issues, not theater"
04.52.03,משרד התפוצות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Diaspora relations, not theater"
04.52.04,המשרד לנושאים אסטרטגים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Strategic policy, not theater"
04.52.05,המשרד למודיעין,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Intelligence affairs, not theater"
04.52.06,משרד ההסברה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Information, not theater"
04.52.07,לשכת השר יוסי פלד,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic minister's office
04.52.08,לשכת השר משולם נהרי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic minister's office
04.52.09,לשכות שרים וסגני שרים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic ministers' offices
04.52.10,לשכת סגן השר איוב קרא,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic deputy minister's office
04.52.11,משרד ירושלים ומסורת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Heritage/religious sites, not theater"
04.52.12,משרד מורשת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Heritage ministry could include cultural sites
04.52.13,משרד ההתיישבות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Settlement policy, not theater"
04.52.14,המשרד לחיזוק וקידום,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"Incomplete, generic ministry"
04.52.15,מערך הדיגיטל הלאומי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Digital initiatives, not theater"
04.52.16,"משרד רה""מ חליפי",משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic administrative office
04.52.17,מטה לבינה מלאכותית,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"Technology, not theater"
04.52.20,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic administrative office
04.52.21,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic administrative office
04.52.22,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,Generic administrative office
04.70.01,רזרבה לעמידה במגבלה,משרד ראש הממשלה,רזרבות,ambiguous,Generic reserve fund
04.99.99,חשבון מעבר,משרד ראש הממשלה,חשבון מעבר,ambiguous,Generic administrative account
05.01.01,משרד ראשי,משרד האוצר,תחום פעולה כללי,ambiguous,Generic administrative office
05.01.02,אמרכלות,משרד האוצר,תחום פעולה כללי,ambiguous,Generic administrative title.
05.01.04,טפול בפצויים אישיים,משרד האוצר,תחום פעולה כללי,drop,"Financial compensation, not theater."
05.01.05,גמלאות,משרד האוצר,תחום פעולה כללי,drop,"Pensions, not theater."
05.01.11,אגף נכסי נפקדים,משרד האוצר,תחום פעולה כללי,drop,"Absentee property management, not theater."
05.01.12,לשכת סגן השר יצחק כהן,משרד האוצר,תחום פעולה כללי,ambiguous,Generic administrative office.
05.01.14,יחידת שיפור השירות,משרד האוצר,תחום פעולה כללי,ambiguous,Generic administrative unit.
05.02.01,אגף התקציבים,משרד האוצר,שירותי מטה ממשלתיים,drop,Core finance ministry function.
05.02.04,אגף החשב הכללי,משרד האוצר,שירותי מטה ממשלתיים,drop,Core finance ministry function.
05.02.05,פיקוח על בצוע תקציב,משרד האוצר,שירותי מטה ממשלתיים,drop,"Budget oversight, not theater."
05.02.06,ניהול הלוואות המדינה,משרד האוצר,שירותי מטה ממשלתיים,drop,"State loan management, not theater."
05.02.07,רשות התקשוב הממשלתית,משרד האוצר,שירותי מטה ממשלתיים,drop,"Government IT, not theater."
05.02.08,מנהל הדיור הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,"Government housing, not theater."
05.02.09,פיקוח על המשק הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,"Government economy oversight, not theater."
05.02.10,מערכות מידע ומיכון,משרד האוצר,שירותי מטה ממשלתיים,drop,"Information systems, not theater."
05.02.11,"אמרכלות חשכ""ל",משרד האוצר,שירותי מטה ממשלתיים,ambiguous,Generic administrative title.
05.02.12,"שירותים כלכליים בארה""ב",משרד האוצר,שירותי מטה ממשלתיים,drop,"International economic services, not theater."
05.02.13,ממשל זמין,משרד האוצר,שירותי מטה ממשלתיים,drop,"E-government, not theater."
05.02.14,חברת ענבל,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"Proper noun, opaque title."
05.02.15,המשרד בוושינגטון,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"Opaque title, international office."
05.02.16,ביקורת פנימית,משרד האוצר,שירותי מטה ממשלתיים,drop,"Internal audit, not theater."
05.02.17,מנהל הרכש,משרד האוצר,שירותי מטה ממשלתיים,drop,"Procurement, not theater."
05.02.18,רשות החברות הממשלתיות,משרד האוצר,שרותי מטה ממשלתיים,drop,"Government companies oversight, not theater."
05.02.31,אגף שכר והסכמי עבודה,משרד האוצר,שירותי מטה ממשלתיים,drop,"Wages and labor agreements, not theater."
05.02.33,מעקב לתקציבי פיתוח,משרד האוצר,שירותי מטה ממשלתיים,drop,"Development budget tracking, not theater."
05.03.06,"אגף לקשרים בינ""ל",משרד האוצר,שירותי מטה כלל משקיים,ambiguous,Generic international relations.
05.03.07,משרד בניו יורק,משרד האוצר,שירותי מטה כלל משקיים,ambiguous,"Opaque title, international office."
05.03.08,המשרד בלוס אנג'לס,משרד האוצר,שירותי מטה כלל משקיים,ambiguous,"Opaque title, international office."
05.03.09,המשרד בשיקגו,משרד האוצר,שרותי מטה כלל משקיים,ambiguous,"Opaque title, international office."
05.03.10,נציגות ב-OECD פריז,משרד האוצר,שירותי מטה כלל משקיים,drop,"International economic representation, not theater."
05.03.11,נציגות בון,משרד האוצר,שירותי מטה כלל משקיים,ambiguous,"Opaque title, international office."
05.03.12,נציגות לונדון,משרד האוצר,שירותי מטה כלל משקיים,ambiguous,"Opaque title, international office."
05.03.14,רזרבות,משרד האוצר,שרותי מטה כלל משקיים,ambiguous,Generic financial reserve.
05.03.15,השתתפויות,משרד האוצר,שרותי מטה כלל משקיים,ambiguous,Generic financial contributions.
05.03.16,מינהל הכנסות המדינה,משרד האוצר,שירותי מטה כלל משקיים,drop,"State revenue administration, not theater."
05.03.20,אגף שוק ההון ביטוח,משרד האוצר,שירותי מטה כלל משקיים,drop,"Capital market and insurance, not theater."
05.03.21,רזרבה להתייקרויות,משרד האוצר,שירותי מטה כלל משקיים,ambiguous,Generic financial reserve.
05.03.23,השתתפות משרדי ממשלה,משרד האוצר,שרותי מטה כלל משקיים,ambiguous,Generic financial contributions.
05.06.01,מינהל הרכב לכח אדם,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle administration, not theater."
05.06.02,טפול ברכב,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle maintenance, not theater."
05.06.03,השתתפות בהוצאות מנהליות,משרד האוצר,שרותי עזר למשרדי ממשלה,ambiguous,Generic administrative expenses.
05.06.04,השכרת רכב,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle rental, not theater."
05.06.08,לשכת הפרסום,משרד האוצר,שרותי עזר למשרדי ממשלה,ambiguous,Generic advertising bureau.
05.08.01,רזרבה לפעולות משרד,משרד האוצר,רזרבה לפעולות משרד,ambiguous,Generic ministry operations reserve.
05.51.01,מטה משרד האוצר,משרד האוצר,משרד האוצר ראשי,ambiguous,Generic ministry headquarters.
05.51.02,אגף התקציבים,משרד האוצר,משרד האוצר ראשי,drop,Core finance ministry function.
05.51.04,החשב הכללי,משרד האוצר,משרד האוצר ראשי,drop,Core finance ministry function.
05.51.05,"שוק ההון, ביטוח וחסכון",משרד האוצר,משרד האוצר ראשי,drop,"Capital market and insurance, not theater."
05.51.06,שכר והסכמי עבודה,משרד האוצר,משרד האוצר ראשי,drop,"Wages and labor agreements, not theater."
05.51.07,"מחקר, כלכלה והכנסות",משרד האוצר,משרד האוצר ראשי,drop,"Economic research and revenues, not theater."
05.51.08,"פעולות בחו""ל",משרד האוצר,משרד האוצר ראשי,ambiguous,Generic overseas operations.
05.51.09,הלשכה לפיצויים אישיים,משרד האוצר,משרד האוצר ראשי,drop,"Personal compensation, not theater."
05.51.10,התקשוב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,"Government ICT, not theater."
05.51.11,מנהל הדיור והרכש,משרד האוצר,משרד האוצר ראשי,drop,"Housing and procurement, not theater."
05.51.12,רשות החברות הממשלתיות,משרד האוצר,משרד האוצר ראשי,drop,"Government companies oversight, not theater."
05.51.13,מנהל הרכב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,"Government vehicle administration, not theater."
05.53.01,רזרבה,משרד האוצר,רזרבה למשרד האוצר,ambiguous,Generic financial reserve.
05.99.99,חשבון מעבר,משרד האוצר,חשבון מעבר,ambiguous,Generic accounting transition account.
18.01.01,מענקים שוטפים לרשויות,רשויות מקומיות,העברות לרשויות המקומיות,ambiguous,General grants to local authorities.
18.01.02,רשויות מקומיות דרוזיות,רשויות מקומיות,מענקי איזון לרשויות,ambiguous,Grants to specific local authorities.
18.01.03,רשויות מקומיות ערביות,רשויות מקומיות,מענקי איזון לרשויות,ambiguous,Grants to specific local authorities.
18.01.10,מענקים להתישבות צעירה,רשויות מקומיות,העברות לרשויות מקומיות,ambiguous,Grants for young settlements.
18.01.15,תוכנית הבראה,רשויות מקומיות,העברות לרשויות מקומיות,drop,"Financial recovery plan, not theater."
18.01.16,מענקים לרשויות מקומיות,רשויות מקומיות,העברות לרשויות מקומיות,ambiguous,General grants to local authorities.
18.01.99,רזרבה להתייקרויות,רשויות מקומיות,העברות לרשויות מקומיות,ambiguous,Generic financial reserve.
18.03.01,מענקים מיועדים,רשויות מקומיות,מענקים מיועדים לרשויות,ambiguous,Generic earmarked grants.
18.03.02,בטחון ברשויות המקומיות,רשויות מקומיות,מענקים מיועדים לרשויות,drop,"Local authority security, not theater."
18.03.03,הדרכה מחקרים וייעוץ,רשויות מקומיות,מענקים מיועדים לרשויות,ambiguous,"Generic training, research, consulting."
18.03.04,קליטת עליה ברשויות,רשויות מקומיות,מענקים מיועדים לרשויות,drop,"Immigrant absorption, not theater."
18.03.05,איגודי כבאות,רשויות מקומיות,מענקים מיועדים לרשויות,drop,"Firefighting services, not theater."
18.03.06,תמיכות בקריות חינוך,רשויות מקומיות,מענקים מיועדים לרשויות,drop,"Education support, not theater."
18.03.07,שינוע והטמנת פסולת,רשויות מקומיות,מענקים מיועדים לרשויות,drop,"Waste management, not theater."
18.03.08,מים ברשויות המקומיות,רשויות מקומיות,מענקים מיועדים לרשויות,drop,"Water infrastructure, not theater."
18.03.99,רזרבה להתייקרויות,רשויות מקומיות,מענקים מיועדים לרשויות,ambiguous,Generic financial reserve.
18.11.01,העברות לרשויות,הרשויות המקומיות,העברות לרשויות,ambiguous,General transfers to local authorities.
18.11.02,מענקים אזוריים,הרשויות המקומיות,העברות לרשויות,ambiguous,General regional grants.
18.11.03,מענקים שוטפים,הרשויות המקומיות,העברות לרשויות,ambiguous,General current grants.
18.11.04,מענקי פיתוח,הרשויות המקומיות,העברות לרשויות,ambiguous,General development grants.
18.11.05,איגוד ערים כנרת,הרשויות המקומיות,העברות לרשויות,ambiguous,Specific regional body.
18.12.01,קרן לצמצום פערים,הרשויות המקומיות,קרן לצמצום פערים,ambiguous,Fund for reducing gaps.
18.90.01,רזרבה להתייקרויות +,הרשויות המקומיות,רזרבות,ambiguous,Generic financial reserve.
19.01.01,שירותים מרכזיים,"משרד המדע והחלל, התרבות",מינהל ושירותים כלליים,ambiguous,Generic central services.
19.01.02,אמרכלות,"משרד המדע והחלל, התרבות",מינהל ושירותים כלליים,ambiguous,Generic administrative title.
19.01.03,מחשוב,"משרד המדע והחלל, התרבות",מינהל ושירותים כלליים,drop,"Computerization, not theater."
19.01.04,מינהל ושרותים כלליים-,"משרד המדע, התרבות",מינהל ושירותים כלליים,ambiguous,Generic general administration.
19.01.05,"היל""ה",משרד המדע התרבות,מינהל ושירותים כלליים,ambiguous,"Acronym, opaque title."
19.02.01,קשרים בינלאומיים והסברה,"משרד המדע, התרבות",קידום קשרים בינלאומיים,ambiguous,"International relations, cultural diplomacy possible."
19.02.02,פרויקט לווין מדעי,משרד המדע התרבות,קידום קשרים בינלאומיים,drop,"Scientific satellite project, not theater."
19.02.05,"תוכנית המו""פ של האיחוד","משרד המדע, התרבות",קידום קשרים בינלאומיים,drop,"EU R&D program, not theater."
19.03.01,"מחקרים בינ""ל","משרד המדע, התרבות",מחקרים ופרוייקטים,ambiguous,Generic international research.
19.03.02,מדע וקהילה,"משרד המדע, התרבות",מחקרים ופרוייקטים,drop,"Science and community, not theater."
