code,year,amount_allocated,amount_revised,amount_used
19.31.03.32,2008,10856000,12646000,12565995
19.31.03.32,2009,12870000,14080000,13993500
19.31.03.32,2010,12870000,15862000,15394533
19.31.03.32,2011,14670000,15541000,14858187
19.31.03.32,2012,14509000,16812000,16232453
19.31.03.32,2013,0,0,0
19.31.03.32,2014,0,0,0
19.31.03.33,2000,870000,0,0
19.31.03.33,2001,0,0,0
19.31.03.33,2002,0,0,0
19.31.03.33,2003,0,0,0
19.31.03.33,2004,0,0,0
19.31.03.35,2000,7637000,0,0
19.31.03.35,2001,0,0,0
19.31.03.35,2002,0,0,0
19.31.03.35,2003,0,0,0
19.31.03.35,2004,0,0,0
19.31.03.35,2006,0,51000,30800
19.31.03.35,2007,0,20000,0
19.31.03.35,2008,0,0,0
19.31.03.35,2009,0,0,0
19.31.03.35,2012,0,120000,0
19.31.03.35,2013,0,0,0
19.31.03.35,2014,0,0,0
19.31.03.38,2000,0,1751000,1750824
19.31.03.38,2001,0,1000000,1000000
19.31.03.38,2002,0,5704000,2685168
19.31.03.38,2003,3209000,0,0
19.31.03.38,2004,0,0,0
19.31.03.38,2005,0,0,0
19.31.03.38,2006,0,7850000,7826000
19.31.03.38,2007,0,0,0
19.31.03.38,2008,0,0,0
19.31.03.38,2011,0,9750000,0
19.31.03.38,2012,0,9750000,9749851
19.31.03.38,2013,0,0,0
19.31.03.38,2014,0,0,0
19.31.03.39,2000,10698000,0,0
19.31.03.39,2001,21000000,0,0
19.31.03.39,2002,0,0,0
19.31.03.39,2003,0,0,0
19.31.03.39,2004,0,0,0
19.31.03.39,2007,0,0,0
19.31.03.40,2000,3175000,10639000,9219250
19.31.03.40,2001,3143000,7599000,6668500
19.31.03.40,2002,2805000,10441000,7944903
19.31.03.40,2003,4128000,0,0
19.31.03.40,2004,0,0,0
19.31.03.40,2005,0,0,0
19.31.03.40,2006,0,13717000,9881087
19.31.03.40,2007,47000,3883000,1956000
19.31.03.40,2008,960000,13527000,3045000
19.31.03.40,2009,1463000,25532000,7169450
19.31.03.40,2010,1463000,31613000,12173865
19.31.03.40,2011,3912000,33056000,12771197
19.31.03.40,2012,3869000,32203000,8943086
19.31.03.40,2013,0,0,0
19.31.03.40,2014,0,0,0
19.31.03.42,2000,15288000,60000,56807
19.31.03.42,2001,202000,132000,130793
19.31.03.42,2002,222000,124000,144425
19.31.03.42,2003,113000,0,0
19.31.03.42,2004,0,0,0
19.31.03.42,2005,0,0,0
19.31.03.42,2006,0,315000,302205
19.31.03.42,2007,189000,195000,194750
19.31.03.42,2008,181000,227000,227000
19.31.03.42,2009,234000,188000,182874
19.31.03.42,2010,234000,203000,194500
19.31.03.42,2011,235000,364000,359000
19.31.03.42,2012,232000,291000,278666
19.31.03.42,2013,0,0,0
19.31.03.42,2014,0,0,0
19.31.03.43,2000,2986000,2637000,2606849
19.31.03.43,2001,3286000,3150000,3128929
19.31.03.43,2002,3060000,3421000,3365999
19.31.03.43,2003,3248000,0,0
19.31.03.43,2004,0,0,0
19.31.03.43,2005,0,0,0
19.31.03.43,2006,0,3285000,3270539
19.31.03.43,2007,2795000,3758000,3748427
19.31.03.43,2008,2684000,4487000,4487000
19.31.03.43,2009,3705000,3800000,3799980
19.31.03.43,2010,3705000,3772000,3772020
19.31.03.43,2011,3912000,3713000,3712666
19.31.03.43,2012,3869000,5437000,5395328
19.31.03.43,2013,0,0,0
19.31.03.43,2014,0,0,0
19.31.03.45,2000,0,13464000,13501065
19.31.03.45,2001,12712000,13482000,13154719
19.31.03.45,2002,12911000,14963000,14946486
19.31.03.45,2003,11112000,0,0
19.31.03.45,2004,0,0,0
19.31.03.45,2005,0,0,0
19.31.03.45,2006,0,14714000,14714000
19.31.03.45,2007,14143000,14531000,14223359
19.31.03.45,2008,13584000,16288000,16263000
19.31.03.45,2009,13845000,16125000,15528578
19.31.03.45,2010,13845000,15746000,16672947
19.31.03.45,2011,14866000,16141000,15569181
19.31.03.45,2012,14702000,14412000,15586997
19.31.03.45,2013,0,0,0
19.31.03.45,2014,0,0,0
19.31.03.46,2000,16700000,84341000,85159386
19.31.03.46,2001,82801000,87357000,87369356
19.31.03.46,2002,70076000,79716000,79887576
19.31.03.46,2003,69319000,0,0
19.31.03.46,2004,0,0,0
19.31.03.46,2005,0,0,0
19.31.03.46,2006,0,74875000,74875001
19.31.03.46,2007,73674000,75272000,74899239
19.31.03.46,2008,60756000,75548000,75548999
19.31.03.46,2009,76218000,78200000,78200000
19.31.03.46,2010,76218000,79218000,79208175
19.31.03.46,2011,77555000,80972000,80869624
19.31.03.46,2012,76702000,82754000,81687632
19.31.03.46,2013,0,0,0
19.31.03.46,2014,0,0,0
19.31.03.47,2000,0,-400000,0
19.31.03.47,2001,2080000,2080000,2080000
19.31.03.47,2002,2080000,2020000,2020000
19.31.03.47,2003,1922000,0,0
19.31.03.47,2004,0,0,0
19.31.03.47,2005,0,0,0
19.31.03.47,2006,0,1192000,1192000
19.31.03.47,2007,0,900000,900000
19.31.03.47,2008,0,900000,900000
19.31.03.47,2009,0,500000,0
19.31.03.47,2010,0,500000,500000
19.31.03.47,2011,0,0,0
19.31.03.47,2012,0,0,0
19.31.03.58,2002,1996000,0,0
19.31.03.58,2003,7502000,0,0
19.31.03.58,2004,0,0,0
19.31.03.58,2005,0,0,0
19.31.03.58,2011,0,-1000000,-1000000
19.31.03.58,2012,0,0,0
19.31.03.58,2013,0,0,0
19.31.03.59,2000,0,8707000,8652000
19.31.03.59,2001,9860000,7963000,7968000
19.31.03.59,2002,7666000,8393000,8393005
19.31.03.59,2003,7433000,0,0
19.31.03.59,2004,0,0,0
19.31.03.59,2005,0,0,0
19.31.03.59,2006,0,11235000,11228645
19.31.03.59,2007,8168000,10489000,10489150
19.31.03.59,2008,7846000,11081000,10756514
19.31.03.59,2009,9701000,11774000,11734486
19.31.03.59,2010,9701000,12420000,12409000
19.31.03.59,2011,9878000,12290000,12005652
19.31.03.59,2012,9769000,12784000,12663999
19.31.03.59,2013,0,0,0
19.31.03.59,2014,0,0,0
19.31.03.64,2000,0,71000,66340
19.31.03.64,2001,89000,89000,52390
19.31.03.64,2002,86000,83000,96534
19.31.03.64,2003,81000,0,0
19.31.03.64,2004,0,0,0
19.31.03.64,2005,0,0,0
19.31.03.64,2006,0,26000,23490
19.31.03.64,2007,27000,29000,22320
19.31.03.64,2008,25000,24000,22320
19.31.03.64,2009,24000,19000,18600
19.31.03.64,2010,24000,24000,11160
19.31.03.64,2011,23000,12000,11160
19.31.03.64,2012,23000,1511000,8990
19.31.03.64,2013,0,0,0
19.31.03.64,2014,0,0,0
19.31.03.65,2000,0,250000,0
19.31.03.65,2001,248000,498000,500000
19.31.03.65,2002,240000,240000,240000
19.31.03.65,2003,236000,0,0
19.31.03.65,2004,0,0,0
19.31.03.65,2005,0,0,0
19.31.03.65,2006,0,250000,125000
19.31.03.65,2007,236000,368000,353000
19.31.03.65,2008,226000,855000,550000
19.31.03.65,2009,244000,255000,250114
19.31.03.65,2010,244000,500000,500000
19.31.03.65,2011,489000,500000,500000
19.31.03.65,2012,484000,500000,500000
19.31.03.65,2013,0,0,0
19.31.03.65,2014,0,0,0
19.31.03.66,2003,0,0,0
19.31.03.66,2004,0,0,0
19.31.03.66,2007,0,0,0
19.31.03.66,2010,0,200000,0
19.31.03.66,2011,0,0,0
19.31.03.67,2000,0,1832000,1839500
19.31.03.67,2001,1901000,2591000,2566000
19.31.03.67,2002,2869000,2525000,2492370
19.31.03.67,2003,2172000,0,0
19.31.03.67,2004,0,0,0
19.31.03.67,2005,0,0,0
19.31.03.67,2006,0,7034000,7005800
19.31.03.67,2007,5484000,5128000,5128200
19.31.03.67,2008,5267000,5578000,5578000
19.31.03.67,2009,6338000,7000000,7000000
19.31.03.67,2010,6338000,9961000,9708000
19.31.03.67,2011,6553000,12788000,12205998
19.31.03.67,2012,6481000,14042000,13903999
19.31.03.67,2013,0,0,0
19.31.03.67,2014,0,0,0
19.31.03.68,2002,3628000,0,0
19.31.03.68,2003,925000,0,0
19.31.03.68,2004,0,0,0
19.31.03.68,2005,0,0,0
19.31.03.68,2007,0,0,0
19.31.03.68,2010,0,50000,50000
19.31.03.68,2011,0,0,0
19.31.03.70,2003,2964000,0,0
19.31.03.70,2004,0,0,0
19.31.03.70,2005,0,0,0
19.31.03.70,2006,0,5745000,4020888
19.31.03.70,2007,0,0,0
19.31.03.70,2008,0,0,0
19.31.03.70,2009,14040000,6142000,0
19.31.03.70,2010,19040000,18647000,6804578
19.31.03.70,2011,19371000,33778000,25853919
19.31.03.70,2012,28158000,31020000,26369753
19.31.03.70,2013,0,0,0
19.31.03.70,2014,0,0,0
19.31.03.73,2000,0,6032000,5842050
19.31.03.73,2001,4336000,7500000,7445501
19.31.03.73,2002,6738000,7175000,7149109
19.31.03.73,2003,6008000,0,0
19.31.03.73,2004,0,0,0
19.31.03.73,2005,0,0,0
19.31.03.73,2006,0,7897000,7897000
19.31.03.73,2007,7951000,10362000,9331000
19.31.03.73,2008,18000000,12453000,11329848
19.31.03.73,2009,8775000,10975000,9706322
19.31.03.73,2010,8775000,11268000,9308420
19.31.03.73,2011,9095000,12600000,11531710
19.31.03.73,2012,8995000,11688000,10584852
19.31.03.73,2013,0,0,0
19.31.03.73,2014,0,0,0
19.31.03.77,2000,0,14424000,14303120
19.31.03.77,2001,14368000,14826000,14826000
19.31.03.77,2002,15009000,15886000,15885236
19.31.03.77,2003,13776000,0,0
19.31.03.77,2004,0,0,0
19.31.03.77,2005,0,0,0
19.31.03.77,2006,0,17042000,17041999
19.31.03.77,2007,16333000,16731000,16396028
19.31.03.77,2008,15687000,18668000,18690222
19.31.03.77,2009,19013000,19350000,19271999
19.31.03.77,2010,19013000,19889000,19306002
19.31.03.77,2011,19267000,20472000,20103221
19.31.03.77,2012,19055000,20519000,20518999
19.31.03.77,2013,0,0,0
19.31.03.77,2014,0,0,0
19.31.03.81,2003,0,0,0
19.31.03.81,2004,0,0,0
19.31.03.81,2006,0,7975000,0
19.31.03.81,2007,0,22050000,19800000
19.31.03.81,2008,0,2250000,2250000
19.31.03.81,2009,2438000,5000000,5000000
19.31.03.81,2010,2438000,0,0
19.31.03.81,2011,0,5000000,0
19.31.03.81,2012,0,5000000,0
19.31.03.81,2013,0,0,0
19.31.03.81,2014,0,0,0
19.31.03.82,2002,2250000,0,0
19.31.03.82,2003,2500000,0,0
19.31.03.82,2004,0,0,0
19.31.03.82,2005,0,0,0
19.31.03.82,2006,0,-5475000,-5475000
19.31.03.82,2007,-5475000,-5475000,-5475000
19.31.03.82,2008,0,0,0
19.31.03.82,2009,0,0,0
19.31.03.82,2012,0,10500000,2000000
19.31.03.82,2013,0,0,0
19.31.03.82,2014,0,0,0
19.31.03.84,2002,5000000,0,0
19.31.03.84,2003,0,0,0
19.31.03.84,2004,0,0,0
19.31.03.84,2007,0,2283000,2283000
19.31.03.84,2008,0,3300000,3300000
19.31.03.84,2009,0,3500000,3500000
19.31.03.84,2010,0,5500000,5500000
19.31.03.84,2011,0,4000000,4000000
19.31.03.84,2012,0,6000000,5959000
19.31.03.84,2013,0,0,0
19.31.03.84,2014,0,0,0
19.31.03.86,2000,0,11584000,11584480
19.31.03.86,2001,9480000,14050000,14050000
19.31.03.86,2002,16545000,14946000,14946000
19.31.03.86,2003,9499000,0,0
19.31.03.86,2004,0,0,0
19.31.03.86,2005,0,0,0
19.31.03.86,2006,0,14487000,14452722
19.31.03.86,2007,11141000,10786000,10615986
19.31.03.86,2008,9841000,15695000,10849414
19.31.03.86,2009,5850000,10345000,3855600
19.31.03.86,2010,5850000,6489000,0
19.31.03.86,2011,0,144000,143763
19.31.03.86,2012,0,0,0
19.31.03.86,2013,0,0,0
19.31.03.87,2001,0,-400000,-400000
19.31.03.87,2002,0,-800000,-800000
19.31.03.87,2003,0,0,0
19.31.03.87,2004,0,0,0
19.31.03.87,2006,0,-1364000,-1329722
19.31.03.87,2007,-500000,-656000,-655986
19.31.03.87,2008,-490000,-490000,0
19.31.03.87,2009,0,0,0
19.31.03.87,2010,0,0,0
19.31.03.96,2000,0,24288000,24288000
19.31.03.96,2001,24513000,24613000,24599000
19.31.03.96,2002,0,19791000,19791000
19.31.03.96,2003,17039000,0,0
19.31.03.96,2004,0,0,0
19.31.03.96,2005,0,0,0
19.31.03.96,2006,0,17927000,17930201
19.31.03.96,2007,13974000,17927000,15769858
19.31.03.96,2008,11537000,24077000,24252361
19.31.03.96,2009,17550000,23000000,22825000
19.31.03.96,2010,17550000,23175000,23175000
19.31.03.96,2011,19071000,23000000,23000000
19.31.03.96,2012,18861000,23000000,23000001
19.31.03.96,2013,0,0,0
19.31.03.96,2014,0,0,0
19.31.03.99,2000,0,1854000,1819000
19.31.03.99,2001,1527000,2026000,2026000
19.31.03.99,2002,1938000,1909000,1904510
19.31.03.99,2003,1652000,0,0
19.31.03.99,2004,0,0,0
19.31.03.99,2005,0,0,0
19.31.03.99,2006,0,1610000,1439500
19.31.03.99,2007,1831000,2075000,2210000
19.31.03.99,2008,1950000,1866000,1897200
19.31.03.99,2009,1901000,1950000,1949990
19.31.03.99,2010,1901000,2300000,2261750
19.31.03.99,2011,2152000,3200000,2937000
19.31.03.99,2012,2128000,2903000,2754996
19.31.03.99,2013,0,0,0
19.31.03.99,2014,0,0,0
19.42.02.01,2013,61310000,1855000,0
19.42.02.01,2014,42418000,0,0
19.42.02.01,2015,0,0,0
19.42.02.01,2016,0,0,0
19.42.02.01,2017,90000000,0,0
19.42.02.01,2018,91900000,0,0
19.42.02.01,2019,120000000,0,0
19.42.02.01,2020,,0,0
19.42.02.01,2021,26438000,0,0
19.42.02.01,2022,73885000,0,0
19.42.02.01,2023,76139000,30000,0
19.42.02.01,2024,87606000,496000,0
19.42.02.01,2025,0,0,0
19.42.02.01,2026,13658000,13658000,
19.42.02.02,2013,-1200000,-1200000,0
19.42.02.02,2014,-1200000,-1200000,0
19.42.02.02,2015,0,0,0
19.42.02.02,2016,0,0,0
19.42.02.03,2013,0,0,0
19.42.02.03,2014,0,0,0
19.42.02.04,2013,11400000,49648000,12450175
19.42.02.04,2014,11640000,54998000,11871006
19.42.02.04,2015,7500000,50627000,17696155
19.42.02.04,2016,7500000,40931000,16737237
19.42.02.04,2017,8000000,32594000,12029848
19.42.02.04,2018,8000000,28564000,9794725
19.42.02.04,2019,8000000,24811000,12846883
19.42.02.04,2020,,20287000,13568436
19.42.02.04,2021,8930000,11080000,11085245
19.42.02.04,2022,8930000,17150000,17150000
19.42.02.04,2023,8178000,12200000,12200000
19.42.02.04,2024,8000000,12800000,12800000
19.42.02.04,2025,11712000,15000000,15000000
19.42.02.04,2026,13000000,13000000,
19.42.02.05,2013,22897000,0,0
19.42.02.05,2014,14074000,0,0
19.42.02.05,2015,0,0,0
19.42.02.05,2016,0,0,0
19.42.02.06,2013,2042000,2299000,1969916
19.42.02.06,2014,2150000,2944000,2944084
19.42.02.06,2015,2300000,3200000,2499999
19.42.02.06,2016,2300000,2600000,2600000
19.42.02.06,2017,2300000,5550000,5550000
19.42.02.06,2018,2300000,3327000,2666669
19.42.02.06,2019,2300000,5166000,5165999
19.42.02.06,2020,,4597000,4550000
19.42.02.06,2021,2525000,5097000,5050000
19.42.02.06,2022,2525000,10972000,10925000
19.42.02.06,2023,2397000,13585000,12538000
19.42.02.06,2024,3000000,21621000,13213750
19.42.02.06,2025,12036000,33448000,33401000
19.42.02.06,2026,16000000,16000000,
19.42.02.07,2013,15057000,17649000,17208410
19.42.02.07,2014,15375000,18089000,17705173
19.42.02.07,2015,19000000,19295000,17493565
19.42.02.07,2016,19000000,28391000,26848764
19.42.02.07,2017,26254000,28042000,26390168
19.42.02.07,2018,26254000,30229000,27458772
19.42.02.07,2019,26540000,30907000,29205962
19.42.02.07,2020,,135116000,122667397
19.42.02.07,2021,126722000,139022000,132048821
19.42.02.07,2022,136722000,134614000,132164433
19.42.02.07,2023,128222000,130736000,130330957
19.42.02.07,2024,117000000,129502000,129500339
19.42.02.07,2025,125118000,129500000,128817458
19.42.02.07,2026,129000000,129000000,
19.42.02.08,2013,0,0,-112322
19.42.02.08,2014,0,0,-106566
19.42.02.08,2015,0,0,-119660
19.42.02.08,2016,0,0,-104330
19.42.02.08,2017,0,0,-88040
19.42.02.08,2018,0,0,-63986
19.42.02.08,2019,0,0,-76100
19.42.02.08,2020,,0,0
19.42.02.08,2021,0,0,0
19.42.02.09,2013,500000,0,0
19.42.02.09,2014,0,0,0
19.42.02.09,2015,0,0,0
19.42.02.10,2013,3800000,39559000,6380641
19.42.02.10,2014,3880000,44414000,2488407
19.42.02.10,2015,11000000,54520000,2939369
19.42.02.10,2016,4000000,51413000,3476891
19.42.02.10,2017,6500000,38945000,10482759
19.42.02.10,2018,8500000,28612000,9513114
19.42.02.10,2019,8500000,17471000,2077570
19.42.02.10,2020,,253000,227779
19.42.02.10,2021,0,0,0
19.42.02.10,2022,0,0,0
19.42.02.10,2023,0,14000000,12834688
19.42.02.10,2024,0,17641000,13082918
19.42.02.10,2025,0,22099000,20819026
19.42.02.10,2026,0,0,
19.42.02.11,2013,190000,1385000,542253
19.42.02.11,2014,194000,1749000,575746
19.42.02.11,2015,650000,2219000,778584
19.42.02.11,2016,200000,1194000,806419
19.42.02.11,2017,200000,1481000,353877
19.42.02.11,2018,200000,1427000,374141
19.42.02.11,2019,200000,1039000,1029413
19.42.02.11,2020,,0,0
19.42.02.11,2021,0,0,0
19.42.02.12,2013,228000,172000,115750
19.42.02.12,2014,233000,341000,236162
19.42.02.12,2015,7240000,7344000,237010
19.42.02.12,2016,7240000,7333000,7315396
19.42.02.12,2017,7240000,937000,472980
19.42.02.12,2018,7240000,6674000,0
19.42.02.12,2019,7240000,12295000,0
19.42.02.12,2020,,12295000,4484215
19.42.02.12,2021,7650000,21302000,1061830
19.42.02.12,2022,7650000,23305000,6950716
19.42.02.12,2023,6000000,15888000,6568045
19.42.02.12,2024,3000000,9317000,6979448
19.42.02.12,2025,6305000,7188000,2111495
19.42.02.12,2026,5000000,5000000,
19.42.02.13,2013,3800000,2827000,2806988
19.42.02.13,2014,3880000,8088000,6185301
19.42.02.13,2015,5000000,6801000,5300254
19.42.02.13,2016,5000000,6451000,4957000
19.42.02.13,2017,5000000,6561000,6526257
19.42.02.13,2018,5000000,6000000,5979033
19.42.02.13,2019,5000000,5016000,3725211
19.42.02.13,2020,,720000,690023
19.42.02.13,2021,4645000,4035000,1678000
19.42.02.13,2022,4645000,3591000,3271000
19.42.02.13,2023,4645000,4089000,4079000
19.42.02.13,2024,2000000,5000000,4744000
19.42.02.13,2025,3916000,1420000,1387998
19.42.02.13,2026,0,0,
19.42.02.14,2013,13110000,13800000,13727676
19.42.02.14,2014,13386000,13937000,13771032
19.42.02.14,2015,15700000,16366000,16138089
19.42.02.14,2016,15700000,16190000,15538791
19.42.02.14,2017,7145000,6097000,4956790
19.42.02.14,2018,7145000,7184000,3882596
19.42.02.14,2019,6945000,9719000,9408300
19.42.02.14,2020,,38382000,35823350
19.42.02.14,2021,35646000,38009000,37074643
19.42.02.14,2022,35646000,37115000,36394011
19.42.02.14,2023,25006000,27987000,26556438
19.42.02.14,2024,24000000,28299000,26574849
19.42.02.14,2025,25494000,42724000,38488561
19.42.02.14,2026,31000000,31000000,
19.42.02.15,2013,77900000,85567000,85302839
19.42.02.15,2014,79540000,86263000,85999999
19.42.02.15,2015,90000000,91254000,90427600
19.42.02.15,2016,91000000,95826000,94451878
19.42.02.15,2017,94857000,98731000,96163058
19.42.02.15,2018,94857000,99567000,98370399
19.42.02.15,2019,97000000,96971000,92850581
19.42.02.15,2020,,0,0
19.42.02.15,2021,0,0,0
19.42.02.16,2013,45505000,50148000,50074605
19.42.02.16,2014,46463000,51162000,50992432
19.42.02.16,2015,56050000,55920000,55737489
19.42.02.16,2016,56550000,58496000,57970961
19.42.02.16,2017,8132000,10155000,9729939
19.42.02.16,2018,8132000,14257000,13107483
19.42.02.16,2019,9632000,15456000,13698618
19.42.02.16,2020,,94574000,89166874
19.42.02.16,2021,93428000,98739000,97375954
19.42.02.16,2022,101928000,100203000,96429065
19.42.02.16,2023,98240000,103574000,102442258
19.42.02.16,2024,91500000,101617000,100260490
19.42.02.16,2025,102845000,112857000,111491277
19.42.02.16,2026,102845000,102845000,
19.42.02.17,2013,6080000,9760000,5866664
19.42.02.17,2014,6208000,15078000,13981333
19.42.02.17,2015,7025000,8122000,7122996
19.42.02.17,2016,6900000,7949000,7546996
19.42.02.17,2017,6900000,12302000,11899996
19.42.02.17,2018,6900000,7802000,7399995
19.42.02.17,2019,6900000,11717000,11716996
19.42.02.17,2020,,8041000,8041000
19.42.02.17,2021,7380000,16200000,16200000
19.42.02.17,2022,7380000,22426000,22425800
19.42.02.17,2023,7003000,16630000,14200000
