code,title,program,reason
04.01.11.24,השתתפות בדיור הממשלתי - פרויקט אלמוג,שירותים מרכזיים,"Government housing project, not related to theater."
04.01.11.25,פרויקט אלמוג,שירותים מרכזיים,"Housing project, not related to theater."
04.01.11.26,השתתפות במשרד החינוך - פרויקט יד בן צבי,שירותים מרכזיים,"Yad Ben Zvi project, not related to theater."
04.01.11.27,השתתפות במשרד הביטחון,שירותים מרכזיים,"Defense participation, not related to theater."
04.01.11.28,חגיגות 60 שנה למדינה ו-40 שנה לירושלים,שירותים מרכזיים,"National/city celebrations, not specifically theater."
04.01.11.29,"השתתפות במשרד המדע, התרבות והספורט - בית התפוצות",שירותים מרכזיים,"Museum of Jewish People, not specifically theater."
04.01.11.30,העסקת סטודנטים,שירותים מרכזיים,"General personnel line, not related to theater."
04.01.11.31,שכר עידוד,שירותים מרכזיים,"General personnel line, not related to theater."
04.01.11.32,רזרבה לעמידה ביעד ההוצאה - חגיגות 60 למדינה,שירותים מרכזיים,"Reserve for national celebrations, not specifically theater."
04.01.11.33,השתתפות בביתן יהודי באושוויץ,שירותים מרכזיים,"Holocaust remembrance, not related to theater."
04.01.11.35,הרשאה - חגיגות 60 שנה למדינה,שירותים מרכזיים,"National celebrations, not specifically theater."
04.01.11.36,השתתפות בלשכת הפרסום הממשלתית במסגרת חגיגות ה-60,שירותים מרכזיים,"Advertising for national celebrations, not specifically theater."
04.01.11.37,השתתפות במשרד הביטחון במסגרת חגיגות ה-60,שירותים מרכזיים,"Defense for national celebrations, not specifically theater."
04.01.11.38,השתתפות במשרד החינוך במסגרת חגיגות ה-60 למדינה,שירותים מרכזיים,"Education for national celebrations, not specifically theater."
04.01.11.39,השתתפות במשרד התיירות- חגיגות ה- 60,שירותים מרכזיים,"Tourism for national celebrations, not specifically theater."
04.01.11.40,השתתפות במשרד התחבורה- חגיגות ה- 60,שירותים מרכזיים,"Transport for national celebrations, not specifically theater."
04.01.11.41,"השתתפות במשרד המדע, התרבות והספורט- חגיגות ה- 60",שירותים מרכזיים,"Culture for national celebrations, but not specifically theater."
04.01.11.42,"""שירותי כבאות אווירית""",שירותים מרכזיים,"Aerial firefighting services, not related to theater."
04.01.11.43,השתתפות משרד הקליטה,שירותים מרכזיים,"Immigration ministry participation, not related to theater."
04.01.11.44,השתתפות ברשות הטבע והגנים,שירותים מרכזיים,"Nature and Parks Authority, not related to theater."
04.01.11.45,השתתפות במשרד לביטחון פנים,שירותים מרכזיים,"Public security participation, not related to theater."
04.01.11.46,השתתפות המשרד לענייני גימלאים,שירותים מרכזיים,"Senior citizens affairs, not related to theater."
04.01.11.47,תכנון מדיניות עבודת הממשלה,שירותים מרכזיים,"Government policy planning, not related to theater."
04.01.11.48,השתתפות במשרד הפנים - תכניות עבודה,שירותים מרכזיים,"Interior ministry work plans, not related to theater."
04.01.11.49,השתתפות ברשות האוכלוסין,שירותים מרכזיים,"Population Authority, not related to theater."
04.01.11.50,השתתפות ברשות הטבע והגנים,שירותים מרכזיים,"Nature and Parks Authority, not related to theater."
04.01.11.51,השתתפות המשרד להגנת הסביבה,שירותים מרכזיים,"Environmental protection, not related to theater."
04.01.11.52,השתתפות בסעיף 54 - החלטת ממשלה 3367 - עידוד תרבות הפנאי והנופש,שירותים מרכזיים,"Leisure culture promotion, not specifically theater."
04.01.11.53,השתתפות במשרד התיירות - החלטת ממשלה 3368,שירותים מרכזיים,"Tourism ministry participation, not related to theater."
04.01.11.54,השתתפות במשרד הבינוי והשיכון - החלטת ממשלה 3855,שירותים מרכזיים,"Construction and Housing ministry, not related to theater."
04.01.11.55,מכירת שירותים למשרדי הממשלה,שירותים מרכזיים,"General inter-ministerial services, not related to theater."
04.01.11.56,רכישת שירותים ממשרדי הממשלה,שירותים מרכזיים,"General inter-ministerial services, not related to theater."
04.01.11.57,רזרבה להשתתפות בסעיף 54,שירותים מרכזיים,"General reserve, not related to theater."
04.01.11.58,השתתפות במשרד הביטחון,שירותים מרכזיים,"Defense participation, not related to theater."
04.01.11.59,חינוך בלתי פורמלי,שירותים מרכזיים,"Informal education, not specifically theater."
04.01.11.60,"פרוייקט תמ""ר-מע' ממוחשבת לניהול תכניות עבודה",שירותים מרכזיים,"IT project, not related to theater."
04.01.11.61,פעילות המטה הביומטרי,שירותים מרכזיים,"Biometric security activity, not related to theater."
04.01.11.95,רזרבה להתייקרויות כללית,שרותים מרכזיים,"General reserve, not related to theater."
04.01.12.01,תכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,המינהלה לפרוייקטים,"Urban development/heritage, not related to theater."
04.01.12.02,תכנית רב שנתית לעידוד הצמיחה בירושלים,המינהלה לפרוייקטים,"Urban development, not related to theater."
04.01.12.03,טיפול נקודתי,המינהלה לפרוייקטים,"General item, not related to theater."
04.01.12.04,תוכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,המינהלה לפרוייקטים,"Urban development/heritage, not related to theater."
04.01.12.05,תחזוקת מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site maintenance, not related to theater."
04.01.12.06,תוכנית מרום,המינהלה לפרוייקטים,"Generic program name, not related to theater."
04.01.12.07,רזרבה לתחזוקת הכותל,המינהלה לפרוייקטים,"Heritage site maintenance, not related to theater."
04.01.12.08,פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.09,רזרבה לעמידה ביעד ההוצאה,המינהלה לפרוייקטים,"General reserve, not related to theater."
04.01.12.10,השתתפות משרד הביטחון -  פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.11,השתתפות משרד החינוך - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.12,השתתפות משרד השיכון - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.13,השתתפות משרד התיירות - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.14,השתתפות משרד הפנים - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.15,השתתפות משרד התחבורה - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.16,השתתפות משרד לביטחון פנים - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.17,השתתפות מנהל מקרקעי ישראל - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.18,השתתפות משרד האוצר - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.19,תכנית רב שנתית לעידוד הצמיחה בירושלים (הרשאה להתחייב),המינהלה לפרוייקטים,"Urban development, not related to theater."
04.01.12.20,יעודה לטיפול בילדים בסיכון,המינהלה לפרוייקטים,"Social welfare, not related to theater."
04.01.12.21,יעודה לטיפול בתקיפה מינית וזנות,המינהלה לפרוייקטים,"Social welfare, not related to theater."
04.01.12.22,פיתוח שער המוגרבים-רשות העתיקות,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.23,פיתוח שער המוגרבים,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.24,השתתפות משרד לביטחון פנים - פיתוח שער המוגרבים,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.25,"השתתפות במשרד התעשייה, המסחר והתעסוקה - ילדים בסיכון",המינהלה לפרוייקטים,"Social welfare, not related to theater."
04.01.12.26,השתתפות במשרד הרווחה - ילדים בסיכון,המינהלה לפרוייקטים,"Social welfare, not related to theater."
04.01.12.27,רזרבה לפרויקטים,המינהלה לפרוייקטים,"General reserve, not related to theater."
04.01.12.28,השתתפות במשרד הבריאות,המינהלה לפרוייקטים,"Health ministry participation, not related to theater."
04.01.12.29,השתתפות מינהל מקרקעי ישראל - פיתוח שער המוגרבים,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.30,השתתפות בלשכת הפרסום הממשלתית,המינהלה לפרוייקטים,"Government advertising, not related to theater."
04.01.12.31,רזרבה להשתתפויות,המינהלה לפרוייקטים,"General reserve, not related to theater."
04.01.12.32,השתתפות משרד ראש הממשלה,המינהלה לפרוייקטים,"General inter-ministerial, not related to theater."
04.01.12.40,השתתפות משרד התיירות בפיתוח שער המוגרבים,המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.45,תוכנית רב שנתית לפיתוח הגן העיר העתיקה והר הזיתים (הרשאה להתחייב),המינהלה לפרוייקטים,"Urban development/heritage, not related to theater."
04.01.12.46,השתתפות במשרד הפנים,המינהלה לפרוייקטים,"Interior ministry participation, not related to theater."
04.01.12.47,השתתפות במשרד החקלאות - חטיבה להתישבות,המינהלה לפרוייקטים,"Agriculture/settlement, not related to theater."
04.01.12.48,פיתוח מנהרות הכותל (הרשאה להתחייב),המינהלה לפרוייקטים,"Heritage site development, not related to theater."
04.01.12.49,השתתפות משרד החינוך,המינהלה לפרוייקטים,"Education ministry participation, not related to theater."
04.01.12.50,הקמת גרעיני משימה עירוניים,המינהלה לפרוייקטים,"Urban/social initiatives, not related to theater."
04.01.12.60,רזרבה להתשתתפויות,המינהלה לפרוייקטים,"General reserve, not related to theater."
04.01.12.61,תוכנית לעשייה ציונית,המינהלה לפרוייקטים,"Zionist activities, not related to theater."
04.01.12.62,רזרבה לפעולות המשרד,המינהלה לפרוייקטים,"General reserve, not related to theater."
04.01.12.63,מרכזי צעירים,המינהלה לפרוייקטים,"Youth centers, not specifically theater."
04.01.12.95,רזרבה להתייקוריות כללית,המינהלה לפרוייקטים,"General reserve, not related to theater."
04.01.15.01,עבודה בלתי צמיתה חודשי עבודה,מנהלת השיחות עם,"General personnel line, not related to theater."
04.01.15.02,שעות נוספות,מנהלת השיחות עם,"General personnel line, not related to theater."
04.01.15.03,החזר הוצאות רכב,מנהלת השיחות עם,"General personnel line, not related to theater."
04.01.17.01,עבודה בלתי צמיתה,העצמת תשתיות מורשת,"General personnel line, not related to theater."
04.01.17.02,שעות נוספות,העצמת תשתיות מורשת,"General personnel line, not related to theater."
04.01.17.03,החזר הוצאות רכב,העצמת תשתיות מורשת,"General personnel line, not related to theater."
04.01.17.10,העצמת תשתיות מורשת,העצמת תשתיות מורשת,"Heritage infrastructure, not specifically theater."
04.01.17.11,העצמת תשתיות מורשת לאומית - הרשאה להתחייב,העצמת תשתיות מורשת,"Heritage infrastructure, not specifically theater."
04.01.17.12,השתתפות המשרד להגנת הסביבה,העצמת תשתיות מורשת,"Environmental protection, not related to theater."
04.01.17.14,השתתפות במשרד החינוך,העצמת תשתיות מורשת,"Education ministry participation, not specifically theater."
04.01.17.15,השתתפות משרד הביטחון בהעצמת תשתיות מורשת,העצמת תשתיות מורשת,"Defense/heritage infrastructure, not related to theater."
04.01.17.20,השתתפות במשרד הבטחון,העצמת תשתיות מורשת,"Defense participation, not related to theater."
04.01.19.01,שיא כח אדם,אמרכלות,"General personnel line, not related to theater."
04.01.19.02,עבודה בלתי צמיתה,אמרכלות,"General personnel line, not related to theater."
04.01.19.03,עלויות פרישה,אמרכלות,"General personnel line, not related to theater."
04.01.19.04,כוננויות,אמרכלות,"General personnel line, not related to theater."
04.01.19.05,"השת, משרד הביטחון",אמרכלות,"Defense participation, not related to theater."
04.01.19.06,"קניית שרותי כ""א",אמרכלות,"General HR services, not related to theater."
04.01.19.07,"עב""צ - קשבים",אמרכלות,"General personnel line, not related to theater."
04.01.19.08,שעות נוספות,אמרכלות,"General personnel line, not related to theater."
04.01.19.09,"נסיעות לחו""ל",אמרכלות,"General administration, not related to theater."
04.01.19.10,תפעול ואחזקה,אמרכלות,"General operations and maintenance, not related to theater."
04.01.19.11,הכנסות ממכירת מכרזים,אמרכלות,"General revenue, not related to theater."
04.01.19.12,הכנסות ממכירת מכרזים,אמרכלות,"General revenue, not related to theater."
04.01.19.13,תפעול,אמרכלות,"General operations, not related to theater."
04.01.19.14,השתתפות באחזקת הקריה,אמרכלות,"Government complex maintenance, not related to theater."
04.01.19.15,השתתפות בשכר מתמחים,אמרכלות,"General personnel line, not related to theater."
04.01.19.16,מתמחים,אמרכלות,"General personnel line, not related to theater."
04.01.19.19,הכנסה מההסתדרות הציונית,אמרכלות,"Zionist organization income, not related to theater."
04.01.19.20,"הפעלת בתי ספר בחב""מ",אמרכלות,"School operations, not related to theater."
04.01.19.30,אחזקה,אמרכלות,"General maintenance, not related to theater."
04.01.19.31,שיפוץ מערכת חשמל,אמרכלות,"Infrastructure renovation, not related to theater."
04.01.19.32,דמי שמוש בנכסי מדינה,אמרכלות,"Fees for state assets, not related to theater."
04.01.19.33,מיסי ארנונה,אמרכלות,"Property taxes, not related to theater."
04.01.19.34,שכר דירה,אמרכלות,"General administration, not related to theater."
04.01.19.35,שיא כח אדם,אמרכלות,"General personnel line, not related to theater."
04.01.19.36,עבודה ארעית,אמרכלות,"General personnel line, not related to theater."
04.01.19.37,החזר הוצאות רכב,אמרכלות,"General personnel line, not related to theater."
04.01.19.38,שעות נוספות,אמרכלות,"General personnel line, not related to theater."
04.01.19.39,עובדים לא משובצים - שיא כח אדם,אמרכלות,"General personnel line, not related to theater."
04.01.19.40,עובדים לא משובצים - עבודה ארעית,אמרכלות,"General personnel line, not related to theater."
04.01.19.41,רכישת רכבים,אמרכלות,"Vehicle purchase, not related to theater."
04.01.19.42,שכר דירה,אמרכלות,"General administration, not related to theater."
04.01.19.43,"תפעול, אחזקה, דואר טלפונים ומשלוחים",אמרכלות,"General operations, not related to theater."
04.01.19.44,דלק לרכב ממשלתי,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.45,אחזקת רכב ממשלתי,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.46,הדרכת עובדים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.47,שירותי ייעוץ,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.48,מיכון,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.49,פעולות אבטחה ושמירה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.50,הדרכה והשתלמות,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.51,דואר טלפונים ומשלוחים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.52,פעולות רווחה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.53,הוצאות שמירה וביטחון,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.54,השתתפות נציבות שירות המדינה בתחזוקה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.55,הכנסות מתפעול,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.56,העסקת עובדים זמניים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.57,הכנסות ממכונים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.58,הכנסות ממכונים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.59,פסקי דין,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.61,החזר הוצאות רכב,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.62,העסקת סטודנטים - קשבים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.63,דלק לרכב ממשלתי,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.64,אחזקת רכב ממשלתי,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.65,נסיעות והובלה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.66,רכישת רכב,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.67,רכישת כלי רכב ממשלתיים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.68,השתתפות רשות החברות באחזקה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.69,שעות נוספות-קשבים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.70,השתתפות במשרד ראש הממשלה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.71,השתתפות מנהלת שרותי דת,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.72,אבטחת הרבנות הראשית,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.75,"השתתפות משרד התמ""ת",אמרכלות,Generic administrative line under ambiguous program.
04.01.19.76,"השתתפות במשרד התמ""ת",אמרכלות,Generic administrative line under ambiguous program.
04.01.19.77,פרוייקט חירום השתתפות במשרד הביטחון,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.78,"שכר דירה - מל""ל",אמרכלות,Generic administrative line under ambiguous program.
04.01.19.90,השתתפות משרדים באחזקה,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.91,"השתתפות הנש""מ בדיור",אמרכלות,Generic administrative line under ambiguous program.
04.01.19.92,"השתתפות נש""מ באחזקה",אמרכלות,Generic administrative line under ambiguous program.
04.01.19.94,מחשוב יחידות המשרד,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.95,הכנסות ממכונים,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.96,הוצאות אירגוניות שונות,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.97,שכירת רכב,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.98,רזרבה להוצאות כח אדם,אמרכלות,Generic administrative line under ambiguous program.
04.01.19.99,רזרבה משרדית,אמרכלות,Generic administrative line under ambiguous program.
04.01.21.01,פעילות הועדה הבינמשרדית להערכות לרעידות אדמה,הוועדה הבינמשרדית,Not related to theater; generic activity.
04.01.21.02,שיא כוח אדם,הוועדה הבינמשרדית,Generic administrative line under ambiguous program.
04.01.21.03,עבודה בלתי צמיתה,הוועדה הבינמשרדית,Generic administrative line under ambiguous program.
04.01.21.04,החזר הוצאות רכב,הוועדה הבינמשרדית,Generic administrative line under ambiguous program.
04.01.21.05,שעות נוספות,הוועדה הבינמשרדית,Generic administrative line under ambiguous program.
04.01.21.06,רזרבה ליישום החלטת הממשלה 2699 מיום 9.1.2011,הוועדה הבינמשרדית,Not related to theater; generic reserve.
04.01.21.10,השתתפות במשרדי הממשלה,הוועדה הבינמשרדית,Generic administrative line under ambiguous program.
04.01.61.01,שכר עובדים,מחקרים שונים,Generic administrative line under ambiguous program.
04.01.61.04,הוצאות מנהליות,מחקרים שונים,Generic administrative line under ambiguous program.
04.01.61.05,מחקרים,מחקרים שונים,Generic administrative line under ambiguous program.
04.01.61.06,השתתפות משרדי ממשלה בשכר,מחקרים שונים,Generic administrative line under ambiguous program.
04.01.61.07,הכנסות מגורמי חוץ,מחקרים שונים,Generic administrative line under ambiguous program.
04.01.61.08,השתתפות משרדי הממשלה בקניות,מחקרים שונים,Generic administrative line under ambiguous program.
04.01.62.07,האגודה לטיפוח חברה ותרבות,השתתפות האפוטרופוס כללי,Program dropped; title too broad for subject.
04.01.62.43,להקת מחול אילת הנגב 83,השתתפות האפוטרופוס כללי,Program dropped; dance is not theater.
04.01.63.01,תמיכה במפעלים חינוכיים,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.02,עמותת אופטימיסטים,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.03,השתת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.04,קידום פרוייקטים למען שיפור איכות החיים,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.05,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.06,כפר רעות,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.07,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.08,עמותה ליד בית השנטי,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.09,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.10,מכללה ליהדות פלורליסטית,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.11,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.12,ח.ל.צ - חינוך לאומי ציוני,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.13,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.14,איגוד מורים עולים,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.15,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.16,קו לעובד,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.17,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.18,"עמותת נשות בנימין ויש""ע",מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.19,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.20,עירית סחנין,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.21,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.22,קרן עמק יזרעאל,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.23,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.24,"מ.מ. ד""ר חנא",מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.25,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.26,"מנהל קהילתי ע""ש שאלתיאל",מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.27,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.28,מכון להמחשה תורנית,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.29,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.30,נוער מוביל שינוי,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.31,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.32,מכון ירושלים להשכלה,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.33,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.35,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.36,מכללה טכנולוגית,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.37,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.38,"קרן מילגות ע""ש חללים דרוזים",מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.39,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.40,מועצה מקומית כפר ברא,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.41,השתתפות האפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.42,מוזיאון נווה בדואים,מפעלים חינוכיים,Museum is not theater.
04.01.63.43,השתתפות אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.44,מרכז יעוץ לאישה,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.45,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.46,אגודת הארבעים,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.47,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.48,חוג ההורים,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.49,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.50,עמותת ידיד,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.63.51,השת' אפוטרופוס,מפעלים חינוכיים,Generic administrative line under ambiguous program.
04.01.64.23,להקת המחול בת שבע,השתתפות אפוטרופוס,Program dropped; dance is not theater.
04.01.79.01,"העברה לבש""ן","תכנית בש""ן",Generic administrative line under ambiguous program.
04.01.79.02,"השתתפות תמ""ס","תכנית בש""ן",Generic administrative line under ambiguous program.
04.01.79.03,"רזרבה להתייקרות - תשלומי העברה לבש""ן","תכנית בש""ן",Generic administrative line under ambiguous program.
04.01.81.25,קהילה לתיקון חברתי ותרבותי בישראל,אפוטרופוס כללי,Program dropped; 'cultural' is too broad.
04.01.81.53,מרכז תרבות מצפה רמון,אפוטרופוס כללי,Program dropped; 'cultural center' is too broad.
04.01.82.01,מרכז תרבות עמים לנוער,מרכז תרבות עמים לנוער,Title 'cultural center' is too broad for theater.
04.01.82.02,השתתפות אפוטרופוס,מרכז תרבות עמים לנוער,Generic administrative line under ambiguous program.
04.01.90.01,פעולות בעקבות המצב הבטחוני בצפון,פעולות בעקבות המצב,Not related to theater; security situation.
04.01.90.02,השתתפות במשרד החינוך,פעולות בעקבות המצב,Generic administrative line under ambiguous program.
04.01.90.03,"השתתפות משרד משנה לרוה""מ במשרד המדע התרבות וספורט - מו""פ בקו עימות",פעולות בעקבות המצב,"Cultural context too broad, not specific to theater."
04.01.90.04,"השתתפות משרד רוה""מ במשרד הרווחה - מצב החירום בצפון",פעולות בעקבות המצב,Not related to theater; security situation.
04.01.90.05,השתתפות במשרד הביטחון למימון תכנית רענון לתושבי הצפון,פעולות בעקבות המצב,Not related to theater; security situation.
04.01.90.06,תשלום עבור שהיית תושבי הצפון בבתי מלון,פעולות בעקבות המצב,Not related to theater; security situation.
04.01.92.01,משרד ראש הממשלה - מנהלת שיקום,משרד ראש הממשלה -,Generic administrative line under ambiguous program.
