code,year,amount_allocated,amount_revised,amount_used
26.09.02.01,2007,372000,2046000,2059387
26.09.02.01,2008,500000,1795000,170535
26.09.02.01,2009,0,0,0
26.09.02.01,2010,0,0,0
26.12.01.24,2013,0,0,0
26.12.01.24,2014,19238000,8468000,8468000
26.12.01.24,2015,0,0,0
26.12.01.24,2016,0,0,0
26.12.01.24,2022,10000000,8909000,6518587
26.12.01.24,2023,4069000,17600000,15515228
26.12.01.24,2024,9600000,3555000,6065518
26.12.01.24,2025,3840000,3817000,2986287
26.12.01.24,2026,1000000,1000000,
26.12.01.25,2013,0,11200000,0
26.12.01.25,2014,0,11200000,7500000
26.12.01.25,2015,0,3700000,3700000
26.12.01.25,2016,0,4800000,4800000
26.12.01.25,2017,0,0,0
26.12.01.25,2018,0,0,0
26.12.01.25,2022,10000000,9659000,4000000
26.12.01.25,2023,6956000,6000000,5484970
26.12.01.25,2024,9600000,10053000,9466917
26.12.01.25,2025,2352000,13361000,11947379
26.12.01.25,2026,3500000,3500000,
33.06.02.78,2017,0,0,0
33.06.02.78,2018,0,5741000,810353
33.06.02.78,2019,0,29823000,8022624
33.06.02.78,2020,,0,0
33.06.02.78,2021,0,0,0
34.11.01.01,1997,16588000,19905000,12993762
34.11.01.01,1998,16201000,19371000,12298705
34.11.01.01,1999,8609000,15859000,6702001
34.11.01.01,2000,9500000,19088000,8789020
34.11.01.01,2001,8600000,20649000,7065010
34.11.01.01,2002,6926000,20574000,9146889
34.11.01.01,2003,6751000,19184000,7711515
34.11.01.01,2004,4000000,15408000,6789247
34.11.01.01,2005,3300000,13623000,3046401
34.11.01.01,2006,2700000,13903000,6268936
34.11.01.01,2007,2122000,15155000,6291747
34.11.01.01,2008,826000,17493000,4823192
34.11.01.01,2009,929000,27425000,5561109
34.11.01.01,2010,928000,44178000,18716079
34.11.01.01,2011,8800000,26041000,15222994
34.11.01.01,2012,5750000,24453000,13097985
34.11.01.01,2013,0,0,0
34.11.01.01,2014,0,0,0
34.11.01.02,1997,764000,764000,752271
34.11.01.02,1998,1066000,838000,0
34.11.01.02,1999,1201000,1101000,0
34.11.01.02,2000,1900000,3001000,808240
34.11.01.02,2001,1500000,2253000,147746
34.11.01.02,2002,1007000,2028000,886346
34.11.01.02,2003,1207000,1465000,706789
34.11.01.02,2004,500000,1258000,103404
34.11.01.02,2005,115000,1090000,699000
34.11.01.02,2006,200000,173000,73953
34.11.01.02,2007,0,96000,30
34.11.01.02,2008,0,0,0
34.11.01.02,2009,0,0,0
34.11.01.03,1997,0,0,0
34.11.01.03,1998,0,0,0
34.11.01.03,1999,0,0,0
34.11.01.03,2000,0,0,0
34.11.01.03,2001,0,0,0
34.11.01.03,2002,0,0,-16361
34.11.01.03,2003,0,0,0
34.11.01.03,2004,0,0,0
34.11.01.03,2005,0,0,0
34.11.01.03,2006,0,0,0
34.11.01.03,2009,0,-1500000,0
34.11.01.03,2010,0,-3000000,-3000000
34.11.01.03,2011,0,0,0
34.11.01.03,2012,0,0,0
34.11.01.04,1997,0,0,0
34.11.01.04,1998,0,0,0
34.11.01.04,1999,0,0,0
34.11.01.04,2000,0,0,0
34.11.01.04,2001,0,0,5454
34.11.01.04,2002,0,0,16361
34.11.01.04,2003,0,0,0
34.11.01.04,2004,0,0,0
34.11.01.04,2005,0,0,0
34.11.01.04,2006,0,0,0
34.11.01.05,1997,0,0,0
34.11.01.05,2000,0,30000,30000
34.11.01.05,2001,0,0,0
34.11.01.05,2002,0,0,0
34.11.01.05,2003,0,0,0
34.11.01.05,2004,0,0,0
34.11.01.05,2008,0,0,0
34.11.01.05,2009,0,1822000,822921
34.11.01.05,2010,0,3999000,1132405
34.11.01.05,2011,0,7183000,2686680
34.11.01.05,2012,0,16310000,8937684
34.11.01.05,2013,0,0,0
34.11.01.05,2014,0,0,0
34.11.01.06,1997,0,0,0
34.11.01.06,2011,0,0,0
34.11.01.06,2012,0,7691000,5239051
34.11.01.06,2013,0,0,0
34.11.01.06,2014,0,0,0
34.11.01.07,1997,0,9176000,9176311
34.11.01.07,1998,0,0,0
34.11.01.07,1999,0,0,0
34.11.01.08,1997,0,103000,0
34.11.01.08,1998,0,190000,16875
34.11.01.08,1999,0,174000,49775
34.11.01.08,2000,120000,123000,87000
34.11.01.08,2001,120000,420000,0
34.11.01.08,2002,0,290000,0
34.11.01.08,2003,0,290000,290223
34.11.01.08,2004,0,0,0
34.11.01.08,2005,0,0,0
34.11.01.09,1998,0,280000,81724
34.11.01.09,1999,0,482000,206298
34.11.01.09,2000,420000,543000,235496
34.11.01.09,2001,630000,185000,69177
34.11.01.09,2002,0,115000,76315
34.11.01.09,2003,0,39000,16513
34.11.01.09,2004,0,0,0
34.11.01.09,2005,0,0,0
34.11.01.10,1999,6006000,0,0
34.11.01.10,2000,3635000,0,0
34.11.01.10,2001,3500000,0,0
34.11.01.10,2002,3518000,0,0
34.11.01.10,2003,3343000,0,0
34.11.01.10,2004,150000,0,0
34.11.01.10,2005,0,0,0
34.11.01.10,2006,0,0,0
34.11.01.11,1999,0,-30000,0
34.11.01.11,2000,0,-30000,-30000
34.11.01.11,2001,0,0,0
34.11.01.11,2002,0,0,0
34.11.01.11,2003,0,0,0
34.11.01.11,2004,0,0,0
34.11.01.12,2000,0,85000,0
34.11.01.12,2001,0,0,0
34.11.01.12,2002,0,0,0
34.11.01.12,2003,0,0,0
34.11.01.12,2004,0,0,0
34.11.01.13,2001,400000,400000,0
34.11.01.13,2002,0,500000,299500
34.11.01.13,2003,0,200000,200000
34.11.01.13,2004,0,0,0
34.11.01.13,2005,0,0,0
34.11.01.14,2001,0,-60000,-58500
34.11.01.14,2002,0,0,0
34.11.01.14,2003,0,0,0
34.11.01.14,2004,0,0,0
34.11.01.15,2002,0,200000,200000
34.11.01.15,2003,0,0,0
34.11.01.15,2004,0,0,0
34.11.01.15,2005,0,1011000,0
34.11.01.15,2006,0,0,0
34.11.01.15,2007,0,0,0
34.11.01.16,2003,0,0,-2767
34.11.01.16,2004,0,0,0
34.11.01.16,2005,0,0,0
34.11.01.16,2006,0,0,0
34.11.01.20,2007,0,200000,191135
34.11.01.20,2008,0,0,0
34.11.01.20,2009,0,761000,637817
34.11.01.20,2010,0,574000,428272
34.11.01.20,2011,500000,626000,604574
34.11.01.20,2012,500000,1324000,607235
34.11.01.20,2013,0,0,0
34.11.01.20,2014,0,0,0
34.11.01.21,2008,0,0,0
34.11.01.22,2008,0,0,0
34.11.01.22,2009,0,4500000,3750000
34.11.01.22,2010,0,750000,575000
34.11.01.22,2011,0,175000,159088
34.11.01.22,2012,0,0,0
34.11.01.22,2013,0,0,0
34.11.01.23,2010,0,0,0
34.11.01.23,2011,0,0,0
34.11.01.95,1998,0,345000,0
34.11.01.95,1999,0,0,0
34.11.01.95,2000,0,0,0
34.11.01.95,2001,0,0,0
34.11.01.95,2002,0,0,0
34.11.01.95,2003,0,0,0
34.11.01.95,2004,0,0,0
34.12.01.01,1997,819000,1067000,297125
34.12.01.01,1998,709000,831000,408966
34.12.01.01,1999,0,0,0
34.12.01.01,2000,0,0,0
34.12.02.01,1997,382000,382000,246784
34.12.02.01,1998,411000,0,0
34.12.02.01,1999,0,0,0
34.12.02.01,2000,0,0,0
34.12.03.01,1999,400000,570000,226891
34.12.03.01,2000,840000,1173000,533430
34.12.03.01,2001,300000,649000,0
34.12.03.01,2002,243000,892000,140080
34.12.03.01,2003,163000,1155000,410279
34.12.03.01,2004,252000,824000,311933
34.12.03.01,2005,50000,255000,54847
34.12.03.01,2006,3067000,1343000,0
34.12.03.01,2007,200000,2374000,185028
34.12.03.01,2008,0,0,0
34.12.03.01,2009,0,0,0
34.12.03.02,2001,500000,340000,0
34.12.03.02,2002,455000,380000,339999
34.12.03.02,2003,455000,47000,40000
34.12.03.02,2004,0,0,0
34.12.03.02,2005,0,0,0
34.12.03.03,2004,0,500000,0
34.12.03.03,2005,5000000,0,0
34.12.03.03,2006,0,0,0
34.12.03.03,2007,1000000,0,0
34.12.03.03,2008,0,0,0
34.12.03.03,2009,0,0,0
34.12.03.04,2004,0,500000,0
34.12.03.04,2005,0,3900000,820562
34.12.03.04,2006,0,3287000,547205
34.12.03.04,2007,0,2848000,1600372
34.12.03.04,2008,0,0,0
34.12.03.04,2009,0,0,0
34.12.03.05,2005,0,1500000,0
34.12.03.05,2006,0,4169000,818061
34.12.03.05,2007,960000,6417000,1305760
34.12.03.05,2008,0,0,0
34.12.03.05,2009,0,0,0
34.12.03.08,2005,0,0,0
34.12.03.08,2006,0,0,0
34.12.03.08,2007,0,165000,146809
34.12.03.08,2008,0,0,0
34.12.03.08,2009,0,0,0
34.12.03.09,2005,0,0,0
34.12.03.09,2006,0,0,0
34.12.03.09,2007,0,101000,0
34.12.03.09,2008,0,0,0
34.12.03.09,2009,0,0,0
34.12.03.12,2005,0,419000,419000
34.12.03.12,2006,0,0,0
34.12.03.12,2007,0,0,0
34.12.03.21,2008,1658000,9698000,3301647
34.12.03.21,2009,0,6320000,3075399
34.12.03.21,2010,0,4533000,602941
34.12.03.21,2011,0,3930000,1584187
34.12.03.21,2012,0,2104000,747301
34.12.03.21,2013,0,0,0
34.12.03.21,2014,0,0,0
34.12.03.22,2008,0,4953000,0
34.12.03.22,2009,1366000,6713000,1216235
34.12.03.22,2010,1366000,24056000,3666239
34.12.03.22,2011,0,20389000,10095226
34.12.03.22,2012,1324000,9501000,2826644
34.12.03.22,2013,0,0,0
34.12.03.22,2014,0,0,0
34.12.03.24,2011,0,500000,0
34.12.03.24,2012,0,6954000,582650
34.12.03.24,2013,0,0,0
34.12.03.24,2014,0,0,0
34.12.03.26,2011,0,24000000,0
34.12.03.26,2012,0,118285000,86742145
34.12.03.26,2013,0,0,0
34.12.03.26,2014,0,0,0
34.12.03.27,2011,0,7000000,130271
34.12.03.27,2012,0,32615000,18921020
34.12.03.27,2013,0,0,0
34.12.03.27,2014,0,0,0
34.13.01.22,2008,0,2500000,0
34.13.01.22,2009,0,2500000,452609
34.13.01.22,2010,0,2047000,1984354
34.13.01.22,2011,0,63000,0
34.13.01.22,2012,0,0,0
34.13.01.22,2013,0,0,0
34.13.01.23,2008,0,0,0
34.13.01.23,2009,0,0,0
34.30.03.01,2013,595000,23071000,5330368
34.30.03.01,2014,595000,51822000,6397948
34.30.03.01,2015,7584000,42919000,11323971
34.30.03.01,2016,8000000,32137000,12578869
34.30.03.01,2017,5500000,19146000,10386311
34.30.03.01,2018,4000000,9759000,6171965
34.30.03.01,2019,3000000,5072000,2105621
34.30.03.01,2020,,3532000,1953882
34.30.03.01,2021,2689000,5017000,1280111
34.30.03.01,2022,2538000,6527000,2673456
34.30.03.01,2023,2222000,5501000,2112806
34.30.03.01,2024,1750000,5048000,2000345
34.30.03.01,2025,500000,4106000,1846785
34.30.03.01,2026,1500000,1500000,
34.30.03.02,2013,0,8000000,3608031
34.30.03.02,2014,0,5628000,3802418
34.30.03.02,2015,0,1652000,487159
34.30.03.02,2016,0,1162000,208265
34.30.03.02,2017,0,491000,220717
34.30.03.02,2018,0,8000,8190
34.30.03.02,2019,0,0,0
34.30.03.02,2020,,0,0
34.30.03.03,2013,0,120000000,97040094
34.30.03.03,2014,0,36027000,28612036
34.30.03.03,2015,0,563000,563282
34.30.03.03,2016,0,4250000,4178477
34.30.03.03,2017,0,7196000,7096901
34.30.03.03,2018,0,5079000,5130892
34.30.03.03,2019,7500000,7789000,5491391
34.30.03.03,2020,,4000000,3999045
34.30.03.03,2021,5301000,5701000,5647523
34.30.03.03,2022,3538000,6653000,5911416
34.30.03.03,2023,21459000,14457000,14299749
34.30.03.03,2024,20000000,18188000,17180980
34.30.03.03,2025,35000000,20801000,15886545
34.30.03.03,2026,21731000,21731000,
34.30.03.04,2013,0,13681000,5961648
34.30.03.04,2014,0,7605000,4854907
34.30.03.04,2015,0,2645000,2052341
34.30.03.04,2016,0,471000,338172
34.30.03.04,2017,0,91000,90296
34.30.03.04,2018,0,0,0
34.30.03.04,2019,0,0,0
34.30.03.24,2019,0,555000,555253
34.30.03.24,2020,,3193000,2077899
34.30.03.24,2021,3000000,3992000,3903106
34.30.03.24,2022,10560000,6112000,5405273
34.30.03.24,2023,9887000,7455000,2504788
34.30.03.24,2024,8500000,3857000,2988781
34.30.03.24,2025,8713000,4230000,2776050
34.30.03.24,2026,3000000,3000000,
34.30.03.27,2019,31250000,0,0
34.30.03.27,2020,,0,0
34.30.03.27,2021,0,0,0
34.30.03.31,2018,0,40000000,40000000
34.30.03.31,2019,0,0,0
34.30.03.31,2020,,0,0
34.30.03.31,2021,0,0,0
34.30.03.31,2022,0,0,0
34.30.03.31,2023,0,0,0
34.30.03.31,2024,0,0,0
34.30.03.31,2025,0,0,0
34.30.03.35,2021,1100000,0,0
34.30.03.35,2022,0,0,0
34.30.03.35,2023,0,0,0
34.30.03.35,2024,0,0,0
34.30.03.37,2021,0,0,0
34.30.03.44,2023,0,0,0
34.30.03.44,2024,0,1800000,1577308
34.30.03.44,2025,18033000,37229000,18707168
34.30.03.44,2026,25000000,25000000,
34.30.03.46,2023,0,0,0
34.30.03.46,2024,0,2000000,1854190
34.30.03.46,2025,7539000,10967000,6476780
34.30.03.46,2026,0,0,
34.30.03.51,2024,0,0,0
34.30.03.51,2025,0,0,-6108
34.30.03.51,2026,0,0,
34.30.03.52,2025,0,5000,4462
34.30.03.52,2026,0,0,
34.30.03.54,2025,0,0,-40241075
34.30.03.54,2026,0,0,
38.02.02.11,1998,-16109000,-15787000,-15787000
38.02.02.11,1999,0,0,0
38.02.02.11,2000,0,0,0
38.02.02.11,2001,0,0,0
38.02.02.11,2002,0,0,0
38.02.02.11,2003,0,0,0
38.02.02.11,2004,0,0,0
38.02.02.11,2012,0,0,0
38.02.02.11,2013,0,0,0
38.02.02.13,1999,8701000,3901000,3400000
38.02.02.13,2000,9562000,6062000,5754000
38.02.02.13,2001,9141000,1000000,1000000
38.02.02.13,2002,9587000,1600000,1600000
38.02.02.13,2003,0,0,0
38.02.02.13,2004,0,0,0
38.02.02.13,2008,0,0,0
38.02.02.13,2009,0,0,0
38.02.02.13,2010,0,2500000,0
38.02.02.13,2011,0,6850000,0
38.02.02.13,2012,0,13604000,1657779
38.02.02.13,2013,0,0,0
38.02.02.13,2014,0,0,0
38.02.02.17,1997,16778000,16778000,16845000
38.02.02.17,1998,0,0,0
38.02.02.17,1999,0,0,0
38.02.02.17,2000,1168000,868000,720620
38.02.02.17,2001,768000,915000,913115
38.02.02.17,2002,730000,686000,583264
38.02.02.17,2003,657000,711000,707831
38.02.02.17,2004,0,3000,0
38.02.02.17,2005,0,0,0
38.02.02.17,2006,0,0,0
38.02.02.17,2012,0,6500000,6171264
38.02.02.17,2013,0,0,0
38.02.02.17,2014,0,0,0
38.02.02.23,2003,0,-1465000,-546000
38.02.02.23,2004,0,0,0
38.02.02.23,2005,0,0,0
38.02.02.23,2009,0,1500000,0
38.02.02.23,2010,0,3000000,3000000
38.02.02.23,2011,0,0,0
38.02.02.23,2012,0,0,0
38.10.02.09,2009,2500000,0,0
38.10.02.09,2010,2500000,0,0
38.10.02.09,2011,0,0,0
38.10.02.09,2012,0,0,0
38.19.03.01,2011,0,0,0
38.19.03.01,2012,0,5000000,0
38.19.03.01,2013,0,0,0
38.19.03.01,2014,0,0,0
38.19.03.02,2012,0,1000000,0
38.19.03.02,2013,0,0,0
38.19.03.02,2014,0,0,0
38.30.01.01,2013,214500000,485932000,846360500
38.30.01.01,2014,235218000,661287000,953343666
38.30.01.01,2015,323827000,300704000,913852953
38.30.01.01,2016,344194000,591841000,1086136339
38.30.01.01,2017,0,0,0
38.30.01.01,2018,0,0,0
38.30.01.02,2013,0,0,-450000000
38.30.01.02,2014,0,0,-367330411
38.30.01.02,2015,0,0,-618435896
38.30.01.02,2016,0,0,-560625221
38.30.01.02,2017,0,0,-1156244
38.30.01.02,2018,0,0,0
38.30.01.03,2013,30037000,0,0
38.30.01.03,2014,56991000,0,0
38.30.01.03,2015,20541000,0,0
38.30.01.03,2016,75000000,1363000,0
38.30.01.03,2017,0,0,0
38.30.01.03,2018,0,0,0
38.30.01.04,2013,2900000,90000,0
38.30.01.04,2014,2500000,0,0
38.30.01.04,2015,0,0,0
38.30.01.04,2016,0,0,0
38.30.01.05,2013,29000000,32205000,31607000
38.30.01.05,2014,29500000,31220000,29500000
38.30.01.05,2015,33160000,33898000,33898000
38.30.01.05,2016,34260000,42260000,42260000
38.30.01.05,2017,56775000,33500000,33613599
38.30.01.05,2018,59326000,46000000,47712790
38.30.01.05,2019,56806000,56069000,55135087
38.30.01.05,2020,,50350000,49213552
38.30.01.05,2021,54000000,53511000,49994350
38.30.01.05,2022,57000000,54548000,50370128
38.30.01.05,2023,58000000,59000000,54935465
38.30.01.05,2024,59500000,62707000,60044746
38.30.01.05,2025,64000000,66240000,64171687
38.30.01.05,2026,73600000,73600000,
38.30.01.07,2013,0,0,0
38.30.01.07,2014,0,0,0
38.30.01.07,2015,0,0,0
38.30.01.07,2016,0,0,0
38.30.01.07,2017,0,0,0
38.30.01.07,2018,0,0,0
38.30.01.08,2013,202958000,31000000,23728578
38.30.01.08,2014,42450000,35567000,35410978
38.30.01.08,2015,36000000,36000000,30143318
38.30.01.08,2016,43000000,23937000,21586444
38.30.01.08,2017,39709000,11583000,14627327
38.30.01.08,2018,43971000,12032000,12031726
38.30.01.08,2019,35000000,17640000,17639589
38.30.01.08,2020,,10033000,8385175
38.30.01.08,2021,13212000,4001000,4001414
38.30.01.08,2022,9320000,0,0
38.30.01.08,2023,5000000,0,0
38.30.01.08,2024,0,0,0
38.30.01.08,2025,0,0,0
38.30.01.09,2013,0,0,0
38.30.01.09,2014,0,0,0
38.30.01.09,2015,0,0,0
38.30.01.10,2013,-3723000,-3723000,-3714000
38.30.01.10,2014,-4025000,-4025000,-3050000
38.30.01.10,2015,-7993000,-7993000,-7993000
38.30.01.10,2016,-3950000,-3785000,-3784247
38.30.01.10,2017,-3950000,-3050000,-3050000
38.30.01.10,2018,-3950000,-3050000,-3050000
38.30.01.10,2019,-3050000,-3086000,-3086000
38.30.01.10,2020,,0,0
38.30.01.10,2021,0,0,0
38.30.01.11,2013,0,-600000,-600000
38.30.01.11,2014,0,-610000,-610000
38.30.01.11,2015,0,0,0
38.30.01.11,2016,0,0,0
38.30.01.12,2013,0,0,-1175135
38.30.01.12,2014,0,0,-11200000
38.30.01.12,2015,0,0,-4222024
38.30.01.12,2016,0,0,-4674926
38.30.01.12,2017,0,0,0
38.30.01.12,2018,0,0,0
38.30.01.13,2013,0,0,0
38.30.01.13,2014,0,0,0
38.30.01.13,2015,0,0,0
38.30.01.13,2016,0,0,0
38.30.01.14,2016,-900000,-734000,-733900
38.30.01.14,2017,-1510000,-610000,-610000
38.30.01.14,2018,-1510000,-610000,-610000
38.30.01.14,2019,-610000,-774000,-761757
38.30.01.14,2020,,0,0
38.30.01.14,2021,0,0,0
38.30.01.20,2017,0,0,-1427199
38.30.01.20,2018,0,0,-3913553
38.30.01.20,2019,0,0,-8208508
38.30.01.20,2020,,0,-3834041
38.30.01.20,2021,0,0,-1839309
38.30.01.20,2022,0,0,-2101533
38.30.01.20,2023,0,0,-1484188
38.30.01.20,2024,0,0,-999974
38.30.01.20,2025,0,0,-2017655
38.30.01.20,2026,0,0,
38.30.01.21,2017,36350000,51659000,41616334
38.30.01.21,2018,36350000,54000000,43521567
38.30.01.21,2019,41350000,53582000,46581130
38.30.01.21,2020,,60000000,48372769
38.30.01.21,2021,47353000,52357000,39715738
38.30.01.21,2022,46500000,60882000,40425479
38.30.01.21,2023,45911000,65047000,49595239
38.30.01.21,2024,45910000,59948000,50462616
38.30.01.21,2025,50740000,60327000,49357189
38.30.01.21,2026,52240000,52240000,
38.30.01.22,2017,716000,716000,0
38.30.01.22,2018,1303000,0,0
38.30.01.22,2019,3294000,0,0
38.30.01.22,2020,,0,0
38.30.01.22,2021,0,0,0
38.30.01.23,2019,0,0,0
38.30.01.23,2020,,0,0
38.30.01.91,2016,0,5273000,1019528
38.30.01.91,2017,30760000,23541000,14869624
38.30.01.91,2018,40260000,47957000,24885187
38.30.01.91,2019,32246000,58733000,44735942
38.30.01.91,2020,,31228000,17211498
38.30.01.91,2021,31382000,49658000,27685073
38.30.01.91,2022,31390000,52861000,25366318
38.30.01.91,2023,29010000,54137000,31773617
38.30.01.91,2024,27360000,47720000,30527622
38.30.01.91,2025,30700000,50629000,28911161
38.30.01.91,2026,40260000,40260000,
38.30.01.92,2019,1932000,0,0
38.30.01.92,2020,,0,0
38.30.01.92,2021,0,0,0
38.30.01.92,2022,0,0,0
38.30.01.92,2023,0,0,0
38.30.01.92,2024,0,0,0
38.30.01.93,2019,342000,0,0
38.30.01.93,2020,,0,0
38.30.01.93,2021,0,0,0
38.30.01.93,2022,0,0,0
38.30.01.93,2023,0,0,0
38.30.01.93,2024,0,0,0
38.30.01.94,2019,66000,0,0
38.30.01.94,2020,,0,0
38.30.01.94,2021,0,0,0
38.30.01.94,2022,0,0,0
38.30.01.94,2023,0,0,0
38.30.01.94,2024,0,0,0
38.30.01.95,2019,251000,0,0
38.30.01.95,2020,,0,0
38.30.01.95,2021,0,0,0
38.30.01.95,2022,0,0,0
38.30.01.95,2023,0,0,0
38.30.01.95,2024,0,0,0
38.30.01.96,2019,3014000,3995000,3997963
38.30.01.96,2020,,4023000,4022608
38.30.01.96,2021,4025000,4266000,4196528
38.30.01.96,2022,4009000,4403000,4373555
38.30.01.96,2023,4133000,4612000,4582850
38.30.01.96,2024,4700000,4700000,4876917
38.30.01.96,2025,4560000,4760000,4723943
38.30.01.96,2026,0,0,
38.30.01.97,2020,,0,-349087
38.30.01.97,2021,0,0,-1470348
38.30.01.97,2022,0,0,-6451662
38.30.01.97,2023,0,0,-1324743
38.30.01.97,2024,0,0,0
38.30.01.97,2025,0,0,-6503740
38.30.01.97,2026,0,0,
38.30.01.98,2020,,0,237607
38.30.01.98,2021,0,0,1462714
38.30.01.98,2022,0,16000,6444269
38.30.01.98,2023,0,0,1332407
38.30.01.98,2024,0,0,59349
38.30.01.98,2025,0,0,6595477
38.30.01.98,2026,0,0,
38.30.02.01,2013,126000000,142000000,130725343
38.30.02.01,2014,130000000,148563000,112254447
38.30.02.01,2015,125000000,145945000,139640553
38.30.02.01,2016,115000000,149489000,148852564
38.30.02.01,2017,130000000,221665000,333156969
38.30.02.01,2018,176000000,204450000,335109271
38.30.02.01,2019,127000000,273500000,403336312
38.30.02.01,2020,,190400000,328226996
38.30.02.01,2021,114915000,73389000,154643759
38.30.02.01,2022,129681000,136562000,199644562
38.30.02.01,2023,131855000,130445000,209654095
38.30.02.01,2024,110626000,122953000,230633319
38.30.02.01,2025,160812000,183450000,215516086
38.30.02.01,2026,172634000,172634000,
38.30.02.02,2013,135000000,184226000,182192095
38.30.02.02,2014,140000000,189393000,145753554
38.30.02.02,2015,165250000,143616000,143256863
38.30.02.02,2016,150000000,193591000,195080082
38.30.02.02,2017,154000000,188500000,191617765
38.30.02.02,2018,171000000,205000000,206415249
38.30.02.02,2019,72000000,139000000,210286640
38.30.02.02,2020,,195000000,277301394
38.30.02.02,2021,124240000,137990000,232995204
38.30.02.02,2022,205965000,192466000,309736918
38.30.02.02,2023,209416000,220783000,369587166
38.30.02.02,2024,175700000,203602000,400749608
38.30.02.02,2025,272700000,288035000,374446227
38.30.02.02,2026,256700000,256700000,
38.30.02.03,2013,35000000,35000000,32327891
38.30.02.03,2014,103535000,58166000,40683437
38.30.02.03,2015,50000000,45308000,41175828
38.30.02.03,2016,45000000,42000000,39481330
38.30.02.03,2017,44000000,37000000,37396347
38.30.02.03,2018,43000000,48000000,45593972
38.30.02.03,2019,29000000,36500000,36078049
38.30.02.03,2020,,17000000,16662503
38.30.02.03,2021,0,0,0
38.30.02.03,2022,0,0,0
38.30.02.04,2013,5503000,5503000,4118400
38.30.02.04,2014,5503000,6859000,4515940
38.30.02.04,2015,6000000,7320000,4516122
38.30.02.04,2016,6000000,6200000,6172752
38.30.02.04,2017,6000000,4300000,4301015
38.30.02.04,2018,6000000,3000000,2223208
38.30.02.04,2019,4000000,2000000,1699139
38.30.02.04,2020,,2238000,137570
38.30.02.04,2021,0,0,0
38.30.02.04,2022,0,0,0
38.30.02.05,2013,11000000,12000000,11079044
38.30.02.05,2014,11000000,19903000,11217688
38.30.02.05,2015,15000000,16598000,14092960
38.30.02.05,2016,15000000,15500000,15264929
38.30.02.05,2017,11000000,10500000,10252496
38.30.02.05,2018,11000000,11500000,11470697
38.30.02.05,2019,9000000,9700000,9566688
38.30.02.05,2020,,0,0
38.30.02.05,2021,0,0,0
38.30.02.06,2013,0,0,340715
38.30.02.06,2014,0,0,0
38.30.02.06,2015,0,0,0
38.30.02.06,2016,0,0,0
38.30.02.08,2013,8000000,4000000,0
38.30.02.08,2014,20000000,12000000,12000000
38.30.02.08,2015,15200000,12200000,7594701
38.30.02.08,2016,15200000,13500000,11412497
38.30.02.08,2017,0,0,0
38.30.02.08,2018,0,0,0
38.30.02.09,2013,9000000,10750000,3834186
38.30.02.09,2014,13500000,12883000,7488460
38.30.02.09,2015,4000000,9341000,7061566
38.30.02.09,2016,4500000,6000000,5966422
38.30.02.09,2017,0,0,0
38.30.02.09,2018,0,0,0
38.30.02.10,2013,0,0,0
38.30.02.10,2014,0,0,0
38.30.02.12,2013,0,0,0
38.30.02.12,2014,0,0,0
38.30.02.14,2013,49273000,39273000,30258559
38.30.02.14,2014,70000000,70834000,64981464
