code,title,office,verdict,reason
26.99,חשבון מעבר,המשרד להגנת הסביבה,ambiguous,Clearing account
34.01,תחום פעולה כללי,משרד האנרגיה והמים,ambiguous,Generic administrative container
34.02,מטה משרד התשתיות,משרד האנרגיה והמים,ambiguous,Ministry staff
34.04,מחשוב המשרד,משרד האנרגיה והמים,drop,Ministry computerization
34.05,הערכות לגז טבעי,משרד התשתיות הלאומיות,drop,Natural gas preparations
34.06,מינהל המחקר למדעי,משרד האנרגיה והמים,ambiguous,Research administration for sciences
34.07,סיירת ירוקה,משרד התשתיות הלאומיות,drop,Environmental enforcement
34.08,מנהלת ההקמה של צנרת,משרד התשתיות הלאומיות,drop,Pipeline establishment
34.10,רשויות פיתוח אזוריות,משרד התשתיות הלאומיות,ambiguous,Regional development authorities
34.11,מחקר ופיתוח באנרגיה,משרד האנרגיה והמים,keep,Research and development in energy
34.12,יעול השימוש באנרגיה,משרד האנרגיה והמים,keep,Energy efficiency
34.13,פעולות מידע,משרד האנרגיה והמים,ambiguous,Information activities
34.14,פעולות פיקוח במשק הדלק,משרד האנרגיה והמים,drop,Fuel market supervision
34.16,פיתוח מערכת החשמל,משרד התשתיות הלאומיות,keep,Electricity system development
34.17,מחקר ופיתוח תשתית,משרד האנרגיה והמים,ambiguous,Infrastructure research and development
34.18,רזרבה להתייקרויות,משרד האנרגיה והמים,ambiguous,Reserve for price increases
34.20,רשות ממשלתית למים,משרד התשתיות הלאומיות,drop,Water authority
34.21,פעולות משק המים,משרד התשתיות הלאומיות,drop,Water economy activities
34.22,היחידה לקידום מפעלי,משרד התשתיות הלאומיות,ambiguous,Unit for promoting enterprises
34.23,המינהל לתשתיות ביוב,משרד התשתיות הלאומיות,drop,Sewage infrastructure
34.24,רזרבה למשק המים,משרד התשתיות הלאומיות,drop,Water economy reserve
34.30,מטה המשרד,משרד האנרגיה,ambiguous,Ministry staff
34.31,מכון גיאולוגי,משרד האנרגיה,ambiguous,Geological Institute
34.32,רזרבות,משרד האנרגיה,ambiguous,Reserves
34.33,משאבי מים,משרד האנרגיה,drop,Water resources
34.99,חשבון מעבר,משרד האנרגיה,ambiguous,Clearing account
35.01,הועדה לאנרגיה אטומית,הועדה לאנרגיה אטומית,drop,Atomic energy
38.01,פתוח שוקים ליצוא,תמיכות בענפי המשק,ambiguous,Export market development
38.02,מחקר ופיתוח תעשייתי,תמיכות בענפי המשק,ambiguous,Industrial research and development
38.03,הטבות לעידוד השקעות הון,תמיכות בענפי המשק,ambiguous,Capital investment incentives
38.04,פעולות שונות לפיתוח,תמיכות בענפי המשק,ambiguous,Various development activities
38.05,ביטוח סיכוני סחר חוץ,תמיכות בענפי המשק,drop,Foreign trade risk insurance
38.07,תמיכות בגופים המקדמים,תמיכות בענפי המשק,ambiguous,Support for promoting bodies
38.08,פעולות מנהל סחר חוץ,תמיכות בענפי המשק,drop,Foreign trade administration
38.09,תקינה,תמיכות בענפי המשק,ambiguous,Standardization
38.10,ה.מ. חזוק הצפון והדרום,תמיכות בענפי המשק,drop,Strengthening North and South
38.11,עידוד הסרט,תמיכות בענפי המשק,drop,Film encouragement
38.12,עידוד עסקים קטנים,תמיכות בענפי המשק,ambiguous,Small business encouragement
38.13,תמיכה בתעשייה,תמיכות בענפי המשק,ambiguous,Industry support
38.14,תקציב להערכות התעשייה,תמיכות בענפי המשק,ambiguous,Budget for industry assessments
38.15,מימוש ערבויות שלא,תמיכות בענפי המשק,drop,Financial guarantees
38.16,צרכנות,תמיכות בענפי המשק,drop,Consumerism
38.17,עתודות התעשייה,תמיכות בענפי המשק,ambiguous,Industry reserves
38.18,אפוטרופוס כללי,תמיכות בענפי המשק,drop,Public Guardian
38.19,הטבות לעידוד השקעות,תמיכות בענפי המשק,ambiguous,Investment incentives
38.20,רזרבות,תמיכות בענפי המשק,ambiguous,Reserves
38.21,השתתפויות,תמיכות בענפי המשק,ambiguous,Participations
38.22,תמיכה בנגב,תמיכות בענפי המשק,ambiguous,Support for Negev
38.23,רזרבות מיוחדות,תמיכות בענפי המשק,ambiguous,Special reserves
38.30,המדען הראשי,כלכלה ותעשייה,ambiguous,Chief Scientist
38.40,עידוד המגזר העסקי,כלכלה ותעשייה,ambiguous,Encouragement of business sector
38.50,תמיכות בגופים ציבוריים,תמיכות בענפי המשק,ambiguous,Support for public bodies
38.60,מלאי חירום,תמיכות בענפי המשק,drop,Emergency stock
38.70,שכר ותפעול המשרד,כלכלה ותעשייה,ambiguous,Ministry salaries and operations
38.80,רזרבה,כלכלה ותעשייה,ambiguous,Reserve
38.90,רשות הרגולציה,כלכלה ותעשייה,ambiguous,Regulatory Authority
38.99,חשבון מעבר,כלכלה ותעשייה,ambiguous,Clearing account
76.01,פיתוח התעשייה,תעשיה,ambiguous,Industry development
76.02,מפעלים במצוקה,תעשיה,drop,Distressed factories
76.03,רזרבה להוצאות ביטחון,תעשיה,drop,Security expenses reserve
76.04,תכנית הדרום,תעשיה,drop,Southern plan
76.10,השקעה בפיתוח תשתיות,תעשייה,ambiguous,Investment in infrastructure development
76.80,רזרבה,תעשייה,ambiguous,Reserve
83.01,הלוואות לעובדים,הוצאות פיתוח אחרות,drop,Loans to employees
83.02,פיתוח משרד האוצר,הוצאות פיתוח אחרות,ambiguous,Ministry of Finance development
83.03,פיתוח משרד ראש,הוצאות פיתוח אחרות,ambiguous,Prime Minister's Office development
83.04,פרוייקטי פיתוח,הוצאות פיתוח אחרות,ambiguous,Development projects
83.05,השקעות בטכנולוגיות,הוצאות פיתוח אחרות,ambiguous,Investments in technologies
83.06,השקעות,הוצאות פיתוח אחרות,ambiguous,Investments
83.07,מימון תוכניות הבראה,הוצאות פיתוח אחרות,ambiguous,Funding recovery programs
83.08,פרויקטי משרד הביטחון,הוצאות פיתוח אחרות,drop,Defense projects
83.11,"פיתוח נציגויות בחו""ל",הוצאות פיתוח אחרות,drop,Overseas missions development
83.12,הלוואות לעולים,הוצאות פיתוח אחרות,drop,Loans to immigrants
89.01,המדפיס הממשלתי,"מפעלי משרד ראה""מ והאוצר",drop,Government Printer
89.02,לשכת הפרסום הממשלתית,"מפעלי משרד ראה""מ והאוצר",drop,Government Advertising Agency
89.03,המדפיס הממשלתי,מפעלי משרד ראש הממשלה,drop,Government Printer
89.04,רזרבות להתייקרויות,מפעלי משרד ראש הממשלה,ambiguous,Reserves for price increases
89.10,לשכת פרסום ממשלתית,מפעלי משרד ראש הממשלה,drop,Government Advertising Agency
89.50,רזרבה,מפעלי משרד ראש הממשלה,ambiguous,Reserve
89.69,חשבון מעבר,"מפעלי משרד ראה""מ והאוצר",ambiguous,Clearing account
89.72,מכירות,מפעלי משרד ראש הממשלה,drop,Sales
89.73,הגדלת מלאי מורשה,מפעלי משרד ראש הממשלה,drop,Authorized stock increase
89.74,הכנסות מריבית,מפעלי משרד ראש הממשלה,drop,Interest income
89.75,הכנסות שונות,מפעלי משרד ראש הממשלה,drop,Various income
89.76,סגירת חייבים,מפעלי משרד ראש הממשלה,drop,Closing debtors
89.80,הון חוזר,מפעלי משרד ראש הממשלה,drop,Working capital
89.89,הכנסות המדפיס,"מפעלי משרד ראה""מ והאוצר",drop,Income from printing operations.
89.90,הכנסות לשכת הפרסום,"מפעלי משרד ראה""מ והאוצר",drop,Income from advertising bureau operations.
89.99,כיסוי גירעון המדפיס,"מפעלי משרד ראה""מ והאוצר",drop,Covering deficit of printing operations.
