code,title,office,program,economic_class_primary,counts_in_total,item_url
34.11.01.01,סקרים ומענקי מחקר,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/229110399edd
34.11.01.02,מענקים להדגמת טכנולוגיות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/54ee64764692
34.11.01.03,"השתתפות משרד התמ""ת",משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/d3637f8d224d
34.11.01.04,מחקרים במימון בינלאומי,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/4b03ab005c5c
34.11.01.05,סקרים ומענקי מחקר,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/1430435c82e3
34.11.01.06,הקמת מתקני חלוץ,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/4f5821076088
34.11.01.07,תשלום חוב לסולמת,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,yes,https://next.obudget.org/i/733915a2ed90
34.11.01.08,השתתפות במשק המים,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/8dd729136dd0
34.11.01.09,השתתפות בשרות המטאורולוגי,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/f55485556bb8
34.11.01.10,רזרבה לסקרים ומענקים,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/438af632ef5c
34.11.01.11,השתתפות המשרד לאיכות הסביבה,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/4d7bf807d92c
34.11.01.12,השתתפות במשרד התחבורה,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/aa62da2f56c4
34.11.01.13,השתתפות במשרד החקלאות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/87f4b436d394
34.11.01.14,השתתפות משרד התחבורה,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/c830e80049d0
34.11.01.15,רכישת ציוד מחקר חיוני,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,yes,https://next.obudget.org/i/60be0e21f9ab
34.11.01.16,הכנסות ממכירת מחקרים,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,הכנסות מיועדות,no,https://next.obudget.org/i/a9fee7d64eeb
34.11.01.20,חברות באירגונים בינלאומיים בנושאי מחקר ופיתוח,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,קניות,yes,https://next.obudget.org/i/1c9515971a43
34.11.01.21,"סקרים, מחקר ויעוץ בשימור אנרגיה",משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,yes,https://next.obudget.org/i/371a51d22761
34.11.01.22,מחקרים באנרגיות מתחדשות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,yes,https://next.obudget.org/i/6d92ffa7f04a
34.11.01.23,הכנסות למחקרים,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,הכנסות מיועדות,no,https://next.obudget.org/i/e7d8df5ba07f
34.11.01.95,רזרבה להתייקרויות כללית,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,רזרבות,no,https://next.obudget.org/i/b72bb7e1f79b
34.12.01.01,מענקים לחסכון באנרגיה,משרד התשתיות הלאומיות,עידוד חסכון באנרגיה,העברות,yes,https://next.obudget.org/i/17bfd2596627
34.12.02.01,יחידה לשימור אנרגיה במרכז הבניה,משרד התשתיות הלאומיות,רפרנטורה טכנית,קניות,yes,https://next.obudget.org/i/0cc3b114aad7
34.12.03.01,סקרים ומחקרים בנושא יעילות השימוש באנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/5d34ce594cd7
34.12.03.02,מענקים להדגמת טכנולוגיות להתיעלות באנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,yes,https://next.obudget.org/i/14e5791756f9
34.12.03.03,רזרבה לפעילות שימור אנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/419f2fcdd626
34.12.03.04,קידום פעילות סוכני שימור אנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,yes,https://next.obudget.org/i/338220c6847f
34.12.03.05,קידום פרויקטים זעירים להתייעלות אנרגטית,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,yes,https://next.obudget.org/i/f524392caf5d
34.12.03.08,פעולות הדרכה והסברה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/bb75bbd2d20b
34.12.03.09,"ייעוץ וחוו""ד מומחים",משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/35f6cbb4aab9
34.12.03.12,השתתפות במשרד החינוך,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות  פנים תקציביות,no,https://next.obudget.org/i/31b48819040a
34.12.03.21,יעול השימוש באנרגיה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/91b84b436a8a
34.12.03.22,פעולות כלליות בשימור אנרגיה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/b45cab05d466
34.12.03.24,"תקינה, אכיפה וסקרי אנרגיה",משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/1626a3192e2f
34.12.03.26,התייעלות במגזר הביתי,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/8a6402f14bd8
34.12.03.27,פעולות לחינוך והסברה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,yes,https://next.obudget.org/i/570d64f8fd09
34.13.01.22,קמפיין התייעלות אנרגטית,משרד התשתיות הלאומיות,יצירת מידע והפצתו,קניות,yes,https://next.obudget.org/i/ef465822218e
34.13.01.23,כנס אנרגיות מתחדשות,משרד התשתיות הלאומיות,יצירת מידע והפצתו,קניות,yes,https://next.obudget.org/i/05be5f5beaa5
34.30.03.01,פעולות התייעלות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/3679a64d9444
34.30.03.02,"שימור אנרגיה - תקינה, אכיפה וסקרים",משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/81322784e047
34.30.03.03,התייעלות אנרגטית – הרשאה,משרד האנרגיה,יחידות מקצועיות,העברות,yes,https://next.obudget.org/i/d46c1c1da51f
34.30.03.04,שימור אנרגיה - חינוך והסברה,משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/e98a1eab5739
34.30.03.24,עמדות טעינה לרכבים חשמליים,משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/c60bce61ded1
34.30.03.27,ערבויות להתעיילות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/dca0202ffa01
34.30.03.31,ערבויות להתייעלות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/52e9d6cb2ad3
34.30.03.35,השתתפויות התייעלות אנרגטית ואנרגיה נקיה - פרויקטים במשרדי ממשלה,משרד האנרגיה,יחידות מקצועיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/e6c50e77b9f9
34.30.03.37,העברות התייעלות אנרגטית ואנרגיה נקיה - פרויקטים במשרדי ממשלה,משרד האנרגיה,יחידות מקצועיות,קניות,yes,https://next.obudget.org/i/c6b5d5d49a75
34.30.03.44,תמיכה ברשויות מקומיות – אנרגיה מקיימת,משרד האנרגיה,יחידות מקצועיות,העברות,yes,https://next.obudget.org/i/4ca0b59519b4
34.30.03.46,תמיכה ברשויות מקומיות – אנרגיה מקיימת (החלטת ממשלה 550),משרד האנרגיה,יחידות מקצועיות,העברות,yes,https://next.obudget.org/i/9f5e4158db87
34.30.03.51,פרויקטי פסולת - מדען ראשי,משרד האנרגיה,יחידות מקצועיות,העברות,yes,https://next.obudget.org/i/51be6c03d15f
34.30.03.52,פרויקטים בתחום המימן,משרד האנרגיה,יחידות מקצועיות,העברות,yes,https://next.obudget.org/i/df535c74f408
34.30.03.54,תמיכה באנרגיה מתחדשת (הקרן לאזרחי ישראל),משרד האנרגיה,יחידות מקצועיות,העברות,yes,https://next.obudget.org/i/10297b8e5e5f
38.02.02.11,עידוד השקעות בתחליפי נפט לתחבורה,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,yes,https://next.obudget.org/i/0d849be98179
38.02.02.13,חממה לאנרגיות מתחדשות באח 3954,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,yes,https://next.obudget.org/i/9807b693561c
38.02.02.17,תחליפי נפט לתחבורה - קרן לאומית,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,yes,https://next.obudget.org/i/4836d86ad34d
38.02.02.23,השתתפות במשרד התשתיות עבור אנרגיה מתחדשת - ה.מ. 3954,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות  פנים תקציביות,no,https://next.obudget.org/i/419ceebf72f0
38.10.02.09,מכון לאנרגיה מתחדשת,תמיכות בענפי המשק,תכנית הדרום,העברות,yes,https://next.obudget.org/i/96d9f0dc2ccc
38.19.03.01,מסלול להפחתת פליטות גזי חממה,תמיכות בענפי המשק,מסלול להפחתת פליטות,העברות,yes,https://next.obudget.org/i/e5097a5085d9
38.19.03.02,מסלול חיבור מפעלים לגז טבעי,תמיכות בענפי המשק,מסלול להפחתת פליטות,העברות,yes,https://next.obudget.org/i/3b54b483be48
38.30.01.01,קרן למחקר ופיתוח תעשייתיים,תמיכות בענפי המשק,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/90c6fb1ae16c
38.30.01.02,הכנסות מתמלוגים והחזרים,תמיכות בענפי המשק,הפעלת הרשות לחדשנות,הכנסות מיועדות,no,https://next.obudget.org/i/eb191b83b0bf
38.30.01.03,"עתודה להתאמת תקציבי פרוייקטים במו""פ",תמיכות בענפי המשק,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/8a2644686682
38.30.01.04,השתתפות במשרד הבריאות,תמיכות בענפי המשק,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/8cc66377270f
38.30.01.05,שכר הרשות לחדשנות,כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/f907b6cabb06
38.30.01.07,"מרכז מו""פ לחברה רב לאומית",תמיכות בענפי המשק,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/d1dd88f70d35
38.30.01.08,קרן ביוטכנולוגיה וקרנות אחרות,כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/36209ec9f3c0
38.30.01.09,עתודה להרשאת מדען ראשי,תמיכות בענפי המשק,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/74e9481bbd29
38.30.01.10,"השתתפות ותת - הסכם מו""פ",כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות  פנים תקציביות,no,https://next.obudget.org/i/e249afb85d95
38.30.01.11,"השתתפות מדע - יישום הסכם מו""פ",תמיכות בענפי המשק,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/60944787b12c
38.30.01.12,הכנסות מהאיחוד האירופי,תמיכות בענפי המשק,הפעלת הרשות לחדשנות,הכנסות מיועדות,no,https://next.obudget.org/i/00500b389187
38.30.01.13,עידוד השקעות מוסדיים בהייטק,תמיכות בענפי המשק,מענקי מחקר ופיתוח,קניות,yes,https://next.obudget.org/i/572933e05ccc
38.30.01.14,השתתפות משרדים,כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות  פנים תקציביות,no,https://next.obudget.org/i/291ba7a84365
38.30.01.20,הכנסות הרשות,כלכלה ותעשייה,הפעלת הרשות לחדשנות,הכנסות  מיועדות,no,https://next.obudget.org/i/894459b9f5ee
38.30.01.21,ביקורת פרוייקטים,כלכלה ותעשייה,הפעלת הרשות לחדשנות,קניות,yes,https://next.obudget.org/i/90883ea14a4d
38.30.01.22,רזרבה לתקציב התאמות,כלכלה ותעשייה,הפעלת הרשות לחדשנות,קניות,yes,https://next.obudget.org/i/7fb876c094f3
38.30.01.23,1,כלכלה ותעשייה,הפעלת הרשות לחדשנות,קניות,yes,https://next.obudget.org/i/6da7dfe35fd2
38.30.01.91,תפעול הרשות הלאומית לחדשנות,כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/05a0e26c3f7d
38.30.01.92,שיא כוח אדם - עתודה לשינוי מבני,כלכלה ותעשייה,הפעלת הרשות לחדשנות,שכר,yes,https://next.obudget.org/i/1f665219946e
38.30.01.93,רכב - עתודה לשינוי מבני,כלכלה ותעשייה,הפעלת הרשות לחדשנות,שכר,yes,https://next.obudget.org/i/fe9475739df9
38.30.01.94,שעות נוספות - עתודה לשינוי מבני,כלכלה ותעשייה,הפעלת הרשות לחדשנות,שכר,yes,https://next.obudget.org/i/9e986ad80dc1
38.30.01.95,סטודנטים - עתודה לשינוי מבני,כלכלה ותעשייה,הפעלת הרשות לחדשנות,שכר,yes,https://next.obudget.org/i/9740a872e974
38.30.01.96,השתתפות בשכר דירה,כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות  פנים תקציביות,no,https://next.obudget.org/i/46fd2dfdb26e
38.30.01.97,הכנסות מפרוייקטים מופ אירופי,כלכלה ותעשייה,הפעלת הרשות לחדשנות,הכנסות  מיועדות,no,https://next.obudget.org/i/aac77b607694
38.30.01.98,פרויקטים מופ אירופי,כלכלה ותעשייה,הפעלת הרשות לחדשנות,העברות,yes,https://next.obudget.org/i/f5ede46df71e
38.30.02.01,זירת הזנק,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/6b67e620a0c5
38.30.02.02,זירת תשתיות טכנולוגיות,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/beab2af8c354
38.30.02.03,קידום מחקר יישומי נבחר,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/1b9cb3d7ef01
38.30.02.04,מרכז לאנרגיה מתחדשת,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/b2351eb3d641
38.30.02.05,מסלול תנופה,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/e1e1a63f1d33
38.30.02.06,"מו""פ עסקי בחקלאות",תמיכות בענפי המשק,"מענקי מו""פ לשלבים",העברות,yes,https://next.obudget.org/i/3ff6aff5af45
38.30.02.08,עידוד השקעות הון סיכון בתחליפי נפט לתחבורה,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,yes,https://next.obudget.org/i/2745206bb320
38.30.02.09,תחליפי נפט לתחבורה- קרן לאומית,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,yes,https://next.obudget.org/i/6d546bb90bb3
38.30.02.10,תחליפי נפט לתחבורה- קרן בין לאומית,תמיכות בענפי המשק,"מענקי מו""פ לשלבים",העברות,yes,https://next.obudget.org/i/b7d05a9dac47
38.30.02.12,קרן ביו-טכנולוגיה,תמיכות בענפי המשק,"מענקי מו""פ לשלבים",העברות,yes,https://next.obudget.org/i/612e12ae3d18
38.30.02.14,חברות הזנק,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,yes,https://next.obudget.org/i/893b7b9d9512
38.30.02.15,"מימ""ד- מו""פ דואלי",כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/0e8e50893300
38.30.02.16,זירת חברתי ציבורי,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/8386adb7e96a
38.30.02.17,השתתפות משרד החקלאות,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/3ed0e18c6edc
38.30.02.18,חממה עסקית בחיפה,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/d63744806b73
38.30.02.19,חממות תעשיתיות בנגב,תמיכות בענפי המשק,מענקי מחק ופיתוח,קניות,yes,https://next.obudget.org/i/533251040ed5
38.30.02.20,"הכנסות מתכנית ""תנופה""",תמיכות בענפי המשק,"מענקי מו""פ לשלבים",הכנסות מיועדות,no,https://next.obudget.org/i/5c8d9de4b51d
38.30.02.21,השתתפות משרד הביטחון,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/0503f6611add
38.30.02.22,חדשנות במגזר הציבורי,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/acb85f2b7a85
38.30.02.23,השתתפות משרד החוץ,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/42ec4f6ff146
38.30.02.24,זירת צמיחה,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/182435554ad6
38.30.02.25,הכנסות מתמלוגים והחזרים,כלכלה ותעשייה,מענקי מחקר ופיתוח,הכנסות  מיועדות,no,https://next.obudget.org/i/f58a7182ad8d
38.30.02.26,חרבות ברזל מסלול מהיר,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/eb91fae8dd0d
38.30.02.27,תקצוב המסלול המהיר,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/17c2e2cbabda
38.30.02.28,מכון מחקר ביוטכנולוגי,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/8ca71416846f
38.30.02.29,השתתפות ותת במכון מחקר,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/d50a83c1bbbd
38.30.02.30,השתתפות הרשות במשרדים,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/43f38441ecbf
38.30.02.31,השתתפות בותת,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות  פנים תקציביות,no,https://next.obudget.org/i/5ab7457af9b4
38.30.02.32,זירת ייצור מתקדם,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/e28de904539b
38.30.02.33,"עתודה להתאמת תקציבי מו""פ",כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/d73ebd2f00e0
38.30.02.34,הכנסות מהאיחוד האירופי,כלכלה ותעשייה,מענקי מחקר ופיתוח,הכנסות  מיועדות,no,https://next.obudget.org/i/133278901c2d
38.30.02.35,עתודה להרשאה הרשות לחדשנות,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/5e101ac3e879
38.30.02.36,זירה בינלאומית,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,yes,https://next.obudget.org/i/32903d714804
38.30.02.37,הכנסות - הרשות לחדשנות,כלכלה ותעשייה,מענקי מחקר ופיתוח,הכנסות  מיועדות,no,https://next.obudget.org/i/87b90fdf2107
38.40.01.22,מסלול להתייעלות אנרגטית,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,yes,https://next.obudget.org/i/a8b721dfa074
38.40.01.30,מס פחמן מענקים,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,yes,https://next.obudget.org/i/1e76e8773fe9
38.40.02.30,מסלול להפחתת פליטות גזי חממה,תמיכות בענפי המשק,מסלולי תמיכה מינהליים,העברות,yes,https://next.obudget.org/i/8e0496e30db8
54.50.01.61,אנרגיה,רשויות פיקוח,מנהלת תקומה,קניות,yes,https://next.obudget.org/i/90ad8fdf1ac4
83.04.01.23,הוצאות מכרז אשלים,הוצאות פיתוח אחרות,השקעות שונות,השקעה,yes,https://next.obudget.org/i/684ff875b019
