code,title,program,reason
04.01.11.32,רזרבה לעמידה ביעד ההוצאה - חגיגות 60 למדינה,שירותים מרכזיים,"National celebrations reserve, not related to gifted youth."
04.01.11.33,השתתפות בביתן יהודי באושוויץ,שירותים מרכזיים,"Historical site, not related to gifted youth."
04.01.11.35,הרשאה - חגיגות 60 שנה למדינה,שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.36,השתתפות בלשכת הפרסום הממשלתית במסגרת חגיגות ה-60,שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.37,השתתפות במשרד הביטחון במסגרת חגיגות ה-60,שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.38,השתתפות במשרד החינוך במסגרת חגיגות ה-60 למדינה,שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.39,השתתפות במשרד התיירות- חגיגות ה- 60,שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.40,השתתפות במשרד התחבורה- חגיגות ה- 60,שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.41,"השתתפות במשרד המדע, התרבות והספורט- חגיגות ה- 60",שירותים מרכזיים,"National celebrations, not related to gifted youth."
04.01.11.42,"""שירותי כבאות אווירית""",שירותים מרכזיים,"Aerial firefighting, not related to gifted youth."
04.01.11.43,השתתפות משרד הקליטה,שירותים מרכזיים,"Ministry of Aliyah and Integration, not gifted youth."
04.01.11.44,השתתפות ברשות הטבע והגנים,שירותים מרכזיים,"Nature and Parks Authority, not related to gifted youth."
04.01.11.45,השתתפות במשרד לביטחון פנים,שירותים מרכזיים,"Public Security Ministry, not related to gifted youth."
04.01.11.46,השתתפות המשרד לענייני גימלאים,שירותים מרכזיים,"Ministry for Senior Citizens, not gifted youth."
04.01.11.47,תכנון מדיניות עבודת הממשלה,שירותים מרכזיים,"Government policy planning, not related to gifted youth."
04.01.11.48,השתתפות במשרד הפנים - תכניות עבודה,שירותים מרכזיים,"Ministry of Interior, not related to gifted youth."
04.01.11.49,השתתפות ברשות האוכלוסין,שירותים מרכזיים,"Population Authority, not related to gifted youth."
04.01.11.50,השתתפות ברשות הטבע והגנים,שירותים מרכזיים,"Nature and Parks Authority, not related to gifted youth."
04.01.11.51,השתתפות המשרד להגנת הסביבה,שירותים מרכזיים,"Environmental Protection Ministry, not related to gifted youth."
04.01.11.52,השתתפות בסעיף 54 - החלטת ממשלה 3367 - עידוד תרבות הפנאי והנופש,שירותים מרכזיים,"Leisure and recreation, not specific to gifted youth."
04.01.11.53,השתתפות במשרד התיירות - החלטת ממשלה 3368,שירותים מרכזיים,"Tourism Ministry, not related to gifted youth."
04.01.11.54,השתתפות במשרד הבינוי והשיכון - החלטת ממשלה 3855,שירותים מרכזיים,"Construction and Housing Ministry, not gifted youth."
04.01.11.55,מכירת שירותים למשרדי הממשלה,שירותים מרכזיים,"Generic inter-ministerial services, not gifted youth."
04.01.11.56,רכישת שירותים ממשרדי הממשלה,שירותים מרכזיים,"Generic inter-ministerial services, not gifted youth."
04.01.11.57,רזרבה להשתתפות בסעיף 54,שירותים מרכזיים,"Generic reserve, not related to gifted youth."
04.01.11.58,השתתפות במשרד הביטחון,שירותים מרכזיים,"Defense Ministry, not related to gifted youth."
04.01.11.59,חינוך בלתי פורמלי,שירותים מרכזיים,"Non-formal education is too broad, not specific to gifted youth."
04.01.11.60,"פרוייקט תמ""ר-מע' ממוחשבת לניהול תכניות עבודה",שירותים מרכזיים,"Computerized system, not related to gifted youth."
04.01.11.61,פעילות המטה הביומטרי,שירותים מרכזיים,"Biometric activity, not related to gifted youth."
04.01.11.95,רזרבה להתייקרויות כללית,שרותים מרכזיים,"Generic reserve, not related to gifted youth."
04.01.12.01,תכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,המינהלה לפרוייקטים,"Old City development, not related to gifted youth."
04.01.12.02,תכנית רב שנתית לעידוד הצמיחה בירושלים,המינהלה לפרוייקטים,"Jerusalem growth, not related to gifted youth."
04.01.12.03,טיפול נקודתי,המינהלה לפרוייקטים,"Generic treatment, not related to gifted youth."
04.01.12.04,תוכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,המינהלה לפרוייקטים,"Old City development, not related to gifted youth."
04.01.12.05,תחזוקת מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.06,תוכנית מרום,המינהלה לפרוייקטים,Project name unrelated to gifted youth.
04.01.12.07,רזרבה לתחזוקת הכותל,המינהלה לפרוייקטים,"Western Wall maintenance, not related to gifted youth."
04.01.12.08,פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.09,רזרבה לעמידה ביעד ההוצאה,המינהלה לפרוייקטים,"Generic reserve, not related to gifted youth."
04.01.12.10,השתתפות משרד הביטחון -  פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.11,השתתפות משרד החינוך - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.12,השתתפות משרד השיכון - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.13,השתתפות משרד התיירות - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.14,השתתפות משרד הפנים - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.15,השתתפות משרד התחבורה - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.16,השתתפות משרד לביטחון פנים - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.17,השתתפות מנהל מקרקעי ישראל - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.18,השתתפות משרד האוצר - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.19,תכנית רב שנתית לעידוד הצמיחה בירושלים (הרשאה להתחייב),המינהלה לפרוייקטים,"Jerusalem growth, not related to gifted youth."
04.01.12.20,יעודה לטיפול בילדים בסיכון,המינהלה לפרוייקטים,"Children at risk, not gifted youth."
04.01.12.21,יעודה לטיפול בתקיפה מינית וזנות,המינהלה לפרוייקטים,"Sexual assault and prostitution, not gifted youth."
04.01.12.22,פיתוח שער המוגרבים-רשות העתיקות,המינהלה לפרוייקטים,"Mughrabi Gate development, not related to gifted youth."
04.01.12.23,פיתוח שער המוגרבים,המינהלה לפרוייקטים,"Mughrabi Gate development, not related to gifted youth."
04.01.12.24,השתתפות משרד לביטחון פנים - פיתוח שער המוגרבים,המינהלה לפרוייקטים,"Mughrabi Gate development, not related to gifted youth."
04.01.12.25,"השתתפות במשרד התעשייה, המסחר והתעסוקה - ילדים בסיכון",המינהלה לפרוייקטים,"Children at risk, not gifted youth."
04.01.12.26,השתתפות במשרד הרווחה - ילדים בסיכון,המינהלה לפרוייקטים,"Children at risk, not gifted youth."
04.01.12.27,רזרבה לפרויקטים,המינהלה לפרוייקטים,"Generic projects reserve, not related to gifted youth."
04.01.12.28,השתתפות במשרד הבריאות,המינהלה לפרוייקטים,"Health Ministry, not related to gifted youth."
04.01.12.29,השתתפות מינהל מקרקעי ישראל - פיתוח שער המוגרבים,המינהלה לפרוייקטים,"Mughrabi Gate development, not related to gifted youth."
04.01.12.30,השתתפות בלשכת הפרסום הממשלתית,המינהלה לפרוייקטים,"Government advertising, not related to gifted youth."
04.01.12.31,רזרבה להשתתפויות,המינהלה לפרוייקטים,"Generic participation reserve, not related to gifted youth."
04.01.12.32,השתתפות משרד ראש הממשלה,המינהלה לפרוייקטים,"PM's Office participation, not related to gifted youth."
04.01.12.40,השתתפות משרד התיירות בפיתוח שער המוגרבים,המינהלה לפרוייקטים,"Mughrabi Gate development, not related to gifted youth."
04.01.12.45,תוכנית רב שנתית לפיתוח הגן העיר העתיקה והר הזיתים (הרשאה להתחייב),המינהלה לפרוייקטים,"Old City development, not related to gifted youth."
04.01.12.46,השתתפות במשרד הפנים,המינהלה לפרוייקטים,"Ministry of Interior, not related to gifted youth."
04.01.12.47,השתתפות במשרד החקלאות - חטיבה להתישבות,המינהלה לפרוייקטים,"Agriculture Ministry, not related to gifted youth."
04.01.12.48,פיתוח מנהרות הכותל (הרשאה להתחייב),המינהלה לפרוייקטים,"Western Wall Tunnels, not related to gifted youth."
04.01.12.49,השתתפות משרד החינוך,המינהלה לפרוייקטים,"Generic participation in Education Ministry, not specific to gifted youth."
04.01.12.50,הקמת גרעיני משימה עירוניים,המינהלה לפרוייקטים,"Urban mission cores, not specific to gifted youth."
04.01.12.60,רזרבה להתשתתפויות,המינהלה לפרוייקטים,"Generic participation reserve, not related to gifted youth."
04.01.12.61,תוכנית לעשייה ציונית,המינהלה לפרוייקטים,"Zionist action program, not related to gifted youth."
04.01.12.62,רזרבה לפעולות המשרד,המינהלה לפרוייקטים,"Generic ministry operations reserve, not gifted youth."
04.01.12.95,רזרבה להתייקוריות כללית,המינהלה לפרוייקטים,"Generic reserve, not related to gifted youth."
04.01.19.01,שיא כח אדם,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.02,עבודה בלתי צמיתה,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.03,עלויות פרישה,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.04,כוננויות,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.05,"השת, משרד הביטחון",אמרכלות,"Defense Ministry, not related to gifted youth."
04.01.19.06,"קניית שרותי כ""א",אמרכלות,"Generic HR services, not related to gifted youth."
04.01.19.07,"עב""צ - קשבים",אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.08,שעות נוספות,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.09,"נסיעות לחו""ל",אמרכלות,"Generic travel, not related to gifted youth."
04.01.19.10,תפעול ואחזקה,אמרכלות,"Generic operations and maintenance, not gifted youth."
04.01.19.11,הכנסות ממכירת מכרזים,אמרכלות,"Generic revenue, not related to gifted youth."
04.01.19.12,הכנסות ממכירת מכרזים,אמרכלות,"Generic revenue, not related to gifted youth."
04.01.19.13,תפעול,אמרכלות,"Generic operations, not related to gifted youth."
04.01.19.14,השתתפות באחזקת הקריה,אמרכלות,"Campus maintenance, not related to gifted youth."
04.01.19.15,השתתפות בשכר מתמחים,אמרכלות,"Generic intern salaries, not specific to gifted youth."
04.01.19.16,מתמחים,אמרכלות,"Generic interns, not specific to gifted youth."
04.01.19.19,הכנסה מההסתדרות הציונית,אמרכלות,"Zionist Organization income, not related to gifted youth."
04.01.19.20,"הפעלת בתי ספר בחב""מ",אמרכלות,"Operating schools is too generic, not specific to gifted youth."
04.01.19.30,אחזקה,אמרכלות,"Generic maintenance, not related to gifted youth."
04.01.19.31,שיפוץ מערכת חשמל,אמרכלות,"Electrical system renovation, not related to gifted youth."
04.01.19.32,דמי שמוש בנכסי מדינה,אמרכלות,"State property fees, not related to gifted youth."
04.01.19.33,מיסי ארנונה,אמרכלות,"Property taxes, not related to gifted youth."
04.01.19.34,שכר דירה,אמרכלות,"Generic rent, not related to gifted youth."
04.01.19.35,שיא כח אדם,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.36,עבודה ארעית,אמרכלות,"Generic temporary work, not related to gifted youth."
04.01.19.37,החזר הוצאות רכב,אמרכלות,"Generic vehicle expenses, not related to gifted youth."
04.01.19.38,שעות נוספות,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.39,עובדים לא משובצים - שיא כח אדם,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.40,עובדים לא משובצים - עבודה ארעית,אמרכלות,"Generic personnel line, not related to gifted youth."
04.01.19.41,רכישת רכבים,אמרכלות,"Vehicle purchase, not related to gifted youth."
04.01.19.42,שכר דירה,אמרכלות,"Generic rent, not related to gifted youth."
04.01.19.43,"תפעול, אחזקה, דואר טלפונים ומשלוחים",אמרכלות,"Generic operations and maintenance, not gifted youth."
04.01.19.44,דלק לרכב ממשלתי,אמרכלות,"Government vehicle fuel, not related to gifted youth."
04.01.19.45,אחזקת רכב ממשלתי,אמרכלות,"Government vehicle maintenance, not related to gifted youth."
04.01.19.46,הדרכת עובדים,אמרכלות,"Generic employee training, not specific to gifted youth."
04.01.19.47,שירותי ייעוץ,אמרכלות,"Generic consulting services, not related to gifted youth."
04.01.19.48,מיכון,אמרכלות,"Generic equipment, not related to gifted youth."
04.01.19.49,פעולות אבטחה ושמירה,אמרכלות,"Security activities, not related to gifted youth."
04.01.19.50,הדרכה והשתלמות,אמרכלות,"Generic training, not specific to gifted youth."
04.01.19.51,דואר טלפונים ומשלוחים,אמרכלות,"Generic communications, not related to gifted youth."
04.01.19.52,פעולות רווחה,אמרכלות,"Generic welfare activities, not specific to gifted youth."
04.01.19.53,הוצאות שמירה וביטחון,אמרכלות,"Security expenses, not related to gifted youth."
04.01.19.54,השתתפות נציבות שירות המדינה בתחזוקה,אמרכלות,"Civil Service Commission maintenance, not gifted youth."
04.01.19.55,הכנסות מתפעול,אמרכלות,"Generic operations income, not related to gifted youth."
04.01.19.56,העסקת עובדים זמניים,אמרכלות,"Generic temporary employee employment, not gifted youth."
04.01.19.57,הכנסות ממכונים,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.58,הכנסות ממכונים,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.59,פסקי דין,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.61,החזר הוצאות רכב,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.62,העסקת סטודנטים - קשבים,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.63,דלק לרכב ממשלתי,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.64,אחזקת רכב ממשלתי,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.65,נסיעות והובלה,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.66,רכישת רכב,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.67,רכישת כלי רכב ממשלתיים,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.68,השתתפות רשות החברות באחזקה,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.69,שעות נוספות-קשבים,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.70,השתתפות במשרד ראש הממשלה,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.71,השתתפות מנהלת שרותי דת,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.72,אבטחת הרבנות הראשית,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.75,"השתתפות משרד התמ""ת",אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.76,"השתתפות במשרד התמ""ת",אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.77,פרוייקט חירום השתתפות במשרד הביטחון,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.78,"שכר דירה - מל""ל",אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.90,השתתפות משרדים באחזקה,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.91,"השתתפות הנש""מ בדיור",אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.92,"השתתפות נש""מ באחזקה",אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.94,מחשוב יחידות המשרד,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.95,הכנסות ממכונים,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.96,הוצאות אירגוניות שונות,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.97,שכירת רכב,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.98,רזרבה להוצאות כח אדם,אמרכלות,"Ambiguous program, generic administrative title"
04.01.19.99,רזרבה משרדית,אמרכלות,"Ambiguous program, generic administrative title"
04.01.21.01,פעילות הועדה הבינמשרדית להערכות לרעידות אדמה,הוועדה הבינמשרדית,"Ambiguous program, not related to gifted youth"
04.01.21.02,שיא כוח אדם,הוועדה הבינמשרדית,"Ambiguous program, generic administrative title"
04.01.21.03,עבודה בלתי צמיתה,הוועדה הבינמשרדית,"Ambiguous program, generic administrative title"
04.01.21.04,החזר הוצאות רכב,הוועדה הבינמשרדית,"Ambiguous program, generic administrative title"
04.01.21.05,שעות נוספות,הוועדה הבינמשרדית,"Ambiguous program, generic administrative title"
04.01.21.06,רזרבה ליישום החלטת הממשלה 2699 מיום 9.1.2011,הוועדה הבינמשרדית,"Ambiguous program, generic administrative title"
04.01.21.10,השתתפות במשרדי הממשלה,הוועדה הבינמשרדית,"Ambiguous program, generic administrative title"
04.01.61.01,שכר עובדים,מחקרים שונים,"Ambiguous program, generic administrative title"
04.01.61.04,הוצאות מנהליות,מחקרים שונים,"Ambiguous program, generic administrative title"
04.01.61.05,מחקרים,מחקרים שונים,"Ambiguous program, generic administrative title"
04.01.61.06,השתתפות משרדי ממשלה בשכר,מחקרים שונים,"Ambiguous program, generic administrative title"
04.01.61.07,הכנסות מגורמי חוץ,מחקרים שונים,"Ambiguous program, generic administrative title"
04.01.61.08,השתתפות משרדי הממשלה בקניות,מחקרים שונים,"Ambiguous program, generic administrative title"
04.01.79.01,"העברה לבש""ן","תכנית בש""ן","Ambiguous program, generic administrative title"
04.01.79.02,"השתתפות תמ""ס","תכנית בש""ן","Ambiguous program, generic administrative title"
04.01.79.03,"רזרבה להתייקרות - תשלומי העברה לבש""ן","תכנית בש""ן","Ambiguous program, generic administrative title"
04.01.81.41,"עלם-עזרה לנוער במצוקה - ת""א",אפוטרופוס כללי,"Program dropped; title refers to youth in distress, not gifted"
04.01.82.02,השתתפות אפוטרופוס,מרכז תרבות עמים לנוער,"Ambiguous program, generic administrative title"
04.01.90.01,פעולות בעקבות המצב הבטחוני בצפון,פעולות בעקבות המצב,Program dropped; not related to gifted youth
04.01.92.01,משרד ראש הממשלה - מנהלת שיקום,משרד ראש הממשלה -,"Ambiguous program, generic administrative title"
04.01.92.02,השת' אפוטרופוס,משרד ראש הממשלה -,"Ambiguous program, generic administrative title"
04.01.99.01,"בית מוריה - זה""ב","בית מוריה ""זה""ב","Ambiguous program, generic administrative title"
04.01.99.02,השתת; אפוטרופוס,"בית מוריה ""זה""ב","Ambiguous program, generic administrative title"
04.01.99.03,ערית מעלה אדומים,"בית מוריה ""זה""ב","Ambiguous program, generic administrative title"
04.01.99.04,השתתפות אפוטרופוס,"בית מוריה ""זה""ב","Ambiguous program, generic administrative title"
04.02.11.01,שיא כח אדם,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.02,שעות נוספות,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.03,קרן לרשות ראש הממשלה,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.04,ארוח אישים,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.05,הכנסות מתרומות,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.06,"פרסי רוה""מ לסופרים ומלחינים",לשכת ראש הממשלה,"Ambiguous program; awards for writers/composers, not necessarily youth"
04.02.11.07,השתתפות אפוטרופוס כללי,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.09,"נסיעות לחו""ל",לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.10,השתתפות גורמי חוץ,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.11,תגמול למסייעים בעליה,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.12,בית ראש הממשלה - תפעול ואחזקה,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.13,עבודה בלתי צמיתה,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.14,תגמול למסייעים בעליה,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.15,השתתפות מסעיף 15,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.16,הוצאות אבטחה - מחסומים,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.17,"העסקת סטודנטים - בית רוה""מ",לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.11.95,רזרבה להתייקרויות כללית,לשכת ראש הממשלה,"Ambiguous program, generic administrative title"
04.02.12.01,שיא כח אדם,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.02,שעות נוספות,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.03,פעולות מיוחדות,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.04,ועדות ממשלתיות,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.05,שרותי מזכירות לשרים שפרשו,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.06,כוננויות,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.07,עבודה ארעית,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.08,כוננויות,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.09,עבודה בלתי צמיתה,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.11,קלידת חומר היסטורי,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.12,השתתפות משרדים בקלידה,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.13,עלויות פרישה,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.14,פרויקט מיכון,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.12.95,רזרבה להתייקרויות כללית,מזכירות הממשלה,"Ambiguous program, generic administrative title"
04.02.14.01,שיא כח-אדם,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.02,שעות נוספות,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.03,פעולות מיוחדות,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.04,"פעולות הסברה בחו""ל",יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.05,"תכנון, פתוח מחקרים, ייעוץ וסקרים",יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.06,הוצאות ארגוניות,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.07,פעולות אי אלימות במשפחה,יעוץ לראש הממשלה,"Ambiguous program, not related to gifted youth"
04.02.14.08,ייעוץ וסקרים,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.09,כוננויות,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.10,עבודה בלתי צמיתה,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.11,ייעוץ וסקרים,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.14.95,רזרבה להתייקרויות כללית,יעוץ לראש הממשלה,"Ambiguous program, generic administrative title"
04.02.15.01,עבודה בלתי צמיתה,"לשכת רה""מ לשעבר נתניהו","Ambiguous program, generic administrative title"
04.02.15.02,שעות נוספות,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.03,פעולות והוצאות ארגוניות,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.04,החזר הוצאות רכב,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.05,שכירת דיור,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.06,אחזקת רכב ממשלתי,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.07,דלק לרכב ממשלתי,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.08,הוצאות אבטחה,"לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.09,"שכ""א","לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.10,"קניית שירותי כ""א","לשכת רה""מ לשעבר נתניהו","General administrative expense, not related to gifted youth."
04.02.15.11,עוזר פרלמנטרי,לשכת ראש הממשלה לשעבר,"General administrative expense, not related to gifted youth."
04.02.16.01,"שיא כ""א",לשכת ראש הממשלה לשעבר -,"General administrative expense, not related to gifted youth."
