code,title,office,program,economic_class_primary,counts_in_total,item_url
04.01.63.21,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/a229da76935f
04.01.63.22,קרן עמק יזרעאל,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/93a9621bfffb
04.01.63.23,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/15a5a59ea866
04.01.63.24,"מ.מ. ד""ר חנא",משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/2f0e65833bef
04.01.63.25,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/65938b62667d
04.01.63.26,"מנהל קהילתי ע""ש שאלתיאל",משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/8550b6764c06
04.01.63.27,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/49f39e7cf94d
04.01.63.28,מכון להמחשה תורנית,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/9d824dfdeb84
04.01.63.29,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/8de6e1bfbe65
04.01.63.30,נוער מוביל שינוי,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/dd1e48b85103
04.01.63.31,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/d8d7ada085f8
04.01.63.32,מכון ירושלים להשכלה,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/255d76b9157e
04.01.63.33,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/ad2b18e9563c
04.01.63.34,תאטרון הצילינדר,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/5331385ed9f5
04.01.63.35,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/178484c017ee
04.01.63.36,מכללה טכנולוגית,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/bc10559b164a
04.01.63.37,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/13b0b0c2afe1
04.01.63.38,"קרן מילגות ע""ש חללים דרוזים",משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/b2e0a13846df
04.01.63.39,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/876fb6f99f80
04.01.63.40,מועצה מקומית כפר ברא,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/ee5a1e25d90c
04.01.63.41,השתתפות האפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/f1bc2ea3e113
04.01.63.42,מוזיאון נווה בדואים,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/69476145e0e0
04.01.63.43,השתתפות אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/3f2fcc4fca42
04.01.63.44,מרכז יעוץ לאישה,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/d9d97647f066
04.01.63.45,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/7491c4b7170a
04.01.63.46,אגודת הארבעים,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/17e8295bc9df
04.01.63.47,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/c45b89c26d4a
04.01.63.48,חוג ההורים,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/936bd29ae148
04.01.63.49,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/8c6ec7ddae85
04.01.63.50,עמותת ידיד,משרד ראש הממשלה,מפעלים חינוכיים,קניות,yes,https://next.obudget.org/i/17bc966667ea
04.01.63.51,השת' אפוטרופוס,משרד ראש הממשלה,מפעלים חינוכיים,העברות  פנים תקציביות,no,https://next.obudget.org/i/a27095b843f0
04.01.82.01,מרכז תרבות עמים לנוער,משרד ראש הממשלה,מרכז תרבות עמים לנוער,קניות,yes,https://next.obudget.org/i/f33df34e0e84
04.02.11.08,"פרס רוה""מ - קרן הילד",משרד ראש הממשלה,לשכת ראש הממשלה,העברות,yes,https://next.obudget.org/i/63c135e242c4
04.02.71.10,השתתפות במשרד החינוך,משרד ראש הממשלה,לשכת השר אבישי ברוורמן,העברות  פנים תקציביות,no,https://next.obudget.org/i/866e9c59cc1a
04.06.02.01,פעולות המרכז למצוינות,משרד ראש הממשלה,פעילות למצוינות,קניות,yes,https://next.obudget.org/i/482711950f70
19.32.05.21,מרכזים למצוינות בספורט בתנאי פנימיה וחצי פנימיה,משרד המדע והטכנולוגיה,תמיכה בארגונים ואיגודי,העברות,yes,https://next.obudget.org/i/cd8388ea0f34
20.21.12.47,"פעולות ויוזמות חינוכיות מחקרים, מדע, וטכנולוגיה",משרד החינוך,פעולות ויוזמות במערכת,העברות,yes,https://next.obudget.org/i/c22b2c6160bf
20.24.05.76,תוכנית לימודים לחינוך מדעי וטכנולוגי,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/1054b51decc6
20.24.05.79,פתוח וחשיבה יצירתית,משרד החינוך,הוראת המקצועות תוכניות,העברות,yes,https://next.obudget.org/i/363516985dff
20.24.10.41,השתתפות בהוצאות חינוך חריגות,משרד החינוך והתרבות,תמיכות מיוחדות,העברות,yes,https://next.obudget.org/i/fba89568e80d
20.24.14.12,"פרויקט ""עתידים"" לעידוד תלמידים מצטיינים בפריפריה",משרד החינוך,חינוך לא פורמאלי,העברות,yes,https://next.obudget.org/i/8842176bd765
20.26.15.47,מרכזי העשרה למחוננים ומצטיינים - רשויות,משרד החינוך,ילדים מחוננים,העברות,yes,https://next.obudget.org/i/49e04725d2af
20.26.15.51,הקמת מרכזי מצוינות החלטת ממשלה פיתוח הנגב,משרד החינוך,ילדים מחוננים,העברות,yes,https://next.obudget.org/i/cd889dfbd3da
20.27.01.65,נוער שוחר מדע,משרד החינוך והתרבות,פעולות לחינוך מדעי,העברות,yes,https://next.obudget.org/i/5fa1d92241b7
20.27.06.78,השתתפות במשרד החקלאות - נוער שוחר מדע,משרד החינוך,חינוך טכנולוגי ומדעי,העברות  פנים תקציביות,no,https://next.obudget.org/i/44153b25f249
20.27.06.80,נוער שוחר מדע,משרד החינוך,חינוך טכנולוגי ומדעי,העברות,yes,https://next.obudget.org/i/ef9819f6dab3
20.27.15.43,נוער מחונן בחינוך העל יסודי,משרד החינוך,תמיכה בנוער מחונן,העברות,yes,https://next.obudget.org/i/3fdf98439e8f
20.41.01.32,פעולות העשרה לתלמידים בחופשות החינוך המיוחד,משרד החינוך,חינוך מיוחד,העברות,yes,https://next.obudget.org/i/78f8e056ca04
20.46.02.42,פרויקט עתידים לעידוד תלמידים מצטיינים בפריפריה,משרד החינוך,פעילויות ופרויקטים,העברות,yes,https://next.obudget.org/i/8d3b19f997ee
20.46.06.09,תחרויות ואולימפיאדות,משרד החינוך,"תקשוב,טכנולוגיה ומדעים",העברות,yes,https://next.obudget.org/i/c95b0c52132a
20.46.06.13,נוער שוחר מדע,משרד החינוך,"תקשוב,טכנולוגיה ומדעים",העברות,yes,https://next.obudget.org/i/d8817921977c
20.46.06.25,פעולות לקידום מצוינות במתמטיקה מדעים ואנגלית,משרד החינוך,"תקשוב,טכנולוגיה ומדעים",העברות,yes,https://next.obudget.org/i/d6fbfb8cab1d
20.46.06.26,הקצבות לקידום מצוינות במתמטיקה מדעים ואנגלית,משרד החינוך,"תקשוב,טכנולוגיה ומדעים",העברות,yes,https://next.obudget.org/i/516904f9bffb
20.46.07.01,טיפול בילדים מצטיינים,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/891552449ff8
20.46.07.03,טיפול בילדים מחוננים ומצטיינים,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/9a20ff2071be
20.46.07.04,יוזמות חינוכיות,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/ca7f62284ef1
20.46.07.05,מרכזי העשרה למחוננים ומצטיינים,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/2ba27df20752
20.46.07.06,מייזמים למחוננים ומצטיינים,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/a1788d7eda22
20.46.07.07,נוער מחונן בחינוך העל-יסודי,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/c7ebfb6336cd
20.46.07.08,תכנית אקדמיה למצטיינים,משרד החינוך,תכניות מחוננים,העברות,yes,https://next.obudget.org/i/b352170a172a
20.46.07.09,מרכזי מצויינות בפריפריה,משרד החינוך,תכניות מחוננים,קניות,yes,https://next.obudget.org/i/57d4f3ab8a5e
20.67.01.30,מייזמים למחוננים ומצטיינים,משרד החינוך,פעילויות ופרוייקטים,העברות,yes,https://next.obudget.org/i/f6f25f562ac9
20.67.01.31,תכנית אקדמיה למצטיינים,משרד החינוך,פעילויות ופרוייקטים,העברות,yes,https://next.obudget.org/i/8f99ce4f598a
20.67.01.50,פרויקט עתידים לעידוד תלמידים מצטיינים בפריפריה,משרד החינוך,פעילויות ופרוייקטים,העברות,yes,https://next.obudget.org/i/210d20d9df82
20.67.01.52,נוער מחונן בחינוך העל-יסודי,משרד החינוך,פעילויות ופרוייקטים,העברות,yes,https://next.obudget.org/i/d9286e707b60
20.67.01.83,"תכניות לקידום מצוינות במתמטיקה, מדעים ושפות",משרד החינוך,פעילויות ופרוייקטים,העברות,yes,https://next.obudget.org/i/4165504dfac6
