code,title,office,domain,verdict,reason
04.01.79,"תכנית בש""ן",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה/ראשי תיבות.
04.01.80,מורשת משה שרת,משרד  ראש הממשלה,תחום פעולה כללי,drop,מורשת משה שרת אינה נוער מחונן.
04.01.81,אפוטרופוס כללי,משרד ראש הממשלה,תחום פעולה כללי,drop,אפוטרופוס כללי אינו נוער מחונן.
04.01.82,מרכז תרבות עמים לנוער,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"מרכז תרבות לנוער, ייתכן תוכניות העשרה."
04.01.83,מכון העם והמדינה,משרד ראש הממשלה,תחום פעולה כללי,drop,מכון העם והמדינה אינו נוער מחונן.
04.01.84,מוזיאון בית השומר,משרד ראש הממשלה,תחום פעולה כללי,drop,מוזיאון בית השומר אינו נוער מחונן.
04.01.85,נתיב - הוראת עברית,משרד ראש הממשלה,תחום פעולה כללי,drop,הוראת עברית אינה נוער מחונן.
04.01.86,שמש לאחוה ודו-קיום,משרד ראש הממשלה,תחום פעולה כללי,drop,אחווה ודו-קיום אינם נוער מחונן.
04.01.87,מעקב אחר אנטישמיות,משרד ראש הממשלה,תחום פעולה כללי,drop,מעקב אנטישמיות אינו נוער מחונן.
04.01.88,מרכז שזר,משרד ראש הממשלה,תחום פעולה כללי,drop,מרכז שזר אינו נוער מחונן.
04.01.89,בית מדרש ללימודי יהדות,משרד ראש הממשלה,תחום פעולה כללי,drop,לימודי יהדות אינם נוער מחונן.
04.01.90,פעולות בעקבות המצב,משרד ראש הממשלה,תחום פעולה כללי,drop,פעולות בעקבות המצב אינן נוער מחונן.
04.01.91,יד יצחק בן צבי,משרד ראש הממשלה,תחום פעולה כללי,drop,יד יצחק בן צבי אינו נוער מחונן.
04.01.92,משרד ראש הממשלה -,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא מלאה/כללית.
04.01.93,יד טבנקין,משרד ראש הממשלה,תחום פעולה כללי,drop,יד טבנקין אינו נוער מחונן.
04.01.94,קרן מנחם בדר,משרד ראש הממשלה,תחום פעולה כללי,drop,"קרן ספציפית, לא קשור לנוער מחונן."
04.01.95,מסדר לוחמי ירושלים,משרד ראש הממשלה,תחום פעולה כללי,drop,מסדר לוחמים אינו נוער מחונן.
04.01.96,אגודת דור הפלמח,משרד ראש הממשלה,תחום פעולה כללי,drop,אגודת דור הפלמח אינה נוער מחונן.
04.01.97,רעות קרן עזרה,משרד ראש הממשלה,תחום פעולה כללי,drop,קרן עזרה אינה נוער מחונן.
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,סיוע נפגעות תקיפה מינית אינו נוער מחונן.
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה/ראשי תיבות.
04.02.11,לשכת ראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.12,מזכירות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.13,הועדה לבחינת חוק בנק,משרד ראש הממשלה,ראשות הממשלה,drop,ועדה לבחינת חוק בנק אינה נוער מחונן.
04.02.14,יעוץ לראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.15,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.16,לשכת ראש הממשלה לשעבר -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא מלאה/כללית.
04.02.17,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.18,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.19,אמרכלות ראשות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.20,צוות בטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,ביטחון לאומי אינו נוער מחונן.
04.02.21,הרשות לקידום מעמד האשה,משרד ראש הממשלה,ראשות הממשלה,drop,קידום מעמד האישה אינו נוער מחונן.
04.02.23,לשכת השר חיים רמון,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.24,לשכת השר מיכאל מלכיאור,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.25,חטיבת חברה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"חטיבת חברה, ייתכן תוכניות נוער."
04.02.26,חטיבת תפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,חטיבת תפוצות אינה נוער מחונן.
04.02.28,פרוייקטים לעידוד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת לא מלאה, ייתכן עידוד נוער."
04.02.30,המטה ללוחמה בטרור,משרד ראש הממשלה,ראשות הממשלה,drop,לוחמה בטרור אינה נוער מחונן.
04.02.31,נציב קבילות הסיענים,משרד ראש הממשלה,ראשות הממשלה,drop,קבילות סיעוד אינן נוער מחונן.
04.02.32,המועצה לביטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,ביטחון לאומי אינו נוער מחונן.
04.02.35,"יעוץ לרוה""מ מעוטים",משרד ראש הממשלה,ראשות הממשלה,drop,ייעוץ למיעוטים אינו נוער מחונן.
04.02.38,"יועץ רוה""מ לענייני",משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא מלאה/כללית.
04.02.42,פעולות הסברה ושיחות,משרד ראש הממשלה,ראשות הממשלה,drop,הסברה ושיחות אינן נוער מחונן.
04.02.43,מינהלת שיחות שלום,משרד ראש הממשלה,ראשות הממשלה,drop,שיחות שלום אינן נוער מחונן.
04.02.44,לשכת השר הרב עמיטל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.45,לשכת גב' רבין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת אישיות, כותרת כללית."
04.02.46,חגיגות שנת ה-50,משרד ראש הממשלה,ראשות הממשלה,drop,חגיגות יובל אינן נוער מחונן.
04.02.47,מחשב לכל ילד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"תוכנית חינוכית לילדים, ייתכן רלוונטי."
04.02.48,אגף הפיקוח הכללי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.49,לשכת שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.50,הידוק הקשרים עם התפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,קשרים עם התפוצות אינם נוער מחונן.
04.02.51,מטה הרפורמה בשירות,משרד ראש הממשלה,ראשות הממשלה,drop,רפורמה בשירות אינה נוער מחונן.
04.02.52,המועצה להנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,מועצה להנצחה אינה נוער מחונן.
04.02.53,תמיכות בארגוני הנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,תמיכות בארגוני הנצחה אינן נוער מחונן.
04.02.54,ייעוץ ממשרד הקליטה,משרד  ראש הממשלה,ראשות הממשלה,drop,ייעוץ ממשרד הקליטה אינו נוער מחונן.
04.02.60,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.02.61,לשכת שר בלי תיק דני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.62,לשכת שר בלי תיק רענן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.63,לשכת שר בלי תיק - אלי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.64,לשכת שר בלי תיק - שמואל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.65,לשכת השר לענייני ערבים,משרד ראש הממשלה,ראשות הממשלה,drop,ענייני ערבים אינם נוער מחונן.
04.02.66,לשכת סגן שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת סגן שר, כותרת כללית."
04.02.67,לשכת שר בלי תיק - דן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.68,המטה להסדרת התיישבות,משרד ראש הממשלה,ראשות הממשלה,drop,הסדרת התיישבות אינה נוער מחונן.
04.02.69,תוכנית פיתוח ישובי,משרד ראש הממשלה,ראשות הממשלה,drop,פיתוח יישובים אינו נוער מחונן.
04.02.70,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,ראשות הממשלה,drop,פיתוח כלכלי אינו נוער מחונן.
04.02.71,לשכת השר אבישי ברוורמן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.72,לשכת השר יעקב מרג'י,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.73,לשכת השר בני בגין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.74,לשכת סגן השר איוב קרא,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת סגן שר, כותרת כללית."
04.02.75,לשכת השר יוסי פלד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.76,לשכת השרה גילה גמליאל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שרה, כותרת כללית."
04.02.77,משרד ההסברה והתפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,הסברה ותפוצות אינם נוער מחונן.
04.02.78,לשכת השר משולם נהרי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.79,לשכת השר מיכאל איתן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.80,לשכת השר לענייני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, כותרת כללית."
04.02.81,המשרד לענייני גמלאים,משרד ראש הממשלה,ראשות הממשלה,drop,ענייני גמלאים אינם נוער מחונן.
04.02.82,המשרד לעניינים,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא מלאה/כללית.
04.02.83,המשרד לענייני מודיעין,משרד ראש הממשלה,ראשות הממשלה,drop,ענייני מודיעין אינם נוער מחונן.
04.02.84,יחידת שירות הלקוחות,משרד ראש הממשלה,ראשות הממשלה,drop,שירות לקוחות אינו נוער מחונן.
04.02.85,הוועדה לבדיקת תחליפי,משרד ראש הממשלה,ראשות הממשלה,drop,ועדה לבדיקת תחליפים אינה נוער מחונן.
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,ambiguous,"רזרבה כללית, ייתכן לכל מטרה."
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,ambiguous,"רזרבה כללית, ייתכן לכל מטרה."
04.51.01,מטה המשרד,משרד ראש הממשלה,משרד ראשי,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.51.02,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,מרכז הסברה אינו נוער מחונן.
04.51.03,מערך הגיור,משרד ראש הממשלה,משרד ראשי,drop,מערך גיור אינו נוער מחונן.
04.51.04,תמיכות בארגוני הנצחה,משרד ראש הממשלה,משרד ראשי,drop,תמיכות בארגוני הנצחה אינן נוער מחונן.
04.51.05,הרשות לקידום מעמד האשה,משרד ראש הממשלה,משרד ראשי,drop,קידום מעמד האישה אינו נוער מחונן.
04.51.06,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,משרד ראשי,drop,פיתוח כלכלי אינו נוער מחונן.
04.51.07,ארכיון המדינה,משרד ראש הממשלה,משרד ראשי,drop,ארכיון המדינה אינו נוער מחונן.
04.51.08,מערך הסייבר הלאומי,משרד ראש הממשלה,משרד ראשי,drop,סייבר לאומי אינו נוער מחונן.
04.51.09,הוועדה הבינמשרדית,משרד ראש הממשלה,משרד ראשי,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.51.10,פרויקטים והחלטות ממשלה,משרד ראש הממשלה,משרד ראשי,ambiguous,"כותרת כללית, ייתכן פרויקטים רלוונטיים."
04.51.11,לשכת העיתונות הממשלתית,משרד ראש הממשלה,משרד ראשי,drop,לשכת עיתונות ממשלתית אינה נוער מחונן.
04.51.12,המטה להסדרת התיישבות,משרד ראש הממשלה,משרד ראשי,drop,הסדרת התיישבות אינה נוער מחונן.
04.51.13,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,מרכז הסברה אינו נוער מחונן.
04.51.14,מטה ישראל דיגיטאלית,משרד ראש הממשלה,משרד ראשי,drop,ישראל דיגיטלית אינה נוער מחונן.
04.51.15,מטה התקשוב הממשלתי,משרד ראש הממשלה,משרד ראשי,drop,תקשוב ממשלתי אינו נוער מחונן.
04.52.01,חברי הממשלה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.52.02,המשרד לשוויון חברתי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"שוויון חברתי, ייתכן תוכניות נוער."
04.52.03,משרד התפוצות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד התפוצות אינו נוער מחונן.
04.52.04,המשרד לנושאים אסטרטגים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,נושאים אסטרטגיים אינם נוער מחונן.
04.52.05,המשרד למודיעין,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד המודיעין אינו נוער מחונן.
04.52.06,משרד ההסברה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד ההסברה אינו נוער מחונן.
04.52.07,לשכת השר יוסי פלד,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת שר, כותרת כללית."
04.52.08,לשכת השר משולם נהרי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת שר, כותרת כללית."
04.52.09,לשכות שרים וסגני שרים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.52.10,לשכת סגן השר איוב קרא,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת סגן שר, כותרת כללית."
04.52.11,משרד ירושלים ומסורת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,ירושלים ומורשת אינם נוער מחונן.
04.52.12,משרד מורשת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד מורשת אינו נוער מחונן.
04.52.13,משרד ההתיישבות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד ההתיישבות אינו נוער מחונן.
04.52.14,המשרד לחיזוק וקידום,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת לא מלאה, ייתכן קידום נוער."
04.52.15,מערך הדיגיטל הלאומי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,דיגיטל לאומי אינו נוער מחונן.
04.52.16,"משרד רה""מ חליפי",משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.52.17,מטה לבינה מלאכותית,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,בינה מלאכותית אינה נוער מחונן.
04.52.20,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.52.21,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.52.22,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,כותרת כללית/אדמיניסטרטיבית.
04.57.01,המשרד לשוויון חברתי,משרד ראש הממשלה,המשרד לשוויון חברתי,ambiguous,"שוויון חברתי, ייתכן תוכניות נוער."
04.57.02,הרשות לקידום מעמד,משרד ראש הממשלה,המשרד לשוויון חברתי,ambiguous,"כותרת לא מלאה, ייתכן קידום נוער."
04.57.03,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,המשרד לשוויון חברתי,drop,פיתוח כלכלי אינו נוער מחונן.
04.57.04,מטה ישראל דיגיטאלית,משרד ראש הממשלה,המשרד לשוויון חברתי,drop,"Digital Israel HQ, unrelated to gifted youth"
04.64.01,הרשות לפיתוח חברתי,משרד ראש הממשלה,הרשות לפיתוח המגזר,drop,"Social Development Authority, too broad"
04.64.02,תפעול,משרד ראש הממשלה,רשות הבדואים,drop,"Operations, unrelated to gifted youth"
04.70.01,רזרבה לעמידה במגבלה,משרד ראש הממשלה,רזרבות,drop,"Generic reserve, unrelated to subject"
04.99.99,חשבון מעבר,משרד ראש הממשלה,חשבון מעבר,drop,"Generic transit account, unrelated to subject"
05.01.01,משרד ראשי,משרד האוצר,תחום פעולה כללי,drop,"Generic main office, unrelated to subject"
05.01.02,אמרכלות,משרד האוצר,תחום פעולה כללי,drop,"Generic administration, unrelated to subject"
05.01.04,טפול בפצויים אישיים,משרד האוצר,תחום פעולה כללי,drop,"Personal compensation, unrelated to gifted youth"
05.01.05,גמלאות,משרד האוצר,תחום פעולה כללי,drop,"Pensions, unrelated to gifted youth"
05.01.11,אגף נכסי נפקדים,משרד האוצר,תחום פעולה כללי,drop,"Absentees' Property Department, unrelated to subject"
05.01.12,לשכת סגן השר יצחק כהן,משרד האוצר,תחום פעולה כללי,drop,"Deputy Minister's office, administrative, unrelated"
05.01.14,יחידת שיפור השירות,משרד האוצר,תחום פעולה כללי,drop,"Service Improvement Unit, unrelated to subject"
05.02.01,אגף התקציבים,משרד האוצר,שירותי מטה ממשלתיים,drop,"Budget Department, administrative, unrelated"
05.02.04,אגף החשב הכללי,משרד האוצר,שירותי מטה ממשלתיים,drop,"Accountant General Department, administrative, unrelated"
05.02.05,פיקוח על בצוע תקציב,משרד האוצר,שירותי מטה ממשלתיים,drop,"Budget execution oversight, administrative, unrelated"
05.02.06,ניהול הלוואות המדינה,משרד האוצר,שירותי מטה ממשלתיים,drop,"State loan management, unrelated to gifted youth"
05.02.07,רשות התקשוב הממשלתית,משרד האוצר,שירותי מטה ממשלתיים,drop,"Government ICT Authority, unrelated to subject"
05.02.08,מנהל הדיור הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,"Government Housing Administration, unrelated to subject"
05.02.09,פיקוח על המשק הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,"Oversight of government economy, unrelated to subject"
05.02.10,מערכות מידע ומיכון,משרד האוצר,שירותי מטה ממשלתיים,drop,"Information systems, administrative, unrelated to subject"
05.02.11,"אמרכלות חשכ""ל",משרד האוצר,שירותי מטה ממשלתיים,drop,"Accountant General's Administration, unrelated to subject"
05.02.12,"שירותים כלכליים בארה""ב",משרד האוצר,שירותי מטה ממשלתיים,drop,"Economic services abroad, unrelated to subject"
05.02.13,ממשל זמין,משרד האוצר,שירותי מטה ממשלתיים,drop,"E-Government, unrelated to gifted youth"
05.02.14,חברת ענבל,משרד האוצר,שירותי מטה ממשלתיים,drop,"Inbal Company, unrelated to gifted youth"
05.02.15,המשרד בוושינגטון,משרד האוצר,שירותי מטה ממשלתיים,drop,"Office in Washington, unrelated to subject"
05.02.16,ביקורת פנימית,משרד האוצר,שירותי מטה ממשלתיים,drop,"Internal audit, administrative, unrelated to subject"
05.02.17,מנהל הרכש,משרד האוצר,שירותי מטה ממשלתיים,drop,"Procurement Administration, unrelated to subject"
05.02.18,רשות החברות הממשלתיות,משרד האוצר,שרותי מטה ממשלתיים,drop,"Government Companies Authority, unrelated to subject"
05.02.31,אגף שכר והסכמי עבודה,משרד האוצר,שירותי מטה ממשלתיים,drop,"Wages and Labor Agreements, unrelated to subject"
05.02.33,מעקב לתקציבי פיתוח,משרד האוצר,שירותי מטה ממשלתיים,drop,"Development budgets follow-up, unrelated to subject"
05.03.06,"אגף לקשרים בינ""ל",משרד האוצר,שירותי מטה כלל משקיים,drop,"International Relations Department, unrelated to subject"
05.03.07,משרד בניו יורק,משרד האוצר,שירותי מטה כלל משקיים,drop,"Office in New York, unrelated to subject"
05.03.08,המשרד בלוס אנג'לס,משרד האוצר,שירותי מטה כלל משקיים,drop,"Office in Los Angeles, unrelated to subject"
05.03.09,המשרד בשיקגו,משרד האוצר,שרותי מטה כלל משקיים,drop,"Office in Chicago, unrelated to subject"
05.03.10,נציגות ב-OECD פריז,משרד האוצר,שירותי מטה כלל משקיים,drop,"OECD Representation Paris, unrelated to subject"
05.03.11,נציגות בון,משרד האוצר,שירותי מטה כלל משקיים,drop,"Bonn Representation, unrelated to subject"
05.03.12,נציגות לונדון,משרד האוצר,שירותי מטה כלל משקיים,drop,"London Representation, unrelated to subject"
05.03.14,רזרבות,משרד האוצר,שרותי מטה כלל משקיים,drop,"Generic reserves, unrelated to subject"
05.03.15,השתתפויות,משרד האוצר,שרותי מטה כלל משקיים,drop,"Generic participations, unrelated to subject"
05.03.16,מינהל הכנסות המדינה,משרד האוצר,שירותי מטה כלל משקיים,drop,"State Revenue Administration, unrelated to subject"
05.03.20,אגף שוק ההון ביטוח,משרד האוצר,שירותי מטה כלל משקיים,drop,"Capital Market and Insurance, unrelated to subject"
05.03.21,רזרבה להתייקרויות,משרד האוצר,שירותי מטה כלל משקיים,drop,"Reserve for price increases, unrelated to subject"
05.03.23,השתתפות משרדי ממשלה,משרד האוצר,שרותי מטה כלל משקיים,drop,"Government ministries participation, unrelated to subject"
05.06.01,מינהל הרכב לכח אדם,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle Administration for Personnel, unrelated to subject"
05.06.02,טפול ברכב,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle handling, unrelated to gifted youth"
05.06.03,השתתפות בהוצאות מנהליות,משרד האוצר,שרותי עזר למשרדי ממשלה,drop,"Administrative expenses, unrelated to gifted youth"
05.06.04,השכרת רכב,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle rental, unrelated to gifted youth"
05.06.08,לשכת הפרסום,משרד האוצר,שרותי עזר למשרדי ממשלה,drop,"Advertising Bureau, unrelated to gifted youth"
05.08.01,רזרבה לפעולות משרד,משרד האוצר,רזרבה לפעולות משרד,drop,"Reserve for ministry operations, unrelated to subject"
05.51.01,מטה משרד האוצר,משרד האוצר,משרד האוצר ראשי,drop,"Ministry of Finance HQ, administrative, unrelated"
05.51.02,אגף התקציבים,משרד האוצר,משרד האוצר ראשי,drop,"Budget Department, administrative, unrelated"
05.51.04,החשב הכללי,משרד האוצר,משרד האוצר ראשי,drop,"Accountant General, administrative, unrelated"
05.51.05,"שוק ההון, ביטוח וחסכון",משרד האוצר,משרד האוצר ראשי,drop,"Capital Market, Insurance and Savings, unrelated"
05.51.06,שכר והסכמי עבודה,משרד האוצר,משרד האוצר ראשי,drop,"Wages and Labor Agreements, unrelated to subject"
05.51.07,"מחקר, כלכלה והכנסות",משרד האוצר,משרד האוצר ראשי,drop,"Research, Economy and Revenues, unrelated to subject"
05.51.08,"פעולות בחו""ל",משרד האוצר,משרד האוצר ראשי,drop,"Overseas operations, unrelated to gifted youth"
05.51.09,הלשכה לפיצויים אישיים,משרד האוצר,משרד האוצר ראשי,drop,"Personal Compensation Bureau, unrelated to subject"
05.51.10,התקשוב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,"Government ICT, unrelated to gifted youth"
