code,year,amount_allocated,amount_revised,amount_used
04.51.08.12,2015,1110000,1110000,1101467
04.51.08.12,2016,2922000,2022000,1942515
04.51.08.12,2017,2764000,3500000,2742629
04.51.08.12,2018,2758000,5362000,5178668
04.51.08.12,2019,9646000,9168000,7816912
04.51.08.12,2020,,11779000,11423398
04.51.08.12,2021,8537000,9981000,9980360
04.51.08.12,2022,8537000,9535000,9533717
04.51.08.12,2023,8537000,10100000,10059626
04.51.08.12,2024,8537000,8537000,10154473
04.51.08.12,2025,13018000,10524000,10543018
04.51.08.12,2026,0,0,
04.51.08.13,2015,220000,126000,120867
04.51.08.13,2016,220000,220000,138881
04.51.08.13,2017,208000,541000,540559
04.51.08.13,2018,207000,1071000,1012186
04.51.08.13,2019,519000,469000,418284
04.51.08.13,2020,,52000,51471
04.51.08.13,2021,400000,400000,370455
04.51.08.13,2022,400000,521000,518695
04.51.08.13,2023,400000,521000,326393
04.51.08.13,2024,400000,400000,339942
04.51.08.13,2025,766000,766000,2678808
04.51.08.13,2026,0,0,
04.51.08.14,2017,0,-781000,-310050
04.51.08.14,2018,0,-234000,-234000
04.51.08.14,2019,0,0,0
04.51.08.14,2020,,-5469000,-423456
04.51.08.14,2021,0,0,0
04.51.08.14,2022,0,0,1500
04.51.08.14,2023,0,0,0
04.51.08.14,2024,0,0,0
04.51.08.14,2025,0,0,0
04.51.08.14,2026,0,0,
04.51.08.15,2019,200000,0,0
04.51.08.15,2020,,11177000,10922462
04.51.08.15,2021,0,7470000,6220443
04.51.08.15,2022,0,5391000,5330145
04.51.08.15,2023,0,3620000,3581619
04.51.08.15,2024,0,0,3177142
04.51.08.15,2025,0,0,0
04.51.08.15,2026,0,0,
04.51.08.99,2017,0,0,0
04.51.08.99,2018,0,0,0
04.51.08.99,2019,0,0,0
04.51.08.99,2020,,0,0
04.51.08.99,2021,0,0,0
04.51.08.99,2022,20000000,0,0
04.51.08.99,2023,30000000,0,0
04.51.08.99,2024,0,0,0
04.51.08.99,2025,36743000,710000,0
04.51.08.99,2026,105862000,105862000,
04.51.14.01,2015,2631000,2030000,2172640
04.51.14.01,2016,3773000,3073000,2724359
04.51.14.01,2017,0,0,0
04.51.14.01,2018,0,0,0
04.51.14.02,2015,233000,59000,74919
04.51.14.02,2016,375000,175000,135927
04.51.14.02,2017,0,0,0
04.51.14.02,2018,0,0,0
04.51.14.03,2015,252000,219000,220998
04.51.14.03,2016,462000,262000,252431
04.51.14.03,2017,0,0,0
04.51.14.03,2018,0,0,0
04.51.14.04,2014,0,4600000,0
04.51.14.04,2015,10251000,11736000,1694410
04.51.14.04,2016,19000000,17073000,6485190
04.51.14.04,2017,0,0,0
04.51.14.04,2018,0,0,0
04.51.14.05,2015,0,0,0
04.51.14.05,2016,86758000,0,0
04.51.14.05,2017,0,0,0
04.51.14.05,2018,0,0,0
04.51.14.06,2015,0,2000000,0
04.51.14.06,2016,6438000,7603000,5980533
04.51.14.06,2017,0,0,0
04.51.14.06,2018,0,0,0
04.51.14.07,2016,968000,968000,13407
04.51.14.07,2017,0,0,0
04.51.14.07,2018,0,0,0
04.51.14.08,2016,56000,56000,23069
04.51.14.08,2017,0,0,0
04.51.14.08,2018,0,0,0
04.51.14.09,2016,255000,255000,0
04.51.14.09,2017,0,0,0
04.51.14.09,2018,0,0,0
04.51.14.10,2016,0,0,0
04.51.14.10,2017,0,0,0
04.51.14.10,2018,0,0,0
04.51.14.13,2015,0,1000,0
04.51.14.13,2016,0,112337000,25894023
04.51.14.13,2017,0,0,0
04.51.14.13,2018,0,0,0
04.51.14.14,2015,0,1000,0
04.51.14.14,2016,0,10000000,4627925
04.51.14.14,2017,0,0,0
04.51.14.14,2018,0,0,0
04.51.14.15,2015,0,1000,0
04.51.14.15,2016,0,7535000,1217494
04.51.14.15,2017,0,0,0
04.51.14.15,2018,0,0,0
04.51.14.16,2016,0,3000000,3000000
04.51.14.16,2017,0,0,0
04.51.14.17,2016,0,0,0
04.51.14.17,2017,0,0,0
04.51.14.17,2018,0,0,0
04.51.14.18,2016,0,2250000,2250000
04.51.14.18,2017,0,0,0
04.51.14.18,2018,0,0,0
04.51.14.19,2016,0,89000,89000
04.51.14.19,2017,0,0,0
04.51.14.19,2018,0,0,0
04.51.15.01,2015,3000000,2847000,2902154
04.51.15.01,2016,3000000,2571000,2578112
04.51.15.01,2017,3082000,2902000,2827294
04.51.15.01,2018,3135000,2305000,2296405
04.51.15.01,2019,3428000,2703000,2617968
04.51.15.01,2020,,7453000,7340496
04.51.15.01,2021,0,0,0
04.51.15.01,2022,0,0,0
04.51.15.02,2015,3000000,1777000,1799104
04.51.15.02,2016,3800000,2365000,2347010
04.51.15.02,2017,4554000,3454000,3546126
04.51.15.02,2018,4633000,5173000,5152776
04.51.15.02,2019,4749000,4711000,4783058
04.51.15.02,2020,,0,0
04.51.15.02,2021,0,0,0
04.51.15.03,2015,231000,297000,306555
04.51.15.03,2016,231000,286000,268825
04.51.15.03,2017,1081000,381000,370744
04.51.15.03,2018,1100000,438000,430475
04.51.15.03,2019,667000,313000,308261
04.51.15.03,2020,,591000,226419
04.51.15.03,2021,0,0,0
04.51.15.03,2022,0,0,0
04.51.15.04,2015,23000,72000,66065
04.51.15.04,2016,23000,56000,57605
04.51.15.04,2017,24000,49000,52865
04.51.15.04,2018,24000,64000,63121
04.51.15.04,2019,0,0,0
04.51.15.04,2020,,0,0
04.51.15.05,2015,750000,468000,484133
04.51.15.05,2016,750000,544000,472535
04.51.15.05,2017,1170000,640000,608764
04.51.15.05,2018,1170000,731000,709354
04.51.15.05,2019,1170000,722000,707034
04.51.15.05,2020,,673000,655988
04.51.15.05,2021,0,0,0
04.51.15.05,2022,0,0,0
04.51.15.06,2015,856000,396000,392353
04.51.15.06,2016,856000,473000,470988
04.51.15.06,2017,1071000,471000,442147
04.51.15.06,2018,1090000,310000,264330
04.51.15.06,2019,1195000,510000,525824
04.51.15.06,2020,,652000,643659
04.51.15.06,2021,0,0,0
04.51.15.06,2022,0,0,0
04.51.15.07,2015,2938000,3100000,3077377
04.51.15.07,2016,3262000,3262000,2902789
04.51.15.07,2017,3262000,2909000,2751278
04.51.15.07,2018,3262000,3306000,3291706
04.51.15.07,2019,3865000,12345000,12112956
04.51.15.07,2020,,3495000,3477004
04.51.15.07,2021,0,0,0
04.51.15.07,2022,0,0,0
04.51.15.08,2015,26473000,16985000,8207637
04.51.15.08,2016,6250000,9309000,4493585
04.51.15.08,2017,5918000,9823000,5710518
04.51.15.08,2018,5918000,8805000,4453247
04.51.15.08,2019,4526000,8019000,3580886
04.51.15.08,2020,,8551000,6816247
04.51.15.08,2021,0,0,0
04.51.15.08,2022,0,0,0
04.51.15.09,2016,137000,137000,136944
04.51.15.09,2017,137000,137000,136944
04.51.15.09,2018,137000,138000,136944
04.51.15.09,2019,139000,137000,136503
04.51.15.09,2020,,137000,136356
04.51.15.09,2021,0,0,0
04.51.15.09,2022,0,0,0
04.51.15.10,2016,100000,100000,129888
04.51.15.10,2017,100000,240000,196496
04.51.15.10,2018,100000,170000,155517
04.51.15.10,2019,70000,257000,241676
04.51.15.10,2020,,242000,131873
04.51.15.10,2021,0,0,0
04.51.15.10,2022,0,0,0
04.52.15.01,2021,23641000,21141000,19817512
04.52.15.01,2022,25688000,22700000,19827392
04.52.15.01,2023,37300000,26300000,26341951
04.52.15.01,2024,31839000,31839000,33643646
04.52.15.01,2025,36839000,37138000,36930452
04.52.15.01,2026,43588000,43588000,
04.52.15.02,2021,2400000,2130000,2080131
04.52.15.02,2022,5000000,3472000,2271058
04.52.15.02,2023,4200000,4200000,3658273
04.52.15.02,2024,5776000,5776000,4508308
04.52.15.02,2025,6776000,4776000,4241258
04.52.15.02,2026,6989000,6989000,
04.52.15.03,2021,2000000,1850000,1770039
04.52.15.03,2022,2625000,2140000,1641127
04.52.15.03,2023,2450000,2450000,2402399
04.52.15.03,2024,3166000,3166000,3264935
04.52.15.03,2025,3166000,2166000,3285703
04.52.15.03,2026,3773000,3773000,
04.52.15.04,2021,1800000,1730000,1678972
04.52.15.04,2022,2544000,1629000,1354709
04.52.15.04,2023,3200000,2200000,1473852
04.52.15.04,2024,1971000,1971000,2522496
04.52.15.04,2025,1991000,4156000,4300288
04.52.15.04,2026,3133000,3133000,
04.52.15.05,2021,700000,700000,247433
04.52.15.05,2022,350000,310000,262542
04.52.15.05,2023,310000,310000,28876
04.52.15.05,2024,0,0,362505
04.52.15.05,2025,0,9000,20032
04.52.15.05,2026,0,0,
04.52.15.06,2021,50000,45000,44970
04.52.15.06,2022,50000,66000,52491
04.52.15.06,2023,484000,484000,69876
04.52.15.06,2024,34000,34000,58734
04.52.15.06,2025,34000,60000,53171
04.52.15.06,2026,35000,35000,
04.52.15.10,2026,0,0,
04.52.15.11,2021,5800000,5800000,5021827
04.52.15.11,2022,5800000,8559000,3563290
04.52.15.11,2023,11899000,8825000,7939702
04.52.15.11,2024,9526000,9526000,4097977
04.52.15.11,2025,8457000,13503000,15318243
04.52.15.11,2026,0,0,
04.52.15.12,2021,260000,260000,248115
04.52.15.12,2022,300000,300000,41117
04.52.15.12,2023,300000,300000,0
04.52.15.12,2024,300000,300000,0
04.52.15.12,2025,300000,300000,53978
04.52.15.12,2026,0,0,
04.52.15.13,2021,137000,137000,136800
04.52.15.13,2022,137000,2342000,2341693
04.52.15.13,2023,2342000,2342000,1835719
04.52.15.13,2024,2342000,2810000,1950509
04.52.15.13,2025,2104000,2435000,1874924
04.52.15.13,2026,2145000,2145000,
04.52.15.14,2021,2000000,3200000,2950197
04.52.15.14,2022,4000000,5197000,-2700152
04.52.15.14,2023,13413000,20181000,10800168
04.52.15.14,2024,12436000,20687000,13797525
04.52.15.14,2025,12030000,37589000,31604005
04.52.15.14,2026,26675000,26675000,
04.52.15.15,2021,3077000,4741000,291836
04.52.15.15,2022,3077000,6808000,960122
04.52.15.15,2023,8888000,9493000,1614984
04.52.15.15,2024,5493000,12201000,641481
04.52.15.15,2025,5409000,7237000,275437
04.52.15.15,2026,0,0,
04.52.15.16,2021,5000000,6540000,4859848
04.52.15.16,2022,5000000,6292000,2135426
04.52.15.16,2023,0,4114000,2672847
04.52.15.16,2024,0,1265000,822844
04.52.15.16,2025,0,40922000,-10865829
04.52.15.16,2026,0,0,
04.52.15.17,2021,30657000,34215000,28634503
04.52.15.17,2022,7896000,9053000,4973514
04.52.15.17,2023,0,113757000,86803987
04.52.15.17,2024,16740000,109561000,161303714
04.52.15.17,2025,74232000,446769000,373344372
04.52.15.17,2026,378316000,378316000,
04.52.15.18,2021,105210000,116790000,28402390
04.52.15.18,2022,82763000,82576000,62878401
04.52.15.18,2023,0,83226000,58565988
04.52.15.18,2024,0,28338000,50668297
04.52.15.18,2025,0,16678000,12857210
04.52.15.18,2026,0,0,
04.52.15.19,2021,0,0,-732830
04.52.15.19,2022,0,0,0
04.52.15.19,2023,0,0,-804065
04.52.15.19,2024,0,0,0
04.52.15.19,2025,0,0,-3431
04.52.15.19,2026,0,0,
04.52.15.20,2021,0,0,0
04.52.15.20,2022,32000000,0,0
04.52.15.20,2023,100007000,0,0
04.52.15.20,2024,183060000,112502000,0
04.52.15.20,2025,233117000,1000,0
04.52.15.20,2026,69746000,69746000,
04.52.15.21,2021,96663000,129680000,74963407
04.52.15.21,2022,100000000,130041000,78912741
04.52.15.21,2023,0,69855000,60654903
04.52.15.21,2024,0,18096000,40518778
04.52.15.21,2025,0,16509000,14925139
04.52.15.21,2026,0,0,
04.52.15.22,2021,2500000,3450000,2029640
04.52.15.22,2022,1500000,3485000,1441174
04.52.15.22,2023,0,1799000,10033144
04.52.15.22,2024,0,0,3798527
04.52.15.22,2025,0,1093000,3301854
04.52.15.22,2026,0,0,
04.52.15.23,2021,14831000,18146000,12227628
04.52.15.23,2022,15000000,20166000,10607969
04.52.15.23,2023,0,16000000,13570302
04.52.15.23,2024,0,2138000,12934690
04.52.15.23,2025,0,0,0
04.52.15.23,2026,0,0,
04.52.15.24,2021,2500000,2500000,2197343
04.52.15.24,2022,500000,567000,450000
04.52.15.24,2023,0,1300000,1300000
04.52.15.24,2024,0,0,2057352
04.52.15.24,2025,0,2496000,1907164
04.52.15.24,2026,0,0,
04.52.15.25,2021,3000000,5089000,2486676
04.52.15.25,2022,8000000,9764000,4919075
04.52.15.25,2023,0,6264000,6258444
04.52.15.25,2024,0,5000,4354260
04.52.15.25,2025,0,3000000,2925045
04.52.15.25,2026,0,0,
04.52.15.26,2021,0,0,0
04.52.15.27,2021,200000,200000,199993
04.52.15.27,2022,100000,100000,94922
04.52.15.27,2023,0,0,0
04.52.15.27,2024,0,0,0
04.52.15.28,2021,2500000,4843000,2462071
04.52.15.28,2022,5000000,5242000,3660573
04.52.15.28,2023,0,7392000,7390647
04.52.15.28,2024,0,0,5063295
04.52.15.28,2025,0,4300000,1301189
04.52.15.28,2026,0,0,
04.52.15.29,2021,3500000,6256000,3123443
04.52.15.29,2022,5000000,15781000,5667598
04.52.15.29,2023,0,10482000,517080
04.52.15.29,2024,0,7161000,5118640
04.52.15.29,2025,0,0,479794
04.52.15.29,2026,0,0,
04.52.15.30,2021,0,0,0
04.52.15.30,2022,0,0,0
04.52.15.31,2021,3000000,3205000,2786217
04.52.15.31,2022,500000,865000,209184
04.52.15.31,2023,0,184000,190398
04.52.15.31,2024,0,200000,0
04.52.15.31,2025,0,165000,167389
04.52.15.31,2026,0,0,
04.52.15.32,2021,500000,2081000,919802
04.52.15.32,2022,500000,1664000,571488
04.52.15.32,2023,0,851000,254703
04.52.15.32,2024,0,524000,96064
04.52.15.32,2025,0,1331000,955652
04.52.15.32,2026,0,0,
04.52.15.33,2021,0,0,0
04.52.15.33,2022,0,0,0
04.52.15.33,2024,0,1250000,0
04.52.15.33,2025,0,0,0
04.52.15.33,2026,0,0,
04.52.15.34,2021,0,0,0
04.52.15.34,2024,0,552000,0
04.52.15.34,2025,0,2245000,3117696
04.52.15.34,2026,0,0,
04.52.15.36,2024,0,457000,0
04.52.15.36,2025,0,2535000,0
04.52.15.36,2026,0,0,
04.52.15.40,2022,50000000,0,0
04.52.15.40,2023,205000000,11074000,0
04.52.15.40,2024,0,0,0
04.52.15.40,2025,0,0,0
04.52.17.01,2026,14039000,14039000,
04.52.17.02,2026,5536000,5536000,
04.52.17.03,2026,840000,840000,
04.52.17.04,2026,360000,360000,
04.52.17.05,2026,19255000,19255000,
04.52.17.40,2026,0,0,
05.01.14.07,2012,0,2341000,78330
05.01.14.07,2013,0,0,0
05.01.14.07,2014,0,0,0
05.02.01.06,1997,658000,2148000,1347480
05.02.01.06,1998,691000,1479000,564718
05.02.01.06,1999,678000,428000,318494
05.02.01.06,2000,665000,507000,112077
05.02.01.06,2001,488000,683000,237781
05.02.01.06,2002,390000,1043000,682392
05.02.01.06,2003,352000,1182000,887141
05.02.01.06,2004,140000,1218000,153820
05.02.01.06,2005,64000,693000,252144
05.02.01.06,2006,64000,273000,152506
05.02.01.06,2007,50000,632000,180916
05.02.01.06,2008,571000,611000,184806
05.02.01.06,2009,459000,1088000,217284
05.02.01.06,2010,536000,3812000,764351
05.02.01.06,2011,536000,3378000,2281991
05.02.01.06,2012,467000,3988000,1076479
05.02.01.06,2013,0,0,0
05.02.01.06,2014,0,0,0
05.02.01.27,1997,0,0,0
05.02.01.27,1998,0,0,0
05.02.01.27,2006,0,178000,33886
05.02.01.27,2007,270000,388000,363344
05.02.01.27,2008,220000,232000,222509
05.02.01.27,2009,177000,172000,0
05.02.01.27,2010,149000,0,0
05.02.01.27,2011,134000,0,0
05.02.01.27,2012,130000,0,0
05.02.01.27,2013,0,0,0
05.02.01.27,2014,0,0,0
19.04.03.08,2008,0,0,0
19.04.03.08,2009,0,0,0
19.04.03.08,2012,0,4067000,125000
19.04.03.08,2013,0,0,0
19.04.03.08,2014,0,0,0
19.40.03.06,2013,0,10734000,3047516
19.40.03.06,2014,0,13523000,6955899
19.40.03.06,2015,6402000,8403000,7682445
19.40.03.06,2016,0,0,0
19.40.03.06,2017,0,0,0
19.40.03.06,2018,0,0,0
38.02.01.01,1997,439007000,549737000,844041716
38.02.01.01,1998,436979000,539359000,934603630
38.02.01.01,1999,0,0,0
38.02.01.01,2000,475949000,754421000,1183942717
38.02.01.01,2001,550879000,659011000,1193722635
38.02.01.01,2002,497092000,546315000,1002588989
38.02.01.01,2003,450592000,664086000,1314896521
38.02.01.01,2004,272259000,316489000,791325319
38.02.01.01,2005,141784000,287477000,750433553
38.02.01.01,2006,59006000,295459000,819219433
38.02.01.01,2007,249444000,286068000,701366653
38.02.01.01,2008,134999000,447203000,870779855
38.02.01.01,2009,185127000,734410000,953536397
38.02.01.01,2010,148000000,364067000,966838876
38.02.01.01,2011,271394000,501943000,905445373
38.02.01.01,2012,501740000,402094000,1077208500
38.02.01.01,2013,0,0,0
38.02.01.01,2014,0,0,0
38.02.01.02,1998,0,0,0
38.02.01.02,1999,0,0,0
38.02.01.02,2000,0,0,0
38.02.01.02,2002,0,0,0
38.02.01.02,2003,0,500000,0
38.02.01.02,2004,0,0,0
38.02.01.02,2005,0,0,0
38.02.01.02,2006,200235000,0,0
38.02.01.02,2007,0,0,0
38.02.01.02,2008,0,0,0
38.02.01.02,2012,0,0,3080510
38.02.01.02,2013,0,0,0
38.02.01.02,2014,0,0,0
38.02.01.03,1997,0,0,-8189000
38.02.01.03,1998,0,0,-9279000
38.02.01.03,1999,0,0,-9324000
38.02.01.03,2000,0,0,-11386000
38.02.01.03,2001,0,0,-10452855
38.02.01.03,2002,0,0,-14676493
38.02.01.03,2003,0,0,-15994902
38.02.01.03,2004,0,0,-5820568
38.02.01.03,2005,0,0,-5721388
38.02.01.03,2006,0,0,-5973684
38.02.01.03,2007,0,0,-5193911
38.02.01.03,2008,0,0,-5701780
38.02.01.03,2009,0,0,-6000000
38.02.01.03,2010,0,0,-3500000
38.02.01.03,2011,0,0,-5500000
38.02.01.03,2012,0,0,-7825153
38.02.01.03,2013,0,0,0
38.02.01.03,2014,0,0,0
38.02.01.04,1997,0,0,-9266608
38.02.01.04,1998,0,0,-11916000
38.02.01.04,1999,0,0,-8935689
38.02.01.04,2000,0,0,-13852129
38.02.01.04,2001,0,0,-11214943
38.02.01.04,2002,0,0,-11759519
38.02.01.04,2003,0,0,-17619000
38.02.01.04,2004,0,0,-17031519
38.02.01.04,2005,0,0,-17847883
38.02.01.04,2006,0,0,-13315528
38.02.01.04,2007,0,0,-7711291
38.02.01.04,2008,0,0,-12098970
38.02.01.04,2009,0,0,-10000000
38.02.01.04,2010,0,0,-12426828
38.02.01.04,2011,0,0,-7858990
38.02.01.04,2012,0,0,-10672893
38.02.01.04,2013,0,0,0
38.02.01.04,2014,0,0,0
38.02.01.05,1997,0,0,-349060000
38.02.01.05,1998,0,0,-441768000
38.02.01.05,1999,0,0,-556508671
38.02.01.05,2000,0,0,-542566401
38.02.01.05,2001,0,0,-599470269
38.02.01.05,2002,0,0,-707367176
38.02.01.05,2003,0,0,-611335219
38.02.01.05,2004,0,0,-456772397
38.02.01.05,2005,0,0,-506920000
38.02.01.05,2006,0,0,-581501593
38.02.01.05,2007,0,0,-408706954
38.02.01.05,2008,0,0,-411733819
38.02.01.05,2009,0,0,-410000000
38.02.01.05,2010,0,0,-405000000
38.02.01.05,2011,0,0,-413323754
38.02.01.05,2012,0,0,-633389225
38.02.01.05,2013,0,0,0
38.02.01.05,2014,0,0,0
38.02.01.06,1997,7047000,18612000,24371281
38.02.01.06,1998,14316000,17437000,24799849
38.02.01.06,1999,0,19856000,25849649
38.02.01.06,2000,0,1007000,1001010
38.02.01.06,2001,0,0,0
38.02.01.06,2002,0,0,0
38.02.01.06,2003,0,0,0
38.02.01.06,2004,0,0,0
38.02.01.06,2008,0,0,0
38.02.01.07,1997,0,-6532000,-6532000
38.02.01.07,1998,-7853000,-11103000,-11102000
38.02.01.07,1999,-8347000,-13460000,-13460000
38.02.01.07,2000,0,0,0
38.02.01.07,2001,0,0,0
38.02.01.07,2002,0,0,0
38.02.01.07,2003,0,0,0
38.02.01.07,2004,0,0,0
38.02.01.07,2008,90000000,64343000,49034734
38.02.01.07,2009,0,25308000,17671433
38.02.01.07,2010,0,0,0
38.02.01.07,2011,0,0,0
38.02.01.08,1999,14743000,0,0
38.02.01.08,2000,0,0,0
38.02.01.08,2001,0,0,0
38.02.01.08,2002,0,0,0
38.02.01.08,2003,0,0,0
38.02.01.08,2004,0,0,0
38.02.01.09,2000,10522000,12822000,12822000
38.02.01.09,2001,10372000,10372000,10372000
38.02.01.09,2002,9605000,8956000,8367395
38.02.01.09,2003,8192000,8214000,8214000
38.02.01.09,2004,4285000,8620000,8394057
38.02.01.09,2005,8386000,8443000,8217085
38.02.01.09,2006,8386000,7523000,7522805
38.02.01.09,2007,0,0,0
38.02.01.09,2008,0,0,0
38.02.01.10,1997,-605000,-6605000,-6605000
38.02.01.10,1998,0,0,0
38.02.01.10,1999,0,0,0
38.02.01.10,2008,0,0,0
38.02.01.10,2009,0,0,0
38.02.01.10,2010,0,0,0
38.02.01.10,2011,0,0,0
38.02.01.10,2012,0,0,-1788696
38.02.01.10,2013,0,0,0
38.02.01.10,2014,0,0,0
38.02.01.11,1997,605000,6605000,6176364
38.02.01.11,1998,0,3000000,3000000
38.02.01.11,1999,0,5113000,5113000
38.02.01.11,2000,0,0,0
38.02.01.11,2001,0,0,0
38.02.01.11,2002,0,0,0
38.02.01.11,2003,0,0,0
38.02.01.11,2004,0,0,0
38.02.01.11,2009,0,0,0
38.02.01.11,2010,0,0,0
38.02.01.11,2011,0,0,0
38.02.01.11,2012,0,0,0
