code,title,office,domain,verdict,reason
04.01.96,אגודת דור הפלמח,משרד ראש הממשלה,תחום פעולה כללי,drop,"ארגון ספציפי, לא קשור לבינה מלאכותית."
04.01.97,רעות קרן עזרה,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"כותרת לא ברורה, עשויה לכלול הוצאות רלוונטיות."
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,"עוסק בסיוע סוציאלי, לא בבינה מלאכותית."
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"כותרת לא ברורה, עשויה לכלול הוצאות רלוונטיות."
04.02.11,לשכת ראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.02.12,מזכירות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.02.13,הועדה לבחינת חוק בנק,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בחוק בנק, לא בבינה מלאכותית."
04.02.14,יעוץ לראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.02.15,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בלשכת ראש ממשלה לשעבר, לא בבינה מלאכותית."
04.02.16,לשכת ראש הממשלה לשעבר -,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בלשכת ראש ממשלה לשעבר, לא בבינה מלאכותית."
04.02.17,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בלשכת ראש ממשלה לשעבר, לא בבינה מלאכותית."
04.02.18,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בלשכת ראש ממשלה לשעבר, לא בבינה מלאכותית."
04.02.19,אמרכלות ראשות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.02.20,צוות בטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,ביטחון לאומי עשוי לכלול שימוש בבינה מלאכותית.
04.02.21,הרשות לקידום מעמד האשה,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק במעמד האישה, לא בבינה מלאכותית."
04.02.23,לשכת השר חיים רמון,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.24,לשכת השר מיכאל מלכיאור,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.25,חטיבת חברה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.02.26,חטיבת תפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בתפוצות, לא בבינה מלאכותית."
04.02.28,פרוייקטים לעידוד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.30,המטה ללוחמה בטרור,משרד ראש הממשלה,ראשות הממשלה,ambiguous,לוחמה בטרור עשויה לכלול שימוש בבינה מלאכותית.
04.02.31,נציב קבילות הסיענים,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בקבילות סיעוד, לא בבינה מלאכותית."
04.02.32,המועצה לביטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,ביטחון לאומי עשוי לכלול שימוש בבינה מלאכותית.
04.02.35,"יעוץ לרוה""מ מעוטים",משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בייעוץ למיעוטים, לא בבינה מלאכותית."
04.02.38,"יועץ רוה""מ לענייני",משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.42,פעולות הסברה ושיחות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בהסברה ושיחות, לא בבינה מלאכותית."
04.02.43,מינהלת שיחות שלום,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בשיחות שלום, לא בבינה מלאכותית."
04.02.44,לשכת השר הרב עמיטל,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.45,לשכת גב' רבין,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכה ספציפית, לא קשורה לבינה מלאכותית."
04.02.46,חגיגות שנת ה-50,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בחגיגות, לא בבינה מלאכותית."
04.02.47,מחשב לכל ילד,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק במחשוב לילדים, לא בבינה מלאכותית."
04.02.48,אגף הפיקוח הכללי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.02.49,לשכת שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.50,הידוק הקשרים עם התפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בקשרי תפוצות, לא בבינה מלאכותית."
04.02.51,מטה הרפורמה בשירות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק ברפורמה בשירות, לא בבינה מלאכותית."
04.02.52,המועצה להנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בהנצחה, לא בבינה מלאכותית."
04.02.53,תמיכות בארגוני הנצחה,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בהנצחה, לא בבינה מלאכותית."
04.02.54,ייעוץ ממשרד הקליטה,משרד  ראש הממשלה,ראשות הממשלה,drop,"עוסק בייעוץ קליטה, לא בבינה מלאכותית."
04.02.60,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בלשכת ראש ממשלה לשעבר, לא בבינה מלאכותית."
04.02.61,לשכת שר בלי תיק דני,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.62,לשכת שר בלי תיק רענן,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.63,לשכת שר בלי תיק - אלי,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.64,לשכת שר בלי תיק - שמואל,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.65,לשכת השר לענייני ערבים,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.66,לשכת סגן שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.67,לשכת שר בלי תיק - דן,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.68,המטה להסדרת התיישבות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בהסדרת התיישבות, לא בבינה מלאכותית."
04.02.69,תוכנית פיתוח ישובי,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בפיתוח יישובים, לא בבינה מלאכותית."
04.02.70,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.71,לשכת השר אבישי ברוורמן,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.72,לשכת השר יעקב מרג'י,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.73,לשכת השר בני בגין,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.74,לשכת סגן השר איוב קרא,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת סגן שר ספציפי, לא קשור לבינה מלאכותית."
04.02.75,לשכת השר יוסי פלד,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.76,לשכת השרה גילה גמליאל,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שרה ספציפית, לא קשורה לבינה מלאכותית."
04.02.77,משרד ההסברה והתפוצות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בהסברה ותפוצות, לא בבינה מלאכותית."
04.02.78,לשכת השר משולם נהרי,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.79,לשכת השר מיכאל איתן,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.02.80,לשכת השר לענייני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.81,המשרד לענייני גמלאים,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בענייני גמלאים, לא בבינה מלאכותית."
04.02.82,המשרד לעניינים,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.02.83,המשרד לענייני מודיעין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,מודיעין עשוי לכלול שימוש בבינה מלאכותית.
04.02.84,יחידת שירות הלקוחות,משרד ראש הממשלה,ראשות הממשלה,drop,"עוסק בשירות לקוחות, לא בבינה מלאכותית."
04.02.85,הוועדה לבדיקת תחליפי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.20.01,לשכת השר לשיתוף פעולה,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.20.02,אמרכלות,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.20.03,פעולות,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.20.10,רזרבה להתייקרויות,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.23.01,שכר,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.23.02,שרותים מרכזיים,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.23.03,רזרבה,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.23.04,קידום שיתוף פעולה,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.51.01,מטה המשרד,משרד ראש הממשלה,משרד ראשי,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.51.02,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בהסברה, לא בבינה מלאכותית."
04.51.03,מערך הגיור,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בגיור, לא בבינה מלאכותית."
04.51.04,תמיכות בארגוני הנצחה,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בהנצחה, לא בבינה מלאכותית."
04.51.05,הרשות לקידום מעמד האשה,משרד ראש הממשלה,משרד ראשי,drop,"עוסק במעמד האישה, לא בבינה מלאכותית."
04.51.06,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,משרד ראשי,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.51.07,ארכיון המדינה,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בארכיון המדינה, לא בבינה מלאכותית."
04.51.08,מערך הסייבר הלאומי,משרד ראש הממשלה,משרד ראשי,keep,סייבר לאומי קשור לבינה מלאכותית.
04.51.09,הוועדה הבינמשרדית,משרד ראש הממשלה,משרד ראשי,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.51.10,פרויקטים והחלטות ממשלה,משרד ראש הממשלה,משרד ראשי,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.51.11,לשכת העיתונות הממשלתית,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בלשכת עיתונות, לא בבינה מלאכותית."
04.51.12,המטה להסדרת התיישבות,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בהסדרת התיישבות, לא בבינה מלאכותית."
04.51.13,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,"עוסק בהסברה, לא בבינה מלאכותית."
04.51.14,מטה ישראל דיגיטאלית,משרד ראש הממשלה,משרד ראשי,keep,ישראל דיגיטלית קשורה לבינה מלאכותית.
04.51.15,מטה התקשוב הממשלתי,משרד ראש הממשלה,משרד ראשי,keep,תקשוב ממשלתי קשור לבינה מלאכותית.
04.52.01,חברי הממשלה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.52.02,המשרד לשוויון חברתי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"עוסק בשוויון חברתי, לא בבינה מלאכותית."
04.52.03,משרד התפוצות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"עוסק בתפוצות, לא בבינה מלאכותית."
04.52.04,המשרד לנושאים אסטרטגים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,נושאים אסטרטגיים עשויים לכלול בינה מלאכותית.
04.52.05,המשרד למודיעין,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,מודיעין עשוי לכלול שימוש בבינה מלאכותית.
04.52.06,משרד ההסברה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"עוסק בהסברה, לא בבינה מלאכותית."
04.52.07,לשכת השר יוסי פלד,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.52.08,לשכת השר משולם נהרי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"לשכת שר ספציפי, לא קשור לבינה מלאכותית."
04.52.09,לשכות שרים וסגני שרים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת גנרית, עשויה לכלול הוצאות רלוונטיות."
04.52.10,לשכת סגן השר איוב קרא,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"לשכת סגן שר ספציפי, לא קשור לבינה מלאכותית."
04.52.11,משרד ירושלים ומסורת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"עוסק בירושלים ומורשת, לא בבינה מלאכותית."
04.52.12,משרד מורשת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"עוסק במורשת, לא בבינה מלאכותית."
04.52.13,משרד ההתיישבות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,"עוסק בהתיישבות, לא בבינה מלאכותית."
04.52.14,המשרד לחיזוק וקידום,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת גנרית וקטומה, עשויה לכלול הוצאות רלוונטיות."
04.52.15,מערך הדיגיטל הלאומי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,keep,דיגיטל לאומי קשור לבינה מלאכותית.
04.52.16,"משרד רה""מ חליפי",משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת כללית, משרד רלוונטי"
04.52.17,מטה לבינה מלאכותית,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,keep,מטה ייעודי לבינה מלאכותית
04.52.20,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת כללית, משרד רלוונטי"
04.52.21,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת כללית, משרד רלוונטי"
04.52.22,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"כותרת כללית, משרד רלוונטי"
04.56.01,שיתוף פעולה אזורי,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,"כותרת כללית, משרד רלוונטי"
04.70.01,רזרבה לעמידה במגבלה,משרד ראש הממשלה,רזרבות,ambiguous,"רזרבה כללית, משרד רלוונטי"
04.99.99,חשבון מעבר,משרד ראש הממשלה,חשבון מעבר,ambiguous,חשבון מעבר כללי
05.01.01,משרד ראשי,משרד האוצר,תחום פעולה כללי,ambiguous,"כותרת כללית, משרד רלוונטי"
05.01.02,אמרכלות,משרד האוצר,תחום פעולה כללי,ambiguous,"כותרת כללית, משרד רלוונטי"
05.01.04,טפול בפצויים אישיים,משרד האוצר,תחום פעולה כללי,drop,פיצויים אישיים אינם קשורים לבינה מלאכותית
05.01.05,גמלאות,משרד האוצר,תחום פעולה כללי,drop,גמלאות אינן קשורות לבינה מלאכותית
05.01.11,אגף נכסי נפקדים,משרד האוצר,תחום פעולה כללי,drop,נכסי נפקדים אינם קשורים לבינה מלאכותית
05.01.12,לשכת סגן השר יצחק כהן,משרד האוצר,תחום פעולה כללי,drop,לשכת סגן שר אינה קשורה לבינה מלאכותית
05.01.14,יחידת שיפור השירות,משרד האוצר,תחום פעולה כללי,ambiguous,שיפור שירות יכול לכלול AI
05.02.01,אגף התקציבים,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.02.04,אגף החשב הכללי,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.02.05,פיקוח על בצוע תקציב,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.02.06,ניהול הלוואות המדינה,משרד האוצר,שירותי מטה ממשלתיים,drop,ניהול הלוואות אינו קשור לבינה מלאכותית
05.02.07,רשות התקשוב הממשלתית,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,רשות תקשוב ממשלתית עשויה לכלול AI
05.02.08,מנהל הדיור הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,דיור ממשלתי אינו קשור לבינה מלאכותית
05.02.09,פיקוח על המשק הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.02.10,מערכות מידע ומיכון,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,מערכות מידע ומיכון עשויות לכלול AI
05.02.11,"אמרכלות חשכ""ל",משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.02.12,"שירותים כלכליים בארה""ב",משרד האוצר,שירותי מטה ממשלתיים,drop,"שירותים כלכליים בארה""ב אינם קשורים לבינה מלאכותית"
05.02.13,ממשל זמין,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,ממשל זמין עשוי לכלול AI
05.02.14,חברת ענבל,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"שם חברה ספציפי, לא ברור"
05.02.15,המשרד בוושינגטון,משרד האוצר,שירותי מטה ממשלתיים,drop,משרד בוושינגטון אינו קשור לבינה מלאכותית
05.02.16,ביקורת פנימית,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.02.17,מנהל הרכש,משרד האוצר,שירותי מטה ממשלתיים,drop,מנהל רכש אינו קשור לבינה מלאכותית
05.02.18,רשות החברות הממשלתיות,משרד האוצר,שרותי מטה ממשלתיים,drop,רשות חברות ממשלתיות אינה קשורה לבינה מלאכותית
05.02.31,אגף שכר והסכמי עבודה,משרד האוצר,שירותי מטה ממשלתיים,drop,שכר והסכמי עבודה אינם קשורים לבינה מלאכותית
05.02.33,מעקב לתקציבי פיתוח,משרד האוצר,שירותי מטה ממשלתיים,ambiguous,מעקב תקציבי פיתוח עשוי לכלול AI
05.03.06,"אגף לקשרים בינ""ל",משרד האוצר,שירותי מטה כלל משקיים,ambiguous,"כותרת כללית, משרד רלוונטי"
05.03.07,משרד בניו יורק,משרד האוצר,שירותי מטה כלל משקיים,drop,משרד בניו יורק אינו קשור לבינה מלאכותית
