code,title,program,reason
18.01.01.28,השתתפות במשרד החינוך - הקמת המכללה בלוד,מענקים שוטפים לרשויות,College establishment is too general for gifted program.
18.01.01.29,סיוע לעיר לוד בהתאם להחלטת ממשלה בנושא העצמת העיר לוד מספר 3567 מיום ה-4.8.2011,מענקים שוטפים לרשויות,"Assistance to city of Lod, not gifted program."
18.01.01.30,שיפוי בגין חוק אזרחים ותיקים,מענקים שוטפים לרשויות,"Indemnity for senior citizens law, not gifted program."
18.01.01.31,השתתפות מתקציב משרד החינוך להעסקת  רואי חשבון ברשויות המקומיות,מענקים שוטפים לרשויות,"Employing accountants is administrative, not gifted program."
18.01.01.32,השתתפות בתקציב משרד הפנים (06) לצורך סיוע לרשויות מקומיות בצפון,מענקים שוטפים לרשויות,"Assistance to northern authorities, not gifted program."
18.01.01.33,וועדות ממונות,מענקים שוטפים לרשויות,"Appointed committees, not gifted program."
18.01.01.34,השתתפות במשרד התחבורה - כביש גישה לאבו בסמה בהתאם להחלטת משלה 724 (ערב/4) מה-30.8.09,מענקים שוטפים לרשויות,"Access road construction, not gifted program."
18.01.01.35,השתתפות ממשרד החינוך עבור עריכת מפגן של המועצות האזוריות החלטת ממשלה מספר 3538.,מענקים שוטפים לרשויות,"Organizing demonstration, not gifted program."
18.01.01.36,השתתפות במשרד התרבות המדע והספורט - יד בן צבי,מענקים שוטפים לרשויות,"Culture, science, sport, not gifted program."
18.01.01.37,השתתפות משרד התיירות לצורך הנחות בארנונה,מענקים שוטפים לרשויות,"Property tax discounts, not gifted program."
18.01.01.38,הכנסות מארנונה למלונות,מענקים שוטפים לרשויות,"Income from hotel property tax, not gifted program."
18.01.01.39,"בשתתפות בסעיף 06 , מימון הוצאות ועדה קרואה בטיבה",מענקים שוטפים לרשויות,"Funding appointed committee, not gifted program."
18.01.01.40,מענק בגין מעבר לפנסיה צוברת,מענקים שוטפים לרשויות,"Pension transition grant, not gifted program."
18.01.01.41,רזרבה,מענקים שוטפים לרשויות,"General reserve, not gifted program."
18.01.01.42,"השתתפות במשרד לאיכות הסביבה פארק ב""ש החלטת ממשלה 794",מענקים שוטפים לרשויות,"Environmental protection park, not gifted program."
18.01.01.43,מענק איזון חד פעמי לפי גדיש,מענקים שוטפים לרשויות,"One-time balance grant, not gifted program."
18.01.01.44,אתר הנצחה לוטררנים לפי החלטת ממשלה מס' 1004 מיום 7/1/07,מענקים שוטפים לרשויות,"Memorial site, not gifted program."
18.01.01.45,סיוע לרשויות לאחר ועדה ממונה לצרכי פיתו,מענקים שוטפים לרשויות,"Assistance for development needs, not gifted program."
18.01.01.46,חוף נפרד באשקלון בהתם להחלטת ממשלה 1259 מיום 25/2/2007,מענקים שוטפים לרשויות,"Separate beach, not gifted program."
18.01.01.47,"מענקים חד פעמיים לרשויות מקומיות ביש""ע בגין המצב הבטחוני",מענקים שוטפים לרשויות,"Grants for security situation, not gifted program."
18.01.01.48,השתתפות ברשות נחל הקישון,מענקים שוטפים לרשויות,"Kishon River Authority, not gifted program."
18.01.01.49,השתתפות במינהל התכנון לצורך ועדת גבולות,מענקים שוטפים לרשויות,"Planning administration border committee, not gifted program."
18.01.01.50,השתתפות המדינה בהנחה בארנונה למלונות עקב המשבר בתיירות,"""מענק כללי לאיזון""","Property tax discount for hotels, not gifted program."
18.01.01.51,רזרבה-סיום התחשבנות,"""מענק כללי לאיזון""","Reserve for final settlement, not gifted program."
18.01.01.52,השתתפות מתקציב משרד ראש הממשלה - שטפונות ואדי ערה בהתאם להחלטת ממשלה  95 מיום 4/6/06,מענקים שוטפים לרשויות,"Wadi Ara floods, not gifted program."
18.01.01.53,סיוע לנפגעי שטפונות ואדי ערה החלטת ממשלה מס' 95 מיום 4/6/06,מענקים שוטפים לרשויות,"Assistance to flood victims, not gifted program."
18.01.01.54,רואי חשבון לביצוע חיוב אישי ברשויות המקומיות,מענקים שוטפים לרשויות,"Accountants for personal billing, not gifted program."
18.01.01.55,ישובים גדולים במועצות אזוריות,מענקים שוטפים לרשויות,"Large settlements, not gifted program."
18.01.01.56,רזרבה לתביעות משפטיות,מענקים שוטפים לרשויות,"Reserve for legal claims, not gifted program."
18.01.01.57,רואי חשבון לביצוע חיוב אישי החל משנת 2013,מענקים שוטפים לרשויות,"Accountants for personal billing, not gifted program."
18.01.01.58,השתתפות במשרד הביטחון - שדרוג מקלטים על פי החלטת ממשלה מספר 1878,מענקים שוטפים לרשויות,"Upgrading shelters, not gifted program."
18.01.01.59,בתי משפט לעניינים מקומיים,מענקים שוטפים לרשויות,"Local courts, not gifted program."
18.01.01.60,השתתפות מתקציב משרד החקלאות- מפגן התיישבות לפי החלטת ממשלה 3485,מענקים שוטפים לרשויות,"Settlement demonstration, not gifted program."
18.01.01.61,השתתפות במשרד התיירות לצורך שיפוץ עכו העתיקה לפי החלטת ממשלה 2659,מענקים שוטפים לרשויות,"Renovation of Old Acre, not gifted program."
18.01.01.62,השתתפות משרד השיכון למיגון ישובים בעוטף עזה,מענקים שוטפים לרשויות,"Fortification of Gaza communities, not gifted program."
18.01.01.63,מיגון ישובים בעוטף עזה,מענקים שוטפים לרשויות,"Fortification of Gaza communities, not gifted program."
18.01.01.64,הנחה בארנונה - תעשיה בשלומי,"""מענק כללי לאיזון""","Property tax discount, not gifted program."
18.01.01.65,"הנחה בארנונה לישובי סובב עזה, בהתאם להחלטת ממשלה 4059 מיום 1.1.2012",מענקים שוטפים לרשויות,"Property tax discount for Gaza communities, not gifted program."
18.01.01.66,פיילוט לשינוי שיטת הדיווח החשבונאי בשלטון המקומי -  התקשרות עם רואי חשבון,מענקים שוטפים לרשויות,"Accounting reporting method, not gifted program."
18.01.01.67,הנחה בארנונה שער הנגב,"""מענק כללי לאיזון""","Property tax discount, not gifted program."
18.01.01.68,"שיפוי הפרשה לקופ""ג",מענקים שוטפים לרשויות,"Provident fund allocation, not gifted program."
18.01.01.69,השתתפות במשרד החקלאות- כלבת,מענקים שוטפים לרשויות,"Rabies control, not gifted program."
18.01.01.70,מתחמי סחר עירוניים-פרוייקט מנהל התכנון,מענקים שוטפים לרשויות,"Urban trade complexes, not gifted program."
18.01.01.71,"מתן שרותים לטייבה ע""י עיריית רמת- גן",מענקים שוטפים לרשויות,"Provision of services to Tayibe, not gifted program."
18.01.01.72,"מענקים מיוחדים לרשויות מקומיות, על פי סיכום.",מענקים שוטפים לרשויות,"Special grants, too general for gifted program."
18.01.01.73,"השתתפות במשרד להגנת הסביבה עבור פרויקט פארק איילון, בהתאם להחלטת ממשלה 4416",מענקים שוטפים לרשויות,"Ayalon Park project, not gifted program."
18.01.01.74,מענקים להוצאות ביטחוניות עודפות בישובי עוטף עזה בהתאם להחלטת ממשלה 2802 מיום 6/1/08,מענקים שוטפים לרשויות,"Security expenses, not gifted program."
18.01.01.75,"השתתפות במשרד רוה""מ - הכותל המערבי",מענקים שוטפים לרשויות,"Western Wall, not gifted program."
18.01.01.76,מענק איזון מותנה,מענקים שוטפים לרשויות,"Conditional balance grant, not gifted program."
18.01.01.77,רשויות בעלות מינימום ארנונה,מענקים שוטפים לרשויות,"Authorities with minimum property tax, not gifted program."
18.01.01.78,השתתפות במשרד הבטחון לאתרי הנצחה בהתאם להחלטות ממשלה 412  ו 413,מענקים שוטפים לרשויות,"Memorial sites, not gifted program."
18.01.01.79,"מימון ארוע ""מועצות אזוריות מצדיעות לירושלים""",מענקים שוטפים לרשויות,"Event funding, not gifted program."
18.01.01.80,השתתפות משרד ראש הממשלה- מפגן התיישבות בירושלים לפי החלטת ממשלה 3538,מענקים שוטפים לרשויות,"Settlement demonstration, not gifted program."
18.01.01.81,"טיפול בפליטים סודנים ע""י עירית באר שבע  - העברה משרד ראש הממשלה",מענקים שוטפים לרשויות,"Sudanese refugees treatment, not gifted program."
18.01.01.82,ביקורת שכר ברשויות המקומיות על ידי רואי חשבון,מענקים שוטפים לרשויות,"Wage audit, not gifted program."
18.01.01.83,"השתתפות במשרד השיכון - החורבה, ה""מ 2268",מענקים שוטפים לרשויות,"Hurva renovation, not gifted program."
18.01.01.84,רשויות בעלות מינימום ארנונה,מענקים שוטפים לרשויות,"Authorities with minimum property tax, not gifted program."
18.01.01.85,טיפול בשטחים גליליים,מענקים שוטפים לרשויות,"Treatment of Galilean areas, not gifted program."
18.01.01.86,רשויות מתאחדות,מענקים שוטפים לרשויות,"Uniting authorities, not gifted program."
18.01.01.87,שיפוץ הקארדו בחצור - העברה ממשרד ראש הממשלה,מענקים שוטפים לרשויות,"Cardo renovation, not gifted program."
18.01.01.88,מרכז טיפולי בגליל המזרחי בהתאם לה.מ. 3967,מענקים שוטפים לרשויות,"Treatment center, not gifted program."
18.01.01.89,השתתפות בתקציב משרד ראש הממשלה לאתר הנצחה בלטרון בהתאם להחלטת ממשלה 1873,מענקים שוטפים לרשויות,"Memorial site, not gifted program."
18.01.01.90,השתתפות במשרד לבטחון פנים - יחידת החלוץ,מענקים שוטפים לרשויות,"Public security unit, not gifted program."
18.01.01.91,"השתתפות במשרד המשנה לרוה""מ פרויקט עלי נגב - בהתאם להחלטת ממשלה 2032",מענקים שוטפים לרשויות,"Ali Negev project, not gifted program."
18.01.01.92,"מימון פרויקט איילים לפי ה""מ 3651",מענקים שוטפים לרשויות,"Eyalim project, not gifted program."
18.01.01.93,השתתפות ממשרד החינוך ביצוע תקציבי חינוך,מענקים שוטפים לרשויות,"General education budgets, not specifically gifted program."
18.01.01.94,"סלילת כביש גישה לבית העלמין ""תל- רגב"" לפי החלטת ממשלה 2380",מענקים שוטפים לרשויות,"Cemetery access road, not gifted program."
18.01.01.95,"השתפות משרד רוה""ב בשלומי ואשכול",מענקים שוטפים לרשויות,"Housing ministry participation, not gifted program."
18.01.01.96,רזרבה לפיתוח,מענקים שוטפים לרשויות,"Reserve for development, not gifted program."
18.01.01.97,מענקי פיתוח החל משנת 2009,מענקים שוטפים לרשויות,"Development grants, too general for gifted program."
18.01.01.98,מענקי איזון לפיתוח,מענקים שוטפים לרשויות,"Balance grants for development, not gifted program."
18.01.01.99,מענק לרשויות באזור עוטף עזה בהתאם להחלטת ממשלה 4059 מיום 1.1.2012,מענקים שוטפים לרשויות,"Grant for Gaza envelope authorities, not gifted program."
18.01.16.01,מענקים שוטפים,מענקים לרשויות מקומיות,"Current grants, too general for gifted program."
18.01.16.02,תוכניות הבראה,מענקים לרשויות מקומיות,"Recovery programs, not gifted program."
18.01.16.03,מענקי פיתוח,מענקים לרשויות מקומיות,"Development grants, too general for gifted program."
18.01.16.05,רזרבה,מענקים לרשויות מקומיות,"General reserve, not gifted program."
18.01.16.46,פארק איילון- השתתפות,מענקים לרשויות מקומיות,"Ayalon Park, not gifted program."
18.01.99.01,מענק איזון כללי רזרבה להתייקרויות (%3),רזרבה להתייקרויות,"Reserve for price increases, not gifted program."
18.01.99.02,רז' להתייקרויות קניות,רזרבה להתייקרויות,"Reserve for price increases, not gifted program."
18.01.99.03,רזרבה לעמידה ביעדי הגירעון,רזרבה להתייקרויות,"Reserve for deficit targets, not gifted program."
18.01.99.04,רזרבה לעמידה ביעד ההוצאה,רזרבה להתייקרויות,"Reserve for expenditure target, not gifted program."
18.01.99.95,רזרבה להתייקרויות כללית,רזרבה להתייקרויות,"General reserve for price increases, not gifted program."
18.03.01.01,פרוייקטים במימון מלא של משרד הנגב והגליל,מענקים מיועדים,"Projects by Negev and Galilee Ministry, not gifted program."
18.03.01.02,השתתפות משרד הנגב והגליל,מענקים מיועדים,"Participation of Negev and Galilee Ministry, not gifted program."
18.03.01.03,השתתפות ממשרד החינוך בנושא  מחלקות חינוך,מענקים מיועדים,Education departments are too general for gifted program.
18.03.01.04,הדרכה במחלקות החינוך העירוניות,מענקים מיועדים,"Training in education departments, too general for gifted program."
18.03.01.05,רכישת שירותים ממשרדי הממשלה,מענקים מיועדים,"Purchase of government services, not gifted program."
18.03.01.06,מכירת שירותים למשרדי הממשלה,מענקים מיועדים,"Sale of government services, not gifted program."
18.03.01.07,השתתפות ממשרד החינוך,מענקים מיועדים,"Ministry of Education participation, too general for gifted program."
18.03.01.08,פרויקטים לקולנוע הרשות לפיתוח ירושלים החל משנת 2010,מענקים מיועדים,"Film projects, not gifted program."
18.03.01.09,פרויקטים הרשות לפיתוח ירושלים,מענקים מיועדים,"Jerusalem Development Authority projects, not gifted program."
18.03.01.10,רשות לפתוח ירושלים,מענקים מיועדים,"Jerusalem Development Authority, not gifted program."
18.03.01.11,תקצוב רשות נחל קישון,מענקים מיועדים,"Kishon River Authority budgeting, not gifted program."
18.03.01.12,תקצוב רשות נחל ירקון,מענקים מיועדים,"Yarkon River Authority budgeting, not gifted program."
18.03.01.13,השתתפות ממשרד החקלאות,מענקים מיועדים,"Ministry of Agriculture participation, not gifted program."
18.03.01.14,פרויקט הכשרה מחויבת,מענקים מיועדים,"Mandatory training project, too general for gifted program."
18.03.01.15,פרוייקט צוערים בשלטון המקומי,מענקים מיועדים,"Cadets project in local government, not gifted program."
18.03.01.18,רזרבה,מענקים מיועדים,"General reserve, not gifted program."
18.03.01.19,יעודה,מענקים מיועדים,"Designated funds, too general for gifted program."
18.03.01.20,השתתפות ממשרד הגמלאים,מענקים מיועדים,"Ministry of Pensioners participation, not gifted program."
18.03.01.21,בתי דין לרשויות,מענקים מיועדים,"Courts for authorities, not gifted program."
18.03.01.22,תכנית אב לאזרחים וותיקים בהתאם לה.מ. 3739,מענקים מיועדים,"Master plan for senior citizens, not gifted program."
18.03.01.23,השתתפות בחטיבה להתיישבות,מענקים מיועדים,"Settlement Division participation, not gifted program."
18.03.01.24,מענק לרשויות שתקציבן מאוזן ופרס ניהול תקין,מענקים מיועדים,"Grants for balanced budgets, not gifted program."
18.03.01.25,פרס ניהול תקין,מענקים מיועדים,"Proper management award, not gifted program."
18.03.01.26,"מתנ""סים במגזר מיעוטים",מענקים מיועדים,"Community centers in minority sector, not gifted program."
18.03.01.27,הוצאות בגין סימינרים לבנות,מענקים מיועדים,"Seminars for girls, too vague for gifted program."
18.03.01.28,מיפוי שטחי שיפוט- השתתפות,מענקים מיועדים,"Mapping jurisdiction areas, not gifted program."
18.03.01.29,עתודה למענקים מיוחדים,מענקים מיועדים,"Reserve for special grants, too general for gifted program."
18.03.01.30,תוכנית אשכולות ושיתוף פעולה בין רשויות מקומיות,מענקים מיועדים,"Clusters program and cooperation, not gifted program."
18.03.01.95,רזרבה להתייקרויות כללית,מענקים מיועדים,"General reserve for price increases, not gifted program."
18.03.03.01,תקציב הדרכה לרשויות מקומיות,הדרכה מחקרים וייעוץ,"Training budget, too general for gifted program."
18.03.03.02,"השתתפות במחקרים, סקרים כנסים, ויעוץ לשלטון המקומי",הדרכה מחקרים וייעוץ,"Research, surveys, conferences, too general for gifted program."
18.03.03.03,הדרכת תוכנה במועצות מקומיות,הדרכה מחקרים וייעוץ,"Software training, not gifted program."
18.03.03.04,הדרכה לאיחוד רשויות,הדרכה מחקרים וייעוץ,"Training for unification of authorities, not gifted program."
18.03.03.05,"אימון ראשי רשויות ונבחרים בהתאם לה""מ 3965 מיום 24.8.2008",הדרכה מחקרים וייעוץ,"Training of elected officials, not gifted program."
18.03.03.06,הכשרת שוטרים בתחום רישוי עסקים,הדרכה מחקרים וייעוץ,"Police training, not gifted program."
18.03.03.07,טיפול נקודתי - השבחת ההון האנושי,הדרכה מחקרים וייעוץ,"Human capital enhancement, too general for gifted program."
18.03.03.08,מדידה והערכה של ועדות ממונות,הדרכה מחקרים וייעוץ,"Evaluation of appointed committees, not gifted program."
18.03.03.09,"השתתפות הלמ""ס",הדרכה מחקרים וייעוץ,"CBS participation, not gifted program."
18.03.03.10,השתתפות בתקציב הלשכה המרכזית לסטטיסטיקה לצורך מימון מחקרים שונים,הדרכה מחקרים וייעוץ,"Funding various studies, too general for gifted program."
18.03.03.11,השתתפות משרד הדתות,הדרכה מחקרים וייעוץ,"Ministry of Religious Services participation, not gifted program."
18.03.03.12,"פיילוט דו""ח ברנע",הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.03.14,הדרכה לרשויות מתאחדות,הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.03.15,"השתתפות בתמ""ת אחריות לתוצאות",הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.03.16,חיזוק מערכות הניהול ברשויות המקומיות במגזר הבדואי- בהתאם להחלטת ממשלה מס' 1403 מיום 27.01.2003,הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.03.17,וועדות לשינוי גבולות,הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.03.18,השתתפות ממנהל התכנון,הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.03.95,רזרבה להתייקרויות כללית,הדרכה מחקרים וייעוץ,Title unrelated to gifted programs.
18.03.06.01,קריות חינוך,תמיכות בקריות חינוך,"General education infrastructure, not gifted programs."
18.03.06.02,רז' לקריות חינוך,תמיכות בקריות חינוך,"General education infrastructure, not gifted programs."
18.03.06.95,רזרבה להתייקרויות כללית,תמיכות בקריות חינוך,Title unrelated to gifted programs.
18.03.99.04,רזרבה להתייקרויות,רזרבה להתייקרויות,Title unrelated to gifted programs.
18.03.99.05,רז' להתייקרויות - קניות,רזרבה להתייקרויות,Title unrelated to gifted programs.
18.03.99.06,רזרבה לעמידה ביעדי הגירעון,רזרבה להתייקרויות,Title unrelated to gifted programs.
18.03.99.07,רזרבה לעמידה ביעד ההוצאה,רזרבה להתייקרויות,Title unrelated to gifted programs.
18.03.99.08,קריות חינוך-רזרבה להתיקרויות,רזרבה להתיקרויות,"General education infrastructure, not gifted programs."
18.03.99.09,הדרכה-רזרבה להתיקרויות (%3),רזרבה להתיקרויות,"General training, not specific to gifted programs."
18.03.99.10,פסולת מוצקה - רזרבה להתייקרויות,רזרבה להתיקרויות,Title unrelated to gifted programs.
18.03.99.95,רזרבה להתייקרויות כללית,רזרבה להתיקרויות,Title unrelated to gifted programs.
18.11.01.01,מענק איזון לרשויות מקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.02,תיקון עיוותים - מענקים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.03,מענק בירה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.04,מענק שר הפנים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.05,מענקי פיתוח לרשויות בגין החלטות ממשלה פרטניות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.06,מענק פיתוח עד לשנת 2009,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.07,מענק פיתוח החל משנת 2009,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.08,רזרבה לפיתוח ברשויות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.09,מענקים ליישובים גדולים לרשויות מקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.10,מענקים לרשויות עם ועדות ממונות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.11,מענקים בגין מעבר לפנסיה צוברת,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.12,מענקים לרשויות בעלות מינימום ארנונה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.13,טיפול בשטחים גליליים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.14,שיפוי על הנחות ארנונה בגין חוק אזרחים ותיקים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.15,שיפוי בגין הפרשה לקופות גמל,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.16,שיפוי בגין הנחה בארנונה לישובי עוטף עזה בהתאם להחלטת ממשלה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.17,מענק לרשויות עוטף עזה בהתאם להחלטת ממשלה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.18,"מענקים להתיישבות צעירה - באזורי הגולן, הבקעה ומעלה אפרים",העברות לרשויות,Title unrelated to gifted programs.
18.11.01.19,"מענקי פיתוח להתיישבות צעירה - באזורי הגולן, הבקעה ומעלה אפרים",העברות לרשויות,Title unrelated to gifted programs.
18.11.01.20,תפעול מודל רב תחומי םטיפול ברשויות מקומיות בתכניות הבראה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.21,ביקורת של תאגידים עירוניים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.22,רואי חשבון ברשויות מקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.23,רואי חשבון לביצוע חיוב אישי ברשויות מקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.24,ביקורת שכר ברשויות מקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.25,בית דין לרשויות מקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.26,מימון תוכניות הבראה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.27,רזרבה לתוכניות הבראה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.28,חשבים מלווים ובודקי תוכניות הבראה החל משנת 2011,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.29,מענקי שוטף לרשויות בגין החלטות ממשלה פרטניות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.30,תכניות המראה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.31,השתתפות במשרד הביטחון: תכנית רב שנתית לחירום ברשויות המקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.32,השתתפות במשרד לבטחון פנים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.33,"פיתוח כלכלי של מחוז הצפון אשכולות, פיתוח אירגוני וחיזוק הרשויות. ה.מ. מס' 2262",העברות לרשויות,Title unrelated to gifted programs.
18.11.01.34,קריות חינוך,העברות לרשויות,"General education infrastructure, not gifted programs."
18.11.01.35,הרשות לפיתוח ירושלים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.36,פרויקטים לקולנוע הרשות לפיתוח ירושלים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.37,בטחון ברשויות המקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.38,אבטחת ראשי רשויות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.39,הסדרת הטיפול בחופי רחצה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.40,"הדרכה, מחקרים, ועדות חקירה וייעוץ לרשויות מקומיות",העברות לרשויות,"General administrative research, not gifted programs."
18.11.01.41,רואי חשבון לביצוע חיוב אישי החל משנת 2013,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.42,בודקי תוכניות הבראה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.43,פרויקטים הרשות לפיתוח ירושלים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.44,דיגיטציה ברשויות המקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.45,שדרוג מרכזי הפעלה ברשויות המקומיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.46,רזרבה למימון איחודים,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.47,מימון התחייבויות עבר,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.48,מצוק חופי - הגנות יבשתיות,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.49,טיפול בחופי הכנרת,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.50,השתתפות משרד ראש הממשלה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.51,שריפה במבוא מודיעים - סיוע סוציאלי,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.52,סיוע מנהלת תנופה,העברות לרשויות,Title unrelated to gifted programs.
18.11.01.53,החלטת ממשלה 2397: פיתוח כלכלי חברתי לאוכלוסייה הבדואית בדרום לשנים 2017-2021,העברות לרשויות,Title unrelated to gifted programs.
