code,title,office,domain,program,economic_class,functional_class,program_code,first_year,last_year
18.01.01.25,חשבים מלווים ברשויות - 99,רשויות מקומיות,מענקי איזון לרשויות,"""מענק כללי לאיזון""",קניות,פנים ושלטון מקומי,18.01.01,1997,2006
18.01.01.26,מענקי שר,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1997,2014
18.01.01.27,מימון כפר שיקומי לפי החלטת ממשלה 4075,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1997,2011
18.01.01.28,השתתפות במשרד החינוך - הקמת המכללה בלוד,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,1997,2009
18.01.01.29,סיוע לעיר לוד בהתאם להחלטת ממשלה בנושא העצמת העיר לוד מספר 3567 מיום ה-4.8.2011,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1997,2014
18.01.01.30,שיפוי בגין חוק אזרחים ותיקים,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1998,2014
18.01.01.31,השתתפות מתקציב משרד החינוך להעסקת  רואי חשבון ברשויות המקומיות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2005,2009
18.01.01.32,השתתפות בתקציב משרד הפנים (06) לצורך סיוע לרשויות מקומיות בצפון,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2006,2009
18.01.01.33,וועדות ממונות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2006,2014
18.01.01.34,השתתפות במשרד התחבורה - כביש גישה לאבו בסמה בהתאם להחלטת משלה 724 (ערב/4) מה-30.8.09,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2007,2014
18.01.01.35,השתתפות ממשרד החינוך עבור עריכת מפגן של המועצות האזוריות החלטת ממשלה מספר 3538.,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,1999,2011
18.01.01.36,השתתפות במשרד התרבות המדע והספורט - יד בן צבי,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1999,2013
18.01.01.37,השתתפות משרד התיירות לצורך הנחות בארנונה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,1999,2010
18.01.01.38,הכנסות מארנונה למלונות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1999,2010
18.01.01.39,"בשתתפות בסעיף 06 , מימון הוצאות ועדה קרואה בטיבה",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,1999,2008
18.01.01.40,מענק בגין מעבר לפנסיה צוברת,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1999,2014
18.01.01.41,רזרבה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2014
18.01.01.42,"השתתפות במשרד לאיכות הסביבה פארק ב""ש החלטת ממשלה 794",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2000,2011
18.01.01.43,מענק איזון חד פעמי לפי גדיש,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2012
18.01.01.44,אתר הנצחה לוטררנים לפי החלטת ממשלה מס' 1004 מיום 7/1/07,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2012
18.01.01.45,סיוע לרשויות לאחר ועדה ממונה לצרכי פיתו,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2014
18.01.01.46,חוף נפרד באשקלון בהתם להחלטת ממשלה 1259 מיום 25/2/2007,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2000,2014
18.01.01.47,"מענקים חד פעמיים לרשויות מקומיות ביש""ע בגין המצב הבטחוני",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2014
18.01.01.48,השתתפות ברשות נחל הקישון,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2011
18.01.01.49,השתתפות במינהל התכנון לצורך ועדת גבולות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2000,2010
18.01.01.50,השתתפות המדינה בהנחה בארנונה למלונות עקב המשבר בתיירות,רשויות מקומיות,מענקי איזון לרשויות,"""מענק כללי לאיזון""",העברות,פנים ושלטון מקומי,18.01.01,2001,2006
18.01.01.51,רזרבה-סיום התחשבנות,רשויות מקומיות,מענקי איזון לרשויות,"""מענק כללי לאיזון""",העברות,פנים ושלטון מקומי,18.01.01,2001,2006
18.01.01.52,השתתפות מתקציב משרד ראש הממשלה - שטפונות ואדי ערה בהתאם להחלטת ממשלה  95 מיום 4/6/06,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2001,2009
18.01.01.53,סיוע לנפגעי שטפונות ואדי ערה החלטת ממשלה מס' 95 מיום 4/6/06,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2001,2013
18.01.01.54,רואי חשבון לביצוע חיוב אישי ברשויות המקומיות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2002,2014
18.01.01.55,ישובים גדולים במועצות אזוריות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2002,2014
18.01.01.56,רזרבה לתביעות משפטיות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2002,2012
18.01.01.57,רואי חשבון לביצוע חיוב אישי החל משנת 2013,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2002,2014
18.01.01.58,השתתפות במשרד הביטחון - שדרוג מקלטים על פי החלטת ממשלה מספר 1878,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2002,2010
18.01.01.59,בתי משפט לעניינים מקומיים,רשויות מקומיות,העברות לרשויות המקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2002,2018
18.01.01.60,השתתפות מתקציב משרד החקלאות- מפגן התיישבות לפי החלטת ממשלה 3485,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2002,2011
18.01.01.61,השתתפות במשרד התיירות לצורך שיפוץ עכו העתיקה לפי החלטת ממשלה 2659,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2002,2012
18.01.01.62,השתתפות משרד השיכון למיגון ישובים בעוטף עזה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2002,2011
18.01.01.63,מיגון ישובים בעוטף עזה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2002,2010
18.01.01.64,הנחה בארנונה - תעשיה בשלומי,רשויות מקומיות,מענקי איזון לרשויות,"""מענק כללי לאיזון""",העברות,פנים ושלטון מקומי,18.01.01,2003,2006
18.01.01.65,"הנחה בארנונה לישובי סובב עזה, בהתאם להחלטת ממשלה 4059 מיום 1.1.2012",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2003,2014
18.01.01.66,פיילוט לשינוי שיטת הדיווח החשבונאי בשלטון המקומי -  התקשרות עם רואי חשבון,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2003,2007
18.01.01.67,הנחה בארנונה שער הנגב,רשויות מקומיות,מענקי איזון לרשויות,"""מענק כללי לאיזון""",העברות,פנים ושלטון מקומי,18.01.01,2003,2006
18.01.01.68,"שיפוי הפרשה לקופ""ג",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2003,2014
18.01.01.69,השתתפות במשרד החקלאות- כלבת,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2004,2010
18.01.01.70,מתחמי סחר עירוניים-פרוייקט מנהל התכנון,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.01.71,"מתן שרותים לטייבה ע""י עיריית רמת- גן",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2007,2012
18.01.01.72,"מענקים מיוחדים לרשויות מקומיות, על פי סיכום.",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2003,2014
18.01.01.73,"השתתפות במשרד להגנת הסביבה עבור פרויקט פארק איילון, בהתאם להחלטת ממשלה 4416",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2003,2012
18.01.01.74,מענקים להוצאות ביטחוניות עודפות בישובי עוטף עזה בהתאם להחלטת ממשלה 2802 מיום 6/1/08,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2004,2011
18.01.01.75,"השתתפות במשרד רוה""מ - הכותל המערבי",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2007,2012
18.01.01.76,מענק איזון מותנה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.01.77,רשויות בעלות מינימום ארנונה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.01.78,השתתפות במשרד הבטחון לאתרי הנצחה בהתאם להחלטות ממשלה 412  ו 413,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2007,2011
18.01.01.79,"מימון ארוע ""מועצות אזוריות מצדיעות לירושלים""",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2007,2013
18.01.01.80,השתתפות משרד ראש הממשלה- מפגן התיישבות בירושלים לפי החלטת ממשלה 3538,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2003,2010
18.01.01.81,"טיפול בפליטים סודנים ע""י עירית באר שבע  - העברה משרד ראש הממשלה",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2007,2010
18.01.01.82,ביקורת שכר ברשויות המקומיות על ידי רואי חשבון,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2003,2014
18.01.01.83,"השתתפות במשרד השיכון - החורבה, ה""מ 2268",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2004,2012
18.01.01.84,רשויות בעלות מינימום ארנונה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2004,2013
18.01.01.85,טיפול בשטחים גליליים,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2004,2014
18.01.01.86,רשויות מתאחדות,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2004,2012
18.01.01.87,שיפוץ הקארדו בחצור - העברה ממשרד ראש הממשלה,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2004,2014
18.01.01.88,מרכז טיפולי בגליל המזרחי בהתאם לה.מ. 3967,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2004,2014
18.01.01.89,השתתפות בתקציב משרד ראש הממשלה לאתר הנצחה בלטרון בהתאם להחלטת ממשלה 1873,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2004,2012
18.01.01.90,השתתפות במשרד לבטחון פנים - יחידת החלוץ,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2007,2011
18.01.01.91,"השתתפות במשרד המשנה לרוה""מ פרויקט עלי נגב - בהתאם להחלטת ממשלה 2032",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2007,2012
18.01.01.92,"מימון פרויקט איילים לפי ה""מ 3651",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,קניות,פנים ושלטון מקומי,18.01.01,2007,2014
18.01.01.93,השתתפות ממשרד החינוך ביצוע תקציבי חינוך,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.01,2004,2011
18.01.01.94,"סלילת כביש גישה לבית העלמין ""תל- רגב"" לפי החלטת ממשלה 2380",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2012
18.01.01.95,"השתפות משרד רוה""ב בשלומי ואשכול",רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,1998,2014
18.01.01.96,רזרבה לפיתוח,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.01.97,מענקי פיתוח החל משנת 2009,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.01.98,מענקי איזון לפיתוח,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.01.99,מענק לרשויות באזור עוטף עזה בהתאם להחלטת ממשלה 4059 מיום 1.1.2012,רשויות מקומיות,העברות לרשויות מקומיות,מענקים שוטפים לרשויות,העברות,פנים ושלטון מקומי,18.01.01,2005,2014
18.01.02.01,מענק איזון בסיסי לרשויות הדרוזיות והצ'רקסיות,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,העברות,פנים ושלטון מקומי,18.01.02,1997,2005
18.01.02.02,השתתפות במשרד הבטחון - יד לבנים הדרוזים,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.02,2001,2005
18.01.02.03,מענקי שר על פי חוק - מגזר דרוזי,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,העברות,פנים ושלטון מקומי,18.01.02,2003,2005
18.01.02.04,עתודה,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,קניות,פנים ושלטון מקומי,18.01.02,1997,2004
18.01.02.05,תוספת למענק לרשויות הדרוזיות (הסכם 1994-96),רשויות מקומיות,מענקים איזון לרשויות,רשויות מקומיות דרוזיות,העברות,פנים ושלטון מקומי,18.01.02,1997,1997
18.01.02.06,רזרבה - מענק איזון 1995,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,העברות,פנים ושלטון מקומי,18.01.02,1997,1998
18.01.02.07,השתתפות במשרד הבטחון - יד לבנים,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,העברות  פנים תקציביות,פנים ושלטון מקומי,18.01.02,1997,2000
18.01.02.95,רזרבה להתייקרויות כללית,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות דרוזיות,רזרבות,פנים ושלטון מקומי,18.01.02,1998,1999
18.01.03.01,מענק איזון בסיסי לרשויות ערביות,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,העברות,פנים ושלטון מקומי,18.01.03,1997,2005
18.01.03.02,מענק חד פעמי לרשויות הבדואיות בצפון,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,העברות,פנים ושלטון מקומי,18.01.03,2001,2004
18.01.03.03,מענק שר על פי חוק - מגזר ערבי,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,העברות,פנים ושלטון מקומי,18.01.03,2003,2005
18.01.03.04,עתודה,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,קניות,פנים ושלטון מקומי,18.01.03,2003,2004
18.01.03.06,תוספת למענק לרשויות ערביות (הסכם 1991-93),רשויות מקומיות,מענקים איזון לרשויות,רשויות מקומיות ערביות,העברות,פנים ושלטון מקומי,18.01.03,1997,1997
18.01.03.07,תוספת למענק לרשויות הערביות הסכם (1994-96),רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,העברות,פנים ושלטון מקומי,18.01.03,1997,1999
18.01.03.08,רזרבה - מענק איזון 1995,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,העברות,פנים ושלטון מקומי,18.01.03,1997,1998
18.01.03.95,רזרבה להתייקרויות כללית,רשויות מקומיות,מענקי איזון לרשויות,רשויות מקומיות ערביות,רזרבות,פנים ושלטון מקומי,18.01.03,1998,1999
18.01.10.01,"מענקים להתישבות צעירה - באיזורי הגולן, הבקעה ומעלה אפרים",רשויות מקומיות,העברות לרשויות מקומיות,מענקים להתישבות צעירה,העברות,פנים ושלטון מקומי,18.01.10,1997,2014
18.01.10.02,"מענקים להתיישבות צעירה - רשויות מקומיות: מעלה אפרים, מגילות, קצרין, גולן, בקעת הירדן",רשויות מקומיות,מענקי איזון לרשויות,מענקים להתישבות צעירה,העברות,פנים ושלטון מקומי,18.01.10,1998,2006
18.01.10.03,"מענקים להתישבות צעירה - מוסדות ברשויות ביו""ש",רשויות מקומיות,העברות לרשויות מקומיות,מענקים להתישבות צעירה,העברות,פנים ושלטון מקומי,18.01.10,1999,2014
18.01.10.04,תגבור תקציב התיישבות צעירה,רשויות מקומיות,מענקי איזון לרשויות,מענקים להתישבות צעירה,העברות,פנים ושלטון מקומי,18.01.10,2001,2004
18.01.10.05,רזרבה להתישבות צעירה,רשויות מקומיות,מענקי איזון לרשויות,מענקים להתישבות צעירה,קניות,פנים ושלטון מקומי,18.01.10,2003,2003
18.01.10.06,התישבות צעירה - מועצה אזורית גולן,רשויות מקומיות,מענקי איזון לרשויות,מענקים להתישבות צעירה,העברות,פנים ושלטון מקומי,18.01.10,2003,2004
18.01.15.01,תוכנית הבראה לרשויות מקומיות,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,1997,2004
18.01.15.02,אשראי לרשויות מקומיות תחליף לאשראי בנקאי,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,קניות,פנים ושלטון מקומי,18.01.15,1997,1999
18.01.15.03,תוכניות הבראה מקומיות הסדר 96 מענק איזון,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,1997,2001
18.01.15.04,כ,רשויות מקומיות,מענקים איזון לרשויות,כיסוי גרעונות ברשויות,העברות,פנים ושלטון מקומי,18.01.15,1997,1997
18.01.15.05,רזרבה למימון תוכנית הבראה,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,1997,2001
18.01.15.06,אשראי לרשויות מקומיות,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,1997,2001
18.01.15.07,מימון ביניים לאור יהודה,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,1997,2004
18.01.15.08,מימון תכניות הבראה שנחתמו בשנים קודמות,רשויות מקומיות,העברות לרשויות מקומיות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,2000,2014
18.01.15.09,מימון תכניות הבראה - איגוד כבאות,רשויות מקומיות,מענקי איזון לרשויות,תוכנית הבראה,העברות,פנים ושלטון מקומי,18.01.15,2002,2005
