code,year,amount_allocated,amount_revised,amount_used
26.03.03.24,2012,0,4146000,0
26.03.03.24,2013,0,0,0
26.03.03.24,2014,0,0,0
26.03.03.30,2010,0,1000000,0
26.03.03.30,2011,7424000,2577000,746476
26.03.03.30,2012,5424000,6611000,2671837
26.03.03.30,2013,0,0,0
26.03.03.30,2014,0,0,0
26.03.03.32,2010,0,1553000,1523085
26.03.03.32,2011,0,1775000,820697
26.03.03.32,2012,0,891000,79775
26.03.03.32,2013,0,0,0
26.03.03.32,2014,0,0,0
26.03.03.35,2010,0,12500000,0
26.03.03.35,2011,25000000,0,0
26.03.03.35,2012,25000000,0,0
26.03.03.35,2013,0,0,0
26.03.03.35,2014,0,0,0
26.03.03.36,2012,0,1400000,1358
26.03.03.36,2013,0,0,0
26.03.03.36,2014,0,0,0
26.03.03.40,2011,0,2377000,190869
26.03.03.40,2012,0,2075000,1068642
26.03.03.40,2013,0,0,0
26.03.03.40,2014,0,0,0
26.03.03.50,2012,0,12600000,12600000
26.03.03.50,2013,0,0,0
26.03.03.50,2014,0,0,0
26.03.04.01,1997,0,0,0
26.03.04.01,2005,0,1400000,0
26.03.04.01,2006,1948000,3348000,1806091
26.03.04.01,2007,1948000,3531000,1526322
26.03.04.01,2008,0,2005000,1424734
26.03.04.01,2009,0,0,0
26.03.04.01,2010,0,0,0
26.03.04.02,1997,0,0,0
26.03.04.02,2005,0,1900000,0
26.03.04.02,2006,0,1900000,500000
26.03.04.02,2007,0,1400000,34434
26.03.04.02,2008,0,1698000,1698815
26.03.04.02,2009,0,0,0
26.03.04.02,2010,0,0,0
26.03.04.03,1997,0,0,0
26.03.04.03,2005,0,1350000,0
26.03.04.03,2006,0,1350000,585000
26.03.04.03,2007,0,765000,456891
26.03.04.03,2008,0,333000,139095
26.03.04.03,2009,0,0,0
26.03.04.03,2010,0,0,0
26.03.05.01,2007,0,1250000,323974
26.03.05.01,2008,0,913000,238900
26.03.05.01,2009,0,0,0
26.03.05.01,2010,0,0,0
26.03.05.02,2007,0,2500000,0
26.03.05.02,2008,0,3000000,0
26.03.05.02,2009,0,0,0
26.03.05.02,2010,0,0,0
26.03.05.03,2007,0,11856000,3684084
26.03.05.03,2008,0,8090000,7491584
26.03.05.03,2009,0,0,0
26.03.05.03,2010,0,0,0
26.03.09.01,2000,0,254000,6703
26.03.09.01,2001,0,247000,110320
26.03.09.01,2002,0,135000,63157
26.03.09.01,2003,0,72000,56776
26.03.09.01,2004,0,15000,15000
26.03.09.01,2005,0,0,0
26.03.09.01,2006,0,0,0
26.03.09.03,1997,210000,341000,173852
26.03.09.03,1998,226000,378000,231468
26.03.09.03,1999,601000,698000,431892
26.03.09.03,2000,602000,868000,654909
26.03.09.03,2001,597000,810000,440100
26.03.09.03,2002,597000,905000,708872
26.03.09.03,2003,598000,472000,131793
26.03.09.03,2004,179000,508000,328741
26.03.09.03,2005,184000,363000,290308
26.03.09.03,2006,500000,508000,116892
26.03.09.03,2007,500000,526000,255368
26.03.09.03,2008,515000,888000,622451
26.03.09.03,2009,0,0,0
26.03.09.03,2010,0,0,0
26.03.09.10,1997,732000,720000,674527
26.03.09.10,1998,726000,666000,624470
26.03.09.10,1999,601000,659000,645409
26.03.09.10,2000,0,0,0
26.03.09.10,2001,0,0,0
26.03.09.10,2002,0,0,0
26.03.09.10,2003,0,0,0
26.03.09.10,2004,0,0,0
26.03.09.11,1997,0,0,0
26.03.09.12,1997,196000,5228000,196000
26.03.09.12,1998,211000,5207000,372836
26.03.09.12,1999,211000,5045000,1443534
26.03.09.12,2000,222000,3790000,1329309
26.03.09.12,2001,244000,2705000,949972
26.03.09.12,2002,243000,1985000,1198618
26.03.09.12,2003,243000,1967000,468387
26.03.09.12,2004,165000,655000,319620
26.03.09.12,2005,147000,482000,310000
26.03.09.12,2006,147000,2867000,0
26.03.09.12,2007,250000,3117000,910492
26.03.09.12,2008,258000,3547000,1674628
26.03.09.12,2009,0,0,0
26.03.09.12,2010,0,0,0
26.03.09.14,1997,0,180000,20000
26.03.09.14,1998,0,0,0
26.03.09.14,1999,0,0,0
26.03.09.14,2000,0,0,0
26.03.09.14,2001,0,0,0
26.03.09.14,2002,0,0,0
26.03.09.14,2003,0,0,0
26.03.09.14,2004,0,0,0
26.03.09.15,1997,1072000,2542000,1018711
26.03.09.15,1998,1095000,2534000,940847
26.03.09.15,1999,3003000,12772000,2148516
26.03.09.15,2000,3603000,14098000,3698051
26.03.09.15,2001,3576000,13976000,13424224
26.03.09.15,2002,14476000,14476000,14574533
26.03.09.15,2003,16490000,7404000,7360409
26.03.09.15,2004,9737000,8978000,7459898
26.03.09.15,2005,2000000,6673000,5223700
26.03.09.15,2006,2000000,10083000,3271526
26.03.09.15,2007,2000000,7952000,3483610
26.03.09.15,2008,2301000,7914000,4772116
26.03.09.15,2009,0,0,0
26.03.09.15,2010,0,0,0
26.03.09.16,1997,128000,185000,175707
26.03.09.16,1998,138000,112000,64738
26.03.09.16,1999,188000,210000,140357
26.03.09.16,2000,198000,431000,120061
26.03.09.16,2001,390000,684000,443158
26.03.09.16,2002,340000,535000,377571
26.03.09.16,2003,0,154000,154000
26.03.09.16,2004,0,0,0
26.03.09.16,2005,0,0,0
26.03.09.17,1997,59000,109000,53305
26.03.09.17,1998,63000,118000,118000
26.03.09.17,1999,63000,63000,47250
26.03.09.17,2000,66000,82000,81750
26.03.09.17,2001,98000,98000,98000
26.03.09.17,2002,98000,98000,98000
26.03.09.17,2003,98000,76000,76000
26.03.09.17,2004,63000,59000,59000
26.03.09.17,2005,56000,306000,306000
26.03.09.17,2006,56000,141000,140625
26.03.09.17,2007,141000,169000,168750
26.03.09.17,2008,145000,319000,145000
26.03.09.17,2009,0,0,0
26.03.09.17,2010,0,0,0
26.03.09.18,1997,0,15000,9179
26.03.09.18,1998,0,6000,0
26.03.09.18,1999,0,6000,0
26.03.09.18,2000,0,0,0
26.03.09.18,2001,0,0,0
26.03.09.18,2002,0,0,0
26.03.09.18,2003,0,0,0
26.03.09.18,2004,0,0,0
26.03.09.21,1997,675000,636000,430503
26.03.09.21,1998,726000,826000,809109
26.03.09.21,1999,601000,637000,548124
26.03.09.21,2000,663000,769000,686903
26.03.09.21,2001,683000,765000,761500
26.03.09.21,2002,683000,686000,683000
26.03.09.21,2003,776000,779000,775581
26.03.09.21,2004,504000,1164000,1164000
26.03.09.21,2005,489000,0,0
26.03.09.21,2006,489000,489000,489000
26.03.09.21,2007,3000000,3000000,1545846
26.03.09.21,2008,0,1453000,1454154
26.03.09.21,2009,0,0,0
26.03.09.21,2010,0,0,0
26.03.09.23,1997,0,23000,0
26.03.09.23,1998,0,23000,0
26.03.09.23,1999,0,23000,0
26.03.09.23,2000,0,0,0
26.03.09.23,2001,0,0,0
26.03.09.23,2002,0,0,0
26.03.09.23,2003,0,0,0
26.03.09.23,2004,0,0,0
26.03.09.25,1998,0,0,27871
26.03.09.25,1999,0,526000,186743
26.03.09.25,2000,0,668000,463370
26.03.09.25,2001,0,568000,431592
26.03.09.25,2002,0,233000,175095
26.03.09.25,2003,0,58000,58306
26.03.09.25,2004,0,0,0
26.03.09.25,2005,0,0,0
26.03.09.26,1999,300000,432000,171647
26.03.09.26,2000,316000,576000,357470
26.03.09.26,2001,313000,531000,204142
26.03.09.26,2002,263000,593000,334158
26.03.09.26,2003,243000,510000,352224
26.03.09.26,2004,36000,192000,11359
26.03.09.26,2005,0,180000,88781
26.03.09.26,2006,0,80000,72058
26.03.09.26,2007,0,0,0
26.03.09.26,2008,0,0,0
26.03.09.27,1999,0,500000,0
26.03.09.27,2000,0,500000,103440
26.03.09.27,2001,0,397000,56160
26.03.09.27,2002,0,339000,265367
26.03.09.27,2003,0,74000,9731
26.03.09.27,2004,0,3034000,1392744
26.03.09.27,2005,2850000,13641000,2303635
26.03.09.27,2006,2850000,13225000,5824462
26.03.09.27,2007,0,7401000,4533188
26.03.09.27,2008,0,2839000,694742
26.03.09.27,2009,0,0,0
26.03.09.27,2010,0,0,0
26.03.09.28,2000,0,2500000,1510280
26.03.09.28,2001,0,3490000,3077880
26.03.09.28,2002,0,412000,369403
26.03.09.28,2003,0,0,0
26.03.09.28,2004,0,0,0
26.03.09.32,2002,0,232000,61723
26.03.09.32,2003,0,402000,297046
26.03.09.32,2004,0,84000,30128
26.03.09.32,2005,0,54000,23750
26.03.09.32,2006,0,30000,25860
26.03.09.32,2007,0,4000,0
26.03.09.32,2008,0,4000,0
26.03.09.32,2009,0,0,0
26.03.09.32,2010,0,0,0
26.03.09.34,2003,0,547000,0
26.03.09.34,2004,0,547000,270000
26.03.09.34,2005,0,277000,277000
26.03.09.34,2006,0,0,0
26.03.09.34,2007,0,0,0
26.03.09.70,2004,0,4000000,1000000
26.03.09.70,2005,0,3000000,0
26.03.09.70,2006,0,3000000,1075871
26.03.09.70,2007,0,1924000,0
26.03.09.70,2008,0,1924000,805704
26.03.09.70,2009,0,0,0
26.03.09.70,2010,0,0,0
26.03.10.06,1997,0,0,0
26.03.10.13,1997,0,0,0
26.03.10.14,1997,0,0,0
26.03.10.17,1997,0,0,0
26.03.10.18,1997,0,58000,31480
26.03.10.18,1998,0,27000,20700
26.03.10.18,1999,0,0,0
26.03.10.18,2000,0,0,0
26.03.10.97,1997,0,0,0
26.03.11.01,1997,0,0,0
26.03.11.03,1997,0,0,0
26.03.11.14,1997,0,117000,0
26.03.11.14,1998,0,117000,0
26.03.11.14,1999,0,117000,0
26.03.11.14,2000,0,117000,0
26.03.11.14,2001,0,117000,0
26.03.11.14,2002,0,117000,115000
26.03.11.14,2003,0,2000,73
26.03.11.14,2004,0,0,0
26.03.11.14,2005,0,0,0
26.03.11.19,1997,0,0,0
26.03.11.22,1997,0,0,0
26.03.11.24,1997,0,23000,0
26.03.11.24,1998,0,22000,0
26.03.11.24,1999,0,22000,0
26.03.11.24,2000,0,22000,0
26.03.11.24,2001,0,0,0
26.03.11.24,2002,0,0,0
26.03.11.24,2003,0,0,0
26.03.11.24,2004,0,0,0
26.03.11.34,1997,0,0,0
26.03.12.20,1998,0,60000,0
26.03.12.20,1999,0,55000,54990
26.03.12.20,2000,0,0,0
26.03.12.20,2001,0,0,0
26.03.12.20,2002,0,0,0
26.03.12.20,2003,0,0,0
26.03.12.20,2004,0,0,0
26.03.12.51,2011,0,1000000,0
26.03.12.51,2012,0,1370000,25000
26.03.12.51,2013,0,0,0
26.03.12.51,2014,0,0,0
26.03.14.01,1997,0,70000,50000
26.03.14.01,1998,0,20000,20000
26.03.14.01,1999,0,0,0
26.03.14.01,2000,0,0,0
26.03.14.02,1997,0,0,0
26.03.14.02,1998,0,0,0
26.03.14.03,2005,0,50000,0
26.03.14.03,2006,0,46000,14697
26.03.14.03,2007,150000,116000,115200
26.03.14.03,2008,0,0,0
26.03.14.03,2009,0,216000,208271
26.03.14.03,2010,0,60000,24800
26.03.14.03,2011,0,35000,24921
26.03.14.03,2012,0,0,0
26.03.14.03,2013,0,0,0
26.03.14.08,1997,0,250000,104093
26.03.14.08,1998,0,146000,145907
26.03.14.08,1999,0,0,0
26.03.14.08,2000,0,0,0
26.03.14.09,1998,0,-13000,-13000
26.03.14.09,1999,0,0,0
26.03.14.09,2000,0,0,0
26.03.14.11,2003,0,20000,0
26.03.14.11,2004,0,20000,0
26.03.14.11,2005,0,0,0
26.03.14.11,2006,0,0,0
26.03.14.11,2009,9693000,11284000,6461693
26.03.14.11,2010,9529000,12826000,13053413
26.03.14.11,2011,9070000,11403000,7296977
26.03.14.11,2012,9069000,14733000,11213389
26.03.14.11,2013,0,0,0
26.03.14.11,2014,0,0,0
26.03.14.13,2010,0,51000,51382
26.03.14.13,2011,0,0,0
26.03.14.20,2011,710000,0,0
26.03.14.20,2012,710000,0,0
26.03.14.20,2013,0,0,0
26.03.14.20,2014,0,0,0
26.03.20.09,1997,1116000,0,0
26.03.20.09,1998,2313000,900000,0
26.03.20.09,1999,0,0,0
26.03.20.09,2000,0,0,0
26.03.20.09,2001,0,0,0
26.03.20.09,2002,0,0,0
26.03.20.09,2003,0,0,0
26.03.20.09,2004,0,0,0
26.03.20.09,2009,4000000,0,0
26.03.20.09,2010,4000000,0,0
26.03.20.09,2011,0,0,0
26.03.20.09,2012,0,0,0
26.03.21.01,1997,0,0,0
26.03.22.02,1997,0,248000,440094
26.03.22.02,1998,0,245000,395309
26.03.22.02,1999,0,156000,362598
26.03.22.02,2000,0,227000,455022
26.03.22.02,2001,0,470000,558923
26.03.22.02,2002,0,388000,894302
26.03.22.02,2003,0,0,308668
26.03.22.02,2004,0,0,644231
26.03.22.02,2005,0,1165000,430169
26.03.22.02,2006,0,1636000,529825
26.03.22.02,2007,0,3920000,1332675
26.03.22.02,2008,0,1736000,2543799
26.03.22.02,2009,0,0,0
26.03.22.02,2010,0,0,0
26.03.22.04,1997,0,90000,91233
26.03.22.04,1998,0,0,0
26.03.22.04,1999,0,100000,0
26.03.22.04,2000,0,150000,154762
26.03.22.04,2001,0,0,0
26.03.22.04,2002,0,0,0
26.03.22.04,2003,0,0,0
26.03.22.04,2004,0,0,0
26.03.22.10,2005,0,335000,0
26.03.22.10,2006,0,733000,344621
26.03.22.10,2007,0,421000,176160
26.03.22.10,2008,0,370000,252710
26.03.22.10,2009,0,0,0
26.03.22.10,2010,0,0,0
26.03.23.01,1997,4255000,11174000,4886597
26.03.23.01,1998,4350000,11340000,7790140
26.03.23.01,1999,3864000,7327000,1631372
26.03.23.01,2000,3954000,10434000,6918262
26.03.23.01,2001,4892000,9405000,5005523
26.03.23.01,2002,4792000,8583000,5485904
26.03.23.01,2003,4365000,5110000,2263083
26.03.23.01,2004,2008000,4855000,1878765
26.03.23.01,2005,1948000,4979000,1833572
26.03.23.01,2006,0,3795000,883264
26.03.23.01,2007,2500000,4547000,602024
26.03.23.01,2008,0,3618000,577825
26.03.23.01,2009,0,0,0
26.03.23.01,2010,0,0,0
26.03.23.02,1997,0,288000,170479
26.03.23.02,1998,0,117000,28145
26.03.23.02,1999,0,89000,0
26.03.23.02,2000,0,0,0
26.03.23.02,2001,0,0,0
26.03.23.02,2002,0,0,0
26.03.23.02,2003,0,0,0
26.03.23.02,2004,0,0,0
26.03.23.03,1997,184000,781000,247946
26.03.23.03,1998,198000,782000,448314
26.03.23.03,1999,198000,601000,249924
26.03.23.03,2000,208000,886000,500721
26.03.23.03,2001,2156000,4441000,1338780
26.03.23.03,2002,1756000,4677000,3171124
26.03.23.03,2003,1455000,2677000,1439681
26.03.23.03,2004,669000,1906000,1181854
26.03.23.03,2005,649000,3918000,582269
26.03.23.03,2006,649000,5671000,1577271
26.03.23.03,2007,650000,4668000,2689729
26.03.23.03,2008,0,1832000,729136
26.03.23.03,2009,0,0,0
26.03.23.03,2010,0,0,0
26.03.23.04,2000,0,30000,30000
26.03.23.04,2001,0,0,0
26.03.23.04,2002,0,0,0
26.03.23.04,2003,0,0,0
26.03.23.04,2004,0,0,0
26.03.23.05,1997,0,0,132352
26.03.23.05,1998,0,0,0
26.03.23.05,1999,0,0,0
26.03.23.05,2000,0,150000,0
26.03.23.05,2001,0,150000,148149
26.03.23.05,2002,0,0,0
26.03.23.05,2003,0,0,0
26.03.23.05,2004,0,0,0
26.03.23.05,2005,0,250000,40874
26.03.23.05,2006,0,229000,122447
26.03.23.05,2007,0,9000,8684
26.03.23.05,2008,0,0,0
26.03.23.05,2009,0,0,0
26.03.23.10,1999,0,50000,8145
26.03.23.10,2000,0,242000,177078
26.03.23.10,2001,0,465000,509636
26.03.23.10,2002,400000,400000,428281
26.03.23.10,2003,0,0,0
26.03.23.10,2004,0,0,0
26.03.23.12,1999,0,917000,0
26.03.23.12,2000,0,917000,910804
26.03.23.12,2001,0,6000,5950
26.03.23.12,2002,0,0,0
26.03.23.12,2003,0,0,0
26.03.23.12,2004,0,0,0
26.03.23.14,2000,0,0,0
26.03.23.14,2001,0,0,2795
26.03.23.14,2002,0,151000,56800
26.03.23.14,2003,0,91000,107861
26.03.23.14,2004,0,0,4800
26.03.23.14,2005,0,0,3173
26.03.23.14,2006,0,0,0
26.03.23.14,2007,0,0,0
26.03.23.17,2001,0,0,47078
26.03.23.17,2002,0,13000,12398
26.03.23.17,2003,0,0,0
26.03.23.17,2004,0,0,0
26.03.23.17,2007,0,0,0
26.03.23.17,2008,0,0,0
26.03.23.17,2009,0,0,0
26.03.25.01,1997,48000,48000,38944
26.03.25.01,1998,52000,123000,92682
26.03.25.01,1999,117000,32000,16440
26.03.25.01,2000,0,4000,222
26.03.25.01,2001,0,1000,0
26.03.25.01,2002,0,0,0
26.03.25.01,2003,0,0,0
26.03.25.01,2004,0,0,0
26.03.27.01,1997,252000,451000,176416
26.03.27.01,1998,271000,553000,214236
26.03.27.01,1999,400000,665000,312516
26.03.27.01,2000,105000,457000,248901
26.03.27.01,2001,104000,305000,17052
26.03.27.01,2002,105000,377000,206502
26.03.27.01,2003,105000,219000,101813
26.03.27.01,2004,32000,91000,43842
26.03.27.01,2005,28000,73000,32460
26.03.27.01,2006,250000,255000,9492
26.03.27.01,2007,250000,5000,5186
26.03.27.01,2008,0,0,0
26.03.27.01,2009,0,0,0
26.03.27.03,1998,0,-32000,-32000
26.03.27.03,1999,0,0,0
26.03.27.03,2000,0,0,0
26.03.27.03,2001,0,0,0
26.03.27.03,2002,0,0,0
26.03.27.03,2003,0,0,0
26.03.27.03,2004,0,0,0
26.03.27.03,2007,0,0,0
26.03.27.03,2008,0,691000,701745
26.03.27.03,2009,0,300000,297743
26.03.27.03,2010,0,0,0
26.03.27.03,2011,0,0,0
26.03.28.03,1997,0,436000,347278
26.03.28.03,1998,0,327000,252388
26.03.28.03,1999,0,45000,0
26.03.28.03,2000,0,0,0
26.03.28.03,2001,0,0,0
26.03.28.03,2002,0,0,0
26.03.28.03,2003,0,0,0
26.03.28.03,2004,0,0,0
26.03.28.03,2005,0,3000000,0
26.03.28.03,2006,0,3000000,1803483
26.03.28.03,2007,0,1196000,700164
26.03.28.03,2008,0,491000,488601
26.03.28.03,2009,0,0,0
26.03.28.03,2010,0,0,0
26.03.28.08,1997,0,73000,158410
26.03.28.08,1998,0,68000,143393
26.03.28.08,1999,0,21000,109989
26.03.28.08,2000,0,11000,56286
26.03.28.08,2001,0,10000,0
26.03.28.08,2002,0,0,0
26.03.28.08,2003,0,0,0
26.03.28.08,2004,0,0,0
26.03.28.08,2009,2250000,3744000,3228763
26.03.28.08,2010,1955000,4399000,3186341
26.03.28.08,2011,1855000,1211000,0
26.03.28.08,2012,1855000,2860000,2613260
26.03.28.08,2013,0,0,0
26.03.28.08,2014,0,0,0
26.03.28.18,2005,0,225000,0
26.03.28.18,2006,0,225000,0
26.03.28.18,2007,0,225000,0
26.03.28.18,2008,0,225000,90000
26.03.28.18,2009,0,135000,0
26.03.28.18,2010,0,0,0
26.03.28.18,2011,0,0,0
26.03.28.20,2006,0,8750000,0
26.03.28.20,2007,7500000,16250000,700000
26.03.28.20,2008,3750000,19300000,1147500
26.03.28.20,2009,3750000,8403000,5961061
26.03.28.20,2010,5000000,30092000,14605037
26.03.28.20,2011,2500000,35821000,35821001
26.03.28.20,2012,2500000,89370000,89000035
26.03.28.20,2013,0,0,0
26.03.28.20,2014,0,0,0
26.03.28.31,2007,0,0,0
26.03.28.31,2008,0,209000,536751
26.03.28.31,2009,0,1313000,1152035
26.03.28.31,2010,0,681000,480031
26.03.28.31,2011,96000,535000,114210
26.03.28.31,2012,95000,411000,263730
26.03.28.31,2013,0,0,0
26.03.28.31,2014,0,0,0
26.03.30.01,1997,12000,90000,39406
26.03.30.01,1998,13000,84000,66699
26.03.30.01,1999,33000,46000,3150
26.03.30.01,2000,35000,46000,19937
26.03.30.01,2001,70000,96000,29751
26.03.30.01,2002,70000,104000,59695
26.03.30.01,2003,68000,74000,70296
26.03.30.01,2004,31000,33000,9118
26.03.30.01,2005,28000,298000,70287
26.03.30.01,2006,250000,264000,84019
26.03.30.01,2007,250000,308000,179294
26.03.30.01,2008,0,118000,62645
26.03.30.01,2009,0,0,0
26.03.30.01,2010,0,0,0
26.03.30.02,2006,0,4600000,0
26.03.30.02,2007,0,4593000,779834
26.03.30.02,2008,0,721000,89844
26.03.30.02,2009,0,0,0
26.03.30.02,2010,0,0,0
26.03.30.03,2007,0,0,0
26.03.30.03,2008,0,97000,147288
26.03.30.03,2009,0,59000,52920
26.03.30.03,2010,0,11000,10500
26.03.30.03,2011,0,0,0
26.03.30.03,2012,0,0,0
26.03.38.01,2000,316000,282000,32824
26.03.38.01,2001,975000,2671000,603436
26.03.38.01,2002,875000,2688000,1748124
26.03.38.01,2003,631000,1231000,866704
26.03.38.01,2004,94000,436000,255099
26.03.38.01,2005,83000,244000,27112
26.03.38.01,2006,83000,550000,127668
26.03.38.01,2007,150000,402000,277742
26.03.38.01,2008,0,116000,49898
26.03.38.01,2009,0,0,0
26.03.38.01,2010,0,0,0
26.03.38.02,2000,663000,694000,609996
26.03.38.02,2001,683000,767000,766722
26.03.38.02,2002,683000,683000,683000
26.03.38.02,2003,825000,681000,681062
26.03.38.02,2004,536000,536000,536000
26.03.38.02,2005,520000,0,0
26.03.38.02,2006,520000,2511000,2411000
26.03.38.02,2007,0,0,0
26.03.38.02,2008,0,0,0
26.03.38.05,2000,0,480000,161174
26.03.38.05,2001,0,319000,270500
26.03.38.05,2002,0,260000,259238
26.03.38.05,2003,0,266000,2882
26.03.38.05,2004,0,260000,38363
26.03.38.05,2005,0,258000,66185
26.03.38.05,2006,0,153000,49643
26.03.38.05,2007,0,86000,68411
26.03.38.05,2008,0,17000,15315
26.03.38.05,2009,0,0,0
26.03.38.05,2010,0,0,0
26.03.38.06,2001,0,80000,0
26.03.38.06,2002,0,80000,79912
26.03.38.06,2003,0,0,0
26.03.38.06,2004,0,0,0
26.03.38.10,2005,0,3000000,0
26.03.38.10,2006,0,2989000,1485598
26.03.38.10,2007,0,1246000,682444
26.03.38.10,2008,0,526000,145908
26.03.38.10,2009,0,0,0
26.03.38.10,2010,0,0,0
26.03.38.15,2005,0,5000000,0
26.03.38.15,2006,0,4954000,796121
26.03.38.15,2007,0,4060000,751170
26.03.38.15,2008,0,4913000,1276514
