code,title,office,program,economic_class_primary,item_url
26.03.09.14,פרויקטים למיחזור שפכי תעשיהבמפעלים וטיפול תמלחות,משרד איכות הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/caa14b50c121
26.03.09.15,שיקום נחלים - פעולות,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/29a07c5637e4
26.03.09.16,שפכי תעשיה ודלקים,משרד איכות הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/89228f56766d
26.03.09.17,השתתפות בתקציב רשות נחל הקישון,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/c88d98f97613
26.03.09.18,השתתפות במכון הגיאולוגי,משרד איכות הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/47ae78cf8850
26.03.09.21,הפעלת היחידה לניטור נחלים,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/68ca32c51817
26.03.09.23,רשות נחל ירקון השתתפות פרוייקט מאגר נחל קנה,משרד איכות הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/5a59dc97af6f
26.03.09.25,תכנון שיקום נחלים,משרד איכות הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/e3959e942368
26.03.09.26,אגף מים - פעולות,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/6eae52980bf6
26.03.09.27,פרוייקטים לשיקום נחלים,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/291f60ce8229
26.03.09.28,השתתפות בנציבות המים - מסע הסברה לחסכון במים,משרד איכות הסביבה,מניעת זיהום מים,העברות  פנים תקציביות,https://next.obudget.org/i/fc3323b0234d
26.03.09.32,תוכנית המים לנחל חרוד,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/a8ce7160eb6a
26.03.09.34,פרוייקט נחל חדרה,המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/59b9aceb0497
26.03.09.70,"תוכנית ""גאולת הירקון""- העברה לרשות נחל ירקון",המשרד להגנת הסביבה,מניעת זיהום מים,קניות,https://next.obudget.org/i/708b4bdd2953
26.03.10.06,"דלק לרכב וניידות החמ""ס",משרד איכות הסביבה,חומרים מסוכנים,קניות,https://next.obudget.org/i/d80149617233
26.03.10.13,"רכישת ומיתקון 4 ניידות תמ""ס",משרד איכות הסביבה,חומרים מסוכנים,קניות,https://next.obudget.org/i/dec05df0d2e3
26.03.10.14,סקר הידראולוגי - רמת חובב,משרד איכות הסביבה,חומרים מסוכנים,קניות,https://next.obudget.org/i/da8b71c4b231
26.03.10.17,"אגף חמ""ס - פעולות",משרד איכות הסביבה,חומרים מסוכנים,קניות,https://next.obudget.org/i/fea7d6d9296f
26.03.10.18,סקר סיכונים מפרץ חיפה,משרד איכות הסביבה,חומרים מסוכנים,קניות,https://next.obudget.org/i/c564864aa786
26.03.10.97,"חמ""ס - הקמה והפעלת מערך טיפול באירועי חמ""ס",משרד איכות הסביבה,חומרים מסוכנים,קניות,https://next.obudget.org/i/53d17a772705
26.03.11.01,סקרים ומחקרים,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/424566708635
26.03.11.03,פעילות במסגרת שנת איכות הסביבה - באמצעות גורמים חיצוניים,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/cfc82977081e
26.03.11.14,יועצים ובדיקות לפרויקט מטמנות,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/ac865cdf81a6
26.03.11.19,פרויקט מחזור שפכי תעשיה במפעלים,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/61f2cd1de501
26.03.11.22,פרוייקט איסוף סוללות,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/e78b8381145e
26.03.11.24,הגברת אכיפה בנושא ביוב ומים,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/d593fc0392b6
26.03.11.34,יעוץ לחוק זיכיון ים המלח,משרד איכות הסביבה,פעולות לאיכות הסביבה,קניות,https://next.obudget.org/i/a9af2b3a589a
26.03.12.20,פרוייקט בניה ירוקה - הוצאה,משרד איכות הסביבה,סקרים ומחקרים,קניות,https://next.obudget.org/i/cb542957c794
26.03.12.51,תחליפי נפט-ביצוע החלטת ממשלה 2790 מיום 30.1.2011,המשרד להגנת הסביבה,סקרים ומחקרים,קניות,https://next.obudget.org/i/cf8e6a28c88d
26.03.14.01,"פעילות במסגרת שנת איכות הסביבה (תשנ""ד)",משרד איכות הסביבה,חינוך והסברה,קניות,https://next.obudget.org/i/8cb3424a50dc
26.03.14.02,"הפקת כתבי עת במסגרת שנת איכות הסביבה (תשנ""ד).",משרד איכות הסביבה,חינוך והסברה,קניות,https://next.obudget.org/i/b6dae5f490bb
26.03.14.03,תמיכה באירועים בנושאי איכות סביבה,המשרד להגנת הסביבה,אשכול שלטון מקומי,קניות,https://next.obudget.org/i/6bb62732cd16
26.03.14.08,"פרוייקט איכה""ס בצה""ל",משרד איכות הסביבה,חינוך והסברה,קניות,https://next.obudget.org/i/19a045bb0a16
26.03.14.09,השתתפות משרד החינוך בתכנית לימודי איכות סביבה,משרד איכות הסביבה,חינוך והסברה,העברות  פנים תקציביות,https://next.obudget.org/i/bf8bf8e4d70a
26.03.14.11,הפעלת יחידות סביבתיות,המשרד להגנת הסביבה,אשכול שלטון מקומי,העברות,https://next.obudget.org/i/15367590ca28
26.03.14.13,הפעלת יחידות סביבתיות - מזומן,המשרד להגנת הסביבה,אשכול שלטון מקומי,העברות,https://next.obudget.org/i/2a3f6e4e3e24
26.03.14.20,קרינה - פעולות,המשרד להגנת הסביבה,אשכול שלטון מקומי,קניות,https://next.obudget.org/i/f204449f13ce
26.03.20.09,אכיפה בתחום פסולת בניין - העברה לרשות הטבע והגנים,המשרד להגנת הסביבה,אשכול יישום מדיניות,קניות,https://next.obudget.org/i/520943e211d9
26.03.21.01,"קרן האוזון אמנת וינה EERV ,IUCN, אמנת מיגוון המינים",משרד איכות הסביבה,השתתפות באמנות וקרנות,קניות,https://next.obudget.org/i/aa38fc0ed47b
26.03.22.02,פיקוח קרינה - פעולות,המשרד להגנת הסביבה,פיקוח על קרינה,קניות,https://next.obudget.org/i/16f808b7a235
26.03.22.04,פיקוח קרינה - רכישת רכב,משרד איכות הסביבה,פיקוח על קרינה,קניות,https://next.obudget.org/i/eee889c1516f
26.03.22.10,תמיכה ברשויות לצורך רכישת ציוד לניטור קרינה ורעש,המשרד להגנת הסביבה,פיקוח על קרינה,העברות,https://next.obudget.org/i/95dab018d974
26.03.23.01,"מערך ניטור אויר - הוצאות הקמה, יעוץ, תחזוקה",המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/791dd3682e05
26.03.23.02,בדיקות אויר ברמת חובב,משרד איכות הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/d9c73f51404b
26.03.23.03,פעולות האגף לאיכות אוויר,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/141d764055a0
26.03.23.04,השתתפות במשרד התשתיות - תכנון קווי אוטובוס,משרד איכות הסביבה,ניטור אויר ארצי,העברות  פנים תקציביות,https://next.obudget.org/i/703fe6de33a2
26.03.23.05,תמיכה בניידת ניטור זיהום מכלי רכב - ירושלים,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/b67d9c195e60
26.03.23.10,"רכישת כ""א מנ""א",משרד איכות הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/c552c85730dc
26.03.23.12,מערך ניטור אויר -פעולות,משרד איכות הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/4ede7df5e4a0
26.03.23.14,פרוייקט תחבורה אורבנית בר קיימא,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/f54d853a8b98
26.03.23.17,תמיכות הפחתת זיהומ אויר מרכבי דיזל,המשרד להגנת הסביבה,ניטור אויר ארצי,קניות,https://next.obudget.org/i/7c3790c9c891
26.03.25.01,רכישת ציוד מעבדה,משרד איכות הסביבה,מעבדה לאיכות הסביבה,קניות,https://next.obudget.org/i/9d66c2cc82a7
26.03.27.01,אקולוגיה חקלאית פעולות,המשרד להגנת הסביבה,אקולוגיה חקלאית,קניות,https://next.obudget.org/i/2341ef5bffd0
26.03.27.03,תמיכה ברשויות - טיפול במפגעי הסקטור החקלאי,המשרד להגנת הסביבה,אקולוגיה חקלאית,העברות,https://next.obudget.org/i/19438aa0db25
26.03.28.03,תכנון ייעוץ ופעולות - פארק איילון,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,קניות,https://next.obudget.org/i/55d41ed3e624
26.03.28.08,תשלום לאמנות בין-לאומיות בתחום הסביבה עליהן חתומה ישראל,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,קניות,https://next.obudget.org/i/19cf37779f17
26.03.28.18,השתתפות במשרד השיכון - פרוייקט משותף בתחום פיתוח בר קיימא,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות  פנים תקציביות,https://next.obudget.org/i/b12218487dce
26.03.28.20,ביצוע פרוייקט פארק איילון,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,קניות,https://next.obudget.org/i/2085ca4de0b5
26.03.28.31,תמיכות בנייה ירוקה לפי החלטת ממשלה 2508 מיום 28.11.2010,המשרד להגנת הסביבה,אשכול תכנון ומדיניות,העברות,https://next.obudget.org/i/69fe8d050404
26.03.30.01,"בדיקות זיהוי אזבסט, מרכז מידע לאזבסט ועבודות שירות בנושאי חלקיקים ואירוסולים",המשרד להגנת הסביבה,אזבסט וחלקיקים,קניות,https://next.obudget.org/i/8e886d578e5b
26.03.30.02,תמיכה ברשויות אזבסט פריך,המשרד להגנת הסביבה,אזבסט וחלקיקים,העברות,https://next.obudget.org/i/6dc11bdf0bc7
26.03.30.03,תמיכה ברשויות הסרת מפגעי אסבסט צמנט,המשרד להגנת הסביבה,אזבסט וחלקיקים,העברות,https://next.obudget.org/i/eb46206c4c34
26.03.38.01,קידום תשתיות איכות סביבה,המשרד להגנת הסביבה,תשתיות איכות סביבה,קניות,https://next.obudget.org/i/3e267eb8760e
26.03.38.02,יחידת ניטור - רשות הטבע והגנים,המשרד להגנת הסביבה,תשתיות איכות סביבה,קניות,https://next.obudget.org/i/1006c1b1daef
26.03.38.05,העסקת פרוייקטורים - לתכניות ברפתות,המשרד להגנת הסביבה,תשתיות איכות סביבה,קניות,https://next.obudget.org/i/4c1889f1e553
26.03.38.06,איכות קולחין - בדיקת תועלת,משרד איכות הסביבה,תשתיות איכות סביבה,קניות,https://next.obudget.org/i/d2ff772acb42
26.03.38.10,תמיכה ברשויות - טיפול בפסולת חקלאית,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות,https://next.obudget.org/i/4cfda9c05148
26.03.38.15,תמיכה ברשויות - שבילי אופניים,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות,https://next.obudget.org/i/d1f27e07ff9d
26.03.38.40,תמיכה בבתי בד יזמיים,המשרד להגנת הסביבה,תשתיות איכות סביבה,העברות,https://next.obudget.org/i/1d5f2b4c59ba
26.03.40.04,תמיכה במפעלי תעשיה להפחתת פסולת מסוכנת,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/b76f021af984
26.03.40.05,שפכי תעשייה ודלקים-פעולות,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/802b8f25e3dc
26.03.40.07,טיפול באתר הפסולת הרעילה רמת חובב,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/baec3294d7d3
26.03.40.08,"ייעוץ, פיקוח ופעולות שיקום באתר רמת חובב",המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/4e518c9f2f53
26.03.40.10,הפחתת פסולת במקור,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/ece529f0ce2d
26.03.40.16,פעולות בנושא IPPC ו-PRTR,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/7819ec5d4ef7
26.03.40.20,"סקר תע""ש בית הכרם",המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/9626572cdabf
26.03.40.40,קרינה - פעולות,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/2c0dac87abcc
26.03.40.41,קרינה - חודשי עבודה,המשרד להגנת הסביבה,אשכול תעשיות,שכר,https://next.obudget.org/i/3f2969b56d87
26.03.40.43,החזר אגרות קרינה,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/f2bbe26ba3d3
26.03.40.44,תמיכה ברשויות בנושא רעש וקרינה,המשרד להגנת הסביבה,אשכול תעשיות,העברות,https://next.obudget.org/i/8ec4e40832a9
26.03.40.70,איכות אויר - פעולות - מזומן,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/6e5faf6d30c5
26.03.40.71,איכות אויר - פעולות - הרשאה להתחייב,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/e81b5cc1102a
26.03.40.90,גריטת רכבים,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/6b6bd96655e3
26.03.40.92,פעולות פיקוח קרינה בלתי מייננת,המשרד להגנת הסביבה,אשכול תעשיות,קניות,https://next.obudget.org/i/9b7d6ad1ed55
26.03.41.01,פרוייקטים מקצועיים,משרד איכות הסביבה,פרוייקטים מקצועיים,קניות,https://next.obudget.org/i/5d23d6c61111
26.03.41.02,פרויקטים מקצועיים,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/950d73b1350e
26.03.41.04,פעולות מקצועיות - מזומן,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/65560629c427
26.03.41.05,פרוייקטים מקצועים למימון בשנה שוטפת,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/f83a566ac42f
26.03.41.06,פרוייקטים מקצועיים - הרשאה,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/43ac6cd758b4
26.03.41.07,ניטור מימי ים תיכון וים סוף,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/0bfdebf4a2c5
26.03.41.08,פעולות אגף כלכלה ותקינה,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/62726d4c77d9
26.03.41.10,פינוי הפסולת מפעלי הפלדה בעכו,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/19c9f2d21f9a
26.03.41.13,"העברה לרט""ג - פרוייקט שיקום מצדה",המשרד להגנת הסביבה,פרוייקטים מקצועיים,קניות,https://next.obudget.org/i/003e3e27fc7c
26.03.41.15,ביצוע החלטת ממשלה בנושא קו התפר השלמת חלקו של מינהל מקרקעי ישראל,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/bb1fedcf1f89
26.03.41.23,העברה לרשות הטבע והגנים לצורך ניטור,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/7e22bbe60204
26.03.41.24,רכישת שרותי פיקוח ושיטור,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/53be73f608fe
26.03.41.26,פרוייקטים כלכליים,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/534af29d7c99
26.03.41.27,פינוי הפסולת ממפעל הפלדה בעכו,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/0781680e3a9b
26.03.41.30,רכישת פקחים ושוטרים,המשרד להגנת הסביבה,פרוייקטים מקצועיים,קניות,https://next.obudget.org/i/afec7c487192
26.03.41.32,תרגום חקיקה ישראלית לפי דרישת ה-OECD,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/c3a3a7233d92
26.03.41.50,פעולות בנושא הפחתת פליטות גזי חממה,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/dbcc63425e4f
26.05.01.01,הקמת תשתיות פסולת ומחזור,המשרד להגנת הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/4cf556d7c47f
26.05.01.03,יעוץ לפרויקט תשתיות פסולת,משרד איכות הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/29a9c1d89daa
26.05.01.04,פעולות אגף פסולת מוצקה,המשרד להגנת הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/503de6211cc1
26.05.01.05,תשתיות פסולת - פעולות,משרד איכות הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/d3991e66f6dc
26.05.01.07,רזרבה לשידרוג אתר תאנים,משרד איכות הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/af9b4cc79b59
26.05.01.08,סיוע לשיטות אלטרנטיביות לטיפול בפסולת,המשרד להגנת הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/a9a02875e5e6
26.05.01.09,שידרוג אתר תאנים,משרד איכות הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/27b22e5b9039
26.05.01.10,הוצאות לטיפול בפסולת בניין,המשרד להגנת הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/97eb9a9d6ffc
26.05.01.21,חודשי עבודה לטיפול בפסולת בניין,המשרד להגנת הסביבה,תשתיות פסולת,שכר,https://next.obudget.org/i/29ffc0b3c455
26.05.01.22,פעולות לטיפול בפסולת בניין,המשרד להגנת הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/b41f13fbef58
26.05.01.23,שעות נוספות- פסולת בניין,המשרד להגנת הסביבה,תשתיות פסולת,שכר,https://next.obudget.org/i/c19a171dd5c3
26.05.01.24,הפחתת פסולת במקור,משרד איכות הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/6d2b943809b2
26.05.01.25,פסולת בניין- תמיכה ברשויות מקומיות,המשרד להגנת הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/4d5ebca37f80
26.05.01.26,פסולת בניין,משרד איכות הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/247cc62818a8
26.05.01.31,שיקום אתר בית זרזיר,המשרד להגנת הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/e70fc23c6c49
26.05.01.32,רכישת רכבים,המשרד להגנת הסביבה,תשתיות פסולת,קניות,https://next.obudget.org/i/0f186c93ca3f
26.05.01.33,תמיכה ברשויות - טיפול בפסולת בניין,המשרד להגנת הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/6d40033fd3eb
26.05.01.34,תמיכה ביזמים - טיפול בפסולת בניין,המשרד להגנת הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/df690fcbf612
26.05.01.35,תמיכה ברשויות - שיקום אתרי פסולת,המשרד להגנת הסביבה,תשתיות פסולת,העברות,https://next.obudget.org/i/7784538d63f0
26.05.03.02,מכרז המטמנות - הוצאות תפעוליות,משרד איכות הסביבה,מכרז למטמנות,קניות,https://next.obudget.org/i/84988276f8ab
26.05.03.05,תכנון אתר אורון,משרד איכות הסביבה,מכרז למטמנות,העברות,https://next.obudget.org/i/90449d12cc70
26.05.04.01,קרן הנקיון - הוצאות,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/00a9af05df59
26.05.04.03,קרן הנקיון - עבודה ארעית,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/0ffbd6bc52f5
26.05.04.04,אחזקת רכב ממשלתי,משרד איכות הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/246ccb5d192d
26.05.04.05,רכישת שירותי שוטרים מהמשטרה,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/fcb2253c32cc
26.05.04.06,החזר הוצאות רכב,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/ac2424a27d11
26.05.04.07,שעות נוספות,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/4eb4238183a0
26.05.04.08,"קרן הניקיון - רכישת שירותי כ""א",המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/30c5e6a27600
26.05.04.09,"קרן הנקיון - רכישת רכב משא""ז",משרד איכות הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/ed45bde93617
26.05.04.10,"קרן הנקיון - נסיעות לחו""ל",משרד איכות הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/74463ac2f349
26.05.04.11,חוק הפיקדון - תמיכה ברשויות,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/3e41ab3367b2
