code,title,office,domain,verdict,reason
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,סיוע נפגעות אינו קשור לאנרגיה ירוקה.
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,drop,בית מוריה אינו קשור לאנרגיה ירוקה.
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
04.51.01,מטה המשרד,משרד ראש הממשלה,משרד ראשי,ambiguous,"מטה משרד כללי, ייתכן קשר עקיף."
04.51.02,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,מרכז הסברה אינו קשור לאנרגיה ירוקה.
04.51.03,מערך הגיור,משרד ראש הממשלה,משרד ראשי,drop,מערך הגיור אינו קשור לאנרגיה ירוקה.
04.51.04,תמיכות בארגוני הנצחה,משרד ראש הממשלה,משרד ראשי,drop,תמיכות הנצחה אינן קשורות לאנרגיה ירוקה.
04.51.05,הרשות לקידום מעמד האשה,משרד ראש הממשלה,משרד ראשי,drop,קידום מעמד האשה אינו קשור לנושא.
04.51.06,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,משרד ראשי,ambiguous,פיתוח כלכלי יכול לכלול אנרגיה ירוקה.
04.51.07,ארכיון המדינה,משרד ראש הממשלה,משרד ראשי,drop,ארכיון המדינה אינו קשור לאנרגיה ירוקה.
04.51.08,מערך הסייבר הלאומי,משרד ראש הממשלה,משרד ראשי,drop,מערך סייבר אינו קשור לאנרגיה ירוקה.
04.51.09,הוועדה הבינמשרדית,משרד ראש הממשלה,משרד ראשי,ambiguous,ועדה בינמשרדית יכולה לעסוק בנושא.
04.51.10,פרויקטים והחלטות ממשלה,משרד ראש הממשלה,משרד ראשי,ambiguous,פרויקטים והחלטות ממשלה יכולים לכלול.
04.51.11,לשכת העיתונות הממשלתית,משרד ראש הממשלה,משרד ראשי,drop,לשכת עיתונות אינה קשורה לאנרגיה ירוקה.
04.51.12,המטה להסדרת התיישבות,משרד ראש הממשלה,משרד ראשי,drop,הסדרת התיישבות אינה קשורה לאנרגיה ירוקה.
04.51.13,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,drop,מרכז הסברה אינו קשור לאנרגיה ירוקה.
04.51.14,מטה ישראל דיגיטאלית,משרד ראש הממשלה,משרד ראשי,drop,ישראל דיגיטאלית אינה קשורה לאנרגיה ירוקה.
04.51.15,מטה התקשוב הממשלתי,משרד ראש הממשלה,משרד ראשי,drop,תקשוב ממשלתי אינו קשור לאנרגיה ירוקה.
04.70.01,רזרבה לעמידה במגבלה,משרד ראש הממשלה,רזרבות,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
04.99.99,חשבון מעבר,משרד ראש הממשלה,חשבון מעבר,ambiguous,"חשבון מעבר כללי, ייתכן קשר עקיף."
05.01.01,משרד ראשי,משרד האוצר,תחום פעולה כללי,ambiguous,"משרד ראשי כללי, ייתכן קשר עקיף."
05.01.02,אמרכלות,משרד האוצר,תחום פעולה כללי,ambiguous,"אמרכלות כללית, ייתכן קשר עקיף."
05.01.04,טפול בפצויים אישיים,משרד האוצר,תחום פעולה כללי,drop,פיצויים אישיים אינם קשורים לאנרגיה ירוקה.
05.01.05,גמלאות,משרד האוצר,תחום פעולה כללי,drop,גמלאות אינן קשורות לאנרגיה ירוקה.
05.01.11,אגף נכסי נפקדים,משרד האוצר,תחום פעולה כללי,drop,נכסי נפקדים אינם קשורים לאנרגיה ירוקה.
05.01.12,לשכת סגן השר יצחק כהן,משרד האוצר,תחום פעולה כללי,drop,לשכת סגן שר אינה קשורה לנושא.
05.01.14,יחידת שיפור השירות,משרד האוצר,תחום פעולה כללי,drop,שיפור שירות אינו קשור לאנרגיה ירוקה.
05.08.01,רזרבה לפעולות משרד,משרד האוצר,רזרבה לפעולות משרד,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
05.51.01,מטה משרד האוצר,משרד האוצר,משרד האוצר ראשי,ambiguous,"מטה משרד כללי, ייתכן קשר עקיף."
05.51.02,אגף התקציבים,משרד האוצר,משרד האוצר ראשי,ambiguous,אגף תקציבים יכול לכלול תקציבי אנרגיה ירוקה.
05.51.04,החשב הכללי,משרד האוצר,משרד האוצר ראשי,drop,חשב כללי אינו קשור לאנרגיה ירוקה.
05.51.05,"שוק ההון, ביטוח וחסכון",משרד האוצר,משרד האוצר ראשי,drop,שוק הון וביטוח אינם קשורים לאנרגיה ירוקה.
05.51.06,שכר והסכמי עבודה,משרד האוצר,משרד האוצר ראשי,drop,שכר והסכמי עבודה אינם קשורים לנושא.
05.51.07,"מחקר, כלכלה והכנסות",משרד האוצר,משרד האוצר ראשי,ambiguous,מחקר כלכלי יכול לכלול אנרגיה ירוקה.
05.51.08,"פעולות בחו""ל",משרד האוצר,משרד האוצר ראשי,ambiguous,"פעולות בחו""ל יכולות לכלול אנרגיה ירוקה."
05.51.09,הלשכה לפיצויים אישיים,משרד האוצר,משרד האוצר ראשי,drop,פיצויים אישיים אינם קשורים לאנרגיה ירוקה.
05.51.10,התקשוב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,תקשוב ממשלתי אינו קשור לאנרגיה ירוקה.
05.51.11,מנהל הדיור והרכש,משרד האוצר,משרד האוצר ראשי,drop,דיור ורכש אינם קשורים לאנרגיה ירוקה.
05.51.12,רשות החברות הממשלתיות,משרד האוצר,משרד האוצר ראשי,ambiguous,רשות חברות ממשלתיות יכולה לכלול חברות אנרגיה.
05.51.13,מנהל הרכב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,מנהל רכב ממשלתי אינו קשור לאנרגיה ירוקה.
05.53.01,רזרבה,משרד האוצר,רזרבה למשרד האוצר,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
05.99.99,חשבון מעבר,משרד האוצר,חשבון מעבר,ambiguous,"חשבון מעבר כללי, ייתכן קשר עקיף."
26.01.01,הנהלת המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,ambiguous,"הנהלת משרד כללית, ייתכן קשר עקיף."
26.01.02,מחשוב,המשרד להגנת הסביבה,תחום פעולה כללי,drop,מחשוב אינו קשור ישירות לאנרגיה ירוקה.
26.01.04,דיור המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,drop,דיור משרד אינו קשור ישירות לאנרגיה ירוקה.
26.02.01,רזרבה להתיקרויות,משרד איכות הסביבה,רזרבה,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
26.02.02,"רזרבה לכ""א ולפעולות",משרד איכות הסביבה,רזרבה,ambiguous,"רזרבה כללית, ייתכן קשר עקיף."
26.03.01,"השתתפות בארגון האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,"ארגון או""ם יכול לעסוק בנושאי סביבה."
26.03.02,"העברות מאירגון האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,"ארגון או""ם יכול לעסוק בנושאי סביבה."
26.03.03,אשכול משאבי טבע,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,משאבי טבע כוללים אנרגיה ירוקה.
26.03.04,פרוייקטים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,פרויקטים כלליים במשרד רלוונטי.
26.03.05,תוכנית שיקום הצפון,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,שיקום יכול לכלול היבטים ירוקים.
26.03.07,רשות הגנים הלאומיים,משרד איכות הסביבה,פעילות יחידות המשרד,drop,גנים לאומיים אינם קשורים לאנרגיה ירוקה.
26.03.08,השתתפות האפוטרופוס,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,אפוטרופוס אינו קשור לאנרגיה ירוקה.
26.03.09,מניעת זיהום מים,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,מניעת זיהום מים היא חלק מהגנת הסביבה.
26.03.10,חומרים מסוכנים,משרד איכות הסביבה,פעילות יחידות המשרד,keep,טיפול בחומרים מסוכנים הוא חלק מהגנת הסביבה.
26.03.11,פעולות לאיכות הסביבה,משרד איכות הסביבה,פעילות יחידות המשרד,keep,פעולות ישירות לאיכות הסביבה.
26.03.12,סקרים ומחקרים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,סקרים ומחקרים יכולים לכלול אנרגיה ירוקה.
26.03.14,אשכול שלטון מקומי,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,שלטון מקומי יכול לקדם יוזמות ירוקות.
26.03.20,אשכול יישום מדיניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,יישום מדיניות במשרד רלוונטי.
26.03.21,השתתפות באמנות וקרנות,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,אמנות וקרנות יכולות להיות סביבתיות.
26.03.22,פיקוח על קרינה,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,פיקוח על קרינה הוא חלק מהגנת הסביבה.
26.03.23,ניטור אויר ארצי,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,ניטור אוויר הוא חלק מהגנת הסביבה.
26.03.24,לחימה במזיקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,לחימה במזיקים אינה קשורה לאנרגיה ירוקה.
26.03.25,מעבדה לאיכות הסביבה,משרד איכות הסביבה,פעילות יחידות המשרד,keep,מעבדה לנושאי איכות סביבה.
26.03.26,קשרי חוץ ופרויקטים,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,קשרי חוץ ופרויקטים במשרד רלוונטי.
26.03.27,אקולוגיה חקלאית,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,אקולוגיה חקלאית היא חלק מהגנת הסביבה.
26.03.28,אשכול תכנון ומדיניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,תכנון ומדיניות במשרד רלוונטי.
26.03.29,אגף הרעש,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,אגף רעש אינו קשור לאנרגיה ירוקה.
26.03.30,אזבסט וחלקיקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,טיפול באזבסט וחלקיקים הוא חלק מהגנת הסביבה.
26.03.31,קרן שיקום מחצבות,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,שיקום מחצבות אינו קשור לאנרגיה ירוקה.
26.03.32,ועדה לבחינת תקני,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,בחינת תקנים יכולה לכלול תקני סביבה.
26.03.34,יחידת הפרסומים ופניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,פרסומים ופניות אינם קשורים לנושא.
26.03.35,יחידת רישוי עסקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,רישוי עסקים יכול לכלול היבטים סביבתיים.
26.03.36,"יחידת הכלכלה, התקינה",המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,כלכלה ותקינה יכולים לכלול היבטים סביבתיים.
26.03.38,תשתיות איכות סביבה,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,תשתיות תומכות איכות סביבה.
26.03.40,אשכול תעשיות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,תעשיות יכולות לכלול תעשיות ירוקות.
26.03.41,פרוייקטים סביבתיים,המשרד להגנת הסביבה,פעילות יחידות המשרד,keep,פרויקטים ישירים לאיכות הסביבה.
26.05.01,תשתיות פסולת,המשרד להגנת הסביבה,קרן הניקיון,keep,טיפול בפסולת קשור לאנרגיה.
26.05.03,מכרז למטמנות,משרד איכות הסביבה,טיפול בפסולת מוצקה,keep,טיפול בפסולת קשור לאנרגיה.
26.05.04,קרן הנקיון - היטל הטמנה,המשרד להגנת הסביבה,קרן הניקיון,keep,טיפול בפסולת קשור לאנרגיה.
26.05.05,קרן הנקיון - חשבון,המשרד להגנת הסביבה,קרן הניקיון,ambiguous,חשבון קרן ניקיון כללי.
26.05.06,קרן הנקיון - חשבון,המשרד להגנת הסביבה,קרן הניקיון,ambiguous,חשבון קרן ניקיון כללי.
26.05.10,שינוע פסולת מוצקה,המשרד להגנת הסביבה,קרן הניקיון,keep,טיפול בפסולת קשור לאנרגיה.
26.07.01,השקעות מפעלי תעשיה,המשרד להגנת הסביבה,השקעות מפעלי תעשיה,ambiguous,השקעות תעשיה יכולות לכלול אנרגיה ירוקה.
26.09.01,"אירגון האו""מ לאיכות",משרד איכות הסביבה,קשרים בינלאומיים,ambiguous,"ארגון או""ם יכול לעסוק בנושאי סביבה."
26.09.02,קרנות ואמנות בינלאומיות,המשרד להגנת הסביבה,קשרים בינלאומיים,ambiguous,קרנות ואמנות יכולות להיות סביבתיות.
26.09.03,האגף לקשרי חוץ,המשרד להגנת הסביבה,קשרים בינלאומיים,ambiguous,קשרי חוץ במשרד רלוונטי.
26.10.01,תמיכות בארגונים,משרד איכות הסביבה,השתתפות בארגונים,ambiguous,תמיכות לארגונים יכולות להיות סביבתיות.
26.10.02,מענקים לרשויות מקומיות,המשרד להגנת הסביבה,השתתפות בארגונים,ambiguous,מענקים לרשויות יכולים להיות סביבתיים.
26.10.03,רשות הגנים הלאומיים,משרד איכות הסביבה,השתתפות באירגונים,drop,גנים לאומיים אינם קשורים לאנרגיה ירוקה.
26.10.04,"פרוייקטים ביו""ש",משרד איכות הסביבה,השתתפות בארגונים,ambiguous,פרויקטים כלליים במשרד רלוונטי.
26.11.01,שכר ותפעול,המשרד להגנת הסביבה,שכר ותפעול,drop,שכר ותפעול אינם קשורים לאנרגיה ירוקה.
26.11.02,תפעול,המשרד להגנת הסביבה,שכר ותפעול,drop,תפעול אינו קשור לאנרגיה ירוקה.
26.12.01,פעולות יחידות המשרד,המשרד להגנת הסביבה,פעולות,ambiguous,פעולות יחידות במשרד רלוונטי.
26.13.01,הטמנה - הקרן לשמירת,המשרד להגנת הסביבה,קרנות,keep,טיפול בפסולת קשור לאנרגיה.
26.13.02,חשבון כללי - הקרן,המשרד להגנת הסביבה,קרנות,ambiguous,חשבון קרן כללי.
26.13.03,חשבון פקדון - הקרן,המשרד להגנת הסביבה,קרנות,ambiguous,חשבון קרן כללי.
26.13.04,"קרן למניעת זיהום ים,",המשרד להגנת הסביבה,קרנות,keep,מניעת זיהום ים היא חלק מהגנת הסביבה.
26.13.05,קרן צער בעלי חיים,המשרד להגנת הסביבה,קרנות,drop,צער בעלי חיים אינו קשור לאנרגיה ירוקה.
26.13.06,קרן שיקום מחצבות ים,המשרד להגנת הסביבה,קרנות,drop,שיקום מחצבות אינו קשור לאנרגיה ירוקה.
26.14.01,פרוייקטים סביבתיים,המשרד להגנת הסביבה,"פרוייקטים מקק""ל",keep,קשור ישירות להגנת הסביבה.
26.26.01,רזרבות,המשרד להגנת הסביבה,רזרבות,ambiguous,כותרת גנרית במשרד רלוונטי.
26.98.01,רזרבה להתייקרויות,המשרד להגנת הסביבה,רזרבות,ambiguous,כותרת גנרית במשרד רלוונטי.
26.98.02,רזרבה לפעולות,המשרד להגנת הסביבה,רזרבות,ambiguous,כותרת גנרית במשרד רלוונטי.
26.99.99,חשבון מעבר,המשרד להגנת הסביבה,חשבון מעבר,ambiguous,כותרת גנרית במשרד רלוונטי.
34.01.01,שירותים מרכזיים,משרד האנרגיה והמים,תחום פעולה כללי,ambiguous,כותרת גנרית במשרד האנרגיה.
34.01.02,אמרכלות ופעולות,משרד האנרגיה והמים,תחום פעולה כללי,ambiguous,כותרת גנרית במשרד האנרגיה.
34.02.01,שירותים מרכזיים,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,כותרת גנרית במשרד רלוונטי.
34.02.02,יחידת רעידות אדמה,משרד האנרגיה והמים,מטה משרד התשתיות,drop,"עוסק ברעידות אדמה, לא באנרגיה ירוקה."
34.02.03,לשכת סגנית השר,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,כותרת גנרית במשרד רלוונטי.
34.02.04,תגבור מינהל הדלק,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,"קשור לדלק, אך במשרד רלוונטי."
34.02.05,תגבור יחידת הנפט,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,"קשור לנפט, אך במשרד רלוונטי."
34.06.02,יחידת המכרות,משרד האנרגיה והמים,מינהל המחקר למדעי,drop,"עוסק בכרייה, לא באנרגיה ירוקה."
34.06.03,שירותים מרכזיים,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,כותרת גנרית במשרד האנרגיה.
34.06.04,אמרכלות,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,כותרת גנרית במשרד האנרגיה.
34.06.05,ועדת היגוי לבורות ים,משרד האנרגיה והמים,מינהל המחקר למדעי,drop,"עוסק בבורות ים, לא באנרגיה ירוקה."
34.06.06,רזרבה להתייקרויות,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,כותרת גנרית במשרד האנרגיה.
34.07.01,פעילות סיירת ירוקה,משרד התשתיות הלאומיות,סיירת ירוקה,keep,"""ירוקה"" מרמז על קשר סביבתי."
34.11.01,פיתוח אנרגיות חלופיות,משרד האנרגיה והמים,מחקר ופיתוח באנרגיה,keep,עוסק ישירות בפיתוח אנרגיות חלופיות.
34.12.01,עידוד חסכון באנרגיה,משרד התשתיות הלאומיות,יעול השימוש באנרגיה,keep,עוסק ישירות בעידוד חיסכון באנרגיה.
34.12.02,רפרנטורה טכנית,משרד התשתיות הלאומיות,יעול השימוש באנרגיה,keep,קשור לייעול השימוש באנרגיה.
34.12.03,יעילות השימוש באנרגיה,משרד האנרגיה והמים,יעול השימוש באנרגיה,keep,עוסק ישירות ביעילות השימוש באנרגיה.
34.13.01,יצירת מידע והפצתו,משרד האנרגיה והמים,פעולות מידע,ambiguous,כותרת גנרית במשרד האנרגיה.
34.16.01,מענקים לפיתוח תשתית,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,פיתוח מערכת החשמל יכול לכלול אנרגיה ירוקה.
34.16.02,הערכות לקראת סיום,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,פיתוח מערכת החשמל יכול לכלול אנרגיה ירוקה.
34.16.03,הקמת גוף לפיקוח על משק,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,פיתוח מערכת החשמל יכול לכלול אנרגיה ירוקה.
34.16.04,פעילות ליישום חוק משק,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,פיתוח מערכת החשמל יכול לכלול אנרגיה ירוקה.
34.17.01,מענקים למוסדות מחקר,משרד האנרגיה והמים,מחקר ופיתוח תשתית,ambiguous,מחקר ופיתוח תשתית במשרד האנרגיה.
34.17.02,ניטור סייסמי,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,drop,"עוסק בניטור סייסמי, לא באנרגיה ירוקה."
34.17.03,תשתית מידע לחפושי נפט,משרד האנרגיה והמים,מחקר ופיתוח תשתית,drop,"עוסק בחיפושי נפט, לא באנרגיה ירוקה."
34.17.04,פרויקט הגנות ים המלח,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,keep,קשור להגנת הסביבה (ים המלח).
34.17.05,רזרבה למחקר,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,ambiguous,רזרבה למחקר במשרד רלוונטי.
34.18.01,רזרבה להתייקרויות,משרד האנרגיה והמים,רזרבה להתייקרויות,ambiguous,כותרת גנרית במשרד האנרגיה.
34.22.01,היחידה לקידום מפעלי,משרד התשתיות הלאומיות,היחידה לקידום מפעלי,ambiguous,כותרת גנרית במשרד רלוונטי.
34.30.01,הוצאות שכר,משרד האנרגיה,מטה המשרד,ambiguous,כותרת גנרית במשרד האנרגיה.
34.30.02,תפעול ופעולות,משרד האנרגיה,מטה המשרד,ambiguous,כותרת גנרית במשרד האנרגיה.
34.30.03,יחידות מקצועיות,משרד האנרגיה,מטה המשרד,ambiguous,כותרת גנרית במשרד האנרגיה.
34.30.04,יחידות מקצועיות,משרד האנרגיה והמים,מטה המשרד,ambiguous,כותרת גנרית במשרד האנרגיה.
34.30.05,מנהל הדלק ואוצרות טבע,משרד האנרגיה והמים,מטה המשרד,ambiguous,קשור לדלק ואוצרות טבע במשרד האנרגיה.
34.30.06,ייעוץ מקצועי ומחקרים,משרד האנרגיה והמים,מטה המשרד,ambiguous,ייעוץ ומחקרים במשרד האנרגיה.
34.32.01,רזרבה להתייקרויות,משרד האנרגיה,רזרבות,ambiguous,כותרת גנרית במשרד האנרגיה.
34.99.99,חשבון מעבר,משרד האנרגיה,חשבון מעבר,ambiguous,כותרת גנרית במשרד האנרגיה.
38.01.01,"""אופריישן אינדיפנדנס""",תמיכות בענפי המשק,פתוח שוקים ליצוא,drop,"כותרת לא ברורה, לא קשור לאנרגיה ירוקה."
