code,title,program,reason
04.01.11.28,חגיגות 60 שנה למדינה ו-40 שנה לירושלים,שירותים מרכזיים,Not related to green energy.
04.01.11.29,"השתתפות במשרד המדע, התרבות והספורט - בית התפוצות",שירותים מרכזיים,Not related to green energy.
04.01.11.30,העסקת סטודנטים,שירותים מרכזיים,"Generic administrative title, ambiguous program."
04.01.11.31,שכר עידוד,שירותים מרכזיים,"Generic administrative title, ambiguous program."
04.01.11.33,השתתפות בביתן יהודי באושוויץ,שירותים מרכזיים,Not related to green energy.
04.01.11.35,הרשאה - חגיגות 60 שנה למדינה,שירותים מרכזיים,Not related to green energy.
04.01.11.36,השתתפות בלשכת הפרסום הממשלתית במסגרת חגיגות ה-60,שירותים מרכזיים,Not related to green energy.
04.01.11.37,השתתפות במשרד הביטחון במסגרת חגיגות ה-60,שירותים מרכזיים,Not related to green energy.
04.01.11.38,השתתפות במשרד החינוך במסגרת חגיגות ה-60 למדינה,שירותים מרכזיים,Not related to green energy.
04.01.11.39,השתתפות במשרד התיירות- חגיגות ה- 60,שירותים מרכזיים,Not related to green energy.
04.01.11.40,השתתפות במשרד התחבורה- חגיגות ה- 60,שירותים מרכזיים,Not related to green energy.
04.01.11.41,"השתתפות במשרד המדע, התרבות והספורט- חגיגות ה- 60",שירותים מרכזיים,Not related to green energy.
04.01.11.42,"""שירותי כבאות אווירית""",שירותים מרכזיים,Not related to green energy.
04.01.11.43,השתתפות משרד הקליטה,שירותים מרכזיים,"Generic title, no green energy link."
04.01.11.45,השתתפות במשרד לביטחון פנים,שירותים מרכזיים,"Generic title, no green energy link."
04.01.11.46,השתתפות המשרד לענייני גימלאים,שירותים מרכזיים,"Generic title, no green energy link."
04.01.11.47,תכנון מדיניות עבודת הממשלה,שירותים מרכזיים,"Generic administrative title, ambiguous program."
04.01.11.48,השתתפות במשרד הפנים - תכניות עבודה,שירותים מרכזיים,"Generic title, no green energy link."
04.01.11.49,השתתפות ברשות האוכלוסין,שירותים מרכזיים,"Generic title, no green energy link."
04.01.11.52,השתתפות בסעיף 54 - החלטת ממשלה 3367 - עידוד תרבות הפנאי והנופש,שירותים מרכזיים,Not related to green energy.
04.01.11.53,השתתפות במשרד התיירות - החלטת ממשלה 3368,שירותים מרכזיים,Not related to green energy.
04.01.11.54,השתתפות במשרד הבינוי והשיכון - החלטת ממשלה 3855,שירותים מרכזיים,Not related to green energy.
04.01.11.58,השתתפות במשרד הביטחון,שירותים מרכזיים,"Generic title, no green energy link."
04.01.11.59,חינוך בלתי פורמלי,שירותים מרכזיים,Not related to green energy.
04.01.11.60,"פרוייקט תמ""ר-מע' ממוחשבת לניהול תכניות עבודה",שירותים מרכזיים,Not related to green energy.
04.01.11.61,פעילות המטה הביומטרי,שירותים מרכזיים,Not related to green energy.
04.01.12.01,תכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.02,תכנית רב שנתית לעידוד הצמיחה בירושלים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.03,טיפול נקודתי,המינהלה לפרוייקטים,"Generic title, ambiguous program."
04.01.12.04,תוכנית רב שנתית לפיתוח אגן העיר העתיקה והר הזיתים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.05,תחזוקת מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.06,תוכנית מרום,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.08,פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.10,השתתפות משרד הביטחון -  פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.11,השתתפות משרד החינוך - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.12,השתתפות משרד השיכון - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.13,השתתפות משרד התיירות - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.14,השתתפות משרד הפנים - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.15,השתתפות משרד התחבורה - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.16,השתתפות משרד לביטחון פנים - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.18,השתתפות משרד האוצר - פיתוח מנהרות הכותל,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.19,תכנית רב שנתית לעידוד הצמיחה בירושלים (הרשאה להתחייב),המינהלה לפרוייקטים,Not related to green energy.
04.01.12.20,יעודה לטיפול בילדים בסיכון,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.21,יעודה לטיפול בתקיפה מינית וזנות,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.22,פיתוח שער המוגרבים-רשות העתיקות,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.23,פיתוח שער המוגרבים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.24,השתתפות משרד לביטחון פנים - פיתוח שער המוגרבים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.25,"השתתפות במשרד התעשייה, המסחר והתעסוקה - ילדים בסיכון",המינהלה לפרוייקטים,Not related to green energy.
04.01.12.26,השתתפות במשרד הרווחה - ילדים בסיכון,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.28,השתתפות במשרד הבריאות,המינהלה לפרוייקטים,"Generic title, no green energy link."
04.01.12.30,השתתפות בלשכת הפרסום הממשלתית,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.40,השתתפות משרד התיירות בפיתוח שער המוגרבים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.45,תוכנית רב שנתית לפיתוח הגן העיר העתיקה והר הזיתים (הרשאה להתחייב),המינהלה לפרוייקטים,Not related to green energy.
04.01.12.46,השתתפות במשרד הפנים,המינהלה לפרוייקטים,"Generic title, no green energy link."
04.01.12.47,השתתפות במשרד החקלאות - חטיבה להתישבות,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.48,פיתוח מנהרות הכותל (הרשאה להתחייב),המינהלה לפרוייקטים,Not related to green energy.
04.01.12.49,השתתפות משרד החינוך,המינהלה לפרוייקטים,"Generic title, no green energy link."
04.01.12.50,הקמת גרעיני משימה עירוניים,המינהלה לפרוייקטים,Not related to green energy.
04.01.12.61,תוכנית לעשייה ציונית,המינהלה לפרוייקטים,Not related to green energy.
04.01.19.02,עבודה בלתי צמיתה,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.03,עלויות פרישה,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.04,כוננויות,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.05,"השת, משרד הביטחון",אמרכלות,"Generic title, no green energy link."
04.01.19.06,"קניית שרותי כ""א",אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.07,"עב""צ - קשבים",אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.08,שעות נוספות,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.09,"נסיעות לחו""ל",אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.10,תפעול ואחזקה,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.13,תפעול,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.14,השתתפות באחזקת הקריה,אמרכלות,Not related to green energy.
04.01.19.15,השתתפות בשכר מתמחים,אמרכלות,Not related to green energy.
04.01.19.16,מתמחים,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.20,"הפעלת בתי ספר בחב""מ",אמרכלות,Not related to green energy.
04.01.19.30,אחזקה,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.32,דמי שמוש בנכסי מדינה,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.33,מיסי ארנונה,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.36,עבודה ארעית,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.37,החזר הוצאות רכב,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.38,שעות נוספות,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.40,עובדים לא משובצים - עבודה ארעית,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.41,רכישת רכבים,אמרכלות,"Generic title, no green energy link."
04.01.19.43,"תפעול, אחזקה, דואר טלפונים ומשלוחים",אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.44,דלק לרכב ממשלתי,אמרכלות,Not related to green energy (fossil fuels).
04.01.19.46,הדרכת עובדים,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.47,שירותי ייעוץ,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.48,מיכון,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.49,פעולות אבטחה ושמירה,אמרכלות,Not related to green energy.
04.01.19.50,הדרכה והשתלמות,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.51,דואר טלפונים ומשלוחים,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.52,פעולות רווחה,אמרכלות,Not related to green energy.
04.01.19.53,הוצאות שמירה וביטחון,אמרכלות,Not related to green energy.
04.01.19.56,העסקת עובדים זמניים,אמרכלות,"Generic administrative title, ambiguous program."
04.01.19.57,הכנסות ממכונים,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.58,הכנסות ממכונים,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.59,פסקי דין,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.61,החזר הוצאות רכב,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.62,העסקת סטודנטים - קשבים,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.63,דלק לרכב ממשלתי,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.64,אחזקת רכב ממשלתי,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.65,נסיעות והובלה,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.66,רכישת רכב,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.67,רכישת כלי רכב ממשלתיים,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.68,השתתפות רשות החברות באחזקה,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.69,שעות נוספות-קשבים,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.70,השתתפות במשרד ראש הממשלה,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.71,השתתפות מנהלת שרותי דת,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.72,אבטחת הרבנות הראשית,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.75,"השתתפות משרד התמ""ת",אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.76,"השתתפות במשרד התמ""ת",אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.77,פרוייקט חירום השתתפות במשרד הביטחון,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.78,"שכר דירה - מל""ל",אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.90,השתתפות משרדים באחזקה,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.91,"השתתפות הנש""מ בדיור",אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.92,"השתתפות נש""מ באחזקה",אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.94,מחשוב יחידות המשרד,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.95,הכנסות ממכונים,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.96,הוצאות אירגוניות שונות,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.97,שכירת רכב,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.98,רזרבה להוצאות כח אדם,אמרכלות,"Generic administrative line, no link to green energy."
04.01.19.99,רזרבה משרדית,אמרכלות,"Generic administrative line, no link to green energy."
04.01.21.01,פעילות הועדה הבינמשרדית להערכות לרעידות אדמה,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.21.02,שיא כוח אדם,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.21.03,עבודה בלתי צמיתה,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.21.04,החזר הוצאות רכב,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.21.05,שעות נוספות,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.21.06,רזרבה ליישום החלטת הממשלה 2699 מיום 9.1.2011,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.21.10,השתתפות במשרדי הממשלה,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.01.61.01,שכר עובדים,מחקרים שונים,"Generic administrative line, no link to green energy."
04.01.61.04,הוצאות מנהליות,מחקרים שונים,"Generic administrative line, no link to green energy."
04.01.61.05,מחקרים,מחקרים שונים,"Generic administrative line, no link to green energy."
04.01.61.06,השתתפות משרדי ממשלה בשכר,מחקרים שונים,"Generic administrative line, no link to green energy."
04.01.61.07,הכנסות מגורמי חוץ,מחקרים שונים,"Generic administrative line, no link to green energy."
04.01.61.08,השתתפות משרדי הממשלה בקניות,מחקרים שונים,"Generic administrative line, no link to green energy."
04.01.90.01,פעולות בעקבות המצב הבטחוני בצפון,פעולות בעקבות המצב,"Generic administrative line, no link to green energy."
04.01.90.02,השתתפות במשרד החינוך,פעולות בעקבות המצב,"Generic administrative line, no link to green energy."
04.01.90.03,"השתתפות משרד משנה לרוה""מ במשרד המדע התרבות וספורט - מו""פ בקו עימות",פעולות בעקבות המצב,"Generic administrative line, no link to green energy."
04.01.90.04,"השתתפות משרד רוה""מ במשרד הרווחה - מצב החירום בצפון",פעולות בעקבות המצב,"Generic administrative line, no link to green energy."
04.01.90.05,השתתפות במשרד הביטחון למימון תכנית רענון לתושבי הצפון,פעולות בעקבות המצב,"Generic administrative line, no link to green energy."
04.01.90.06,תשלום עבור שהיית תושבי הצפון בבתי מלון,פעולות בעקבות המצב,"Generic administrative line, no link to green energy."
04.01.92.01,משרד ראש הממשלה - מנהלת שיקום,משרד ראש הממשלה -,"Generic administrative line, no link to green energy."
04.01.92.02,השת' אפוטרופוס,משרד ראש הממשלה -,"Generic administrative line, no link to green energy."
04.04.01.01,רזרבה לפעולות,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.02,איוש ללא ביצוע,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.03,רזרבה,"רזרבה לסעיף רוה""מ","Generic administrative line, no link to green energy."
04.04.01.04,רזרבה,"רזרבה לסעיף רוה""מ","Generic administrative line, no link to green energy."
04.04.01.05,"רזרבה לעב""צ",רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.06,יעודה לכח אדם,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.07,רזרבה לתקני רכב,"רזרבה לסעיף רוה""מ","Generic administrative line, no link to green energy."
04.04.01.08,רזרבה מיועדת,"רזרבה לסעיף רוה""מ","Generic administrative line, no link to green energy."
04.04.01.09,רזרבה מיועדת,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.10,רזרבה לכח אדם,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.11,רזרבה מיועדת,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.12,רזרבה לרבנות ראשית,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.13,רזרבה מיועדת,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.14,רזרבה להוצאות רכב,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.15,רזרבה לשעות נוספות,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.30,רזרבה להתייקרויות שכר,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.31,רזרבה לעמידה ביעדי גירעון - נתיב,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.32,רזרבה לעמידה ביעדי הגרעון - ממשל,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.33,רזרבה לעמידה ביעד ההוצאה,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.34,"רזרבת חו""ל",רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.80,רזרבה מיועדת,רזרבה כללית,"Generic administrative line, no link to green energy."
04.04.01.81,הכנסות שונות,"רזרבה לסעיף רוה""מ","Generic administrative line, no link to green energy."
04.04.01.90,רזרבה להוצאות ביטחון 2006,רזרבה למשרד ראש הממשלה,"Generic administrative line, no link to green energy."
04.04.01.95,רזרבה להתייקרויות כללית,"רזרבה לסעיף רוה""מ","Generic administrative line, no link to green energy."
04.07.01.02,רזרבה כללית להתיקרויות בשכר,רזרבה להתיקרויות,"Generic administrative line, no link to green energy."
04.07.01.03,רזרבה כללית להתיקרויות בפעולות,רזרבה להתיקרויות למשרד,"Generic administrative line, no link to green energy."
04.07.01.04,רזרבה לעמידה ביעדי הגירעון,רזרבה להתיקרויות,"Generic administrative line, no link to green energy."
04.07.01.08,"רזרבה חו""ל",רזרבה להתיקרויות,"Generic administrative line, no link to green energy."
04.07.01.09,רזרבה התייקרויות-תשלומי העברה,"רזרבה כללית למ. רוה""מ","Generic administrative line, no link to green energy."
04.07.01.10,רזרבה להתייקרויות העברות,רזרבה להתיקרויות,"Generic administrative line, no link to green energy."
04.07.01.11,רזרבה לעמידה ביעד ההוצאה,רזרבה להתיקרויות,"Generic administrative line, no link to green energy."
04.07.01.12,רזרבה להוצאות ביטחון 2006,רזרבה להתיקרויות,"Generic administrative line, no link to green energy."
04.07.01.95,רזרבה להתייקרויות כללית,"רזרבה כללית למ. רוה""מ","Generic administrative line, no link to green energy."
04.51.01.01,שיא כח אדם,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.02,עבודה בלתי צמיתה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.03,שעות נוספות,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.04,כוננות,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.05,החזר הוצאות רכב,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.06,שיא כוח אדם - מטה בינה מלאכותית,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.07,העסקת סטודנטים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.08,הוצאות פרישה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.09,העסקת מאבטחים לפי שעות,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.10,פעולות,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.11,הוצאות תפעול,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.12,פרויקט שירה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.13,דמי שימוש ממשלתיים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.14,"השתתפות גורמי חוץ בנסיעות ראש הממשלה לחו""ל",מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.15,הוצאות מחשוב,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.16,פרוייקט טווח ארוך,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.17,השתתפות במשרדי הממשלה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.18,השתתפות במנהל הדיור הממשלתי,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.19,השתתפות במנהל הרכב הממשלתי,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.20,כנף ציון,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.21,מיגון ואבטחת ראש הממשלה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.22,פרויקטים למשרד,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.23,נסיעות ראש הממשלה לחוץ לארץ,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.24,אירוח אישים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.25,העסקה לפי שעות - קשבים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.26,הכנסות - תביעה אזרחית יזומה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.27,פרוייקטים לאומיים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.28,"ביטחון רה""מ-פרויקטי מיגון",מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.30,תכנון מדיניות עבודת הממשלה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.31,פעולות מטה ההסברה הלאומי,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.32,הוצאות אבטחה - מחסומים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.33,הוצאות בית ראש הממשלה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.34,שעות נוספות - קשבים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.35,שעות נוספות - מאבטחים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.36,"ביטחון משרד רה""מ",מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.37,השתתפות באבטחה- משרדים חשבות רהמ,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.39,השתתפות ממשרדי ממשלה- אבטחת שרים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.40,אבטחת שרים- שוטף,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.41,קורונה – פרויקטים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.42,רזרבה לתקציב התאמות  2019,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.44,פרוייקטים הרשות לפיתוח חברתי כלכלי של המגזר החרדי,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.45,מערך ההסברה,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.46,מינהלת החטופים חרבות ברזל,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.47,"שיא כ""א מינהלת החטופים",מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.48,"שיא כ""א מינהלת צפון",מטה המשרד,"Generic administrative line, no link to green energy."
04.51.01.49,עתודה לאירועים רוחביים,מטה המשרד,"Generic administrative line, no link to green energy."
04.51.06.01,עבודה בלתי צמיתה,הרשות לפיתוח כלכלי של,"Generic administrative line, no link to green energy."
04.51.06.02,שעות נוספות,הרשות לפיתוח כלכלי של,"Generic administrative line, no link to green energy."
04.51.06.03,החזר הוצאות רכב,הרשות לפיתוח כלכלי של,"Generic administrative line, no link to green energy."
04.51.06.04,שעות כוננות,הרשות לפיתוח כלכלי של,"Generic administrative line, no link to green energy."
04.51.06.10,הוצאות תפעול,הרשות לפיתוח כלכלי של,"Generic administrative line, no link to green energy."
04.51.06.11,פעולות,הרשות לפיתוח כלכלי של,"Generic administrative line, no link to green energy."
04.51.09.01,שיא כח אדם,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.02,עבודה בלתי צמיתה,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.03,שעות נוספות,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.04,החזר הוצאות רכב,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.10,פעולות,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.11,רזרבה ליישום החלטת הממשלה 2699 מיום 9.1.2011,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.12,השתתפות במשרדי הממשלה,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.09.20,הוצאות תפעול,הוועדה הבינמשרדית,"Generic administrative line, no link to green energy."
04.51.10.01,תכנית רב שנתית לעידוד הצמיחה בירושלים,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.02,מתווה קורונה,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.03,תחזוקת מנהרות הכותל,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.04,רזרבה לתחזוקת הכותל,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.05,פיתוח מנהרות הכותל,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.06,פיתוח שער המוגרבים - פעילות רשות העתיקות,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.07,פיתוח שער המוגרבים,פרויקטים והחלטות ממשלה,"Generic administrative line, no link to green energy."
04.51.10.08,תוכנית מרום,פרויקטים והחלטות ממשלה,Title does not relate to green energy.
04.51.10.10,העצמת תשתיות מורשת לאומית,פרויקטים והחלטות ממשלה,Title does not relate to green energy.
04.51.10.11,העצמת תשתיות מורשת לאומית - הרשאה להתחייב,פרויקטים והחלטות ממשלה,Title does not relate to green energy.
04.51.10.13,תוכניות הרשות לפיתוח כלכלי של המגזר הערבי,פרויקטים והחלטות ממשלה,Title does not relate to green energy.
04.51.10.15,תכנית פיתוח יישובים דרוזים וצ'רקסים,פרויקטים והחלטות ממשלה,Title does not relate to green energy.
04.51.10.20,"פרויקט ""מסע"" - חינוך יהודי בתפוצות",פרויקטים והחלטות ממשלה,Title does not relate to green energy.
04.51.10.21,"פרוייקט ""זכות מלידה"" - תגלית",פרויקטים והחלטות ממשלה,Title does not relate to green energy.
