code,title,office,domain,verdict,reason
04.01.43,מינהלת מפוני סיני,משרד ראש הממשלה,תחום פעולה כללי,drop,"מינהלת מפוני סיני, לא קשור"
04.01.61,מחקרים שונים,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת כללית/administrative title
04.01.62,השתתפות האפוטרופוס כללי,משרד ראש הממשלה,תחום פעולה כללי,drop,"אפוטרופוס כללי, לא קשור לנושא"
04.01.63,מפעלים חינוכיים,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"מפעלים חינוכיים, עשוי לכלול חינוך יהודי"
04.01.64,השתתפות אפוטרופוס,משרד ראש הממשלה,תחום פעולה כללי,drop,"אפוטרופוס כללי, לא קשור לנושא"
04.01.70,השתתפות אפוטרופוס,משרד ראש הממשלה,תחום פעולה כללי,drop,"אפוטרופוס כללי, לא קשור לנושא"
04.01.71,מרכז בגין,משרד ראש הממשלה,תחום פעולה כללי,drop,מרכז הנצחה למנהיג לאומי
04.01.72,מרכז רבין,משרד ראש הממשלה,תחום פעולה כללי,drop,מרכז הנצחה למנהיג לאומי
04.01.73,מרכז הסברה,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת כללית/administrative title
04.01.74,יד לוי אשכול,משרד ראש הממשלה,תחום פעולה כללי,drop,"הנצחת מנהיג לאומי, לא מורשת יהודית"
04.01.75,היכל הגבורה ים-עכו,משרד ראש הממשלה,תחום פעולה כללי,drop,"אתר הנצחה לאומי, לא מורשת יהודית"
04.01.76,חלקת גדולי האומה,משרד ראש הממשלה,תחום פעולה כללי,drop,"הנצחת מנהיגי אומה, לא מורשת יהודית"
04.01.77,אתר הנצחה גולני,משרד ראש הממשלה,תחום פעולה כללי,drop,"אתר הנצחה צבאי, לא מורשת יהודית"
04.01.78,הרשות למלחמה בסמים,משרד ראש הממשלה,תחום פעולה כללי,drop,"רשות למלחמה בסמים, לא קשור"
04.01.79,"תכנית בש""ן",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה/opaque title
04.01.80,מורשת משה שרת,משרד  ראש הממשלה,תחום פעולה כללי,drop,"הנצחת מנהיג לאומי, לא מורשת יהודית"
04.01.81,אפוטרופוס כללי,משרד ראש הממשלה,תחום פעולה כללי,drop,"אפוטרופוס כללי, לא קשור לנושא"
04.01.82,מרכז תרבות עמים לנוער,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,"מרכז תרבות כללי, עשוי לכלול"
04.01.83,מכון העם והמדינה,משרד ראש הממשלה,תחום פעולה כללי,drop,"מכון כללי, לא מורשת יהודית"
04.01.84,מוזיאון בית השומר,משרד ראש הממשלה,תחום פעולה כללי,keep,מוזיאון היסטורי יהודי-ציוני
04.01.85,נתיב - הוראת עברית,משרד ראש הממשלה,תחום פעולה כללי,keep,"הוראת עברית, חלק ממורשת יהודית"
04.01.86,שמש לאחוה ודו-קיום,משרד ראש הממשלה,תחום פעולה כללי,drop,"אחווה ודו-קיום, לא מורשת יהודית"
04.01.87,מעקב אחר אנטישמיות,משרד ראש הממשלה,תחום פעולה כללי,keep,"מעקב אחר אנטישמיות, קשור לעם היהודי"
04.01.88,מרכז שזר,משרד ראש הממשלה,תחום פעולה כללי,keep,מרכז לחקר ההיסטוריה היהודית
04.01.89,בית מדרש ללימודי יהדות,משרד ראש הממשלה,תחום פעולה כללי,keep,"לימודי יהדות, חלק מהמורשת היהודית"
04.01.90,פעולות בעקבות המצב,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת כללית/administrative title
04.01.91,יד יצחק בן צבי,משרד ראש הממשלה,תחום פעולה כללי,keep,מוסד לחקר ארץ ישראל והיהדות
04.01.92,משרד ראש הממשלה -,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא שלמה/incomplete title
04.01.93,יד טבנקין,משרד ראש הממשלה,תחום פעולה כללי,drop,הנצחת מנהיג תנועת עבודה
04.01.94,קרן מנחם בדר,משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה/opaque title
04.01.95,מסדר לוחמי ירושלים,משרד ראש הממשלה,תחום פעולה כללי,drop,"מסדר לוחמים, לא מורשת יהודית"
04.01.96,אגודת דור הפלמח,משרד ראש הממשלה,תחום פעולה כללי,drop,"אגודת לוחמים, לא מורשת יהודית"
04.01.97,רעות קרן עזרה,משרד ראש הממשלה,תחום פעולה כללי,drop,"קרן עזרה כללית, לא קשור"
04.01.98,סיוע נפגעות תקיפה מינית,משרד ראש הממשלה,תחום פעולה כללי,drop,"סיוע לנפגעות תקיפה, לא קשור"
04.01.99,"בית מוריה ""זה""ב",משרד ראש הממשלה,תחום פעולה כללי,ambiguous,כותרת לא ברורה/opaque title
04.02.11,לשכת ראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.12,מזכירות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.13,הועדה לבחינת חוק בנק,משרד ראש הממשלה,ראשות הממשלה,drop,ועדה לבחינת חוק בנק
04.02.14,יעוץ לראש הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.15,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.16,לשכת ראש הממשלה לשעבר -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.17,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.18,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.19,אמרכלות ראשות הממשלה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.20,צוות בטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,"ביטחון לאומי, לא קשור למורשת"
04.02.21,הרשות לקידום מעמד האשה,משרד ראש הממשלה,ראשות הממשלה,drop,"קידום מעמד האישה, לא קשור"
04.02.23,לשכת השר חיים רמון,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.24,לשכת השר מיכאל מלכיאור,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, השר עסק בענייני דת"
04.02.25,חטיבת חברה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.26,חטיבת תפוצות,משרד ראש הממשלה,ראשות הממשלה,keep,"קשר עם התפוצות, חלק ממורשת יהודית"
04.02.28,פרוייקטים לעידוד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא שלמה/incomplete title
04.02.30,המטה ללוחמה בטרור,משרד ראש הממשלה,ראשות הממשלה,drop,"לוחמה בטרור, לא קשור למורשת"
04.02.31,נציב קבילות הסיענים,משרד ראש הממשלה,ראשות הממשלה,drop,"קבילות סיעוד, לא קשור לנושא"
04.02.32,המועצה לביטחון לאומי,משרד ראש הממשלה,ראשות הממשלה,drop,"ביטחון לאומי, לא קשור למורשת"
04.02.35,"יעוץ לרוה""מ מעוטים",משרד ראש הממשלה,ראשות הממשלה,drop,"ייעוץ למיעוטים, לא מורשת יהודית"
04.02.38,"יועץ רוה""מ לענייני",משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא שלמה/incomplete title
04.02.42,פעולות הסברה ושיחות,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.43,מינהלת שיחות שלום,משרד ראש הממשלה,ראשות הממשלה,drop,"שיחות שלום, לא קשור למורשת"
04.02.44,לשכת השר הרב עמיטל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, השר עסק בענייני דת"
04.02.45,לשכת גב' רבין,משרד ראש הממשלה,ראשות הממשלה,drop,"לשכת גב' רבין, לא מורשת יהודית"
04.02.46,חגיגות שנת ה-50,משרד ראש הממשלה,ראשות הממשלה,drop,"חגיגות לאומיות, לא מורשת יהודית"
04.02.47,מחשב לכל ילד,משרד ראש הממשלה,ראשות הממשלה,drop,"מחשב לכל ילד, לא קשור"
04.02.48,אגף הפיקוח הכללי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.49,לשכת שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.50,הידוק הקשרים עם התפוצות,משרד ראש הממשלה,ראשות הממשלה,keep,"הידוק קשרים עם התפוצות, מורשת יהודית"
04.02.51,מטה הרפורמה בשירות,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.52,המועצה להנצחה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"מועצה להנצחה, עשויה לכלול מורשת יהודית"
04.02.53,תמיכות בארגוני הנצחה,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"תמיכה בארגוני הנצחה, עשויה לכלול"
04.02.54,ייעוץ ממשרד הקליטה,משרד  ראש הממשלה,ראשות הממשלה,drop,"ייעוץ קליטה, לא קשור למורשת"
04.02.60,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.61,לשכת שר בלי תיק דני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.62,לשכת שר בלי תיק רענן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.63,לשכת שר בלי תיק - אלי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.64,לשכת שר בלי תיק - שמואל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.65,לשכת השר לענייני ערבים,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני ערבים, לא מורשת יהודית"
04.02.66,לשכת סגן שר בלי תיק -,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.67,לשכת שר בלי תיק - דן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.68,המטה להסדרת התיישבות,משרד ראש הממשלה,ראשות הממשלה,drop,"הסדרת התיישבות, לא מורשת יהודית"
04.02.69,תוכנית פיתוח ישובי,משרד ראש הממשלה,ראשות הממשלה,drop,"פיתוח יישובים, לא מורשת יהודית"
04.02.70,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,ראשות הממשלה,drop,"פיתוח כלכלי, לא מורשת יהודית"
04.02.71,לשכת השר אבישי ברוורמן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.72,לשכת השר יעקב מרג'י,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, השר עסק בענייני דת"
04.02.73,לשכת השר בני בגין,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.74,לשכת סגן השר איוב קרא,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.75,לשכת השר יוסי פלד,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.76,לשכת השרה גילה גמליאל,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.77,משרד ההסברה והתפוצות,משרד ראש הממשלה,ראשות הממשלה,keep,"משרד העוסק בתפוצות, מורשת יהודית"
04.02.78,לשכת השר משולם נהרי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,"לשכת שר, השר עסק בענייני דת"
04.02.79,לשכת השר מיכאל איתן,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.80,לשכת השר לענייני,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא שלמה/incomplete title
04.02.81,המשרד לענייני גמלאים,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני גמלאים, לא קשור למורשת"
04.02.82,המשרד לעניינים,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא שלמה/incomplete title
04.02.83,המשרד לענייני מודיעין,משרד ראש הממשלה,ראשות הממשלה,drop,"ענייני מודיעין, לא קשור למורשת"
04.02.84,יחידת שירות הלקוחות,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת כללית/administrative title
04.02.85,הוועדה לבדיקת תחליפי,משרד ראש הממשלה,ראשות הממשלה,ambiguous,כותרת לא שלמה/incomplete title
04.04.01,רזרבה למשרד ראש הממשלה,משרד ראש הממשלה,רזרבה לסעיף ראש הממשלה,ambiguous,כותרת כללית/administrative title
04.07.01,רזרבה להתיקרויות,משרד ראש הממשלה,רזרבה להתייקרויות,ambiguous,כותרת כללית/administrative title
04.08.01,מועצות דתיות,משרד ראש הממשלה,שירותי דת,keep,"מועצות דתיות, חלק ממורשת יהודית"
04.08.02,שירותי דת,משרד ראש הממשלה,שירותי דת,keep,"שירותי דת, חלק ממורשת יהודית"
04.08.03,בתי כנסת,משרד ראש הממשלה,שירותי דת,keep,"בתי כנסת, חלק ממורשת יהודית"
04.08.04,רזרבות,משרד ראש הממשלה,שירותי דת,ambiguous,"רזרבות, קשור לשירותי דת"
04.08.05,אמרכלות,משרד ראש הממשלה,תחום כלכלי,ambiguous,כותרת כללית/administrative title
04.08.06,פתוח בתי עלמין,משרד ראש הממשלה,שירותי דת,keep,"פיתוח בתי עלמין, חלק ממורשת יהודית"
04.08.07,מנהרות הכותל,משרד  ראש הממשלה,שירותי דת,keep,"מנהרות הכותל, אתר מורשת יהודית"
04.08.09,פיתוח מבני דת,משרד ראש הממשלה,שירותי דת,keep,"פיתוח מבני דת, חלק ממורשת יהודית"
04.08.10,שכר ואמרכלות,משרד ראש הממשלה,שירותי דת,ambiguous,"שכר ואמרכלות, קשור לשירותי דת"
04.08.99,חשבון מעבר,משרד ראש הממשלה,שירותי דת,ambiguous,כותרת כללית/administrative title
04.09.01,שכר,משרד ראש הממשלה,רבנות ראשית,keep,"שכר רבנות ראשית, חלק ממורשת יהודית"
04.09.02,שירותי כוח אדם וייעוץ,משרד ראש הממשלה,רבנות ראשית,ambiguous,"שירותי כוח אדם, קשור לרבנות ראשית"
04.09.03,אמרכלות,משרד ראש הממשלה,רבנות ראשית,ambiguous,"אמרכלות, קשור לרבנות ראשית"
04.09.04,מיכון,משרד ראש הממשלה,רבנות ראשית,ambiguous,"מיכון, קשור לרבנות ראשית"
04.09.05,הסברה אירועים,משרד ראש הממשלה,רבנות ראשית,ambiguous,"הסברה ואירועים, קשור לרבנות ראשית"
04.09.06,פעולות למען הכשרות,משרד ראש הממשלה,רבנות ראשית,keep,"פעולות למען הכשרות, חלק ממורשת יהודית"
04.09.07,פעולות הרבנות הראשית,משרד ראש הממשלה,רבנות ראשית,keep,"פעולות הרבנות הראשית, חלק ממורשת יהודית"
04.09.08,רזרבות להתייקרויות,משרד ראש הממשלה,רבנות ראשית,ambiguous,"רזרבות, קשור לרבנות ראשית"
04.15.01,שכר עובדי נתיב,משרד ראש הממשלה,נתיב,keep,"שכר עובדי נתיב, קשור למורשת יהודית"
04.15.02,אמרכלות ופעולות,משרד ראש הממשלה,נתיב,ambiguous,"אמרכלות ופעולות, קשור לנתיב"
04.15.03,פרוייקט הקלדה,משרד ראש הממשלה,נתיב,ambiguous,"פרויקט הקלדה, קשור לנתיב"
04.15.04,"הפעלת בתי ספר בחב""מ",משרד ראש הממשלה,נתיב,keep,הפעלת בתי ספר לחינוך יהודי
04.15.05,פרוייקט מיחשוב,משרד ראש הממשלה,נתיב,ambiguous,"פרויקט מיחשוב, קשור לנתיב"
04.15.06,פעולות תרבות וחינוך,משרד ראש הממשלה,נתיב,keep,פעולות תרבות וחינוך יהודי
04.15.07,שירותי דת,משרד ראש הממשלה,נתיב,keep,"שירותי דת, חלק ממורשת יהודית"
04.20.01,לשכת השר לשיתוף פעולה,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.20.02,אמרכלות,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.20.03,פעולות,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.20.10,רזרבה להתייקרויות,משרד ראש הממשלה,השר לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.23.01,שכר,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.23.02,שרותים מרכזיים,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.23.03,רזרבה,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.23.04,קידום שיתוף פעולה,משרד ראש הממשלה,המשרד לשיתוף פעולה,ambiguous,כותרת כללית/administrative title
04.51.01,מטה המשרד,משרד ראש הממשלה,משרד ראשי,ambiguous,כותרת כללית/administrative title
04.51.02,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,ambiguous,כותרת כללית/administrative title
04.51.03,מערך הגיור,משרד ראש הממשלה,משרד ראשי,keep,"עוסק ישירות בגיור, חלק ממורשת יהודית"
04.51.04,תמיכות בארגוני הנצחה,משרד ראש הממשלה,משרד ראשי,ambiguous,"תמיכה בארגוני הנצחה, עשויה לכלול"
04.51.05,הרשות לקידום מעמד האשה,משרד ראש הממשלה,משרד ראשי,drop,"קידום מעמד האישה, לא קשור"
04.51.06,הרשות לפיתוח כלכלי של,משרד ראש הממשלה,משרד ראשי,drop,פיתוח כלכלי אינו מורשת יהודית
04.51.07,ארכיון המדינה,משרד ראש הממשלה,משרד ראשי,ambiguous,"ארכיון כללי, עשוי להכיל חומר מורשת"
04.51.08,מערך הסייבר הלאומי,משרד ראש הממשלה,משרד ראשי,drop,מערך סייבר לאומי אינו מורשת יהודית
04.51.09,הוועדה הבינמשרדית,משרד ראש הממשלה,משרד ראשי,ambiguous,"ועדה בינמשרדית, כותרת כללית"
04.51.10,פרויקטים והחלטות ממשלה,משרד ראש הממשלה,משרד ראשי,ambiguous,"פרויקטים והחלטות ממשלה, כותרת כללית"
04.51.11,לשכת העיתונות הממשלתית,משרד ראש הממשלה,משרד ראשי,drop,לשכת עיתונות ממשלתית אינה מורשת יהודית
04.51.12,המטה להסדרת התיישבות,משרד ראש הממשלה,משרד ראשי,drop,הסדרת התיישבות אינה מורשת יהודית
04.51.13,מרכז ההסברה,משרד ראש הממשלה,משרד ראשי,ambiguous,"מרכז הסברה, כותרת כללית"
04.51.14,מטה ישראל דיגיטאלית,משרד ראש הממשלה,משרד ראשי,drop,ישראל דיגיטאלית אינה מורשת יהודית
04.51.15,מטה התקשוב הממשלתי,משרד ראש הממשלה,משרד ראשי,drop,תקשוב ממשלתי אינו מורשת יהודית
04.52.01,חברי הממשלה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"חברי ממשלה, כותרת כללית"
04.52.02,המשרד לשוויון חברתי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,שוויון חברתי אינו מורשת יהודית
04.52.03,משרד התפוצות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,keep,משרד התפוצות עוסק בזהות יהודית
04.52.04,המשרד לנושאים אסטרטגים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,נושאים אסטרטגיים אינם מורשת יהודית
04.52.05,המשרד למודיעין,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד מודיעין אינו מורשת יהודית
04.52.06,משרד ההסברה,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"משרד הסברה, כותרת כללית"
04.52.07,לשכת השר יוסי פלד,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת שר, כותרת כללית"
04.52.08,לשכת השר משולם נהרי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת שר, כותרת כללית"
04.52.09,לשכות שרים וסגני שרים,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכות שרים, כותרת כללית"
04.52.10,לשכת סגן השר איוב קרא,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת סגן שר, כותרת כללית"
04.52.11,משרד ירושלים ומסורת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,keep,משרד ירושלים ומסורת קשור למורשת
04.52.12,משרד מורשת,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,keep,משרד מורשת עוסק ישירות בנושא
04.52.13,משרד ההתיישבות,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,משרד ההתיישבות אינו מורשת יהודית
04.52.14,המשרד לחיזוק וקידום,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"חיזוק וקידום, כותרת כללית"
04.52.15,מערך הדיגיטל הלאומי,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,מערך דיגיטל לאומי אינו מורשת יהודית
04.52.16,"משרד רה""מ חליפי",משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"משרד רה""מ חליפי, כותרת כללית"
04.52.17,מטה לבינה מלאכותית,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,drop,בינה מלאכותית אינה מורשת יהודית
04.52.20,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת ראש ממשלה לשעבר, כותרת כללית"
04.52.21,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת ראש ממשלה לשעבר, כותרת כללית"
04.52.22,לשכת ראש הממשלה לשעבר,משרד ראש הממשלה,משרדי ממשלה ולשכות שרים,ambiguous,"לשכת ראש ממשלה לשעבר, כותרת כללית"
04.54.01,רבנות ראשית,משרד ראש הממשלה,הרבנות הראשית לישראל,keep,רבנות ראשית קשורה למורשת יהודית
04.56.01,שיתוף פעולה אזורי,משרד ראש הממשלה,המשרד לשיתוף פעולה,drop,שיתוף פעולה אזורי אינו מורשת יהודית
04.59.01,נתיב,משרד ראש הממשלה,לשכת הקשר נתיב,keep,נתיב עוסק בזהות יהודית
04.62.01,מועצות דתיות,משרד ראש הממשלה,המשרד לשירותי הדת,keep,מועצות דתיות קשורות למורשת יהודית
04.62.02,תמיכה בשירותי דת,משרד ראש הממשלה,המשרד לשירותי הדת,keep,שירותי דת קשורים למורשת יהודית
04.62.03,בתי עלמין,משרד ראש הממשלה,המשרד לשירותי הדת,keep,בתי עלמין יהודיים הם אתרי מורשת
04.62.04,תמיכה בהקמת מוסדות דת,משרד ראש הממשלה,המשרד לשירותי הדת,keep,מוסדות דת קשורים למורשת יהודית
04.62.05,שכר,משרד ראש הממשלה,המשרד לשירותי הדת,ambiguous,"שכר, כותרת כללית במשרד רלוונטי"
04.62.06,תפעול,משרד ראש הממשלה,המשרד לשירותי הדת,ambiguous,"תפעול, כותרת כללית במשרד רלוונטי"
04.62.07,מערך הגיור,משרד ראש הממשלה,המשרד לשירותי הדת,keep,מערך הגיור קשור לזהות יהודית
04.62.08,רזרבות,משרד ראש הממשלה,המשרד לשירותי הדת,ambiguous,"רזרבות, כותרת כללית במשרד רלוונטי"
04.70.01,רזרבה לעמידה במגבלה,משרד ראש הממשלה,רזרבות,drop,רזרבה כללית אינה מורשת יהודית
04.99.99,חשבון מעבר,משרד ראש הממשלה,חשבון מעבר,drop,חשבון מעבר אינו מורשת יהודית
05.01.01,משרד ראשי,משרד האוצר,תחום פעולה כללי,ambiguous,"משרד ראשי, כותרת כללית"
05.01.02,אמרכלות,משרד האוצר,תחום פעולה כללי,ambiguous,"אמרכלות, כותרת כללית"
05.01.04,טפול בפצויים אישיים,משרד האוצר,תחום פעולה כללי,drop,פיצויים אישיים אינם מורשת יהודית
05.01.05,גמלאות,משרד האוצר,תחום פעולה כללי,drop,גמלאות אינן מורשת יהודית
05.01.11,אגף נכסי נפקדים,משרד האוצר,תחום פעולה כללי,drop,נכסי נפקדים אינם מורשת יהודית
05.01.12,לשכת סגן השר יצחק כהן,משרד האוצר,תחום פעולה כללי,ambiguous,"לשכת סגן שר, כותרת כללית"
05.01.14,יחידת שיפור השירות,משרד האוצר,תחום פעולה כללי,drop,שיפור שירות אינו מורשת יהודית
05.02.01,אגף התקציבים,משרד האוצר,שירותי מטה ממשלתיים,drop,אגף תקציבים אינו מורשת יהודית
05.02.04,אגף החשב הכללי,משרד האוצר,שירותי מטה ממשלתיים,drop,חשב כללי אינו מורשת יהודית
05.02.05,פיקוח על בצוע תקציב,משרד האוצר,שירותי מטה ממשלתיים,drop,פיקוח תקציב אינו מורשת יהודית
05.02.06,ניהול הלוואות המדינה,משרד האוצר,שירותי מטה ממשלתיים,drop,ניהול הלוואות אינו מורשת יהודית
05.02.07,רשות התקשוב הממשלתית,משרד האוצר,שירותי מטה ממשלתיים,drop,רשות תקשוב ממשלתית אינה מורשת יהודית
05.02.08,מנהל הדיור הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,מנהל דיור ממשלתי אינו מורשת יהודית
05.02.09,פיקוח על המשק הממשלתי,משרד האוצר,שירותי מטה ממשלתיים,drop,פיקוח משק ממשלתי אינו מורשת יהודית
05.02.10,מערכות מידע ומיכון,משרד האוצר,שירותי מטה ממשלתיים,drop,מערכות מידע אינן מורשת יהודית
05.02.11,"אמרכלות חשכ""ל",משרד האוצר,שירותי מטה ממשלתיים,drop,"אמרכלות חשכ""ל אינה מורשת יהודית"
05.02.12,"שירותים כלכליים בארה""ב",משרד האוצר,שירותי מטה ממשלתיים,drop,"שירותים כלכליים בארה""ב אינם מורשת יהודית"
