code,title,program,reason
26.01.04.02,דיור - מיסים עירוניים,דיור המשרד,"Administrative housing expenses, not green energy."
26.01.04.03,אחזקת המשרד,דיור המשרד,"Administrative ministry maintenance, not green energy."
26.01.04.04,דיור - שכר דירה,דיור המשרד,"Administrative housing expenses, not green energy."
26.01.04.07,דיור - הוצאות מעבר,דיור המשרד,"Administrative housing expenses, not green energy."
26.01.04.09,הוצאות תכנון ומעבר לדיור,דיור המשרד,"Administrative housing expenses, not green energy."
26.01.04.95,רזרבה להתייקרויות כללית,דיור המשרד,"Administrative reserve, not green energy."
26.02.01.01,רזרבה להתיקרויות בשכר,רזרבה להתיקרויות,"Administrative reserve, not green energy."
26.02.01.02,רזרבה להתיקרויות בקניות,רזרבה להתיקרויות,"Administrative reserve, not green energy."
26.02.01.06,רזרבה להתיקרויות תשלומי העברה,רזרבה להתיקרויות,"Administrative reserve, not green energy."
26.02.01.08,רזרבה להתייקרויות - תמיכות במפעלי תעשייה,רזרבה להתיקרויות,"General industrial support, not green energy specific."
26.02.01.10,רזרבה להתייקרויות - שינוע פסולת,רזרבה להתיקרויות,"Waste transport, not green energy."
26.02.02.01,"רזרבה לכ""א ולפעולות","רזרבה לכ""א ולפעולות","Administrative reserve, not green energy."
26.03.01.01,"השתתפות בארגון האו""מ לאיכות הסביבה","השתתפות בארגון האו""מ","General environmental organization, not green energy specific."
26.03.02.01,"הכנסות מאירגון האו""מ לאיכות הסביבה תכנית פעולה לים התיכון","העברות מאירגון האו""מ","Mediterranean environmental plan, not green energy."
26.03.02.02,"הוצאות למחקר הים התיכון בשיתוף האו""מ","העברות מאירגון האו""מ","Mediterranean research, not green energy."
26.03.03.01,אשכול משאבי טבע - פעולות מקצועיות,אשכול משאבי טבע,"General natural resources activities, not green energy."
26.03.03.02,אשכול משאבי טבע - הרשאה לפעולות מקצועיות,אשכול משאבי טבע,"General natural resources activities, not green energy."
26.03.03.03,אשכול משאבי טבע - תמיכות,אשכול משאבי טבע,"General natural resources support, not green energy."
26.03.03.06,רשות נחל ירקון,אשכול משאבי טבע,"River authority, not green energy."
26.03.03.07,רשות נחל קישון,אשכול משאבי טבע,"River authority, not green energy."
26.03.03.08,הפעלת היחידה לניטור ברשות הטבע והגנים,אשכול משאבי טבע,"Environmental monitoring, not green energy."
26.03.03.11,פרוייקטים עם משרד החקלאות ופיתוח הכפר,אשכול משאבי טבע,"General agricultural projects, not green energy."
26.03.03.12,השתתפות רשות המים,אשכול תשתיות,"Water infrastructure, not green energy."
26.03.03.13,השתתפות משרד החקלאות - ירקון,אשכול משאבי טבע,"River related, not green energy."
26.03.03.14,השתתפות משרד הפנים - ירקון וקישון,אשכול משאבי טבע,"River related, not green energy."
26.03.03.15,"השתתפות ממ""י - ירקון וקישון",אשכול משאבי טבע,"River related, not green energy."
26.03.03.16,"השתתפות תיירות (חמ""ת) - ירקון",אשכול משאבי טבע,"River related, not green energy."
26.03.03.17,"השתתפות רט""ג - ירקון",אשכול משאבי טבע,"River related, not green energy."
26.03.03.18,השתתפות רשות המים - קישון,אשכול משאבי טבע,"Water infrastructure, not green energy."
26.03.03.19,השתתפות משרד התיירות - קישון,אשכול משאבי טבע,"River related, not green energy."
26.03.03.20,השתתפות במשרד התירות,אשכול משאבי טבע,"Administrative participation, not green energy."
26.03.03.24,פרוייקט גאולת הירקון,אשכול משאבי טבע,"River rehabilitation, not green energy."
26.03.03.25,"השתתפות במשרד ראה""מ",אשכול משאבי טבע,"Administrative participation, not green energy."
26.03.03.26,השתתפות מינהל מקרקעי ישראל בגאולת הירקון,אשכול משאבי טבע,"River rehabilitation, not green energy."
26.03.03.30,פעולות לשיקום נחלים,אשכול משאבי טבע,"Stream rehabilitation, not green energy."
26.03.03.31,השתתפות המשרד לשיתוף פעולה איזורי,אשכול משאבי טבע,"Administrative participation, not green energy."
26.03.03.32,אשכול משאבי טבע תמיכות מזומן,אשכול משאבי טבע,"General natural resources support, not green energy."
26.03.03.33,הכנסה ממנהל מקרקעי ישראל,אשכול משאבי טבע,"Administrative income, not green energy."
26.03.03.34,אתרי מורשת על פי החלטת ממשלה 1412 מיום 21.2.2010,אשכול משאבי טבע,"Heritage sites, not green energy."
26.03.03.35,חיבור מחנות צהל לביוב - השתתפות במשרד הבטחון,אשכול משאבי טבע,"Sewage connection, not green energy."
26.03.03.36,שיקום החי והצומח בכרמל,אשכול משאבי טבע,"Flora and fauna rehabilitation, not green energy."
26.03.03.37,השתתפות רשות המים - פרוייקט בתי הבד,אשכול משאבי טבע,"Water project, not green energy."
26.03.03.40,אשכול משאבי טבע - פעולות,אשכול משאבי טבע,"General natural resources activities, not green energy."
26.03.03.50,שיקום נחל הקישון על פי החלטת ממשלה 3454 מיום 10/07/2011,אשכול משאבי טבע,"River rehabilitation, not green energy."
26.03.04.01,מערכת ניטור אויר,פרוייקטים,"Air monitoring, not green energy."
26.03.04.02,ניטור מפרץ אילת,פרוייקטים,"Environmental monitoring, not green energy."
26.03.04.03,ניטור ים התיכון,פרוייקטים,"Environmental monitoring, not green energy."
26.03.05.01,טיפול באגם הכנרת,תוכנית שיקום הצפון,"Lake treatment, not green energy."
26.03.05.02,חיסול מפגעי אסבסט,תוכנית שיקום הצפון,"Environmental hazard, not green energy."
26.03.05.03,שיקום נחלים,תוכנית שיקום הצפון,Not related to green energy.
26.03.05.04,עתודה לשיקום הצפון והדרום,תוכנית שיקום הצפון,Not related to green energy.
26.03.11.01,סקרים ומחקרים,פעולות לאיכות הסביבה,Title is too general.
26.03.11.03,פעילות במסגרת שנת איכות הסביבה - באמצעות גורמים חיצוניים,פעולות לאיכות הסביבה,"General environmental activity, not green energy."
26.03.11.14,יועצים ובדיקות לפרויקט מטמנות,פעולות לאיכות הסביבה,"Related to waste management, not green energy."
26.03.11.19,פרויקט מחזור שפכי תעשיה במפעלים,פעולות לאיכות הסביבה,"Related to waste recycling, not green energy."
26.03.11.22,פרוייקט איסוף סוללות,פעולות לאיכות הסביבה,"Related to waste collection, not green energy."
26.03.11.24,הגברת אכיפה בנושא ביוב ומים,פעולות לאיכות הסביבה,"Related to water quality, not green energy."
26.03.11.25,השתתפות במסוף מטענים מסוכנים,פעולות לאיכות הסביבה,"Related to hazardous materials, not green energy."
26.03.11.31,השתתפות במשרד התחבורה,פעולות לאיכות הסביבה,Title is too general.
26.03.11.34,יעוץ לחוק זיכיון ים המלח,פעולות לאיכות הסביבה,"Specific environmental issue, not green energy."
26.03.12.01,סקרים ומחקרים - מדען ראשי - הרשאה,סקרים ומחקרים,Title is too general.
26.03.12.02,סקרים ומחקרים במדען הראשי - מזומן,סקרים ומחקרים,Title is too general.
26.03.12.03,פעולות יחידת המדען הראשי,סקרים ומחקרים,Title is too general.
26.03.12.04,"השתפות בתמ""ת",סקרים ומחקרים,Title is too general.
26.03.12.05,סקרים ומחקרים,סקרים ומחקרים,Title is too general.
26.03.12.06,פרוייקט כדאיות כלכלית ייעוץ ופעולות,סקרים ומחקרים,Title is too general.
26.03.12.07,השתתפות משרד החינוך במחקר הערכה,סקרים ומחקרים,Title is too general.
26.03.12.08,מחקר הערכה - הוצאה,סקרים ומחקרים,Title is too general.
26.03.12.09,השתתפות במשרד התשתיות - מחקר משותף,סקרים ומחקרים,Title is too general.
26.03.12.10,כדאיות כלכלית - הכנסות מגורמי חוץ,סקרים ומחקרים,Title is too general.
26.03.12.11,התאחדות התעשיינים - הכנסה,סקרים ומחקרים,Title is too general.
26.03.12.12,התאחדות התעשיינים - הוצאה,סקרים ומחקרים,Title is too general.
26.03.12.13,השתתפות משרד השיכון,סקרים ומחקרים,Title is too general.
26.03.12.14,השתתפות משרד הפנים,סקרים ומחקרים,Title is too general.
26.03.12.15,השתתפות משרד המדע,סקרים ומחקרים,Title is too general.
26.03.12.16,השתתפות במשרד החקלאות,סקרים ומחקרים,Title is too general.
26.03.12.18,השתתפות משרד החקלאות,סקרים ומחקרים,Title is too general.
26.03.12.19,"מדענים מחו""ל",סקרים ומחקרים,Title is too general.
26.03.12.21,השתתפות במשרד החקלאות - מדען ראשי,סקרים ומחקרים,Title is too general.
26.03.12.22,השתתפות במשרד הקליטה,סקרים ומחקרים,Title is too general.
26.03.12.23,סקרים ומחקרים עולים חדשים,סקרים ומחקרים,Title is too general.
26.03.12.24,השתתפות משרד הקליטה במחקרים של מדענים עולים,סקרים ומחקרים,Title is too general.
26.03.12.25,סקרים אפדימיולוגים,סקרים ומחקרים,"Related to health, not green energy."
26.03.12.40,השתתפות משרד הקליטה,סקרים ומחקרים,Title is too general.
26.03.12.50,השתתפות משרד הקליטה,סקרים ומחקרים,Title is too general.
26.03.12.52,הכנסות איחוד אירופי,סקרים ומחקרים,Title is too general.
26.03.12.95,רזרבה להתייקרויות כללית,סקרים ומחקרים,Administrative budget line.
26.03.14.01,"פעילות במסגרת שנת איכות הסביבה (תשנ""ד)",חינוך והסברה,"General environmental activity, not green energy."
26.03.14.02,"הפקת כתבי עת במסגרת שנת איכות הסביבה (תשנ""ד).",חינוך והסברה,"General environmental activity, not green energy."
26.03.14.03,תמיכה באירועים בנושאי איכות סביבה,אשכול שלטון מקומי,"General environmental activity, not green energy."
26.03.14.04,עריכת פעולות לקידום מודעות הציבור,"אשכול מידע, חינוך","General environmental awareness, not green energy."
26.03.14.05,פעולות חינוך והסברה,אשכול שלטון מקומי,"General environmental education, not green energy."
26.03.14.06,תמיכה ברשויות בתחום החינוך,אשכול שלטון מקומי,Title is too general.
26.03.14.07,תמיכה בעמותות בתחום החינוך,חינוך והסברה,Title is too general.
26.03.14.08,"פרוייקט איכה""ס בצה""ל",חינוך והסברה,"General environmental project, not green energy."
26.03.14.09,השתתפות משרד החינוך בתכנית לימודי איכות סביבה,חינוך והסברה,"General environmental studies, not green energy."
26.03.14.10,השתתפות במשרד החינוך,"אשכול מידע, חינוך",Title is too general.
26.03.14.11,הפעלת יחידות סביבתיות,אשכול שלטון מקומי,"General environmental units, not green energy."
26.03.14.12,פעולות חינוך במוסדות,אשכול שלטון מקומי,Title is too general.
26.03.14.13,הפעלת יחידות סביבתיות - מזומן,אשכול שלטון מקומי,"General environmental units, not green energy."
26.03.14.20,קרינה - פעולות,אשכול שלטון מקומי,"Related to radiation, not green energy."
26.03.14.21,קרינה - חודשי עבודה,אשכול שלטון מקומי,"Related to radiation, not green energy."
26.03.14.22,קרינה - הכנסות מאגרות,אשכול שלטון מקומי,"Related to radiation, not green energy."
26.03.14.95,רזרבה להתייקרויות כללית,חינוך והסברה,Administrative budget line.
26.03.20.01,יחידת הפיקוח (9 עובדים),יחידת הפיקוח לאיכות,Administrative budget line.
26.03.20.02,דלק,יחידת הפיקוח לאיכות,"Title is too general, could be fossil fuels."
26.03.20.03,אחזקת רכב - יחידת הפיקוח (13 רכבים),יחידת הפיקוח לאיכות,Administrative budget line.
26.03.20.04,יחידת הפיקוח - ש.כ.א.,יחידת הפיקוח לאיכות,Administrative budget line.
26.03.20.05,יחידת הפיקוח,יחידת הפיקוח לאיכות,Administrative budget line.
26.03.20.06,פעולות אשכול יישום מדיניות ואכיפה - הרשאה,אשכול יישום מדיניות,Title is too general.
26.03.20.07,פעולות אשכול יישום מדיניות ואכיפה - מזומן,אשכול יישום מדיניות,Title is too general.
26.03.20.08,השתתפות במשטרה,אשכול יישום מדיניות,Title is too general.
26.03.20.09,אכיפה בתחום פסולת בניין - העברה לרשות הטבע והגנים,אשכול יישום מדיניות,"Related to waste management, not green energy."
26.03.20.10,מערכות מחשוב לאכיפה,אשכול יישום מדיניות,Administrative budget line.
26.03.20.11,רכישת קטנועים,יחידת הפיקוח לאיכות,Administrative budget line.
26.03.20.15,שיקום,יחידת הפיקוח לאיכות,Title is too general.
26.03.20.16,רכישת רכבים,יחידת הפיקוח לאיכות,Administrative budget line.
26.03.20.20,"השתתפות במשרד הביטחון - פרוייקטים בשיתוף צה""ל",אשכול יישום מדיניות,Title is too general.
26.03.20.95,רזרבה להתייקרויות כללית,יחידת הפיקוח לאיכות,Administrative budget line.
26.03.21.01,"קרן האוזון אמנת וינה EERV ,IUCN, אמנת מיגוון המינים",השתתפות באמנות וקרנות,"Related to ozone and biodiversity, not green energy."
26.03.25.01,רכישת ציוד מעבדה,מעבדה לאיכות הסביבה,Administrative budget line.
26.03.25.95,רזרבה להתייקרויות כללית,מעבדה לאיכות הסביבה,Administrative budget line.
26.03.26.01,"פעולות האגף ליחב""ל ופרויקטים מיוחדים",קשרי חוץ ופרויקטים,Title is too general.
26.03.28.01,פעולות אשכול תכנון ומדיניות,אשכול תכנון ומדיניות,Title is too general.
26.03.28.02,השתתפות במשרד התחבורה - פרוייקטים משותפים עם המשרד,תכנון,Title is too general.
26.03.28.03,תכנון ייעוץ ופעולות - פארק איילון,אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.04,"השתפות מע""צ",תכנון,Title is too general.
26.03.28.05,השתתפות במשרד התשתיות הלאומיות - פרוייקט משותף בתחום התכנון,אשכול תכנון ומדיניות,Title is too general.
26.03.28.06,תכנון וייעוץ פרוייקטים,אשכול תכנון ומדיניות,Title is too general.
26.03.28.07,פעולות אשכול תכנון ומדיניות - הרשאה,אשכול תכנון ומדיניות,Title is too general.
26.03.28.08,תשלום לאמנות בין-לאומיות בתחום הסביבה עליהן חתומה ישראל,אשכול תכנון ומדיניות,"General environmental conventions, not green energy."
26.03.28.09,הכנסה מהנציבות האירופית צוות הערכה,תכנון,Title is too general.
26.03.28.10,"השתתפות קק""ל - פרוייקט שטחים פתוחים",תכנון,"Related to open spaces, not green energy."
26.03.28.11,"השתתפות חל""ט - שטחים פתוחים",תכנון,"Related to open spaces, not green energy."
26.03.28.12,השתתפות משרד הפנים - פארק איילון,אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.13,"אגף תכנון - רכישת שירותי כ""א",תכנון,Administrative budget line.
26.03.28.14,"רכישת שירותי כ""א",תכנון,Administrative budget line.
26.03.28.15,26030933 בורות ים המלח,תכנון,"Specific environmental issue, not green energy."
26.03.28.16,השתתפות בתשתיות,תכנון,Title is too general.
26.03.28.17,השתתפות משרד הפנים - פארק איילון,תכנון,"Specific park project, not green energy."
26.03.28.19,"השתתפות משרד רוה""מ - פארק איילון",אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.20,ביצוע פרוייקט פארק איילון,אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.21,ביצוע פרוייקט פארק אריאל שרון - הרשאה,אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.22,"ביצוע פרוייקט המצוק החופי בחברת פארק אריאל שרון בע""מ",אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.30,השתתפות במשרד החקלאות - קורס שטחים פתוחים,אשכול תכנון ומדיניות,"Related to open spaces, not green energy."
26.03.28.32,"השתתפות במשרד התמ""ת",אשכול תכנון ומדיניות,Title is too general.
26.03.28.33,הכנסות מעירית ירושלים,אשכול תכנון ומדיניות,Title is too general.
26.03.28.37,"השתתפות משרד התעשייה, מסחר ותעסוקה",אשכול תכנון ומדיניות,Title is too general.
26.03.28.40,השתתפות במכון הגיאולוגי,אשכול תכנון ומדיניות,Title is too general.
26.03.28.41,השתתפות במשרד החקלאות,אשכול תכנון ומדיניות,Title is too general.
26.03.28.42,פיתוח פארק נחל באר שבע,אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.43,פיתוח פארק נחל באר שבע - הרשאה,אשכול תכנון ומדיניות,"Specific park project, not green energy."
26.03.28.50,הכנסות מגורמי חוץ,אשכול תכנון ומדיניות,Title is too general.
26.03.28.95,רזרבה להתייקרויות כללית,תכנון,Administrative budget line.
26.03.32.01,יעוץ,ועדה לבחינת תקני,Administrative budget line.
26.03.32.02,"נסיעות לחו""ל",ועדה לבחינת תקני,Administrative budget line.
26.03.32.03,אמרכלות,ועדה לבחינת תקני,Administrative budget line.
26.03.34.01,הפקת פרסומים ופעולות,יחידת הפרסומים ופניות,Title is too general.
26.03.34.95,רזרבה להתייקרויות כללית,יחידת הפרסומים ופניות,Administrative budget line.
26.03.35.01,פעולות היחידה לרישוי עסקים,יחידת רישוי עסקים,Title is too general.
26.03.35.02,השתתפות התאחדות התעשיינים,יחידת רישוי עסקים,Title is too general.
26.03.35.03,היערכות לרעידות אדמה,יחידת רישוי עסקים,"Related to disaster preparedness, not green energy."
26.03.35.04,השתתפות משרד השיכון,יחידת רישוי עסקים,Title is too general.
26.03.35.10,הכנסות מ RAC-CP,יחידת רישוי עסקים,Title is too vague.
26.03.35.95,רזרבה להתייקרויות כללית,יחידת רישוי עסקים,Administrative budget line.
26.03.36.01,פעולות יחידת כלכלה ותקינה,"יחידת הכלכלה, התקינה",Title is too general.
26.03.36.02,השתתפות במשרד התשתיות,"יחידת הכלכלה, התקינה",Title is too general.
26.03.36.95,רזרבה להתייקרויות כללית,"יחידת הכלכלה, התקינה",Administrative budget line.
26.03.38.01,קידום תשתיות איכות סביבה,תשתיות איכות סביבה,"General environmental infrastructure, not green energy."
26.03.38.02,יחידת ניטור - רשות הטבע והגנים,תשתיות איכות סביבה,"General environmental monitoring, not green energy."
26.03.38.03,השתתפות משרד השיכון,תשתיות איכות סביבה,Title is too general.
26.03.38.04,השתתפות משרד החקלאות - תכניות רפתות,תשתיות איכות סביבה,"Related to agriculture, not green energy."
26.03.38.05,העסקת פרוייקטורים - לתכניות ברפתות,תשתיות איכות סביבה,"Related to agriculture, not green energy."
26.03.38.06,איכות קולחין - בדיקת תועלת,תשתיות איכות סביבה,"Related to water quality, not green energy."
26.03.38.07,השתתפות נציבות המים,תשתיות איכות סביבה,"Related to water management, not green energy."
26.03.38.08,קולחין ארצי,תשתיות איכות סביבה,"Related to water management, not green energy."
26.03.38.09,השתתפות במשרד חקלאות - פרוייקטים משותפים בתחום החקלאות,תשתיות איכות סביבה,"Related to agriculture, not green energy."
26.03.38.10,תמיכה ברשויות - טיפול בפסולת חקלאית,תשתיות איכות סביבה,"Related to agricultural waste, not green energy."
26.03.38.15,תמיכה ברשויות - שבילי אופניים,תשתיות איכות סביבה,"Related to transportation infrastructure, not green energy."
